4g -13.4997g 0g
5g -17.0321g 0g
6g -20.5683g 0g
7g -24.1067g 0g
8g -27.6467g 0g
9g -31.1875g 0g
10g -34.7292g 0g
  
11g -34.7291g 1g
12g -34.7292g 1g
13g -34.7291g 1g
14g -34.7291g 1g
15g -34.7291g 1g
  
16g -34.7291g 1g
15g -34.7291g 1g
14g -34.7291g 1g
13g -34.7291g 1g
12g -34.7292g 1g
11g -34.7291g 1g
10g -34.7292g 1g
9g -34.7291g 1g
8g -34.7292g 1g
7g -34.7291g 1g
6g -34.7292g 1g
5g -34.7291g 1g
  
4g -34.7291g 1g
5g -34.7291g 1g
6g -34.7292g 1g
7g -34.7291g 1g
8g -34.7292g 1g
9g -34.7291g 1g
10g -34.7292g 1g
  
11g -34.7291g 2g
12g -34.7292g 2g
13g -34.7291g 2g
14g -34.7292g 2g
15g -34.7291g 2g
  
16g -34.7291g 2g
15g -34.7291g 2g
14g -34.7292g 2g
13g -34.7291g 2g
12g -34.7292g 2g
11g -34.7291g 2g
10g -34.7292g 2g
9g -34.7291g 2g
8g -34.7292g 2g
7g -34.7291g 2g
6g -34.7292g 2g
5g -34.7291g 2g
  
4g -34.7291g 2g
5g -34.7291g 2g
6g -34.7292g 2g
7g -34.7291g 2g
8g -34.7292g 2g
9g -34.7291g 2g
10g -34.7292g 2g
  
11g -34.7291g 3g
12g -34.7292g 3g
13g -34.7291g 3g
14g -34.7292g 3g
15g -34.7291g 3g
  
16g -34.7291g 3g
15g -34.7291g 3g
14g -34.7292g 3g
13g -34.7291g 3g
12g -34.7292g 3g
11g -34.7291g 3g
10g -34.7292g 3g
9g -34.7291g 3g
8g -34.7292g 3g
7g -34.7291g 3g
6g -34.7292g 3g
5g -34.7291g 3g
  
4g -34.7291g 3g
5g -34.7291g 3g
6g -34.7292g 3g
7g -34.7291g 3g
8g -34.7292g 3g
9g -34.7291g 3g
10g -34.7292g 3g
  
11g -34.7291g 4g
12g -34.7292g 4g
13g -34.7291g 4g
14g -34.7292g 4g
15g -34.7291g 4g
  
16g -34.7291g 4g
15g -34.7291g 4g
14g -34.7292g 4g
13g -34.7291g 4g
12g -34.7292g 4g
11g -34.7291g 4g
10g -34.7292g 4g
9g -34.7291g 4g
8g -34.7292g 4g
7g -34.7291g 4g
6g -34.7292g 4g
5g -34.7291g 4g
  
4g -34.7291g 4g
5g -34.7291g 4g
6g -34.7292g 4g
7g -34.7291g 4g
8g -34.7292g 4g
9g -34.7291g 4g
10g -34.7292g 4g
  
11g -34.7291g 5g
12g -34.7292g 5g
13g -34.7291g 5g
14g -34.7292g 5g
15g -34.7291g 5g
  
16g -34.7291g 5g
15g -34.7291g 5g
14g -34.7292g 5g
13g -34.7291g 5g
12g -34.7292g 5g
11g -34.7291g 5g
10g -34.7292g 5g
9g -34.7291g 5g
8g -34.7292g 5g
7g -34.7291g 5g
6g -34.7292g 5g
5g -34.7291g 5g
  
4g -34.7291g 5g
5g -34.7291g 5g
6g -34.7292g 5g
7g -34.7291g 5g
8g -34.7292g 5g
9g -34.7291g 5g
10g -34.7292g 5g
  
11g -34.7291g 6g
12g -34.7292g 6g
13g -34.7291g 6g
14g -34.7292g 6g
15g -34.7291g 6g
  
16g -34.7291g 6g
15g -34.7291g 6g
14g -34.7292g 6g
13g -34.7291g 6g
12g -34.7292g 6g
11g -34.7291g 6g
10g -34.7292g 6g
9g -34.7291g 6g
8g -34.7292g 6g
7g -34.7291g 6g
6g -34.7292g 6g
5g -34.7291g 6g
  
4g -34.7291g 6g
5g -34.7291g 6g
6g -34.7292g 6g
7g -34.7291g 6g
8g -34.7292g 6g
9g -34.7291g 6g
10g -34.7292g 6g
  
11g -34.7291g 6g
12g -34.7292g 6g
13g -34.7291g 6g
14g -34.7292g 6g
15g -34.7291g 6g
