3g -11.6272g 0g
4g -15.996g 0g
5g -20.3702g 0g
6g -24.7512g 0g
7g -29.1288g 0g
8g -33.5132g 0g
9g -37.8908g 0g
10g -42.2765g 0g
  
11g -41.0145g 1g
12g -41.1273g 1g
13g -41.134g 1g
14g -41.1989g 1g
15g -41.1924g 1g
16g -41.2179g 1g
  
17g -41.2104g 1g
16g -41.218g 1g
15g -41.212g 1g
14g -41.2227g 1g
13g -41.2155g 1g
12g -41.2265g 1g
11g -41.2206g 1g
10g -41.2953g 1g
9g -41.2905g 1g
8g -41.3368g 1g
7g -41.3263g 1g
6g -41.3515g 1g
5g -41.1434g 1g
4g -41.1585g 1g
  
3g -40.833g 1g
4g -41.1586g 1g
5g -41.1525g 1g
6g -41.3558g 1g
7g -41.3457g 1g
8g -41.3595g 1g
9g -41.3495g 1g
10g -41.3634g 1g
  
11g -41.3577g 2g
12g -41.373g 2g
13g -41.3651g 2g
14g -41.3781g 2g
15g -41.3669g 2g
16g -41.3747g 2g
  
17g -41.0988g 2g
16g -41.3747g 2g
15g -41.3687g 2g
14g -41.3805g 2g
13g -41.3714g 2g
12g -41.3818g 2g
11g -41.374g 2g
10g -41.3823g 2g
9g -41.3739g 2g
8g -41.3833g 2g
7g -41.3717g 2g
6g -41.3816g 2g
5g -41.3697g 2g
4g -41.2518g 2g
  
3g -41.0512g 2g
4g -41.2518g 2g
5g -41.3686g 2g
6g -41.3807g 2g
7g -41.3708g 2g
8g -41.3822g 2g
9g -41.3734g 2g
10g -41.3819g 2g
  
11g -41.3739g 3g
12g -41.3826g 3g
13g -41.3718g 3g
14g -41.3818g 3g
15g -41.37g 3g
16g -41.3101g 3g
  
17g -41.0485g 3g
16g -41.3101g 3g
15g -41.3695g 3g
14g -41.3815g 3g
13g -41.3719g 3g
12g -41.3828g 3g
11g -41.3744g 3g
10g -41.3825g 3g
9g -41.3743g 3g
8g -41.3828g 3g
7g -41.3717g 3g
6g -41.3813g 3g
5g -41.3692g 3g
4g -41.292g 3g
  
3g -41.0498g 3g
4g -41.292g 3g
5g -41.3694g 3g
6g -41.3815g 3g
7g -41.3717g 3g
8g -41.3829g 3g
9g -41.3743g 3g
10g -41.3825g 3g
  
11g -41.3744g 4g
12g -41.3829g 4g
13g -41.3718g 4g
14g -41.3815g 4g
15g -41.3696g 4g
16g -41.2985g 4g
  
17g -41.0495g 4g
16g -41.2985g 4g
15g -41.3695g 4g
14g -41.3815g 4g
13g -41.3718g 4g
12g -41.3829g 4g
11g -41.3744g 4g
10g -41.3826g 4g
9g -41.3744g 4g
8g -41.3829g 4g
7g -41.3718g 4g
6g -41.3815g 4g
5g -41.3695g 4g
4g -41.2962g 4g
  
3g -41.0496g 4g
4g -41.2962g 4g
5g -41.3695g 4g
6g -41.3815g 4g
7g -41.3718g 4g
8g -41.3829g 4g
9g -41.3744g 4g
10g -41.3825g 4g
  
11g -41.3744g 5g
12g -41.3829g 5g
13g -41.3718g 5g
14g -41.3815g 5g
15g -41.3695g 5g
16g -41.2971g 5g
  
17g -41.0496g 5g
16g -41.2971g 5g
15g -41.3695g 5g
14g -41.3815g 5g
13g -41.3718g 5g
12g -41.3829g 5g
11g -41.3744g 5g
10g -41.3825g 5g
9g -41.3744g 5g
8g -41.3829g 5g
7g -41.3718g 5g
6g -41.3815g 5g
5g -41.3695g 5g
4g -41.2968g 5g
  
3g -41.0496g 5g
4g -41.2968g 5g
5g -41.3695g 5g
6g -41.3815g 5g
7g -41.3718g 5g
8g -41.3829g 5g
9g -41.3744g 5g
10g -41.3825g 5g
  
11g -41.3744g 6g
12g -41.3829g 6g
13g -41.3718g 6g
14g -41.3815g 6g
15g -41.3695g 6g
16g -41.2969g 6g
  
17g -41.0496g 6g
16g -41.2969g 6g
15g -41.3695g 6g
14g -41.3815g 6g
13g -41.3718g 6g
12g -41.3829g 6g
11g -41.3744g 6g
10g -41.3825g 6g
9g -41.3744g 6g
8g -41.3829g 6g
7g -41.3718g 6g
6g -41.3815g 6g
5g -41.3695g 6g
4g -41.2968g 6g
  
3g -41.0496g 6g
4g -41.2968g 6g
5g -41.3695g 6g
6g -41.3815g 6g
7g -41.3718g 6g
8g -41.3829g 6g
9g -41.3744g 6g
10g -41.3825g 6g
  
11g -41.3744g 7g
12g -41.3829g 7g
13g -41.3718g 7g
14g -41.3815g 7g
15g -41.3695g 7g
16g -41.2969g 7g
  
17g -41.0496g 7g
16g -41.2969g 7g
15g -41.3695g 7g
14g -41.3815g 7g
13g -41.3718g 7g
12g -41.3829g 7g
11g -41.3744g 7g
10g -41.3825g 7g
9g -41.3744g 7g
8g -41.3829g 7g
7g -41.3718g 7g
6g -41.3815g 7g
5g -41.3695g 7g
4g -41.2968g 7g
  
3g -41.0496g 7g
4g -41.2968g 7g
5g -41.3695g 7g
6g -41.3815g 7g
7g -41.3718g 7g
8g -41.3829g 7g
9g -41.3744g 7g
10g -41.3825g 7g
  
11g -41.3744g 8g
12g -41.3829g 8g
13g -41.3718g 8g
14g -41.3815g 8g
15g -41.3695g 8g
16g -41.2968g 8g
  
17g -41.0496g 8g
16g -41.2968g 8g
15g -41.3695g 8g
14g -41.3815g 8g
13g -41.3718g 8g
12g -41.3829g 8g
11g -41.3744g 8g
10g -41.3825g 8g
9g -41.3744g 8g
8g -41.3829g 8g
7g -41.3718g 8g
6g -41.3815g 8g
5g -41.3695g 8g
4g -41.2968g 8g
  
3g -41.0496g 8g
4g -41.2968g 8g
5g -41.3695g 8g
6g -41.3815g 8g
7g -41.3718g 8g
8g -41.3829g 8g
9g -41.3744g 8g
10g -41.3825g 8g
  
11g -41.3744g 9g
12g -41.3829g 9g
13g -41.3718g 9g
14g -41.3815g 9g
15g -41.3695g 9g
16g -41.2968g 9g
  
17g -41.0496g 9g
16g -41.2968g 9g
15g -41.3695g 9g
14g -41.3815g 9g
13g -41.3718g 9g
12g -41.3829g 9g
11g -41.3744g 9g
10g -41.3825g 9g
9g -41.3744g 9g
8g -41.3829g 9g
7g -41.3718g 9g
6g -41.3815g 9g
5g -41.3695g 9g
4g -41.2968g 9g
  
3g -41.0496g 9g
4g -41.2968g 9g
5g -41.3695g 9g
6g -41.3815g 9g
7g -41.3718g 9g
8g -41.3829g 9g
9g -41.3744g 9g
10g -41.3825g 9g
  
11g -41.3744g 10g
12g -41.3829g 10g
13g -41.3718g 10g
14g -41.3815g 10g
15g -41.3695g 10g
16g -41.2968g 10g
  
17g -41.0496g 10g
16g -41.2968g 10g
15g -41.3695g 10g
14g -41.3815g 10g
13g -41.3718g 10g
12g -41.3829g 10g
11g -41.3744g 10g
10g -41.3825g 10g
9g -41.3744g 10g
8g -41.3829g 10g
7g -41.3718g 10g
6g -41.3815g 10g
5g -41.3695g 10g
4g -41.2968g 10g
  
3g -41.0496g 10g
4g -41.2968g 10g
