16	0	0.6985174927680596
15	0	0.6982442412445667
14	0	0.9540759351405677
13	0	0.5237212875480388
12	0	0.5273135114872461
11	0	0.5290200639247508
10	0	0.5297173638148149
9	0	0.5300002288550485
8	0	0.5307356212178296
7	0	0.5320620874609771
6	0	0.5337187835215988
5	0	0.5345617085611585
4	0	0.5346081884719409
3	0	0.5346410387144177
2	0	0.5346120029929534
16	0	0.5349603532544405
15	0	0.7862247261399972
14	0	0.5579115219003854
13	0	0.617314285047571
12	0	0.6216321987146078
11	0	0.6040724475446788
10	0	0.604446059917821
9	0	0.6297165073406116
8	0	0.6517114725093036
7	0	0.6848878394962888
6	0	0.7460011742678728
5	0	0.5684388871446793
4	0	0.571927843930238
3	0	0.5719206700739482
2	0	0.5719279360443896
16	0	0.33171480199591
15	0	0.3315237658009431
14	0	0.4231101175160514
13	0	0.1621509398751747
12	0	0.4093879941498648
11	0	0.4103512561953524
10	0	0.4132928328834236
9	0	0.3651137267886299
8	0	0.3805087619814549
7	0	0.3861992314209829
6	0	0.3326158679766671
5	0	0.4323421937649752
4	0	0.431976520747565
3	0	0.4319716932672317
2	0	0.4319745580972984
16	0	2.19303741832988e-13
15	0	4.804793715673661e-14
14	0	1.675744614211138e-14
13	0	1.088495613088547e-14
12	0	3.208804749688099e-15
11	0	2.817624605855329e-15
10	0	5.664143199607397e-15
9	0	6.719417502878272e-15
8	0	2.513773389477888e-14
7	0	6.131900542882818e-14
6	0	1.907593074929222e-14
5	0	5.633861432929876e-14
4	0	9.772131021046349e-15
3	0	5.11899550525996e-14
2	0	2.340323523987512e-14
