3g -9.97431g 0g
4g -13.4874g 0g
5g -17.0162g 0g
  
6g -17.0081g 1g
  
7g -17.0142g 1g
6g -17.0081g 1g
5g -17.0162g 1g
4g -17.0081g 1g
  
3g -17.0142g 1g
4g -17.0081g 1g
5g -17.0162g 1g
  
6g -17.0081g 2g
  
7g -17.0142g 2g
6g -17.0081g 2g
5g -17.0162g 2g
4g -17.0081g 2g
  
3g -17.0142g 2g
4g -17.0081g 2g
5g -17.0162g 2g
  
6g -17.0081g 3g
  
7g -17.0142g 3g
6g -17.0081g 3g
5g -17.0162g 3g
4g -17.0081g 3g
  
3g -17.0142g 3g
4g -17.0081g 3g
5g -17.0162g 3g
  
6g -17.0081g 4g
  
7g -17.0142g 4g
6g -17.0081g 4g
5g -17.0162g 4g
4g -17.0081g 4g
  
3g -17.0142g 4g
4g -17.0081g 4g
5g -17.0162g 4g
  
6g -17.0081g 5g
  
7g -17.0142g 5g
6g -17.0081g 5g
5g -17.0162g 5g
4g -17.0081g 5g
  
3g -17.0142g 5g
4g -17.0081g 5g
5g -17.0162g 5g
  
6g -17.0081g 6g
  
7g -17.0142g 6g
6g -17.0081g 6g
5g -17.0162g 6g
4g -17.0081g 6g
  
3g -17.0142g 6g
4g -17.0081g 6g
5g -17.0162g 6g
  
6g -17.0081g 6g
