4g -7.65089g 0g
5g -10.2559g 0g
6g -13.0879g 0g
7g -16.1498g 0g
8g -19.4433g 0g
9g -22.9687g 0g
10g -26.7259g 0g
11g -30.7144g 0g
12g -34.9339g 0g
13g -39.3841g 0g
14g -44.0658g 0g
15g -48.9797g 0g
16g -54.1247g 0g
17g -59.5005g 0g
18g -65.1052g 0g
19g -70.9225g 0g
20g -76.9364g 0g
21g -83.1382g 0g
22g -89.5245g 0g
23g -96.0975g 0g
24g -102.858g 0g
25g -109.806g 0g
26g -116.947g 0g
27g -124.28g 0g
28g -131.805g 0g
29g -139.522g 0g
30g -147.434g 0g
31g -155.539g 0g
32g -163.841g 0g
33g -172.337g 0g
34g -181.021g 0g
35g -189.893g 0g
36g -198.955g 0g
37g -208.212g 0g
38g -217.665g 0g
39g -227.312g 0g
40g -237.149g 0g
41g -247.176g 0g
42g -257.396g 0g
43g -267.807g 0g
44g -278.412g 0g
45g -289.208g 0g
46g -300.196g 0g
47g -311.376g 0g
48g -322.75g 0g
49g -334.318g 0g
50g -346.076g 0g
  
51g -346.137g 1g
52g -346.391g 1g
53g -346.841g 1g
54g -347.485g 1g
55g -348.321g 1g
56g -349.349g 1g
57g -350.569g 1g
58g -351.98g 1g
59g -353.582g 1g
60g -355.376g 1g
61g -357.362g 1g
62g -359.537g 1g
63g -361.903g 1g
64g -364.467g 1g
65g -367.226g 1g
66g -370.174g 1g
67g -373.315g 1g
68g -376.646g 1g
69g -380.17g 1g
70g -383.885g 1g
71g -387.792g 1g
72g -391.892g 1g
73g -396.184g 1g
74g -400.666g 1g
75g -405.34g 1g
76g -410.208g 1g
77g -415.263g 1g
78g -420.506g 1g
79g -425.94g 1g
80g -431.565g 1g
81g -437.381g 1g
82g -443.392g 1g
83g -449.613g 1g
84g -456.046g 1g
85g -462.69g 1g
86g -469.543g 1g
87g -476.607g 1g
88g -483.881g 1g
89g -491.367g 1g
90g -499.065g 1g
91g -506.975g 1g
92g -515.098g 1g
93g -523.435g 1g
94g -531.984g 1g
95g -540.744g 1g
  
96g -549.709g 1g
95g -540.742g 1g
94g -531.973g 1g
93g -523.406g 1g
92g -515.045g 1g
91g -506.894g 1g
90g -498.95g 1g
89g -491.207g 1g
88g -483.653g 1g
87g -476.285g 1g
86g -469.102g 1g
85g -462.106g 1g
84g -455.297g 1g
83g -448.68g 1g
82g -442.257g 1g
81g -436.027g 1g
80g -429.991g 1g
79g -424.151g 1g
78g -418.505g 1g
77g -413.048g 1g
76g -407.78g 1g
75g -402.7g 1g
74g -397.812g 1g
73g -393.116g 1g
72g -388.613g 1g
71g -384.303g 1g
70g -380.185g 1g
69g -376.258g 1g
68g -372.522g 1g
67g -368.978g 1g
66g -365.626g 1g
65g -362.465g 1g
64g -359.495g 1g
63g -356.714g 1g
62g -354.127g 1g
61g -351.731g 1g
60g -349.525g 1g
59g -347.514g 1g
58g -345.698g 1g
57g -344.069g 1g
56g -342.63g 1g
55g -341.382g 1g
54g -340.327g 1g
53g -339.463g 1g
52g -338.79g 1g
51g -338.311g 1g
50g -338.024g 1g
49g -337.931g 1g
48g -338.031g 1g
47g -338.321g 1g
46g -338.801g 1g
45g -339.472g 1g
44g -340.332g 1g
43g -341.384g 1g
42g -342.628g 1g
41g -344.065g 1g
40g -345.695g 1g
39g -347.518g 1g
38g -349.534g 1g
37g -351.742g 1g
36g -354.141g 1g
35g -356.731g 1g
34g -359.51g 1g
33g -362.477g 1g
32g -365.631g 1g
31g -368.979g 1g
30g -372.523g 1g
29g -376.26g 1g
28g -380.192g 1g
27g -384.317g 1g
26g -388.636g 1g
25g -393.148g 1g
24g -397.854g 1g
23g -402.751g 1g
22g -407.84g 1g
21g -413.117g 1g
20g -418.576g 1g
19g -424.224g 1g
18g -430.063g 1g
17g -436.097g 1g
16g -442.34g 1g
15g -448.794g 1g
14g -455.459g 1g
13g -462.336g 1g
12g -469.426g 1g
11g -476.727g 1g
10g -484.243g 1g
9g -491.974g 1g
8g -499.915g 1g
7g -508.063g 1g
6g -516.42g 1g
5g -524.99g 1g
  
4g -533.77g 1g
5g -524.992g 1g
6g -516.424g 1g
7g -508.063g 1g
8g -499.9g 1g
9g -491.93g 1g
10g -484.15g 1g
11g -476.567g 1g
12g -469.175g 1g
13g -461.979g 1g
14g -454.979g 1g
15g -448.166g 1g
16g -441.541g 1g
17g -435.106g 1g
18g -428.861g 1g
19g -422.808g 1g
20g -416.951g 1g
21g -411.285g 1g
22g -405.81g 1g
23g -400.528g 1g
24g -395.44g 1g
25g -390.545g 1g
26g -385.842g 1g
27g -381.331g 1g
28g -377.01g 1g
29g -372.88g 1g
30g -368.944g 1g
31g -365.198g 1g
32g -361.644g 1g
33g -358.282g 1g
34g -355.112g 1g
35g -352.134g 1g
36g -349.351g 1g
37g -346.763g 1g
38g -344.363g 1g
39g -342.153g 1g
40g -340.133g 1g
41g -338.304g 1g
42g -336.667g 1g
43g -335.222g 1g
44g -333.968g 1g
45g -332.907g 1g
46g -332.038g 1g
47g -331.363g 1g
48g -330.88g 1g
49g -330.588g 1g
50g -330.488g 1g
  
51g -330.581g 2g
52g -330.864g 2g
53g -331.338g 2g
54g -332.004g 2g
55g -332.862g 2g
56g -333.912g 2g
57g -335.155g 2g
58g -336.589g 2g
59g -338.213g 2g
60g -340.029g 2g
61g -342.038g 2g
62g -344.24g 2g
63g -346.632g 2g
64g -349.216g 2g
65g -351.99g 2g
66g -354.957g 2g
67g -358.117g 2g
68g -361.471g 2g
69g -365.016g 2g
70g -368.752g 2g
71g -372.679g 2g
72g -376.796g 2g
73g -381.105g 2g
74g -385.606g 2g
75g -390.299g 2g
76g -395.186g 2g
77g -400.265g 2g
78g -405.532g 2g
79g -410.988g 2g
80g -416.638g 2g
81g -422.483g 2g
82g -428.523g 2g
83g -434.756g 2g
84g -441.181g 2g
85g -447.798g 2g
86g -454.605g 2g
87g -461.6g 2g
88g -468.781g 2g
89g -476.146g 2g
90g -483.701g 2g
91g -491.457g 2g
92g -499.418g 2g
93g -507.59g 2g
94g -515.975g 2g
95g -524.561g 2g
  
96g -533.343g 2g
95g -524.567g 2g
94g -515.994g 2g
93g -507.621g 2g
92g -499.454g 2g
91g -491.487g 2g
90g -483.715g 2g
89g -476.137g 2g
88g -468.754g 2g
87g -461.562g 2g
86g -454.561g 2g
85g -447.75g 2g
84g -441.128g 2g
83g -434.696g 2g
82g -428.457g 2g
81g -422.412g 2g
80g -416.56g 2g
79g -410.9g 2g
78g -405.431g 2g
77g -400.152g 2g
76g -395.062g 2g
75g -390.165g 2g
74g -385.464g 2g
73g -380.956g 2g
72g -376.643g 2g
71g -372.522g 2g
70g -368.589g 2g
69g -364.847g 2g
68g -361.294g 2g
67g -357.933g 2g
66g -354.765g 2g
65g -351.792g 2g
64g -349.011g 2g
63g -346.425g 2g
62g -344.028g 2g
61g -341.826g 2g
60g -339.82g 2g
59g -338.004g 2g
58g -336.375g 2g
57g -334.937g 2g
56g -333.69g 2g
55g -332.635g 2g
54g -331.772g 2g
53g -331.105g 2g
52g -330.634g 2g
51g -330.352g 2g
50g -330.261g 2g
49g -330.358g 2g
48g -330.645g 2g
47g -331.121g 2g
46g -331.791g 2g
45g -332.66g 2g
44g -333.724g 2g
43g -334.979g 2g
42g -336.425g 2g
41g -338.062g 2g
40g -339.889g 2g
39g -341.905g 2g
38g -344.111g 2g
37g -346.506g 2g
36g -349.089g 2g
35g -351.867g 2g
34g -354.843g 2g
33g -358.011g 2g
32g -361.372g 2g
31g -364.926g 2g
30g -368.672g 2g
29g -372.608g 2g
28g -376.733g 2g
27g -381.048g 2g
26g -385.555g 2g
25g -390.256g 2g
24g -395.148g 2g
23g -400.229g 2g
22g -405.501g 2g
21g -410.964g 2g
20g -416.62g 2g
19g -422.471g 2g
18g -428.523g 2g
17g -434.773g 2g
16g -441.211g 2g
15g -447.837g 2g
14g -454.648g 2g
13g -461.645g 2g
12g -468.838g 2g
11g -476.226g 2g
10g -483.804g 2g
9g -491.577g 2g
8g -499.546g 2g
7g -507.718g 2g
6g -516.094g 2g
5g -524.673g 2g
  
4g -533.458g 2g
5g -524.675g 2g
6g -516.1g 2g
7g -507.732g 2g
8g -499.571g 2g
9g -491.607g 2g
10g -483.83g 2g
11g -476.24g 2g
12g -468.837g 2g
13g -461.63g 2g
14g -454.619g 2g
15g -447.799g 2g
16g -441.17g 2g
17g -434.731g 2g
18g -428.483g 2g
19g -422.433g 2g
20g -416.58g 2g
21g -410.922g 2g
22g -405.454g 2g
23g -400.176g 2g
24g -395.09g 2g
25g -390.192g 2g
26g -385.486g 2g
27g -380.973g 2g
28g -376.653g 2g
29g -372.524g 2g
30g -368.586g 2g
31g -364.838g 2g
32g -361.28g 2g
33g -357.915g 2g
34g -354.742g 2g
35g -351.763g 2g
36g -348.976g 2g
37g -346.382g 2g
38g -343.981g 2g
39g -341.77g 2g
40g -339.75g 2g
41g -337.919g 2g
42g -336.279g 2g
43g -334.831g 2g
44g -333.572g 2g
45g -332.503g 2g
46g -331.627g 2g
47g -330.947g 2g
48g -330.459g 2g
49g -330.161g 2g
50g -330.054g 2g
  
51g -330.14g 3g
52g -330.422g 3g
53g -330.896g 3g
54g -331.564g 3g
55g -332.425g 3g
56g -333.477g 3g
57g -334.718g 3g
58g -336.151g 3g
59g -337.776g 3g
60g -339.59g 3g
61g -341.591g 3g
62g -343.786g 3g
63g -346.179g 3g
64g -348.762g 3g
65g -351.54g 3g
66g -354.512g 3g
67g -357.675g 3g
68g -361.03g 3g
69g -364.577g 3g
70g -368.314g 3g
71g -372.241g 3g
72g -376.359g 3g
73g -380.667g 3g
74g -385.17g 3g
75g -389.865g 3g
76g -394.753g 3g
77g -399.832g 3g
78g -405.101g 3g
79g -410.562g 3g
80g -416.215g 3g
81g -422.061g 3g
82g -428.098g 3g
83g -434.329g 3g
84g -440.753g 3g
85g -447.368g 3g
86g -454.171g 3g
87g -461.163g 3g
88g -468.347g 3g
89g -475.722g 3g
90g -483.29g 3g
91g -491.057g 3g
92g -499.027g 3g
93g -507.194g 3g
94g -515.553g 3g
95g -524.109g 3g
  
96g -532.88g 3g
95g -524.11g 3g
94g -515.554g 3g
93g -507.188g 3g
92g -499.007g 3g
91g -491.015g 3g
90g -483.22g 3g
89g -475.617g 3g
88g -468.206g 3g
87g -460.985g 3g
86g -453.958g 3g
85g -447.124g 3g
84g -440.483g 3g
83g -434.036g 3g
82g -427.782g 3g
81g -421.72g 3g
80g -415.846g 3g
79g -410.164g 3g
78g -404.673g 3g
77g -399.373g 3g
76g -394.264g 3g
75g -389.347g 3g
74g -384.621g 3g
73g -380.088g 3g
72g -375.747g 3g
71g -371.599g 3g
70g -367.642g 3g
69g -363.875g 3g
68g -360.302g 3g
67g -356.919g 3g
66g -353.727g 3g
65g -350.727g 3g
64g -347.919g 3g
63g -345.302g 3g
62g -342.876g 3g
61g -340.642g 3g
60g -338.599g 3g
59g -336.746g 3g
58g -335.086g 3g
57g -333.62g 3g
56g -332.348g 3g
55g -331.265g 3g
54g -330.373g 3g
53g -329.67g 3g
52g -329.157g 3g
51g -328.836g 3g
50g -328.714g 3g
49g -328.786g 3g
48g -329.048g 3g
47g -329.501g 3g
46g -330.148g 3g
45g -330.985g 3g
44g -332.012g 3g
43g -333.231g 3g
42g -334.641g 3g
41g -336.244g 3g
40g -338.037g 3g
39g -340.022g 3g
38g -342.198g 3g
37g -344.565g 3g
36g -347.125g 3g
35g -349.878g 3g
34g -352.824g 3g
33g -355.961g 3g
