4g -10.9263g 0g
5g -16.1065g 0g
6g -22.2143g 0g
7g -29.2442g 0g
8g -37.1957g 0g
9g -46.0688g 0g
10g -55.8633g 0g
11g -66.5794g 0g
12g -78.217g 0g
13g -90.776g 0g
14g -104.257g 0g
15g -118.659g 0g
16g -133.982g 0g
17g -150.227g 0g
18g -167.394g 0g
19g -185.482g 0g
20g -204.492g 0g
21g -224.423g 0g
22g -245.276g 0g
23g -267.05g 0g
24g -289.745g 0g
25g -313.363g 0g
  
26g -313.823g 1g
27g -315.206g 1g
28g -317.509g 1g
29g -320.735g 1g
30g -324.882g 1g
31g -329.95g 1g
32g -335.94g 1g
33g -342.851g 1g
34g -350.684g 1g
35g -359.438g 1g
36g -369.114g 1g
37g -379.711g 1g
38g -391.23g 1g
39g -403.671g 1g
40g -417.033g 1g
41g -431.316g 1g
42g -446.521g 1g
43g -462.647g 1g
44g -479.695g 1g
45g -497.665g 1g
  
46g -516.559g 1g
45g -497.665g 1g
44g -479.695g 1g
43g -462.647g 1g
42g -446.521g 1g
41g -431.316g 1g
40g -417.033g 1g
39g -403.671g 1g
38g -391.23g 1g
37g -379.711g 1g
36g -369.114g 1g
35g -359.438g 1g
34g -350.684g 1g
33g -342.851g 1g
32g -335.94g 1g
31g -329.95g 1g
30g -324.882g 1g
29g -320.735g 1g
28g -317.51g 1g
27g -315.206g 1g
26g -313.824g 1g
25g -313.363g 1g
24g -313.824g 1g
23g -315.206g 1g
22g -317.51g 1g
21g -320.735g 1g
20g -324.882g 1g
19g -329.95g 1g
18g -335.94g 1g
17g -342.851g 1g
16g -350.684g 1g
15g -359.438g 1g
14g -369.114g 1g
13g -379.712g 1g
12g -391.23g 1g
11g -403.671g 1g
10g -417.033g 1g
9g -431.316g 1g
8g -446.521g 1g
7g -462.648g 1g
6g -479.695g 1g
5g -497.665g 1g
  
4g -516.56g 1g
5g -497.665g 1g
6g -479.695g 1g
7g -462.647g 1g
8g -446.521g 1g
9g -431.316g 1g
10g -417.032g 1g
11g -403.671g 1g
12g -391.23g 1g
13g -379.711g 1g
14g -369.114g 1g
15g -359.438g 1g
16g -350.684g 1g
17g -342.851g 1g
18g -335.939g 1g
19g -329.949g 1g
20g -324.881g 1g
21g -320.734g 1g
22g -317.509g 1g
23g -315.205g 1g
24g -313.823g 1g
25g -313.362g 1g
  
26g -313.823g 2g
27g -315.205g 2g
28g -317.508g 2g
29g -320.734g 2g
30g -324.88g 2g
31g -329.949g 2g
32g -335.938g 2g
33g -342.85g 2g
34g -350.682g 2g
35g -359.437g 2g
36g -369.113g 2g
37g -379.71g 2g
38g -391.229g 2g
39g -403.669g 2g
40g -417.031g 2g
41g -431.314g 2g
42g -446.519g 2g
43g -462.645g 2g
44g -479.693g 2g
45g -497.663g 2g
  
46g -516.557g 2g
45g -497.663g 2g
44g -479.693g 2g
43g -462.645g 2g
42g -446.519g 2g
41g -431.314g 2g
40g -417.031g 2g
39g -403.669g 2g
38g -391.229g 2g
37g -379.71g 2g
36g -369.113g 2g
35g -359.437g 2g
34g -350.683g 2g
33g -342.85g 2g
32g -335.939g 2g
31g -329.949g 2g
30g -324.881g 2g
29g -320.734g 2g
28g -317.509g 2g
27g -315.205g 2g
26g -313.823g 2g
25g -313.362g 2g
24g -313.823g 2g
23g -315.205g 2g
22g -317.509g 2g
21g -320.734g 2g
20g -324.881g 2g
19g -329.95g 2g
18g -335.939g 2g
17g -342.851g 2g
16g -350.684g 2g
15g -359.438g 2g
14g -369.114g 2g
13g -379.711g 2g
12g -391.23g 2g
11g -403.671g 2g
10g -417.033g 2g
9g -431.316g 2g
8g -446.521g 2g
7g -462.647g 2g
6g -479.695g 2g
5g -497.665g 2g
  
4g -516.56g 2g
5g -497.665g 2g
6g -479.696g 2g
7g -462.648g 2g
8g -446.521g 2g
9g -431.316g 2g
10g -417.033g 2g
11g -403.671g 2g
12g -391.23g 2g
13g -379.712g 2g
14g -369.114g 2g
15g -359.438g 2g
16g -350.684g 2g
17g -342.851g 2g
18g -335.94g 2g
19g -329.95g 2g
