5g -17.0321g 0g
6g -20.5684g 0g
7g -24.1069g 0g
8g -27.6469g 0g
9g -31.188g 0g
10g -34.7299g 0g
  
11g -34.7299g 1g
12g -34.7299g 1g
13g -34.7299g 1g
14g -34.7299g 1g
  
15g -34.7299g 1g
14g -34.7299g 1g
13g -34.7299g 1g
12g -34.7299g 1g
11g -34.7299g 1g
10g -34.7299g 1g
9g -34.7299g 1g
8g -34.7299g 1g
7g -34.7299g 1g
6g -34.7299g 1g
  
5g -34.7299g 1g
6g -34.7299g 1g
7g -34.7299g 1g
8g -34.7299g 1g
9g -34.7299g 1g
10g -34.7299g 1g
  
11g -34.7299g 2g
12g -34.7299g 2g
13g -34.7299g 2g
14g -34.7299g 2g
  
15g -34.7299g 2g
14g -34.7299g 2g
13g -34.7299g 2g
12g -34.7299g 2g
11g -34.7299g 2g
10g -34.7299g 2g
9g -34.7299g 2g
8g -34.7299g 2g
7g -34.7299g 2g
6g -34.7299g 2g
  
5g -34.7299g 2g
6g -34.7299g 2g
7g -34.7299g 2g
8g -34.7299g 2g
9g -34.7299g 2g
10g -34.7299g 2g
  
11g -34.7299g 3g
12g -34.7299g 3g
13g -34.7299g 3g
14g -34.7299g 3g
  
15g -34.7299g 3g
14g -34.7299g 3g
13g -34.7299g 3g
12g -34.7299g 3g
11g -34.7299g 3g
10g -34.7299g 3g
9g -34.7299g 3g
8g -34.7299g 3g
7g -34.7299g 3g
6g -34.7299g 3g
  
5g -34.7299g 3g
6g -34.7299g 3g
7g -34.7299g 3g
8g -34.7299g 3g
9g -34.7299g 3g
10g -34.7299g 3g
  
11g -34.7299g 4g
12g -34.7299g 4g
13g -34.7299g 4g
14g -34.7299g 4g
  
15g -34.7299g 4g
14g -34.7299g 4g
13g -34.7299g 4g
12g -34.7299g 4g
11g -34.7299g 4g
10g -34.7299g 4g
9g -34.7299g 4g
8g -34.7299g 4g
7g -34.7299g 4g
6g -34.7299g 4g
  
5g -34.7299g 4g
6g -34.7299g 4g
7g -34.7299g 4g
8g -34.7299g 4g
9g -34.7299g 4g
10g -34.7299g 4g
  
11g -34.7299g 5g
12g -34.7299g 5g
13g -34.7299g 5g
14g -34.7299g 5g
  
15g -34.7299g 5g
14g -34.7299g 5g
13g -34.7299g 5g
12g -34.7299g 5g
11g -34.7299g 5g
10g -34.7299g 5g
9g -34.7299g 5g
8g -34.7299g 5g
7g -34.7299g 5g
6g -34.7299g 5g
  
5g -34.7299g 5g
6g -34.7299g 5g
7g -34.7299g 5g
8g -34.7299g 5g
9g -34.7299g 5g
10g -34.7299g 5g
  
11g -34.7299g 6g
12g -34.7299g 6g
13g -34.7299g 6g
14g -34.7299g 6g
  
15g -34.7299g 6g
14g -34.7299g 6g
13g -34.7299g 6g
12g -34.7299g 6g
11g -34.7299g 6g
10g -34.7299g 6g
9g -34.7299g 6g
8g -34.7299g 6g
7g -34.7299g 6g
6g -34.7299g 6g
  
5g -34.7299g 6g
6g -34.7299g 6g
7g -34.7299g 6g
8g -34.7299g 6g
9g -34.7299g 6g
10g -34.7299g 6g
  
11g -34.7299g 7g
12g -34.7299g 7g
13g -34.7299g 7g
14g -34.7299g 7g
  
15g -34.7299g 7g
14g -34.7299g 7g
13g -34.7299g 7g
12g -34.7299g 7g
11g -34.7299g 7g
10g -34.7299g 7g
9g -34.7299g 7g
8g -34.7299g 7g
7g -34.7299g 7g
6g -34.7299g 7g
  
5g -34.7299g 7g
6g -34.7299g 7g
7g -34.7299g 7g
8g -34.7299g 7g
9g -34.7299g 7g
10g -34.7299g 7g
  
11g -34.7299g 8g
12g -34.7299g 8g
13g -34.7299g 8g
14g -34.7299g 8g
  
15g -34.7299g 8g
14g -34.7299g 8g
13g -34.7299g 8g
12g -34.7299g 8g
11g -34.7299g 8g
10g -34.7299g 8g
9g -34.7299g 8g
8g -34.7299g 8g
7g -34.7299g 8g
6g -34.7299g 8g
  
5g -34.7299g 8g
6g -34.7299g 8g
7g -34.7299g 8g
8g -34.7299g 8g
9g -34.7299g 8g
10g -34.7299g 8g
  
11g -34.7299g 9g
12g -34.7299g 9g
13g -34.7299g 9g
14g -34.7299g 9g
  
15g -34.7299g 9g
14g -34.7299g 9g
13g -34.7299g 9g
12g -34.7299g 9g
11g -34.7299g 9g
10g -34.7299g 9g
9g -34.7299g 9g
8g -34.7299g 9g
7g -34.7299g 9g
6g -34.7299g 9g
  
5g -34.7299g 9g
6g -34.7299g 9g
7g -34.7299g 9g
8g -34.7299g 9g
9g -34.7299g 9g
10g -34.7299g 9g
  
11g -34.7299g 10g
12g -34.7299g 10g
13g -34.7299g 10g
14g -34.7299g 10g
  
15g -34.7299g 10g
14g -34.7299g 10g
13g -34.7299g 10g
12g -34.7299g 10g
11g -34.7299g 10g
10g -34.7299g 10g
9g -34.7299g 10g
8g -34.7299g 10g
7g -34.7299g 10g
6g -34.7299g 10g
  
5g -34.7299g 10g
6g -34.7299g 10g
7g -34.7299g 10g
8g -34.7299g 10g
9g -34.7299g 10g
10g -34.7299g 10g
  
11g -34.7299g 10g
12g -34.7299g 10g
13g -34.7299g 10g
14g -34.7299g 10g
