45	0	0.0001523037716557041
44	0	0.0002484571498143554
43	0	0.000192032493620341
42	0	0.0001196457633829725
41	0	7.553162910938799e-05
40	0	5.224702495889468e-05
39	0	5.916380651206506e-05
38	0	2.745481050349055e-05
37	0	4.955151065131428e-06
36	0	7.39742395268345e-06
35	0	3.102853063565667e-05
34	0	2.320233331580901e-05
33	0	4.085086347000577e-06
32	0	4.173562055422479e-05
31	0	2.965726274294503e-05
30	0	1.608604222230732e-05
29	0	5.427812204478471e-05
28	0	6.060223328231654e-05
27	0	5.701118989159968e-05
26	0	3.905910118336633e-05
25	0	3.544259589707338e-05
24	0	1.229023009863928e-05
23	0	4.092341583169147e-05
22	0	7.317144993251466e-06
21	0	2.609938640574981e-05
20	0	2.578760537593119e-05
19	0	3.428368513533804e-05
18	0	6.275188655396243e-05
17	0	6.77050312997935e-05
16	0	5.441203487579602e-05
15	0	5.716730947098566e-05
14	0	2.456165029103902e-05
13	0	2.083350450130469e-06
12	0	8.024645606407591e-06
11	0	1.764205889782472e-06
10	0	3.354206807190742e-06
9	0	2.075931611678963e-05
8	0	6.210233414484079e-05
7	0	8.24445906378268e-05
6	0	8.522520462015051e-05
5	0	6.381701033139582e-05
4	0	5.176865951410405e-05
3	0	5.982911485448282e-05
