Temperature,  F    <E>     <E^2>    Cv    entropy
1.629751   -7.579733   -11.364654    139.137123    3.758070   -2.322392
1.747528   -7.318458   -10.934809    130.096220    3.446849   -2.069409
1.873817   -7.064316   -10.497386    121.149262    3.119783   -1.832126
2.009233   -6.836132   -10.112295    113.754400    2.847619   -1.630554
2.154435   -6.611066   -9.711274    106.182822    2.558170   -1.438989
2.310130   -6.402259   -9.335053    99.416788    2.299843   -1.269536
2.477076   -6.202998   -8.972476    93.128999    2.057343   -1.118043
2.656088   -6.015442   -8.626808    87.370082    1.835384   -0.983162
2.848036   -5.839254   -8.294232    82.005833    1.628781   -0.861990
3.053856   -5.673659   -7.981785    77.177538    1.444198   -0.755807
3.274549   -5.515904   -7.677556    72.573767    1.271036   -0.660137
3.511192   -5.370002   -7.394638    68.473890    1.118811   -0.576623
3.764936   -5.234468   -7.130581    64.788305    0.983660   -0.503624
4.037017   -5.105730   -6.879027    61.385467    0.862982   -0.439259
4.328761   -4.985878   -6.644007    58.307827    0.755943   -0.383049
4.641589   -4.876921   -6.426695    55.556263    0.661605   -0.333889
4.977024   -4.769850   -6.216046    52.951256    0.577779   -0.290574
5.336699   -4.673508   -6.023074    50.635724    0.504147   -0.252884
5.722368   -4.584365   -5.844202    48.560635    0.439937   -0.220160
6.135907   -4.496319   -5.669768    46.559617    0.382831   -0.191243
6.579332   -4.417944   -5.513096    44.840673    0.333732   -0.166453
7.054802   -4.344113   -5.363841    43.211508    0.290148   -0.144544
7.564633   -4.275668   -5.226207    41.761672    0.252490   -0.125656
8.111308   -4.212052   -5.097832    40.431053    0.219523   -0.109203
8.697490   -4.151659   -4.977547    39.228399    0.191053   -0.094957
9.326033   -4.095790   -4.865735    38.125995    0.166147   -0.082559
10.000000   -4.045348   -4.762497    37.119195    0.144378   -0.071715
