1  -19.918584  15.500000  0.000000
2  -19.341234  15.500000  0.000000
3  -19.918584  14.500000  0.000000
4  -19.341234  14.500000  0.000000
5  -19.052559  15.000000  0.000000
6  -18.475209  15.000000  0.000000
7  -18.186533  15.500000  0.000000
8  -17.609183  15.500000  0.000000
9  -19.918584  13.500000  0.000000
10  -19.341234  13.500000  0.000000
11  -19.052559  14.000000  0.000000
12  -18.475209  14.000000  0.000000
13  -18.186533  14.500000  0.000000
14  -17.609183  14.500000  0.000000
15  -17.320508  15.000000  0.000000
16  -16.743158  15.000000  0.000000
17  -16.454483  15.500000  0.000000
18  -15.877132  15.500000  0.000000
19  -19.918584  12.500000  0.000000
20  -19.341234  12.500000  0.000000
21  -19.052559  13.000000  0.000000
22  -18.475209  13.000000  0.000000
23  -18.186533  13.500000  0.000000
24  -17.609183  13.500000  0.000000
25  -17.320508  14.000000  0.000000
26  -16.743158  14.000000  0.000000
27  -16.454483  14.500000  0.000000
28  -15.877132  14.500000  0.000000
29  -15.588457  15.000000  0.000000
30  -15.011107  15.000000  0.000000
31  -14.722432  15.500000  0.000000
32  -14.145082  15.500000  0.000000
33  -19.918584  11.500000  0.000000
34  -19.341234  11.500000  0.000000
35  -19.052559  12.000000  0.000000
36  -18.475209  12.000000  0.000000
37  -18.186533  12.500000  0.000000
38  -17.609183  12.500000  0.000000
39  -17.320508  13.000000  0.000000
40  -16.743158  13.000000  0.000000
41  -16.454483  13.500000  0.000000
42  -15.877132  13.500000  0.000000
43  -15.588457  14.000000  0.000000
44  -15.011107  14.000000  0.000000
45  -14.722432  14.500000  0.000000
46  -14.145082  14.500000  0.000000
47  -13.856406  15.000000  0.000000
48  -13.279056  15.000000  0.000000
49  -12.990381  15.500000  0.000000
50  -12.413031  15.500000  0.000000
51  -19.918584  10.500000  0.000000
52  -19.341234  10.500000  0.000000
53  -19.052559  11.000000  0.000000
54  -18.475209  11.000000  0.000000
55  -18.186533  11.500000  0.000000
56  -17.609183  11.500000  0.000000
57  -17.320508  12.000000  0.000000
58  -16.743158  12.000000  0.000000
59  -16.454483  12.500000  0.000000
60  -15.877132  12.500000  0.000000
61  -15.588457  13.000000  0.000000
62  -15.011107  13.000000  0.000000
63  -14.722432  13.500000  0.000000
64  -14.145082  13.500000  0.000000
65  -13.856406  14.000000  0.000000
66  -13.279056  14.000000  0.000000
67  -12.990381  14.500000  0.000000
68  -12.413031  14.500000  0.000000
69  -12.124356  15.000000  0.000000
70  -11.547005  15.000000  0.000000
71  -11.258330  15.500000  0.000000
72  -10.680980  15.500000  0.000000
73  -19.918584  9.500000  0.000000
74  -19.341234  9.500000  0.000000
75  -19.052559  10.000000  0.000000
76  -18.475209  10.000000  0.000000
77  -18.186533  10.500000  0.000000
78  -17.609183  10.500000  0.000000
79  -17.320508  11.000000  0.000000
80  -16.743158  11.000000  0.000000
81  -16.454483  11.500000  0.000000
82  -15.877132  11.500000  0.000000
83  -15.588457  12.000000  0.000000
84  -15.011107  12.000000  0.000000
85  -14.722432  12.500000  0.000000
86  -14.145082  12.500000  0.000000
87  -13.856406  13.000000  0.000000
88  -13.279056  13.000000  0.000000
89  -12.990381  13.500000  0.000000
90  -12.413031  13.500000  0.000000
91  -12.124356  14.000000  0.000000
92  -11.547005  14.000000  0.000000
93  -11.258330  14.500000  0.000000
94  -10.680980  14.500000  0.000000
95  -10.392305  15.000000  0.000000
