1  0.503316  0.502257
2  0.497856  0.499355
3  0.499119  0.497820
4  0.507797  0.507322
5  0.492868  0.494093
6  0.505024  0.503863
7  0.495656  0.497761
8  0.501320  0.499678
9  0.499965  0.501879
10  0.497285  0.495909
11  0.504692  0.505587
12  0.493859  0.493153
13  0.508068  0.507681
14  0.491854  0.492428
15  0.507746  0.507008
16  0.492341  0.493872
17  0.506187  0.504659
18  0.493870  0.496829
19  0.503485  0.501163
20  0.497078  0.500650
21  0.499873  0.497543
22  0.501736  0.504141
23  0.496287  0.494556
24  0.505864  0.506857
25  0.493703  0.492609
26  0.508219  0.508526
27  0.492478  0.491765
28  0.503734  0.502494
29  0.494343  0.495274
30  0.505607  0.504294
31  0.493349  0.494436
32  0.506599  0.504942
33  0.492869  0.494856
34  0.506487  0.504083
35  0.493053  0.496852
36  0.505116  0.501923
37  0.494546  0.500137
38  0.502436  0.499067
39  0.498202  0.503368
40  0.499181  0.496042
41  0.502635  0.505686
42  0.496480  0.493685
43  0.505577  0.507030
44  0.494986  0.492655
45  0.506515  0.507347
46  0.494754  0.492916
47  0.506026  0.506678
48  0.495569  0.494107
49  0.495095  0.494256
50  0.502557  0.503573
51  0.497124  0.495857
52  0.500054  0.501282
53  0.499643  0.497758
54  0.497736  0.499193
55  0.502249  0.499600
56  0.495920  0.497709
57  0.504468  0.500960
58  0.494667  0.497175
59  0.505728  0.501526
60  0.493840  0.497914
61  0.505480  0.501407
62  0.493721  0.500016
63  0.503591  0.500657
64  0.495462  0.502796
65  0.501036  0.498440
66  0.499213  0.504967
67  0.499269  0.495162
68  0.502405  0.506088
69  0.498190  0.493324
70  0.503688  0.506031
71  0.497825  0.493663
72  0.503316  0.504963
73  0.498340  0.495408
74  0.501960  0.503254
75  0.499643  0.497758
76  0.500054  0.501282
77  0.501410  0.500146
78  0.491688  0.491485
79  0.508231  0.508429
80  0.492095  0.491885
81  0.506874  0.507212
82  0.493441  0.492829
83  0.504622  0.505305
84  0.495569  0.494106
85  0.501960  0.503254
86  0.498340  0.495407
87  0.499435  0.501562
88  0.501418  0.496472
89  0.497502  0.500486
90  0.503919  0.497425
91  0.496365  0.499906
92  0.504237  0.499244
93  0.496164  0.499589
94  0.501285  0.502556
95  0.496926  0.500009
96  0.497846  0.503968
97  0.498880  0.501894
98  0.498199  0.499820
99  0.500723  0.504284
100  0.500190  0.495034
101  0.501308  0.505007
