#T	β	c	e	chi	s
0.0239808	41.7	0.000327802	-1.75473	7.54304	-0.391595
0.0239234	41.8	0.000328066	-1.75473	7.56113	-0.391595
0.0238663	41.9	0.000328359	-1.75473	7.57922	-0.391595
0.0238095	42	0.000328668	-1.75473	7.59731	-0.391595
0.023753	42.1	0.000329006	-1.75473	7.6154	-0.391595
0.0236967	42.2	0.000329362	-1.75473	7.63349	-0.391595
0.0236407	42.3	0.000329739	-1.75473	7.65158	-0.391595
0.0235849	42.4	0.00033014	-1.75473	7.66967	-0.391595
0.0235294	42.5	0.000330561	-1.75473	7.68775	-0.391595
0.0234742	42.6	0.000331002	-1.75473	7.70584	-0.391595
0.0234192	42.7	0.000331463	-1.75473	7.72393	-0.391596
0.0233645	42.8	0.000331942	-1.75473	7.74202	-0.391596
0.02331	42.9	0.000332443	-1.75473	7.76011	-0.391596
0.0232558	43	0.000332959	-1.75473	7.7782	-0.391596
0.0232019	43.1	0.000333497	-1.75473	7.79629	-0.391596
0.0231481	43.2	0.000334052	-1.75473	7.81438	-0.391596
0.0230947	43.3	0.000334626	-1.75473	7.83247	-0.391596
0.0230415	43.4	0.000335218	-1.75473	7.85056	-0.391596
0.0229885	43.5	0.000335828	-1.75473	7.86865	-0.391596
0.0229358	43.6	0.000336456	-1.75473	7.88673	-0.391596
0.0228833	43.7	0.000337101	-1.75473	7.90482	-0.391596
0.0228311	43.8	0.000337764	-1.75473	7.92291	-0.391596
0.022779	43.9	0.000338443	-1.75473	7.941	-0.391597
0.0227273	44	0.000339138	-1.75473	7.95909	-0.391597
0.0226757	44.1	0.000339853	-1.75473	7.97718	-0.391597
0.0226244	44.2	0.000340582	-1.75473	7.99527	-0.391597
0.0225734	44.3	0.000341328	-1.75473	8.01336	-0.391597
0.0225225	44.4	0.00034209	-1.75473	8.03145	-0.391597
0.0224719	44.5	0.000342865	-1.75473	8.04954	-0.391597
0.0224215	44.6	0.000343657	-1.75473	8.06762	-0.391597
0.0223714	44.7	0.000344462	-1.75473	8.08571	-0.391597
0.0223214	44.8	0.000345283	-1.75473	8.1038	-0.391597
0.0222717	44.9	0.000346119	-1.75473	8.12189	-0.391597
0.0222222	45	0.000346967	-1.75473	8.13998	-0.391597
0.0221729	45.1	0.000347828	-1.75473	8.15807	-0.391597
0.0221239	45.2	0.000348707	-1.75473	8.17616	-0.391597
0.0220751	45.3	0.000349595	-1.75473	8.19425	-0.391597
0.0220264	45.4	0.000350497	-1.75473	8.21234	-0.391597
0.021978	45.5	0.000351412	-1.75473	8.23042	-0.391597
0.0219298	45.6	0.000352339	-1.75473	8.24851	-0.391597
0.0218818	45.7	0.000353282	-1.75473	8.2666	-0.391597
0.0218341	45.8	0.000354231	-1.75473	8.28469	-0.391598
0.0217865	45.9	0.000355194	-1.75473	8.30278	-0.391598
0.0217391	46	0.000356169	-1.75473	8.32087	-0.391598
0.021692	46.1	0.000357156	-1.75473	8.33896	-0.391598
0.021645	46.2	0.000358153	-1.75473	8.35705	-0.391598
0.0215983	46.3	0.000359162	-1.75473	8.37514	-0.391598
0.0215517	46.4	0.000360183	-1.75473	8.39322	-0.391598
0.0215054	46.5	0.00036121	-1.75473	8.41131	-0.391598
0.0214592	46.6	0.000362251	-1.75473	8.4294	-0.391598
0.0214133	46.7	0.000363301	-1.75473	8.44749	-0.391598
0.0213675	46.8	0.000364361	-1.75473	8.46558	-0.391598
0.021322	46.9	0.00036543	-1.75473	8.48367	-0.391598
0.0212766	47	0.000366511	-1.75473	8.50176	-0.391598
0.0212314	47.1	0.000367597	-1.75473	8.51985	-0.391598
0.0211864	47.2	0.000368694	-1.75473	8.53794	-0.391598
0.0211416	47.3	0.000369799	-1.75473	8.55603	-0.391598
0.021097	47.4	0.000370914	-1.75473	8.57411	-0.391598
0.0210526	47.5	0.000372036	-1.75473	8.5922	-0.391598
0.0210084	47.6	0.000373166	-1.75473	8.61029	-0.391598
0.0209644	47.7	0.000374307	-1.75473	8.62838	-0.391598
0.0209205	47.8	0.000375452	-1.75473	8.64647	-0.391598
0.0208768	47.9	0.000376606	-1.75473	8.66456	-0.391598
0.0208333	48	0.000377767	-1.75473	8.68265	-0.391598
0.02079	48.1	0.000378938	-1.75473	8.70074	-0.391598
0.0207469	48.2	0.000380113	-1.75473	8.71883	-0.391598
0.0207039	48.3	0.000381298	-1.75473	8.73691	-0.391598
0.0206612	48.4	0.00038249	-1.75473	8.755	-0.391598
0.0206186	48.5	0.000383686	-1.75473	8.77309	-0.391598
0.0205761	48.6	0.000384891	-1.75473	8.79118	-0.391598
0.0205339	48.7	0.0003861	-1.75473	8.80927	-0.391598
0.0204918	48.8	0.000387315	-1.75473	8.82736	-0.391598
0.0204499	48.9	0.000388537	-1.75473	8.84545	-0.391598
0.0204082	49	0.000389767	-1.75473	8.86354	-0.391598
0.0203666	49.1	0.000391001	-1.75473	8.88163	-0.391599
0.0203252	49.2	0.000392242	-1.75473	8.89971	-0.391599
0.020284	49.3	0.000393487	-1.75473	8.9178	-0.391599
0.0202429	49.4	0.00039474	-1.75473	8.93589	-0.391599
0.020202	49.5	0.000395998	-1.75473	8.95398	-0.391599
0.0201613	49.6	0.000397261	-1.75473	8.97207	-0.391599
0.0201207	49.7	0.000398529	-1.75473	8.99016	-0.391599
0.0200803	49.8	0.000399806	-1.75473	9.00825	-0.391599
0.0200401	49.9	0.000401086	-1.75473	9.02634	-0.391599
0.02	50	0.000402373	-1.75473	9.04443	-0.391599
0.0199601	50.1	0.000403663	-1.75473	9.06251	-0.391599
0.0199203	50.2	0.000404966	-1.75473	9.0806	-0.391599
0.0198807	50.3	0.000406269	-1.75473	9.09869	-0.391599
0.0198413	50.4	0.000407581	-1.75473	9.11678	-0.391599
0.019802	50.5	0.000408899	-1.75473	9.13487	-0.391599
0.0197628	50.6	0.000410221	-1.75473	9.15296	-0.391599
0.0197239	50.7	0.000411551	-1.75473	9.17105	-0.391599
0.019685	50.8	0.000412887	-1.75473	9.18914	-0.391599
0.0196464	50.9	0.000414228	-1.75473	9.20722	-0.391599
0.0196078	51	0.000415573	-1.75473	9.22531	-0.391599
0.0195695	51.1	0.000416925	-1.75473	9.2434	-0.391599
0.0195312	51.2	0.000418282	-1.75473	9.26149	-0.391599
0.0194932	51.3	0.000419646	-1.75473	9.27958	-0.391599
0.0194553	51.4	0.000421014	-1.75473	9.29767	-0.391599
0.0194175	51.5	0.000422387	-1.75473	9.31576	-0.391599
0.0193798	51.6	0.000423765	-1.75473	9.33385	-0.391599
0.0193424	51.7	0.000425149	-1.75473	9.35194	-0.391599
0.019305	51.8	0.000426536	-1.75473	9.37002	-0.391599
0.0192678	51.9	0.00042793	-1.75473	9.38811	-0.391599
0.0192308	52	0.000429324	-1.75473	9.4062	-0.391599
0.0191939	52.1	0.000430727	-1.75473	9.42429	-0.391599
0.0191571	52.2	0.00043213	-1.75473	9.44238	-0.391599
0.0191205	52.3	0.000433542	-1.75473	9.46047	-0.391599
0.019084	52.4	0.000434958	-1.75473	9.47856	-0.391599
0.0190476	52.5	0.00043638	-1.75473	9.49665	-0.391599
0.0190114	52.6	0.000437807	-1.75473	9.51473	-0.391599
0.0189753	52.7	0.000439239	-1.75473	9.53282	-0.391599
0.0189394	52.8	0.000440677	-1.75473	9.55091	-0.391599
0.0189036	52.9	0.000442122	-1.75473	9.569	-0.391599
0.0188679	53	0.00044357	-1.75473	9.58709	-0.391599
0.0188324	53.1	0.000445025	-1.75473	9.60518	-0.391599
0.018797	53.2	0.000446481	-1.75473	9.62327	-0.391599
0.0187617	53.3	0.000447945	-1.75473	9.64136	-0.391599
0.0187266	53.4	0.000449411	-1.75473	9.65944	-0.391599
0.0186916	53.5	0.000450879	-1.75473	9.67753	-0.391599
0.0186567	53.6	0.000452355	-1.75473	9.69562	-0.391599
0.018622	53.7	0.000453838	-1.75473	9.71371	-0.391599
0.0185874	53.8	0.000455318	-1.75473	9.7318	-0.391599
0.0185529	53.9	0.000456805	-1.75473	9.74989	-0.391599
0.0185185	54	0.000458294	-1.75473	9.76798	-0.391599
0.0184843	54.1	0.000459787	-1.75473	9.78607	-0.391599
0.0184502	54.2	0.000461282	-1.75473	9.80415	-0.391599
0.0184162	54.3	0.000462781	-1.75473	9.82224	-0.391599
0.0183824	54.4	0.000464285	-1.75473	9.84033	-0.391599
0.0183486	54.5	0.000465789	-1.75473	9.85842	-0.391599
0.018315	54.6	0.000467297	-1.75473	9.87651	-0.391599
0.0182815	54.7	0.000468807	-1.75473	9.8946	-0.391599
0.0182482	54.8	0.000470321	-1.75473	9.91269	-0.391599
0.0182149	54.9	0.000471838	-1.75473	9.93078	-0.391599
0.0181818	55	0.000473354	-1.75473	9.94886	-0.391599
0.0181488	55.1	0.000474872	-1.75473	9.96695	-0.391599
0.0181159	55.2	0.000476393	-1.75473	9.98504	-0.391599
0.0180832	55.3	0.000477916	-1.75473	10.0031	-0.391599
0.0180505	55.4	0.000479439	-1.75473	10.0212	-0.391599
0.018018	55.5	0.000480963	-1.75473	10.0393	-0.391599
0.0179856	55.6	0.000482488	-1.75473	10.0574	-0.391599
0.0179533	55.7	0.000484018	-1.75473	10.0755	-0.391599
0.0179211	55.8	0.000485548	-1.75473	10.0936	-0.391599
0.0178891	55.9	0.000487082	-1.75473	10.1117	-0.391599
0.0178571	56	0.000488613	-1.75473	10.1298	-0.391599
0.0178253	56.1	0.000490152	-1.75473	10.1478	-0.391599
0.0177936	56.2	0.000491692	-1.75473	10.1659	-0.391599
0.017762	56.3	0.000493231	-1.75473	10.184	-0.391599
0.0177305	56.4	0.000494773	-1.75473	10.2021	-0.391599
0.0176991	56.5	0.000496314	-1.75473	10.2202	-0.391599
0.0176678	56.6	0.000497859	-1.75473	10.2383	-0.391599
0.0176367	56.7	0.000499401	-1.75473	10.2564	-0.391599
0.0176056	56.8	0.000500951	-1.75473	10.2745	-0.391599
0.0175747	56.9	0.000502506	-1.75473	10.2925	-0.391599
0.0175439	57	0.000504058	-1.75473	10.3106	-0.391599
0.0175131	57.1	0.000505619	-1.75473	10.3287	-0.391599
0.0174825	57.2	0.000507184	-1.75473	10.3468	-0.391599
0.017452	57.3	0.000508752	-1.75473	10.3649	-0.391599
0.0174216	57.4	0.000510323	-1.75473	10.383	-0.391599
0.0173913	57.5	0.0005119	-1.75473	10.4011	-0.391599
0.0173611	57.6	0.000513479	-1.75473	10.4192	-0.391599
0.017331	57.7	0.000515063	-1.75473	10.4373	-0.391599
0.017301	57.8	0.000516648	-1.75473	10.4553	-0.391599
0.0172712	57.9	0.000518237	-1.75473	10.4734	-0.391599
0.0172414	58	0.000519833	-1.75473	10.4915	-0.391599
0.0172117	58.1	0.000521428	-1.75473	10.5096	-0.391599
0.0171821	58.2	0.000523027	-1.75473	10.5277	-0.391599
0.0171527	58.3	0.000524627	-1.75473	10.5458	-0.391599
0.0171233	58.4	0.00052623	-1.75473	10.5639	-0.391599
0.017094	58.5	0.000527836	-1.75473	10.582	-0.391599
0.0170648	58.6	0.00052944	-1.75473	10.6001	-0.391599
0.0170358	58.7	0.000531044	-1.75473	10.6181	-0.391599
0.0170068	58.8	0.00053265	-1.75473	10.6362	-0.391599
0.0169779	58.9	0.000534257	-1.75473	10.6543	-0.391599
0.0169492	59	0.000535866	-1.75473	10.6724	-0.391599
0.0169205	59.1	0.000537481	-1.75473	10.6905	-0.391599
0.0168919	59.2	0.000539096	-1.75473	10.7086	-0.391599
0.0168634	59.3	0.000540719	-1.75473	10.7267	-0.391599
0.016835	59.4	0.000542349	-1.75473	10.7448	-0.391599
0.0168067	59.5	0.000543979	-1.75473	10.7629	-0.391599
0.0167785	59.6	0.000545617	-1.75473	10.7809	-0.391599
0.0167504	59.7	0.000547257	-1.75473	10.799	-0.391599
0.0167224	59.8	0.000548901	-1.75473	10.8171	-0.391599
0.0166945	59.9	0.000550549	-1.75473	10.8352	-0.391599
0.0166667	60	0.000552199	-1.75473	10.8533	-0.391599
0.0166389	60.1	0.000553852	-1.75473	10.8714	-0.391599
0.0166113	60.2	0.00055551	-1.75473	10.8895	-0.391599
0.0165837	60.3	0.000557169	-1.75473	10.9076	-0.391599
0.0165563	60.4	0.000558828	-1.75473	10.9257	-0.391599
0.0165289	60.5	0.000560494	-1.75473	10.9437	-0.391599
0.0165017	60.6	0.000562163	-1.75473	10.9618	-0.391599
0.0164745	60.7	0.00056383	-1.75473	10.9799	-0.391599
0.0164474	60.8	0.0005655	-1.75473	10.998	-0.391599
0.0164204	60.9	0.000567176	-1.75473	11.0161	-0.391599
0.0163934	61	0.000568846	-1.75473	11.0342	-0.391599
0.0163666	61.1	0.00057052	-1.75473	11.0523	-0.391599
0.0163399	61.2	0.000572196	-1.75473	11.0704	-0.391599
0.0163132	61.3	0.00057387	-1.75473	11.0884	-0.391599
0.0162866	61.4	0.000575548	-1.75473	11.1065	-0.391599
0.0162602	61.5	0.000577226	-1.75473	11.1246	-0.391599
0.0162338	61.6	0.000578907	-1.75473	11.1427	-0.391599
0.0162075	61.7	0.000580591	-1.75473	11.1608	-0.391599
0.0161812	61.8	0.000582278	-1.75473	11.1789	-0.391599
0.0161551	61.9	0.000583965	-1.75473	11.197	-0.391599
0.016129	62	0.000585656	-1.75473	11.2151	-0.391599
0.0161031	62.1	0.00058735	-1.75473	11.2332	-0.391599
0.0160772	62.2	0.000589046	-1.75473	11.2512	-0.391599
0.0160514	62.3	0.000590743	-1.75473	11.2693	-0.391599
0.0160256	62.4	0.000592442	-1.75473	11.2874	-0.391599
0.016	62.5	0.000594149	-1.75473	11.3055	-0.391599
0.0159744	62.6	0.00059585	-1.75473	11.3236	-0.391599
0.015949	62.7	0.000597558	-1.75473	11.3417	-0.391599
0.0159236	62.8	0.000599267	-1.75473	11.3598	-0.391599
0.0158983	62.9	0.000600984	-1.75473	11.3779	-0.391599
0.015873	63	0.0006027	-1.75473	11.396	-0.391599
0.0158479	63.1	0.000604417	-1.75473	11.414	-0.391599
0.0158228	63.2	0.000606137	-1.75473	11.4321	-0.391599
0.0157978	63.3	0.000607859	-1.75473	11.4502	-0.391599
0.0157729	63.4	0.000609582	-1.75473	11.4683	-0.391599
0.015748	63.5	0.000611305	-1.75473	11.4864	-0.391599
0.0157233	63.6	0.000613028	-1.75473	11.5045	-0.391599
0.0156986	63.7	0.000614757	-1.75473	11.5226	-0.391599
0.015674	63.8	0.000616481	-1.75473	11.5407	-0.391599
0.0156495	63.9	0.000618202	-1.75473	11.5588	-0.391599
0.015625	64	0.000619925	-1.75473	11.5768	-0.391599
0.0156006	64.1	0.00062165	-1.75473	11.5949	-0.391599
0.0155763	64.2	0.000623374	-1.75473	11.613	-0.391599
0.0155521	64.3	0.000625098	-1.75473	11.6311	-0.391599
0.015528	64.4	0.000626824	-1.75473	11.6492	-0.391599
0.0155039	64.5	0.000628547	-1.75473	11.6673	-0.391599
0.0154799	64.6	0.000630276	-1.75473	11.6854	-0.391599
0.015456	64.7	0.000632007	-1.75473	11.7035	-0.391599
0.0154321	64.8	0.000633739	-1.75473	11.7215	-0.391599
0.0154083	64.9	0.000635473	-1.75473	11.7396	-0.391599
0.0153846	65	0.000637204	-1.75473	11.7577	-0.391599
0.015361	65.1	0.00063894	-1.75473	11.7758	-0.391599
0.0153374	65.2	0.000640678	-1.75473	11.7939	-0.391599
0.0153139	65.3	0.000642419	-1.75473	11.812	-0.391599
0.0152905	65.4	0.000644157	-1.75473	11.8301	-0.391599
0.0152672	65.5	0.00064591	-1.75473	11.8482	-0.391599
0.0152439	65.6	0.000647659	-1.75473	11.8663	-0.391599
0.0152207	65.7	0.000649406	-1.75473	11.8843	-0.391599
0.0151976	65.8	0.000651161	-1.75473	11.9024	-0.391599
0.0151745	65.9	0.000652913	-1.75473	11.9205	-0.391599
0.0151515	66	0.000654667	-1.75473	11.9386	-0.391599
0.0151286	66.1	0.000656426	-1.75473	11.9567	-0.391599
0.0151057	66.2	0.000658185	-1.75473	11.9748	-0.391599
0.015083	66.3	0.000659938	-1.75473	11.9929	-0.391599
0.0150602	66.4	0.000661699	-1.75473	12.011	-0.391599
0.0150376	66.5	0.000663461	-1.75473	12.0291	-0.391599
0.015015	66.6	0.00066522	-1.75473	12.0471	-0.391599
0.0149925	66.7	0.000666985	-1.75473	12.0652	-0.391599
0.0149701	66.8	0.000668753	-1.75473	12.0833	-0.391599
0.0149477	66.9	0.000670521	-1.75473	12.1014	-0.391599
0.0149254	67	0.000672287	-1.75473	12.1195	-0.391599
0.0149031	67.1	0.000674058	-1.75473	12.1376	-0.391599
0.014881	67.2	0.00067583	-1.75473	12.1557	-0.391599
0.0148588	67.3	0.000677605	-1.75473	12.1738	-0.391599
0.0148368	67.4	0.000679381	-1.75473	12.1918	-0.391599
0.0148148	67.5	0.000681161	-1.75473	12.2099	-0.391599
0.0147929	67.6	0.000682945	-1.75473	12.228	-0.391599
0.014771	67.7	0.000684725	-1.75473	12.2461	-0.391599
0.0147493	67.8	0.000686506	-1.75473	12.2642	-0.391599
0.0147275	67.9	0.000688287	-1.75473	12.2823	-0.391599
0.0147059	68	0.000690074	-1.75473	12.3004	-0.391599
0.0146843	68.1	0.000691861	-1.75473	12.3185	-0.391599
0.0146628	68.2	0.000693656	-1.75473	12.3366	-0.391599
0.0146413	68.3	0.000695444	-1.75473	12.3546	-0.391599
0.0146199	68.4	0.000697241	-1.75473	12.3727	-0.391599
0.0145985	68.5	0.000699038	-1.75473	12.3908	-0.391599
0.0145773	68.6	0.000700833	-1.75473	12.4089	-0.391599
0.014556	68.7	0.00070263	-1.75473	12.427	-0.391599
0.0145349	68.8	0.000704432	-1.75473	12.4451	-0.391599
0.0145138	68.9	0.000706231	-1.75473	12.4632	-0.391599
0.0144928	69	0.000708027	-1.75473	12.4813	-0.391599
0.0144718	69.1	0.000709828	-1.75473	12.4993	-0.391599
0.0144509	69.2	0.000711625	-1.75473	12.5174	-0.391599
0.01443	69.3	0.000713422	-1.75473	12.5355	-0.391599
0.0144092	69.4	0.000715221	-1.75473	12.5536	-0.391599
0.0143885	69.5	0.000717023	-1.75473	12.5717	-0.391599
0.0143678	69.6	0.000718828	-1.75473	12.5898	-0.391599
0.0143472	69.7	0.000720634	-1.75473	12.6079	-0.391599
0.0143266	69.8	0.00072244	-1.75473	12.626	-0.391599
0.0143062	69.9	0.000724252	-1.75473	12.6441	-0.391599
0.0142857	70	0.000726067	-1.75473	12.6621	-0.391599
0.0142653	70.1	0.000727884	-1.75473	12.6802	-0.391599
0.014245	70.2	0.000729703	-1.75473	12.6983	-0.391599
0.0142248	70.3	0.000731524	-1.75473	12.7164	-0.391599
0.0142045	70.4	0.000733354	-1.75473	12.7345	-0.391599
0.0141844	70.5	0.000735183	-1.75473	12.7526	-0.391599
0.0141643	70.6	0.000737016	-1.75473	12.7707	-0.391599
0.0141443	70.7	0.00073885	-1.75473	12.7888	-0.391599
0.0141243	70.8	0.00074068	-1.75473	12.8069	-0.391599
0.0141044	70.9	0.000742525	-1.75473	12.8249	-0.391599
0.0140845	71	0.000744355	-1.75473	12.843	-0.391599
0.0140647	71.1	0.000746193	-1.75473	12.8611	-0.391599
0.0140449	71.2	0.000748028	-1.75473	12.8792	-0.391599
0.0140252	71.3	0.00074986	-1.75473	12.8973	-0.391599
0.0140056	71.4	0.00075169	-1.75473	12.9154	-0.391599
0.013986	71.5	0.000753508	-1.75473	12.9335	-0.391599
0.0139665	71.6	0.000755327	-1.75473	12.9516	-0.391599
0.013947	71.7	0.000757137	-1.75473	12.9696	-0.391599
0.0139276	71.8	0.000758936	-1.75473	12.9877	-0.391599
0.0139082	71.9	0.000760727	-1.75473	13.0058	-0.391599
0.0138889	72	0.000762513	-1.75473	13.0239	-0.391599
0.0138696	72.1	0.000764281	-1.75473	13.042	-0.391599
0.0138504	72.2	0.000766048	-1.75473	13.0601	-0.391599
0.0138313	72.3	0.000767809	-1.75473	13.0782	-0.391599
0.0138122	72.4	0.00076957	-1.75473	13.0963	-0.391599
0.0137931	72.5	0.000771323	-1.75473	13.1144	-0.391599
0.0137741	72.6	0.000773081	-1.75473	13.1324	-0.391599
0.0137552	72.7	0.000774837	-1.75473	13.1505	-0.391599
0.0137363	72.8	0.00077659	-1.75473	13.1686	-0.391599
0.0137174	72.9	0.000778344	-1.75473	13.1867	-0.391599
0.0136986	73	0.00078009	-1.75473	13.2048	-0.391599
0.0136799	73.1	0.000781861	-1.75473	13.2229	-0.391599
0.0136612	73.2	0.000783633	-1.75473	13.241	-0.391599
0.0136426	73.3	0.00078542	-1.75473	13.2591	-0.391599
0.013624	73.4	0.000787227	-1.75473	13.2772	-0.391599
0.0136054	73.5	0.000789045	-1.75473	13.2952	-0.391599
0.013587	73.6	0.000790874	-1.75473	13.3133	-0.391599
0.0135685	73.7	0.000792722	-1.75473	13.3314	-0.391599
0.0135501	73.8	0.000794576	-1.75473	13.3495	-0.391599
0.0135318	73.9	0.00079643	-1.75473	13.3676	-0.391599
0.0135135	74	0.000798301	-1.75473	13.3857	-0.391599
0.0134953	74.1	0.000800161	-1.75473	13.4038	-0.391599
0.0134771	74.2	0.00080203	-1.75473	13.4219	-0.391599
0.013459	74.3	0.000803889	-1.75473	13.4399	-0.391599
0.0134409	74.4	0.00080575	-1.75473	13.458	-0.391599
0.0134228	74.5	0.000807599	-1.75473	13.4761	-0.391599
0.0134048	74.6	0.000809434	-1.75473	13.4942	-0.391599
0.0133869	74.7	0.000811271	-1.75473	13.5123	-0.391599
0.013369	74.8	0.000813102	-1.75473	13.5304	-0.391599
0.0133511	74.9	0.000814935	-1.75473	13.5485	-0.391599
0.0133333	75	0.000816775	-1.75473	13.5666	-0.391599
0.0133156	75.1	0.00081862	-1.75473	13.5847	-0.391599
0.0132979	75.2	0.000820478	-1.75473	13.6027	-0.391599
0.0132802	75.3	0.000822342	-1.75473	13.6208	-0.391599
0.0132626	75.4	0.000824217	-1.75473	13.6389	-0.391599
0.013245	75.5	0.000826091	-1.75473	13.657	-0.391599
0.0132275	75.6	0.000827971	-1.75473	13.6751	-0.391599
0.01321	75.7	0.000829839	-1.75473	13.6932	-0.391599
0.0131926	75.8	0.000831698	-1.75473	13.7113	-0.391599
0.0131752	75.9	0.000833556	-1.75473	13.7294	-0.391599
0.0131579	76	0.000835396	-1.75473	13.7475	-0.391599
0.0131406	76.1	0.000837227	-1.75473	13.7655	-0.391599
0.0131234	76.2	0.000839051	-1.75473	13.7836	-0.391599
0.0131062	76.3	0.00084087	-1.75473	13.8017	-0.391599
0.013089	76.4	0.000842689	-1.75473	13.8198	-0.391599
0.0130719	76.5	0.000844499	-1.75473	13.8379	-0.391599
0.0130548	76.6	0.000846332	-1.75473	13.856	-0.391599
0.0130378	76.7	0.000848165	-1.75473	13.8741	-0.391599
0.0130208	76.8	0.000850001	-1.75473	13.8922	-0.391599
0.0130039	76.9	0.000851845	-1.75473	13.9102	-0.391599
0.012987	77	0.000853702	-1.75473	13.9283	-0.391599
0.0129702	77.1	0.000855563	-1.75473	13.9464	-0.391599
0.0129534	77.2	0.000857426	-1.75473	13.9645	-0.391599
0.0129366	77.3	0.00085929	-1.75473	13.9826	-0.391599
0.0129199	77.4	0.000861149	-1.75473	14.0007	-0.391599
0.0129032	77.5	0.000863015	-1.75473	14.0188	-0.391599
0.0128866	77.6	0.000864885	-1.75473	14.0369	-0.391599
0.01287	77.7	0.000866746	-1.75473	14.055	-0.391599
0.0128535	77.8	0.000868617	-1.75473	14.073	-0.391599
0.012837	77.9	0.000870498	-1.75473	14.0911	-0.391599
0.0128205	78	0.000872383	-1.75473	14.1092	-0.391599
0.0128041	78.1	0.00087427	-1.75473	14.1273	-0.391599
0.0127877	78.2	0.000876162	-1.75473	14.1454	-0.391599
0.0127714	78.3	0.000878057	-1.75473	14.1635	-0.3916
0.0127551	78.4	0.000879956	-1.75473	14.1816	-0.3916
0.0127389	78.5	0.000881861	-1.75473	14.1997	-0.3916
0.0127226	78.6	0.000883754	-1.75473	14.2178	-0.3916
0.0127065	78.7	0.000885647	-1.75473	14.2358	-0.3916
0.0126904	78.8	0.000887528	-1.75473	14.2539	-0.3916
0.0126743	78.9	0.000889408	-1.75473	14.272	-0.3916
0.0126582	79	0.000891278	-1.75473	14.2901	-0.3916
0.0126422	79.1	0.000893138	-1.75473	14.3082	-0.3916
0.0126263	79.2	0.000894985	-1.75473	14.3263	-0.3916
0.0126103	79.3	0.000896833	-1.75473	14.3444	-0.3916
0.0125945	79.4	0.000898668	-1.75473	14.3625	-0.3916
0.0125786	79.5	0.000900491	-1.75473	14.3806	-0.3916
0.0125628	79.6	0.000902317	-1.75473	14.3986	-0.3916
0.0125471	79.7	0.000904139	-1.75473	14.4167	-0.3916
0.0125313	79.8	0.000905967	-1.75473	14.4348	-0.3916
0.0125156	79.9	0.000907795	-1.75473	14.4529	-0.3916
0.0125	80	0.00090963	-1.75473	14.471	-0.3916
0.0124844	80.1	0.000911472	-1.75473	14.4891	-0.3916
0.0124688	80.2	0.000913312	-1.75473	14.5072	-0.3916
0.0124533	80.3	0.00091516	-1.75473	14.5253	-0.3916
0.0124378	80.4	0.000917004	-1.75473	14.5433	-0.3916
0.0124224	80.5	0.000918851	-1.75473	14.5614	-0.3916
0.0124069	80.6	0.000920697	-1.75473	14.5795	-0.3916
0.0123916	80.7	0.000922539	-1.75473	14.5976	-0.3916
0.0123762	80.8	0.000924382	-1.75473	14.6157	-0.3916
0.0123609	80.9	0.000926232	-1.75473	14.6338	-0.3916
0.0123457	81	0.000928079	-1.75473	14.6519	-0.3916
0.0123305	81.1	0.000929915	-1.75473	14.67	-0.3916
0.0123153	81.2	0.000931745	-1.75473	14.6881	-0.3916
0.0123001	81.3	0.000933556	-1.75473	14.7061	-0.3916
0.012285	81.4	0.000935356	-1.75473	14.7242	-0.3916
0.0122699	81.5	0.000937151	-1.75473	14.7423	-0.3916
0.0122549	81.6	0.000938939	-1.75473	14.7604	-0.3916
0.0122399	81.7	0.000940721	-1.75473	14.7785	-0.3916
0.0122249	81.8	0.000942514	-1.75473	14.7966	-0.3916
0.01221	81.9	0.000944312	-1.75473	14.8147	-0.3916
0.0121951	82	0.000946143	-1.75473	14.8328	-0.3916
0.0121803	82.1	0.000947987	-1.75473	14.8509	-0.3916
0.0121655	82.2	0.000949849	-1.75473	14.8689	-0.3916
0.0121507	82.3	0.000951742	-1.75473	14.887	-0.3916
0.0121359	82.4	0.000953638	-1.75473	14.9051	-0.3916
0.0121212	82.5	0.000955566	-1.75473	14.9232	-0.3916
0.0121065	82.6	0.000957504	-1.75473	14.9413	-0.3916
0.0120919	82.7	0.000959446	-1.75473	14.9594	-0.3916
0.0120773	82.8	0.000961403	-1.75473	14.9775	-0.3916
0.0120627	82.9	0.000963356	-1.75473	14.9956	-0.3916
0.0120482	83	0.00096533	-1.75473	15.0136	-0.3916
0.0120337	83.1	0.000967297	-1.75473	15.0317	-0.3916
0.0120192	83.2	0.00096928	-1.75473	15.0498	-0.3916
0.0120048	83.3	0.000971273	-1.75473	15.0679	-0.3916
0.0119904	83.4	0.000973253	-1.75473	15.086	-0.3916
0.011976	83.5	0.000975247	-1.75473	15.1041	-0.3916
0.0119617	83.6	0.000977241	-1.75473	15.1222	-0.3916
0.0119474	83.7	0.000979231	-1.75473	15.1403	-0.3916
0.0119332	83.8	0.000981229	-1.75473	15.1584	-0.3916
0.011919	83.9	0.000983222	-1.75473	15.1764	-0.3916
0.0119048	84	0.00098521	-1.75473	15.1945	-0.3916
0.0118906	84.1	0.000987195	-1.75473	15.2126	-0.3916
0.0118765	84.2	0.000989172	-1.75473	15.2307	-0.3916
0.0118624	84.3	0.000991143	-1.75473	15.2488	-0.3916
0.0118483	84.4	0.000993101	-1.75473	15.2669	-0.3916
0.0118343	84.5	0.00099505	-1.75473	15.285	-0.3916
