#T	β	c	e	chi	s
0.0250627	39.9	2.26749e-06	-2.19299	13.079	-0.391597
0.025	40	2.27715e-06	-2.19299	13.1118	-0.391597
0.0249377	40.1	2.28435e-06	-2.19299	13.1446	-0.391597
0.0248756	40.2	2.29073e-06	-2.19299	13.1774	-0.391597
0.0248139	40.3	2.29751e-06	-2.19299	13.2102	-0.391597
0.0247525	40.4	2.30456e-06	-2.19299	13.2429	-0.391597
0.0246914	40.5	2.31159e-06	-2.19299	13.2757	-0.391597
0.0246305	40.6	2.31818e-06	-2.19299	13.3085	-0.391597
0.02457	40.7	2.32433e-06	-2.19299	13.3413	-0.391597
0.0245098	40.8	2.33213e-06	-2.19299	13.3741	-0.391597
0.0244499	40.9	2.34056e-06	-2.19299	13.4068	-0.391597
0.0243902	41	2.34814e-06	-2.19299	13.4396	-0.391597
0.0243309	41.1	2.35483e-06	-2.19299	13.4724	-0.391597
0.0242718	41.2	2.36227e-06	-2.19299	13.5052	-0.391597
0.0242131	41.3	2.37206e-06	-2.19299	13.538	-0.391597
0.0241546	41.4	2.38113e-06	-2.19299	13.5707	-0.391597
0.0240964	41.5	2.38923e-06	-2.19299	13.6035	-0.391597
0.0240385	41.6	2.39918e-06	-2.19299	13.6363	-0.391597
0.0239808	41.7	2.40653e-06	-2.19299	13.6691	-0.391597
0.0239234	41.8	2.41541e-06	-2.19299	13.7019	-0.391597
0.0238663	41.9	2.42555e-06	-2.19299	13.7346	-0.391597
0.0238095	42	2.43441e-06	-2.19299	13.7674	-0.391597
0.023753	42.1	2.44387e-06	-2.19299	13.8002	-0.391597
0.0236967	42.2	2.45291e-06	-2.19299	13.833	-0.391597
0.0236407	42.3	2.46014e-06	-2.19299	13.8657	-0.391597
0.0235849	42.4	2.47019e-06	-2.19299	13.8985	-0.391597
0.0235294	42.5	2.47555e-06	-2.19299	13.9313	-0.391597
0.0234742	42.6	2.48102e-06	-2.19299	13.9641	-0.391597
0.0234192	42.7	2.49134e-06	-2.19299	13.9969	-0.391597
0.0233645	42.8	2.49824e-06	-2.19299	14.0296	-0.391597
0.02331	42.9	2.50945e-06	-2.19299	14.0624	-0.391597
0.0232558	43	2.51618e-06	-2.19299	14.0952	-0.391597
0.0232019	43.1	2.52582e-06	-2.19299	14.128	-0.391597
0.0231481	43.2	2.53742e-06	-2.19299	14.1608	-0.391597
0.0230947	43.3	2.54561e-06	-2.19299	14.1935	-0.391597
0.0230415	43.4	2.55911e-06	-2.19299	14.2263	-0.391597
0.0229885	43.5	2.56576e-06	-2.19299	14.2591	-0.391597
0.0229358	43.6	2.57591e-06	-2.19299	14.2919	-0.391597
0.0228833	43.7	2.58629e-06	-2.19299	14.3247	-0.391597
0.0228311	43.8	2.59555e-06	-2.19299	14.3574	-0.391597
0.022779	43.9	2.60561e-06	-2.19299	14.3902	-0.391597
0.0227273	44	2.61674e-06	-2.19299	14.423	-0.391597
0.0226757	44.1	2.62419e-06	-2.19299	14.4558	-0.391597
0.0226244	44.2	2.63518e-06	-2.19299	14.4886	-0.391597
0.0225734	44.3	2.64743e-06	-2.19299	14.5213	-0.391597
0.0225225	44.4	2.65672e-06	-2.19299	14.5541	-0.391597
0.0224719	44.5	2.66597e-06	-2.19299	14.5869	-0.391597
0.0224215	44.6	2.67583e-06	-2.19299	14.6197	-0.391597
0.0223714	44.7	2.68933e-06	-2.19299	14.6525	-0.391597
0.0223214	44.8	2.69648e-06	-2.19299	14.6852	-0.391597
0.0222717	44.9	2.70697e-06	-2.19299	14.718	-0.391597
0.0222222	45	2.71641e-06	-2.19299	14.7508	-0.391597
0.0221729	45.1	2.72825e-06	-2.19299	14.7836	-0.391597
0.0221239	45.2	2.73887e-06	-2.19299	14.8164	-0.391597
0.0220751	45.3	2.75057e-06	-2.19299	14.8491	-0.391597
0.0220264	45.4	2.76131e-06	-2.19299	14.8819	-0.391597
0.021978	45.5	2.7723e-06	-2.19299	14.9147	-0.391597
0.0219298	45.6	2.78305e-06	-2.19299	14.9475	-0.391597
0.0218818	45.7	2.79322e-06	-2.19299	14.9803	-0.391597
0.0218341	45.8	2.80405e-06	-2.19299	15.013	-0.391597
0.0217865	45.9	2.81687e-06	-2.19299	15.0458	-0.391597
0.0217391	46	2.82837e-06	-2.19299	15.0786	-0.391597
0.021692	46.1	2.83814e-06	-2.19299	15.1114	-0.391597
0.021645	46.2	2.85126e-06	-2.19299	15.1442	-0.391597
0.0215983	46.3	2.86033e-06	-2.19299	15.1769	-0.391597
0.0215517	46.4	2.87123e-06	-2.19299	15.2097	-0.391597
0.0215054	46.5	2.88343e-06	-2.19299	15.2425	-0.391597
0.0214592	46.6	2.89684e-06	-2.19299	15.2753	-0.391597
0.0214133	46.7	2.90632e-06	-2.19299	15.3081	-0.391597
0.0213675	46.8	2.91906e-06	-2.19299	15.3408	-0.391597
0.021322	46.9	2.92846e-06	-2.19299	15.3736	-0.391597
0.0212766	47	2.94173e-06	-2.19299	15.4064	-0.391597
0.0212314	47.1	2.95333e-06	-2.19299	15.4392	-0.391597
0.0211864	47.2	2.96552e-06	-2.19299	15.4719	-0.391597
0.0211416	47.3	2.97554e-06	-2.19299	15.5047	-0.391597
0.021097	47.4	2.98697e-06	-2.19299	15.5375	-0.391597
0.0210526	47.5	2.99945e-06	-2.19299	15.5703	-0.391597
0.0210084	47.6	3.01256e-06	-2.19299	15.6031	-0.391597
0.0209644	47.7	3.02463e-06	-2.19299	15.6358	-0.391597
0.0209205	47.8	3.03592e-06	-2.19299	15.6686	-0.391597
0.0208768	47.9	3.04764e-06	-2.19299	15.7014	-0.391597
0.0208333	48	3.06067e-06	-2.19299	15.7342	-0.391597
0.02079	48.1	3.07249e-06	-2.19299	15.767	-0.391597
0.0207469	48.2	3.08503e-06	-2.19299	15.7997	-0.391597
0.0207039	48.3	3.09661e-06	-2.19299	15.8325	-0.391597
0.0206612	48.4	3.11204e-06	-2.19299	15.8653	-0.391597
0.0206186	48.5	3.12373e-06	-2.19299	15.8981	-0.391597
0.0205761	48.6	3.13418e-06	-2.19299	15.9309	-0.391597
0.0205339	48.7	3.14744e-06	-2.19299	15.9636	-0.391597
0.0204918	48.8	3.15764e-06	-2.19299	15.9964	-0.391597
0.0204499	48.9	3.17019e-06	-2.19299	16.0292	-0.391597
0.0204082	49	3.18053e-06	-2.19299	16.062	-0.391597
0.0203666	49.1	3.19541e-06	-2.19299	16.0948	-0.391597
0.0203252	49.2	3.20483e-06	-2.19299	16.1275	-0.391597
0.020284	49.3	3.21943e-06	-2.19299	16.1603	-0.391597
0.0202429	49.4	3.23153e-06	-2.19299	16.1931	-0.391597
0.020202	49.5	3.24264e-06	-2.19299	16.2259	-0.391597
0.0201613	49.6	3.25503e-06	-2.19299	16.2587	-0.391597
0.0201207	49.7	3.27078e-06	-2.19299	16.2914	-0.391597
0.0200803	49.8	3.28311e-06	-2.19299	16.3242	-0.391597
0.0200401	49.9	3.29387e-06	-2.19299	16.357	-0.391597
0.02	50	3.30774e-06	-2.19299	16.3898	-0.391597
0.0199601	50.1	3.31983e-06	-2.19299	16.4226	-0.391597
0.0199203	50.2	3.33654e-06	-2.19299	16.4553	-0.391597
0.0198807	50.3	3.34792e-06	-2.19299	16.4881	-0.391597
0.0198413	50.4	3.35632e-06	-2.19299	16.5209	-0.391597
0.019802	50.5	3.3702e-06	-2.19299	16.5537	-0.391597
0.0197628	50.6	3.38229e-06	-2.19299	16.5865	-0.391597
0.0197239	50.7	3.39582e-06	-2.19299	16.6192	-0.391597
0.019685	50.8	3.40921e-06	-2.19299	16.652	-0.391597
0.0196464	50.9	3.42113e-06	-2.19299	16.6848	-0.391597
0.0196078	51	3.43466e-06	-2.19299	16.7176	-0.391597
0.0195695	51.1	3.44656e-06	-2.19299	16.7504	-0.391597
0.0195312	51.2	3.45821e-06	-2.19299	16.7831	-0.391597
0.0194932	51.3	3.47263e-06	-2.19299	16.8159	-0.391597
0.0194553	51.4	3.48399e-06	-2.19299	16.8487	-0.391597
0.0194175	51.5	3.4972e-06	-2.19299	16.8815	-0.391597
0.0193798	51.6	3.50801e-06	-2.19299	16.9142	-0.391597
0.0193424	51.7	3.52223e-06	-2.19299	16.947	-0.391597
0.019305	51.8	3.53457e-06	-2.19299	16.9798	-0.391597
0.0192678	51.9	3.54635e-06	-2.19299	17.0126	-0.391597
0.0192308	52	3.56196e-06	-2.19299	17.0454	-0.391597
0.0191939	52.1	3.57445e-06	-2.19299	17.0781	-0.391597
0.0191571	52.2	3.58604e-06	-2.19299	17.1109	-0.391597
0.0191205	52.3	3.60097e-06	-2.19299	17.1437	-0.391597
0.019084	52.4	3.61212e-06	-2.19299	17.1765	-0.391597
0.0190476	52.5	3.6278e-06	-2.19299	17.2093	-0.391597
0.0190114	52.6	3.63981e-06	-2.19299	17.242	-0.391597
0.0189753	52.7	3.65427e-06	-2.19299	17.2748	-0.391597
0.0189394	52.8	3.66746e-06	-2.19299	17.3076	-0.391597
0.0189036	52.9	3.68027e-06	-2.19299	17.3404	-0.391597
0.0188679	53	3.6934e-06	-2.19299	17.3732	-0.391597
0.0188324	53.1	3.70804e-06	-2.19299	17.4059	-0.391597
0.018797	53.2	3.72043e-06	-2.19299	17.4387	-0.391597
0.0187617	53.3	3.73554e-06	-2.19299	17.4715	-0.391597
0.0187266	53.4	3.7479e-06	-2.19299	17.5043	-0.391597
0.0186916	53.5	3.76291e-06	-2.19299	17.5371	-0.391597
0.0186567	53.6	3.77291e-06	-2.19299	17.5698	-0.391597
0.018622	53.7	3.78453e-06	-2.19299	17.6026	-0.391597
0.0185874	53.8	3.80052e-06	-2.19299	17.6354	-0.391597
0.0185529	53.9	3.81364e-06	-2.19299	17.6682	-0.391597
0.0185185	54	3.8274e-06	-2.19299	17.701	-0.391597
0.0184843	54.1	3.84179e-06	-2.19299	17.7337	-0.391597
0.0184502	54.2	3.85431e-06	-2.19299	17.7665	-0.391597
0.0184162	54.3	3.86697e-06	-2.19299	17.7993	-0.391597
0.0183824	54.4	3.88326e-06	-2.19299	17.8321	-0.391597
0.0183486	54.5	3.89731e-06	-2.19299	17.8649	-0.391597
0.018315	54.6	3.91074e-06	-2.19299	17.8976	-0.391597
0.0182815	54.7	3.92384e-06	-2.19299	17.9304	-0.391597
0.0182482	54.8	3.94037e-06	-2.19299	17.9632	-0.391597
0.0182149	54.9	3.94908e-06	-2.19299	17.996	-0.391597
0.0181818	55	3.96314e-06	-2.19299	18.0288	-0.391597
0.0181488	55.1	3.97752e-06	-2.19299	18.0615	-0.391597
0.0181159	55.2	3.9931e-06	-2.19299	18.0943	-0.391597
0.0180832	55.3	4.00669e-06	-2.19299	18.1271	-0.391597
0.0180505	55.4	4.01788e-06	-2.19299	18.1599	-0.391597
0.018018	55.5	4.03335e-06	-2.19299	18.1927	-0.391597
0.0179856	55.6	4.04724e-06	-2.19299	18.2254	-0.391597
0.0179533	55.7	4.06073e-06	-2.19299	18.2582	-0.391597
0.0179211	55.8	4.07619e-06	-2.19299	18.291	-0.391597
0.0178891	55.9	4.0862e-06	-2.19299	18.3238	-0.391597
0.0178571	56	4.10296e-06	-2.19299	18.3566	-0.391597
0.0178253	56.1	4.11905e-06	-2.19299	18.3893	-0.391597
0.0177936	56.2	4.13058e-06	-2.19299	18.4221	-0.391597
0.017762	56.3	4.14561e-06	-2.19299	18.4549	-0.391597
0.0177305	56.4	4.16034e-06	-2.19299	18.4877	-0.391597
0.0176991	56.5	4.17524e-06	-2.19299	18.5204	-0.391597
0.0176678	56.6	4.18865e-06	-2.19299	18.5532	-0.391597
0.0176367	56.7	4.20262e-06	-2.19299	18.586	-0.391597
0.0176056	56.8	4.21707e-06	-2.19299	18.6188	-0.391597
0.0175747	56.9	4.22785e-06	-2.19299	18.6516	-0.391597
0.0175439	57	4.24354e-06	-2.19299	18.6843	-0.391597
0.0175131	57.1	4.25763e-06	-2.19299	18.7171	-0.391597
0.0174825	57.2	4.27203e-06	-2.19299	18.7499	-0.391597
0.017452	57.3	4.28774e-06	-2.19299	18.7827	-0.391597
0.0174216	57.4	4.302e-06	-2.19299	18.8155	-0.391597
0.0173913	57.5	4.31502e-06	-2.19299	18.8482	-0.391597
0.0173611	57.6	4.33011e-06	-2.19299	18.881	-0.391597
0.017331	57.7	4.34295e-06	-2.19299	18.9138	-0.391597
0.017301	57.8	4.35663e-06	-2.19299	18.9466	-0.391597
0.0172712	57.9	4.37085e-06	-2.19299	18.9794	-0.391597
0.0172414	58	4.38147e-06	-2.19299	19.0121	-0.391597
0.0172117	58.1	4.39814e-06	-2.19299	19.0449	-0.391597
0.0171821	58.2	4.41653e-06	-2.19299	19.0777	-0.391597
0.0171527	58.3	4.42726e-06	-2.19299	19.1105	-0.391597
0.0171233	58.4	4.44422e-06	-2.19299	19.1433	-0.391597
0.017094	58.5	4.45181e-06	-2.19299	19.176	-0.391597
0.0170648	58.6	4.47047e-06	-2.19299	19.2088	-0.391597
0.0170358	58.7	4.48761e-06	-2.19299	19.2416	-0.391597
0.0170068	58.8	4.50171e-06	-2.19299	19.2744	-0.391597
0.0169779	58.9	4.51436e-06	-2.19299	19.3072	-0.391597
0.0169492	59	4.52892e-06	-2.19299	19.3399	-0.391597
0.0169205	59.1	4.54754e-06	-2.19299	19.3727	-0.391597
0.0168919	59.2	4.55865e-06	-2.19299	19.4055	-0.391597
0.0168634	59.3	4.57622e-06	-2.19299	19.4383	-0.391597
0.016835	59.4	4.5902e-06	-2.19299	19.4711	-0.391597
0.0168067	59.5	4.60097e-06	-2.19299	19.5038	-0.391597
0.0167785	59.6	4.61639e-06	-2.19299	19.5366	-0.391597
0.0167504	59.7	4.63424e-06	-2.19299	19.5694	-0.391597
0.0167224	59.8	4.64467e-06	-2.19299	19.6022	-0.391597
0.0166945	59.9	4.65826e-06	-2.19299	19.635	-0.391597
0.0166667	60	4.68017e-06	-2.19299	19.6677	-0.391597
0.0166389	60.1	4.68993e-06	-2.19299	19.7005	-0.391597
0.0166113	60.2	4.70917e-06	-2.19299	19.7333	-0.391597
0.0165837	60.3	4.72209e-06	-2.19299	19.7661	-0.391597
0.0165563	60.4	4.73294e-06	-2.19299	19.7989	-0.391597
0.0165289	60.5	4.75153e-06	-2.19299	19.8316	-0.391597
0.0165017	60.6	4.76594e-06	-2.19299	19.8644	-0.391597
0.0164745	60.7	4.7814e-06	-2.19299	19.8972	-0.391597
0.0164474	60.8	4.79542e-06	-2.19299	19.93	-0.391597
0.0164204	60.9	4.81191e-06	-2.19299	19.9627	-0.391597
0.0163934	61	4.82272e-06	-2.19299	19.9955	-0.391597
0.0163666	61.1	4.84018e-06	-2.19299	20.0283	-0.391597
0.0163399	61.2	4.85357e-06	-2.19299	20.0611	-0.391597
0.0163132	61.3	4.86817e-06	-2.19299	20.0939	-0.391597
0.0162866	61.4	4.88593e-06	-2.19299	20.1266	-0.391597
0.0162602	61.5	4.89809e-06	-2.19299	20.1594	-0.391597
0.0162338	61.6	4.9151e-06	-2.19299	20.1922	-0.391597
0.0162075	61.7	4.92692e-06	-2.19299	20.225	-0.391597
0.0161812	61.8	4.94472e-06	-2.19299	20.2578	-0.391597
0.0161551	61.9	4.96083e-06	-2.19299	20.2905	-0.391597
0.016129	62	4.97371e-06	-2.19299	20.3233	-0.391597
0.0161031	62.1	4.99297e-06	-2.19299	20.3561	-0.391597
0.0160772	62.2	5.00782e-06	-2.19299	20.3889	-0.391597
0.0160514	62.3	5.0215e-06	-2.19299	20.4217	-0.391597
0.0160256	62.4	5.03277e-06	-2.19299	20.4544	-0.391597
0.016	62.5	5.04832e-06	-2.19299	20.4872	-0.391597
0.0159744	62.6	5.06895e-06	-2.19299	20.52	-0.391597
0.015949	62.7	5.08337e-06	-2.19299	20.5528	-0.391597
0.0159236	62.8	5.09641e-06	-2.19299	20.5856	-0.391597
0.0158983	62.9	5.11124e-06	-2.19299	20.6183	-0.391597
0.015873	63	5.12338e-06	-2.19299	20.6511	-0.391597
0.0158479	63.1	5.14295e-06	-2.19299	20.6839	-0.391597
0.0158228	63.2	5.15572e-06	-2.19299	20.7167	-0.391597
0.0157978	63.3	5.16953e-06	-2.19299	20.7495	-0.391597
0.0157729	63.4	5.18599e-06	-2.19299	20.7822	-0.391597
0.015748	63.5	5.20216e-06	-2.19299	20.815	-0.391597
0.0157233	63.6	5.21893e-06	-2.19299	20.8478	-0.391597
0.0156986	63.7	5.23283e-06	-2.19299	20.8806	-0.391597
0.015674	63.8	5.24727e-06	-2.19299	20.9134	-0.391597
0.0156495	63.9	5.26399e-06	-2.19299	20.9461	-0.391597
0.015625	64	5.28116e-06	-2.19299	20.9789	-0.391597
0.0156006	64.1	5.29371e-06	-2.19299	21.0117	-0.391597
0.0155763	64.2	5.31033e-06	-2.19299	21.0445	-0.391597
0.0155521	64.3	5.32719e-06	-2.19299	21.0773	-0.391597
0.015528	64.4	5.34444e-06	-2.19299	21.11	-0.391597
0.0155039	64.5	5.3593e-06	-2.19299	21.1428	-0.391597
0.0154799	64.6	5.37453e-06	-2.19299	21.1756	-0.391597
0.015456	64.7	5.39266e-06	-2.19299	21.2084	-0.391597
0.0154321	64.8	5.40555e-06	-2.19299	21.2412	-0.391597
0.0154083	64.9	5.42184e-06	-2.19299	21.2739	-0.391597
0.0153846	65	5.43584e-06	-2.19299	21.3067	-0.391597
0.015361	65.1	5.4576e-06	-2.19299	21.3395	-0.391597
0.0153374	65.2	5.4738e-06	-2.19299	21.3723	-0.391597
0.0153139	65.3	5.48674e-06	-2.19299	21.405	-0.391597
0.0152905	65.4	5.50009e-06	-2.19299	21.4378	-0.391597
0.0152672	65.5	5.51664e-06	-2.19299	21.4706	-0.391597
0.0152439	65.6	5.53296e-06	-2.19299	21.5034	-0.391597
0.0152207	65.7	5.55137e-06	-2.19299	21.5362	-0.391597
0.0151976	65.8	5.56968e-06	-2.19299	21.5689	-0.391597
0.0151745	65.9	5.58215e-06	-2.19299	21.6017	-0.391597
0.0151515	66	5.59639e-06	-2.19299	21.6345	-0.391597
0.0151286	66.1	5.61053e-06	-2.19299	21.6673	-0.391597
0.0151057	66.2	5.63276e-06	-2.19299	21.7001	-0.391597
0.015083	66.3	5.64628e-06	-2.19299	21.7328	-0.391597
0.0150602	66.4	5.66218e-06	-2.19299	21.7656	-0.391597
0.0150376	66.5	5.67849e-06	-2.19299	21.7984	-0.391597
0.015015	66.6	5.69637e-06	-2.19299	21.8312	-0.391597
0.0149925	66.7	5.71534e-06	-2.19299	21.864	-0.391597
0.0149701	66.8	5.72496e-06	-2.19299	21.8967	-0.391597
0.0149477	66.9	5.74177e-06	-2.19299	21.9295	-0.391597
0.0149254	67	5.75482e-06	-2.19299	21.9623	-0.391597
0.0149031	67.1	5.77485e-06	-2.19299	21.9951	-0.391597
0.014881	67.2	5.78781e-06	-2.19299	22.0279	-0.391597
0.0148588	67.3	5.8038e-06	-2.19299	22.0606	-0.391597
0.0148368	67.4	5.82166e-06	-2.19299	22.0934	-0.391597
0.0148148	67.5	5.83982e-06	-2.19299	22.1262	-0.391597
0.0147929	67.6	5.85192e-06	-2.19299	22.159	-0.391597
0.014771	67.7	5.86754e-06	-2.19299	22.1918	-0.391597
0.0147493	67.8	5.88327e-06	-2.19299	22.2245	-0.391597
0.0147275	67.9	5.9019e-06	-2.19299	22.2573	-0.391597
0.0147059	68	5.92555e-06	-2.19299	22.2901	-0.391597
0.0146843	68.1	5.93507e-06	-2.19299	22.3229	-0.391597
0.0146628	68.2	5.94935e-06	-2.19299	22.3557	-0.391597
0.0146413	68.3	5.96563e-06	-2.19299	22.3884	-0.391597
0.0146199	68.4	5.98649e-06	-2.19299	22.4212	-0.391597
0.0145985	68.5	6.00116e-06	-2.19299	22.454	-0.391597
0.0145773	68.6	6.01748e-06	-2.19299	22.4868	-0.391597
0.014556	68.7	6.03285e-06	-2.19299	22.5196	-0.391597
0.0145349	68.8	6.0494e-06	-2.19299	22.5523	-0.391597
0.0145138	68.9	6.06508e-06	-2.19299	22.5851	-0.391597
0.0144928	69	6.08211e-06	-2.19299	22.6179	-0.391597
0.0144718	69.1	6.09971e-06	-2.19299	22.6507	-0.391597
0.0144509	69.2	6.11671e-06	-2.19299	22.6835	-0.391597
0.01443	69.3	6.13208e-06	-2.19299	22.7162	-0.391597
0.0144092	69.4	6.1494e-06	-2.19299	22.749	-0.391597
0.0143885	69.5	6.16646e-06	-2.19299	22.7818	-0.391597
0.0143678	69.6	6.1848e-06	-2.19299	22.8146	-0.391597
0.0143472	69.7	6.20092e-06	-2.19299	22.8473	-0.391597
0.0143266	69.8	6.21798e-06	-2.19299	22.8801	-0.391597
0.0143062	69.9	6.23419e-06	-2.19299	22.9129	-0.391597
0.0142857	70	6.25143e-06	-2.19299	22.9457	-0.391597
0.0142653	70.1	6.26834e-06	-2.19299	22.9785	-0.391597
0.014245	70.2	6.28279e-06	-2.19299	23.0112	-0.391597
0.0142248	70.3	6.29745e-06	-2.19299	23.044	-0.391597
0.0142045	70.4	6.31449e-06	-2.19299	23.0768	-0.391597
0.0141844	70.5	6.33632e-06	-2.19299	23.1096	-0.391597
0.0141643	70.6	6.3474e-06	-2.19299	23.1424	-0.391597
0.0141443	70.7	6.36706e-06	-2.19299	23.1751	-0.391597
0.0141243	70.8	6.37627e-06	-2.19299	23.2079	-0.391597
0.0141044	70.9	6.40171e-06	-2.19299	23.2407	-0.391597
0.0140845	71	6.41385e-06	-2.19299	23.2735	-0.391597
0.0140647	71.1	6.42881e-06	-2.19299	23.3063	-0.391597
0.0140449	71.2	6.44267e-06	-2.19299	23.339	-0.391597
0.0140252	71.3	6.46084e-06	-2.19299	23.3718	-0.391597
0.0140056	71.4	6.47313e-06	-2.19299	23.4046	-0.391597
0.013986	71.5	6.49699e-06	-2.19299	23.4374	-0.391597
0.0139665	71.6	6.50877e-06	-2.19299	23.4702	-0.391597
0.013947	71.7	6.52908e-06	-2.19299	23.5029	-0.391597
0.0139276	71.8	6.54683e-06	-2.19299	23.5357	-0.391597
0.0139082	71.9	6.56307e-06	-2.19299	23.5685	-0.391597
0.0138889	72	6.5887e-06	-2.19299	23.6013	-0.391597
0.0138696	72.1	6.59747e-06	-2.19299	23.6341	-0.391597
0.0138504	72.2	6.62058e-06	-2.19299	23.6668	-0.391597
0.0138313	72.3	6.62944e-06	-2.19299	23.6996	-0.391597
0.0138122	72.4	6.65123e-06	-2.19299	23.7324	-0.391597
0.0137931	72.5	6.66304e-06	-2.19299	23.7652	-0.391597
0.0137741	72.6	6.68213e-06	-2.19299	23.798	-0.391597
0.0137552	72.7	6.69891e-06	-2.19299	23.8307	-0.391597
0.0137363	72.8	6.71467e-06	-2.19299	23.8635	-0.391597
0.0137174	72.9	6.73562e-06	-2.19299	23.8963	-0.391597
0.0136986	73	6.75307e-06	-2.19299	23.9291	-0.391597
0.0136799	73.1	6.76522e-06	-2.19299	23.9619	-0.391597
0.0136612	73.2	6.78603e-06	-2.19299	23.9946	-0.391597
0.0136426	73.3	6.79963e-06	-2.19299	24.0274	-0.391597
0.013624	73.4	6.81706e-06	-2.19299	24.0602	-0.391597
0.0136054	73.5	6.83047e-06	-2.19299	24.093	-0.391597
0.013587	73.6	6.85181e-06	-2.19299	24.1258	-0.391597
0.0135685	73.7	6.86907e-06	-2.19299	24.1585	-0.391597
0.0135501	73.8	6.88337e-06	-2.19299	24.1913	-0.391597
0.0135318	73.9	6.90349e-06	-2.19299	24.2241	-0.391597
0.0135135	74	6.91776e-06	-2.19299	24.2569	-0.391597
0.0134953	74.1	6.93268e-06	-2.19299	24.2896	-0.391597
0.0134771	74.2	6.95433e-06	-2.19299	24.3224	-0.391597
0.013459	74.3	6.96721e-06	-2.19299	24.3552	-0.391597
0.0134409	74.4	6.98886e-06	-2.19299	24.388	-0.391597
0.0134228	74.5	7.00392e-06	-2.19299	24.4208	-0.391597
0.0134048	74.6	7.01791e-06	-2.19299	24.4535	-0.391597
0.0133869	74.7	7.03112e-06	-2.19299	24.4863	-0.391597
0.013369	74.8	7.05022e-06	-2.19299	24.5191	-0.391597
0.0133511	74.9	7.07447e-06	-2.19299	24.5519	-0.391597
0.0133333	75	7.08792e-06	-2.19299	24.5847	-0.391597
0.0133156	75.1	7.11201e-06	-2.19299	24.6174	-0.391597
0.0132979	75.2	7.13473e-06	-2.19299	24.6502	-0.391597
0.0132802	75.3	7.14836e-06	-2.19299	24.683	-0.391597
0.0132626	75.4	7.1559e-06	-2.19299	24.7158	-0.391597
0.013245	75.5	7.18366e-06	-2.19299	24.7486	-0.391597
0.0132275	75.6	7.19964e-06	-2.19299	24.7813	-0.391597
0.01321	75.7	7.21739e-06	-2.19299	24.8141	-0.391597
0.0131926	75.8	7.23952e-06	-2.19299	24.8469	-0.391597
0.0131752	75.9	7.2542e-06	-2.19299	24.8797	-0.391597
0.0131579	76	7.26928e-06	-2.19299	24.9125	-0.391597
0.0131406	76.1	7.29056e-06	-2.19299	24.9452	-0.391597
0.0131234	76.2	7.31338e-06	-2.19299	24.978	-0.391597
0.0131062	76.3	7.33235e-06	-2.19299	25.0108	-0.391597
0.013089	76.4	7.34982e-06	-2.19299	25.0436	-0.391597
0.0130719	76.5	7.36199e-06	-2.19299	25.0764	-0.391597
0.0130548	76.6	7.38235e-06	-2.19299	25.1091	-0.391597
0.0130378	76.7	7.39825e-06	-2.19299	25.1419	-0.391597
0.0130208	76.8	7.4192e-06	-2.19299	25.1747	-0.391597
0.0130039	76.9	7.4347e-06	-2.19299	25.2075	-0.391597
0.012987	77	7.4506e-06	-2.19299	25.2403	-0.391597
0.0129702	77.1	7.47753e-06	-2.19299	25.273	-0.391597
0.0129534	77.2	7.49527e-06	-2.19299	25.3058	-0.391597
0.0129366	77.3	7.50831e-06	-2.19299	25.3386	-0.391597
0.0129199	77.4	7.52199e-06	-2.19299	25.3714	-0.391597
0.0129032	77.5	7.54238e-06	-2.19299	25.4042	-0.391597
0.0128866	77.6	7.56177e-06	-2.19299	25.4369	-0.391597
0.01287	77.7	7.58162e-06	-2.19299	25.4697	-0.391597
0.0128535	77.8	7.5993e-06	-2.19299	25.5025	-0.391597
0.012837	77.9	7.61878e-06	-2.19299	25.5353	-0.391597
0.0128205	78	7.6322e-06	-2.19299	25.5681	-0.391597
0.0128041	78.1	7.65517e-06	-2.19299	25.6008	-0.391597
0.0127877	78.2	7.6692e-06	-2.19299	25.6336	-0.391597
0.0127714	78.3	7.68861e-06	-2.19299	25.6664	-0.391597
0.0127551	78.4	7.71305e-06	-2.19299	25.6992	-0.391597
0.0127389	78.5	7.72452e-06	-2.19299	25.732	-0.391597
0.0127226	78.6	7.74912e-06	-2.19299	25.7647	-0.391597
0.0127065	78.7	7.7686e-06	-2.19299	25.7975	-0.391597
0.0126904	78.8	7.78139e-06	-2.19299	25.8303	-0.391597
0.0126743	78.9	7.79724e-06	-2.19299	25.8631	-0.391597
0.0126582	79	7.81612e-06	-2.19299	25.8958	-0.391597
0.0126422	79.1	7.83891e-06	-2.19299	25.9286	-0.391597
0.0126263	79.2	7.86135e-06	-2.19299	25.9614	-0.391597
0.0126103	79.3	7.87543e-06	-2.19299	25.9942	-0.391597
0.0125945	79.4	7.89007e-06	-2.19299	26.027	-0.391597
0.0125786	79.5	7.9113e-06	-2.19299	26.0597	-0.391597
0.0125628	79.6	7.93478e-06	-2.19299	26.0925	-0.391597
0.0125471	79.7	7.94341e-06	-2.19299	26.1253	-0.391597
0.0125313	79.8	7.95969e-06	-2.19299	26.1581	-0.391597
0.0125156	79.9	7.98344e-06	-2.19299	26.1909	-0.391597
0.0125	80	8.00447e-06	-2.19299	26.2236	-0.391597
0.0124844	80.1	8.01823e-06	-2.19299	26.2564	-0.391597
0.0124688	80.2	8.03206e-06	-2.19299	26.2892	-0.391597
