#T	β	c	e	chi	s
0.023753	42.1	0.0174394	-0.566067	0.33289	0.013957
0.0236967	42.2	0.017411	-0.566068	0.332626	0.0139158
0.0236407	42.3	0.0173829	-0.566069	0.332359	0.0138748
0.0235849	42.4	0.0173549	-0.56607	0.332091	0.013834
0.0235294	42.5	0.0173272	-0.566071	0.331822	0.0137933
0.0234742	42.6	0.0172996	-0.566072	0.331551	0.0137527
0.0234192	42.7	0.0172723	-0.566073	0.331278	0.0137124
0.0233645	42.8	0.0172451	-0.566074	0.331003	0.0136722
0.02331	42.9	0.0172182	-0.566075	0.330727	0.0136321
0.0232558	43	0.0171915	-0.566076	0.330449	0.0135922
0.0232019	43.1	0.017165	-0.566077	0.330169	0.0135525
0.0231481	43.2	0.0171387	-0.566078	0.329888	0.0135129
0.0230947	43.3	0.0171126	-0.566079	0.329605	0.0134735
0.0230415	43.4	0.0170866	-0.56608	0.329321	0.0134343
0.0229885	43.5	0.0170609	-0.566081	0.329035	0.0133951
0.0229358	43.6	0.0170354	-0.566082	0.328747	0.0133562
0.0228833	43.7	0.01701	-0.566082	0.328458	0.0133174
0.0228311	43.8	0.0169849	-0.566083	0.328167	0.0132787
0.022779	43.9	0.0169599	-0.566084	0.327874	0.0132402
0.0227273	44	0.0169351	-0.566085	0.32758	0.0132018
0.0226757	44.1	0.0169105	-0.566086	0.327284	0.0131636
0.0226244	44.2	0.0168861	-0.566087	0.326987	0.0131255
0.0225734	44.3	0.0168619	-0.566088	0.326688	0.0130876
0.0225225	44.4	0.0168378	-0.566088	0.326388	0.0130498
0.0224719	44.5	0.016814	-0.566089	0.326085	0.0130121
0.0224215	44.6	0.0167903	-0.56609	0.325782	0.0129746
0.0223714	44.7	0.0167668	-0.566091	0.325477	0.0129373
0.0223214	44.8	0.0167434	-0.566092	0.32517	0.0129
0.0222717	44.9	0.0167202	-0.566093	0.324861	0.0128629
0.0222222	45	0.0166972	-0.566093	0.324551	0.012826
0.0221729	45.1	0.0166744	-0.566094	0.32424	0.0127892
0.0221239	45.2	0.0166517	-0.566095	0.323927	0.0127525
0.0220751	45.3	0.0166292	-0.566096	0.323612	0.0127159
0.0220264	45.4	0.0166069	-0.566097	0.323296	0.0126795
0.021978	45.5	0.0165847	-0.566098	0.322979	0.0126432
0.0219298	45.6	0.0165627	-0.566098	0.32266	0.0126071
0.0218818	45.7	0.0165409	-0.566099	0.322339	0.012571
0.0218341	45.8	0.0165192	-0.5661	0.322017	0.0125351
0.0217865	45.9	0.0164976	-0.566101	0.321694	0.0124994
0.0217391	46	0.0164763	-0.566101	0.321368	0.0124637
0.021692	46.1	0.016455	-0.566102	0.321042	0.0124282
0.021645	46.2	0.016434	-0.566103	0.320714	0.0123928
0.0215983	46.3	0.016413	-0.566104	0.320384	0.0123576
0.0215517	46.4	0.0163923	-0.566104	0.320054	0.0123224
0.0215054	46.5	0.0163716	-0.566105	0.319721	0.0122874
0.0214592	46.6	0.0163512	-0.566106	0.319387	0.0122525
0.0214133	46.7	0.0163308	-0.566107	0.319052	0.0122177
0.0213675	46.8	0.0163107	-0.566107	0.318715	0.0121831
0.021322	46.9	0.0162906	-0.566108	0.318377	0.0121486
0.0212766	47	0.0162707	-0.566109	0.318038	0.0121142
0.0212314	47.1	0.016251	-0.56611	0.317697	0.0120799
0.0211864	47.2	0.0162313	-0.56611	0.317354	0.0120457
0.0211416	47.3	0.0162119	-0.566111	0.31701	0.0120116
0.021097	47.4	0.0161925	-0.566112	0.316665	0.0119777
0.0210526	47.5	0.0161733	-0.566113	0.316319	0.0119439
0.0210084	47.6	0.0161542	-0.566113	0.315971	0.0119102
0.0209644	47.7	0.0161353	-0.566114	0.315622	0.0118766
0.0209205	47.8	0.0161165	-0.566115	0.315271	0.0118431
0.0208768	47.9	0.0160978	-0.566115	0.314919	0.0118097
0.0208333	48	0.0160792	-0.566116	0.314566	0.0117764
0.02079	48.1	0.0160608	-0.566117	0.314211	0.0117433
0.0207469	48.2	0.0160425	-0.566117	0.313855	0.0117103
0.0207039	48.3	0.0160243	-0.566118	0.313497	0.0116773
0.0206612	48.4	0.0160063	-0.566119	0.313139	0.0116445
0.0206186	48.5	0.0159884	-0.566119	0.312779	0.0116118
0.0205761	48.6	0.0159706	-0.56612	0.312418	0.0115792
0.0205339	48.7	0.0159529	-0.566121	0.312055	0.0115467
0.0204918	48.8	0.0159353	-0.566121	0.311691	0.0115143
0.0204499	48.9	0.0159179	-0.566122	0.311326	0.011482
0.0204082	49	0.0159005	-0.566123	0.310959	0.0114499
0.0203666	49.1	0.0158833	-0.566123	0.310592	0.0114178
0.0203252	49.2	0.0158662	-0.566124	0.310223	0.0113858
0.020284	49.3	0.0158492	-0.566125	0.309853	0.0113539
0.0202429	49.4	0.0158323	-0.566125	0.309481	0.0113222
0.020202	49.5	0.0158156	-0.566126	0.309109	0.0112905
0.0201613	49.6	0.0157989	-0.566127	0.308735	0.011259
0.0201207	49.7	0.0157824	-0.566127	0.30836	0.0112275
0.0200803	49.8	0.0157659	-0.566128	0.307983	0.0111961
0.0200401	49.9	0.0157496	-0.566129	0.307606	0.0111649
0.02	50	0.0157334	-0.566129	0.307227	0.0111337
0.0199601	50.1	0.0157173	-0.56613	0.306847	0.0111027
0.0199203	50.2	0.0157012	-0.56613	0.306466	0.0110717
0.0198807	50.3	0.0156853	-0.566131	0.306084	0.0110408
0.0198413	50.4	0.0156695	-0.566132	0.3057	0.0110101
0.019802	50.5	0.0156538	-0.566132	0.305316	0.0109794
0.0197628	50.6	0.0156382	-0.566133	0.30493	0.0109488
0.0197239	50.7	0.0156227	-0.566133	0.304543	0.0109183
0.019685	50.8	0.0156072	-0.566134	0.304155	0.010888
0.0196464	50.9	0.0155919	-0.566135	0.303766	0.0108577
0.0196078	51	0.0155767	-0.566135	0.303376	0.0108275
0.0195695	51.1	0.0155615	-0.566136	0.302984	0.0107974
0.0195312	51.2	0.0155465	-0.566136	0.302592	0.0107673
0.0194932	51.3	0.0155315	-0.566137	0.302198	0.0107374
0.0194553	51.4	0.0155167	-0.566138	0.301804	0.0107076
0.0194175	51.5	0.0155019	-0.566138	0.301408	0.0106778
0.0193798	51.6	0.0154872	-0.566139	0.301011	0.0106482
0.0193424	51.7	0.0154726	-0.566139	0.300614	0.0106186
0.019305	51.8	0.0154581	-0.56614	0.300215	0.0105892
0.0192678	51.9	0.0154437	-0.56614	0.299815	0.0105598
0.0192308	52	0.0154294	-0.566141	0.299414	0.0105305
0.0191939	52.1	0.0154151	-0.566142	0.299012	0.0105013
0.0191571	52.2	0.0154009	-0.566142	0.298609	0.0104722
0.0191205	52.3	0.0153869	-0.566143	0.298205	0.0104432
0.019084	52.4	0.0153729	-0.566143	0.2978	0.0104142
0.0190476	52.5	0.0153589	-0.566144	0.297394	0.0103854
0.0190114	52.6	0.0153451	-0.566144	0.296987	0.0103566
0.0189753	52.7	0.0153313	-0.566145	0.296579	0.0103279
0.0189394	52.8	0.0153176	-0.566145	0.29617	0.0102993
0.0189036	52.9	0.015304	-0.566146	0.29576	0.0102708
0.0188679	53	0.0152905	-0.566147	0.295349	0.0102424
0.0188324	53.1	0.015277	-0.566147	0.294938	0.010214
0.018797	53.2	0.0152637	-0.566148	0.294525	0.0101857
0.0187617	53.3	0.0152503	-0.566148	0.294111	0.0101576
0.0187266	53.4	0.0152371	-0.566149	0.293697	0.0101295
0.0186916	53.5	0.0152239	-0.566149	0.293281	0.0101014
0.0186567	53.6	0.0152108	-0.56615	0.292865	0.0100735
0.018622	53.7	0.0151978	-0.56615	0.292448	0.0100457
0.0185874	53.8	0.0151849	-0.566151	0.292029	0.0100179
0.0185529	53.9	0.015172	-0.566151	0.29161	0.00999019
0.0185185	54	0.0151592	-0.566152	0.29119	0.00996258
0.0184843	54.1	0.0151464	-0.566152	0.29077	0.00993505
0.0184502	54.2	0.0151337	-0.566153	0.290348	0.00990759
0.0184162	54.3	0.0151211	-0.566153	0.289926	0.00988022
0.0183824	54.4	0.0151086	-0.566154	0.289502	0.00985292
0.0183486	54.5	0.0150961	-0.566154	0.289078	0.0098257
0.018315	54.6	0.0150836	-0.566155	0.288653	0.00979856
0.0182815	54.7	0.0150713	-0.566155	0.288227	0.0097715
0.0182482	54.8	0.015059	-0.566156	0.287801	0.00974451
0.0182149	54.9	0.0150467	-0.566156	0.287374	0.0097176
0.0181818	55	0.0150346	-0.566157	0.286945	0.00969076
0.0181488	55.1	0.0150224	-0.566157	0.286516	0.00966401
0.0181159	55.2	0.0150104	-0.566158	0.286087	0.00963732
0.0180832	55.3	0.0149984	-0.566158	0.285656	0.00961071
0.0180505	55.4	0.0149864	-0.566159	0.285225	0.00958418
0.018018	55.5	0.0149745	-0.566159	0.284793	0.00955772
0.0179856	55.6	0.0149627	-0.56616	0.28436	0.00953134
0.0179533	55.7	0.0149509	-0.56616	0.283927	0.00950503
0.0179211	55.8	0.0149392	-0.566161	0.283493	0.00947879
0.0178891	55.9	0.0149275	-0.566161	0.283058	0.00945263
0.0178571	56	0.0149159	-0.566161	0.282622	0.00942654
0.0178253	56.1	0.0149043	-0.566162	0.282186	0.00940052
0.0177936	56.2	0.0148928	-0.566162	0.281749	0.00937457
0.017762	56.3	0.0148814	-0.566163	0.281311	0.0093487
0.0177305	56.4	0.01487	-0.566163	0.280873	0.00932289
0.0176991	56.5	0.0148586	-0.566164	0.280434	0.00929716
0.0176678	56.6	0.0148473	-0.566164	0.279994	0.0092715
0.0176367	56.7	0.014836	-0.566165	0.279554	0.00924591
0.0176056	56.8	0.0148248	-0.566165	0.279113	0.00922039
0.0175747	56.9	0.0148137	-0.566166	0.278671	0.00919494
0.0175439	57	0.0148025	-0.566166	0.278229	0.00916956
0.0175131	57.1	0.0147915	-0.566166	0.277786	0.00914425
0.0174825	57.2	0.0147805	-0.566167	0.277343	0.00911901
0.017452	57.3	0.0147695	-0.566167	0.276899	0.00909383
0.0174216	57.4	0.0147585	-0.566168	0.276454	0.00906873
0.0173913	57.5	0.0147477	-0.566168	0.276009	0.00904369
0.0173611	57.6	0.0147368	-0.566169	0.275563	0.00901872
0.017331	57.7	0.014726	-0.566169	0.275117	0.00899382
0.017301	57.8	0.0147152	-0.56617	0.27467	0.00896899
0.0172712	57.9	0.0147045	-0.56617	0.274222	0.00894422
0.0172414	58	0.0146938	-0.56617	0.273774	0.00891952
0.0172117	58.1	0.0146832	-0.566171	0.273325	0.00889489
0.0171821	58.2	0.0146726	-0.566171	0.272876	0.00887033
0.0171527	58.3	0.0146621	-0.566172	0.272427	0.00884583
0.0171233	58.4	0.0146515	-0.566172	0.271976	0.00882139
0.017094	58.5	0.0146411	-0.566172	0.271526	0.00879702
0.0170648	58.6	0.0146306	-0.566173	0.271075	0.00877272
0.0170358	58.7	0.0146202	-0.566173	0.270623	0.00874848
0.0170068	58.8	0.0146098	-0.566174	0.270171	0.00872431
0.0169779	58.9	0.0145995	-0.566174	0.269718	0.0087002
0.0169492	59	0.0145892	-0.566175	0.269265	0.00867615
0.0169205	59.1	0.014579	-0.566175	0.268811	0.00865217
0.0168919	59.2	0.0145687	-0.566175	0.268357	0.00862825
0.0168634	59.3	0.0145586	-0.566176	0.267903	0.0086044
0.016835	59.4	0.0145484	-0.566176	0.267448	0.00858061
0.0168067	59.5	0.0145383	-0.566177	0.266992	0.00855688
0.0167785	59.6	0.0145282	-0.566177	0.266537	0.00853321
0.0167504	59.7	0.0145181	-0.566177	0.26608	0.00850961
0.0167224	59.8	0.0145081	-0.566178	0.265624	0.00848607
0.0166945	59.9	0.0144981	-0.566178	0.265167	0.00846259
0.0166667	60	0.0144882	-0.566179	0.264709	0.00843918
0.0166389	60.1	0.0144782	-0.566179	0.264251	0.00841582
0.0166113	60.2	0.0144683	-0.566179	0.263793	0.00839253
0.0165837	60.3	0.0144585	-0.56618	0.263335	0.0083693
0.0165563	60.4	0.0144486	-0.56618	0.262876	0.00834613
0.0165289	60.5	0.0144388	-0.56618	0.262416	0.00832302
0.0165017	60.6	0.014429	-0.566181	0.261957	0.00829997
0.0164745	60.7	0.0144193	-0.566181	0.261497	0.00827698
0.0164474	60.8	0.0144096	-0.566182	0.261036	0.00825405
0.0164204	60.9	0.0143999	-0.566182	0.260576	0.00823118
0.0163934	61	0.0143902	-0.566182	0.260115	0.00820837
0.0163666	61.1	0.0143806	-0.566183	0.259653	0.00818562
0.0163399	61.2	0.014371	-0.566183	0.259192	0.00816293
0.0163132	61.3	0.0143614	-0.566183	0.25873	0.0081403
0.0162866	61.4	0.0143518	-0.566184	0.258268	0.00811773
0.0162602	61.5	0.0143423	-0.566184	0.257805	0.00809521
0.0162338	61.6	0.0143328	-0.566185	0.257342	0.00807276
0.0162075	61.7	0.0143233	-0.566185	0.256879	0.00805036
0.0161812	61.8	0.0143138	-0.566185	0.256416	0.00802802
0.0161551	61.9	0.0143044	-0.566186	0.255952	0.00800574
0.016129	62	0.014295	-0.566186	0.255488	0.00798351
0.0161031	62.1	0.0142856	-0.566186	0.255024	0.00796135
0.0160772	62.2	0.0142762	-0.566187	0.25456	0.00793924
0.0160514	62.3	0.0142668	-0.566187	0.254096	0.00791719
0.0160256	62.4	0.0142575	-0.566187	0.253631	0.00789519
0.016	62.5	0.0142482	-0.566188	0.253166	0.00787325
0.0159744	62.6	0.0142389	-0.566188	0.252701	0.00785137
0.015949	62.7	0.0142297	-0.566188	0.252235	0.00782954
0.0159236	62.8	0.0142204	-0.566189	0.25177	0.00780777
0.0158983	62.9	0.0142112	-0.566189	0.251304	0.00778606
0.015873	63	0.014202	-0.56619	0.250838	0.0077644
0.0158479	63.1	0.0141928	-0.56619	0.250372	0.0077428
0.0158228	63.2	0.0141837	-0.56619	0.249905	0.00772125
0.0157978	63.3	0.0141745	-0.566191	0.249439	0.00769976
0.0157729	63.4	0.0141654	-0.566191	0.248972	0.00767832
0.015748	63.5	0.0141563	-0.566191	0.248505	0.00765694
0.0157233	63.6	0.0141472	-0.566192	0.248038	0.00763561
0.0156986	63.7	0.0141382	-0.566192	0.247571	0.00761434
0.015674	63.8	0.0141291	-0.566192	0.247104	0.00759312
0.0156495	63.9	0.0141201	-0.566193	0.246637	0.00757196
0.015625	64	0.0141111	-0.566193	0.246169	0.00755085
0.0156006	64.1	0.0141021	-0.566193	0.245702	0.00752979
0.0155763	64.2	0.0140931	-0.566194	0.245234	0.00750879
0.0155521	64.3	0.0140841	-0.566194	0.244766	0.00748784
0.015528	64.4	0.0140752	-0.566194	0.244298	0.00746695
0.0155039	64.5	0.0140662	-0.566194	0.24383	0.0074461
0.0154799	64.6	0.0140573	-0.566195	0.243362	0.00742532
0.015456	64.7	0.0140484	-0.566195	0.242894	0.00740458
0.0154321	64.8	0.0140395	-0.566195	0.242426	0.0073839
0.0154083	64.9	0.0140307	-0.566196	0.241958	0.00736326
0.0153846	65	0.0140218	-0.566196	0.241489	0.00734269
0.015361	65.1	0.014013	-0.566196	0.241021	0.00732216
0.0153374	65.2	0.0140041	-0.566197	0.240553	0.00730169
0.0153139	65.3	0.0139953	-0.566197	0.240084	0.00728126
0.0152905	65.4	0.0139865	-0.566197	0.239616	0.00726089
0.0152672	65.5	0.0139777	-0.566198	0.239147	0.00724057
0.0152439	65.6	0.013969	-0.566198	0.238679	0.00722031
0.0152207	65.7	0.0139602	-0.566198	0.23821	0.00720009
0.0151976	65.8	0.0139515	-0.566199	0.237742	0.00717993
0.0151745	65.9	0.0139427	-0.566199	0.237273	0.00715981
0.0151515	66	0.013934	-0.566199	0.236805	0.00713975
0.0151286	66.1	0.0139253	-0.566199	0.236336	0.00711974
0.0151057	66.2	0.0139166	-0.5662	0.235868	0.00709978
0.015083	66.3	0.0139079	-0.5662	0.235399	0.00707987
0.0150602	66.4	0.0138992	-0.5662	0.234931	0.00706
0.0150376	66.5	0.0138906	-0.566201	0.234463	0.00704019
0.015015	66.6	0.0138819	-0.566201	0.233994	0.00702043
0.0149925	66.7	0.0138733	-0.566201	0.233526	0.00700072
0.0149701	66.8	0.0138647	-0.566202	0.233058	0.00698106
0.0149477	66.9	0.0138561	-0.566202	0.232589	0.00696145
0.0149254	67	0.0138474	-0.566202	0.232121	0.00694189
0.0149031	67.1	0.0138389	-0.566202	0.231653	0.00692238
0.014881	67.2	0.0138303	-0.566203	0.231185	0.00690292
0.0148588	67.3	0.0138217	-0.566203	0.230717	0.0068835
0.0148368	67.4	0.0138131	-0.566203	0.230249	0.00686414
0.0148148	67.5	0.0138046	-0.566204	0.229782	0.00684482
0.0147929	67.6	0.013796	-0.566204	0.229314	0.00682555
0.014771	67.7	0.0137875	-0.566204	0.228846	0.00680634
0.0147493	67.8	0.013779	-0.566204	0.228379	0.00678717
0.0147275	67.9	0.0137704	-0.566205	0.227912	0.00676804
0.0147059	68	0.0137619	-0.566205	0.227444	0.00674897
0.0146843	68.1	0.0137534	-0.566205	0.226977	0.00672994
0.0146628	68.2	0.0137449	-0.566206	0.22651	0.00671097
0.0146413	68.3	0.0137365	-0.566206	0.226043	0.00669204
0.0146199	68.4	0.013728	-0.566206	0.225577	0.00667315
0.0145985	68.5	0.0137195	-0.566206	0.22511	0.00665432
0.0145773	68.6	0.0137111	-0.566207	0.224644	0.00663553
0.014556	68.7	0.0137026	-0.566207	0.224178	0.00661679
0.0145349	68.8	0.0136942	-0.566207	0.223711	0.0065981
0.0145138	68.9	0.0136857	-0.566208	0.223246	0.00657945
0.0144928	69	0.0136773	-0.566208	0.22278	0.00656085
0.0144718	69.1	0.0136689	-0.566208	0.222314	0.0065423
0.0144509	69.2	0.0136605	-0.566208	0.221849	0.0065238
0.01443	69.3	0.0136521	-0.566209	0.221384	0.00650534
0.0144092	69.4	0.0136437	-0.566209	0.220919	0.00648693
0.0143885	69.5	0.0136353	-0.566209	0.220454	0.00646856
0.0143678	69.6	0.0136269	-0.566209	0.219989	0.00645024
0.0143472	69.7	0.0136185	-0.56621	0.219525	0.00643197
0.0143266	69.8	0.0136102	-0.56621	0.21906	0.00641374
0.0143062	69.9	0.0136018	-0.56621	0.218596	0.00639556
0.0142857	70	0.0135935	-0.56621	0.218133	0.00637742
0.0142653	70.1	0.0135851	-0.566211	0.217669	0.00635933
0.014245	70.2	0.0135768	-0.566211	0.217206	0.00634129
0.0142248	70.3	0.0135684	-0.566211	0.216742	0.00632329
0.0142045	70.4	0.0135601	-0.566211	0.21628	0.00630533
0.0141844	70.5	0.0135518	-0.566212	0.215817	0.00628742
0.0141643	70.6	0.0135435	-0.566212	0.215355	0.00626956
0.0141443	70.7	0.0135352	-0.566212	0.214892	0.00625174
0.0141243	70.8	0.0135269	-0.566212	0.21443	0.00623397
0.0141044	70.9	0.0135186	-0.566213	0.213969	0.00621624
0.0140845	71	0.0135103	-0.566213	0.213507	0.00619855
0.0140647	71.1	0.013502	-0.566213	0.213046	0.00618091
0.0140449	71.2	0.0134937	-0.566213	0.212586	0.00616332
0.0140252	71.3	0.0134854	-0.566214	0.212125	0.00614577
0.0140056	71.4	0.0134772	-0.566214	0.211665	0.00612826
0.013986	71.5	0.0134689	-0.566214	0.211205	0.00611079
0.0139665	71.6	0.0134606	-0.566214	0.210745	0.00609338
0.013947	71.7	0.0134524	-0.566215	0.210286	0.006076
0.0139276	71.8	0.0134441	-0.566215	0.209827	0.00605867
0.0139082	71.9	0.0134359	-0.566215	0.209368	0.00604138
0.0138889	72	0.0134277	-0.566215	0.208909	0.00602414
0.0138696	72.1	0.0134194	-0.566216	0.208451	0.00600694
0.0138504	72.2	0.0134112	-0.566216	0.207993	0.00598978
0.0138313	72.3	0.013403	-0.566216	0.207536	0.00597266
0.0138122	72.4	0.0133948	-0.566216	0.207078	0.00595559
0.0137931	72.5	0.0133865	-0.566217	0.206622	0.00593857
0.0137741	72.6	0.0133783	-0.566217	0.206165	0.00592158
0.0137552	72.7	0.0133701	-0.566217	0.205709	0.00590464
0.0137363	72.8	0.0133619	-0.566217	0.205253	0.00588774
0.0137174	72.9	0.0133537	-0.566218	0.204797	0.00587088
0.0136986	73	0.0133456	-0.566218	0.204342	0.00585407
0.0136799	73.1	0.0133374	-0.566218	0.203887	0.0058373
0.0136612	73.2	0.0133292	-0.566218	0.203433	0.00582057
0.0136426	73.3	0.013321	-0.566218	0.202979	0.00580388
0.013624	73.4	0.0133128	-0.566219	0.202525	0.00578724
0.0136054	73.5	0.0133047	-0.566219	0.202072	0.00577063
0.013587	73.6	0.0132965	-0.566219	0.201618	0.00575407
0.0135685	73.7	0.0132884	-0.566219	0.201166	0.00573755
0.0135501	73.8	0.0132802	-0.56622	0.200714	0.00572108
0.0135318	73.9	0.0132721	-0.56622	0.200262	0.00570464
0.0135135	74	0.0132639	-0.56622	0.19981	0.00568825
0.0134953	74.1	0.0132558	-0.56622	0.199359	0.0056719
0.0134771	74.2	0.0132476	-0.56622	0.198908	0.00565558
0.013459	74.3	0.0132395	-0.566221	0.198458	0.00563931
0.0134409	74.4	0.0132314	-0.566221	0.198008	0.00562309
0.0134228	74.5	0.0132233	-0.566221	0.197558	0.0056069
0.0134048	74.6	0.0132151	-0.566221	0.197109	0.00559075
0.0133869	74.7	0.013207	-0.566222	0.196661	0.00557465
0.013369	74.8	0.0131989	-0.566222	0.196212	0.00555858
0.0133511	74.9	0.0131908	-0.566222	0.195764	0.00554256
0.0133333	75	0.0131827	-0.566222	0.195317	0.00552658
0.0133156	75.1	0.0131746	-0.566222	0.19487	0.00551063
0.0132979	75.2	0.0131665	-0.566223	0.194423	0.00549473
0.0132802	75.3	0.0131584	-0.566223	0.193977	0.00547887
0.0132626	75.4	0.0131504	-0.566223	0.193531	0.00546305
0.013245	75.5	0.0131423	-0.566223	0.193086	0.00544727
0.0132275	75.6	0.0131342	-0.566223	0.192641	0.00543152
0.01321	75.7	0.0131261	-0.566224	0.192197	0.00541582
0.0131926	75.8	0.0131181	-0.566224	0.191753	0.00540016
0.0131752	75.9	0.01311	-0.566224	0.191309	0.00538454
0.0131579	76	0.0131019	-0.566224	0.190866	0.00536896
0.0131406	76.1	0.0130939	-0.566224	0.190424	0.00535342
0.0131234	76.2	0.0130858	-0.566225	0.189981	0.00533791
0.0131062	76.3	0.0130778	-0.566225	0.18954	0.00532245
0.013089	76.4	0.0130698	-0.566225	0.189098	0.00530703
0.0130719	76.5	0.0130617	-0.566225	0.188658	0.00529164
0.0130548	76.6	0.0130537	-0.566225	0.188217	0.0052763
0.0130378	76.7	0.0130457	-0.566226	0.187778	0.00526099
0.0130208	76.8	0.0130376	-0.566226	0.187338	0.00524573
0.0130039	76.9	0.0130296	-0.566226	0.186899	0.0052305
0.012987	77	0.0130216	-0.566226	0.186461	0.00521531
0.0129702	77.1	0.0130136	-0.566226	0.186023	0.00520016
0.0129534	77.2	0.0130056	-0.566227	0.185586	0.00518505
0.0129366	77.3	0.0129976	-0.566227	0.185149	0.00516997
0.0129199	77.4	0.0129896	-0.566227	0.184712	0.00515494
0.0129032	77.5	0.0129816	-0.566227	0.184276	0.00513994
0.0128866	77.6	0.0129736	-0.566227	0.183841	0.00512499
0.01287	77.7	0.0129656	-0.566228	0.183406	0.00511007
0.0128535	77.8	0.0129576	-0.566228	0.182972	0.00509519
0.012837	77.9	0.0129497	-0.566228	0.182538	0.00508034
0.0128205	78	0.0129417	-0.566228	0.182104	0.00506554
0.0128041	78.1	0.0129337	-0.566228	0.181671	0.00505077
0.0127877	78.2	0.0129258	-0.566229	0.181239	0.00503604
0.0127714	78.3	0.0129178	-0.566229	0.180807	0.00502135
0.0127551	78.4	0.0129099	-0.566229	0.180376	0.0050067
0.0127389	78.5	0.0129019	-0.566229	0.179945	0.00499208
0.0127226	78.6	0.012894	-0.566229	0.179515	0.0049775
0.0127065	78.7	0.012886	-0.566229	0.179085	0.00496296
0.0126904	78.8	0.0128781	-0.56623	0.178656	0.00494846
0.0126743	78.9	0.0128702	-0.56623	0.178227	0.00493399
0.0126582	79	0.0128622	-0.56623	0.177799	0.00491956
0.0126422	79.1	0.0128543	-0.56623	0.177371	0.00490517
0.0126263	79.2	0.0128464	-0.56623	0.176944	0.00489082
0.0126103	79.3	0.0128385	-0.566231	0.176518	0.0048765
0.0125945	79.4	0.0128306	-0.566231	0.176092	0.00486222
0.0125786	79.5	0.0128227	-0.566231	0.175666	0.00484797
0.0125628	79.6	0.0128148	-0.566231	0.175241	0.00483377
0.0125471	79.7	0.0128069	-0.566231	0.174817	0.0048196
0.0125313	79.8	0.012799	-0.566231	0.174393	0.00480546
0.0125156	79.9	0.0127912	-0.566232	0.17397	0.00479137
0.0125	80	0.0127833	-0.566232	0.173547	0.0047773
0.0124844	80.1	0.0127754	-0.566232	0.173125	0.00476328
0.0124688	80.2	0.0127676	-0.566232	0.172704	0.00474929
0.0124533	80.3	0.0127597	-0.566232	0.172283	0.00473534
0.0124378	80.4	0.0127518	-0.566233	0.171862	0.00472142
0.0124224	80.5	0.012744	-0.566233	0.171442	0.00470754
0.0124069	80.6	0.0127362	-0.566233	0.171023	0.0046937
0.0123916	80.7	0.0127283	-0.566233	0.170604	0.00467989
0.0123762	80.8	0.0127205	-0.566233	0.170186	0.00466612
0.0123609	80.9	0.0127127	-0.566233	0.169769	0.00465238
0.0123457	81	0.0127049	-0.566234	0.169352	0.00463868
0.0123305	81.1	0.0126971	-0.566234	0.168935	0.00462501
0.0123153	81.2	0.0126892	-0.566234	0.168519	0.00461138
0.0123001	81.3	0.0126815	-0.566234	0.168104	0.00459779
0.012285	81.4	0.0126737	-0.566234	0.167689	0.00458423
0.0122699	81.5	0.0126659	-0.566234	0.167275	0.0045707
0.0122549	81.6	0.0126581	-0.566235	0.166862	0.00455722
0.0122399	81.7	0.0126503	-0.566235	0.166449	0.00454376
0.0122249	81.8	0.0126426	-0.566235	0.166037	0.00453034
0.01221	81.9	0.0126348	-0.566235	0.165625	0.00451696
0.0121951	82	0.012627	-0.566235	0.165214	0.00450361
0.0121803	82.1	0.0126193	-0.566235	0.164804	0.0044903
0.0121655	82.2	0.0126115	-0.566236	0.164394	0.00447702
0.0121507	82.3	0.0126038	-0.566236	0.163984	0.00446377
0.0121359	82.4	0.0125961	-0.566236	0.163576	0.00445056
0.0121212	82.5	0.0125884	-0.566236	0.163168	0.00443739
0.0121065	82.6	0.0125806	-0.566236	0.16276	0.00442425
0.0120919	82.7	0.0125729	-0.566236	0.162353	0.00441114
0.0120773	82.8	0.0125652	-0.566236	0.161947	0.00439807
0.0120627	82.9	0.0125575	-0.566237	0.161541	0.00438503
0.0120482	83	0.0125499	-0.566237	0.161136	0.00437202
0.0120337	83.1	0.0125422	-0.566237	0.160732	0.00435905
0.0120192	83.2	0.0125345	-0.566237	0.160328	0.00434612
0.0120048	83.3	0.0125268	-0.566237	0.159925	0.00433322
0.0119904	83.4	0.0125192	-0.566237	0.159522	0.00432035
0.011976	83.5	0.0125115	-0.566238	0.15912	0.00430751
0.0119617	83.6	0.0125039	-0.566238	0.158719	0.00429471
0.0119474	83.7	0.0124962	-0.566238	0.158318	0.00428195
0.0119332	83.8	0.0124886	-0.566238	0.157918	0.00426921
0.011919	83.9	0.012481	-0.566238	0.157519	0.00425651
0.0119048	84	0.0124734	-0.566238	0.15712	0.00424385
0.0118906	84.1	0.0124658	-0.566238	0.156722	0.00423121
0.0118765	84.2	0.0124582	-0.566239	0.156324	0.00421861
0.0118624	84.3	0.0124506	-0.566239	0.155928	0.00420605
0.0118483	84.4	0.012443	-0.566239	0.155531	0.00419351
0.0118343	84.5	0.0124354	-0.566239	0.155136	0.00418101
0.0118203	84.6	0.0124279	-0.566239	0.154741	0.00416854
0.0118064	84.7	0.0124203	-0.566239	0.154346	0.00415611
0.0117925	84.8	0.0124128	-0.56624	0.153953	0.00414371
0.0117786	84.9	0.0124052	-0.56624	0.153559	0.00413134
