#T	β	c	e	chi	s
0.175439	5.7	0.138293	-0.679987	0.367022	0.123481
0.172414	5.8	0.135208	-0.6804	0.366479	0.121102
0.169492	5.9	0.132258	-0.680791	0.365964	0.118816
0.166667	6	0.129436	-0.681161	0.365475	0.116617
0.163934	6.1	0.126734	-0.681511	0.36501	0.1145
0.16129	6.2	0.124146	-0.681842	0.364568	0.112461
0.15873	6.3	0.121665	-0.682157	0.364147	0.110494
0.15625	6.4	0.119285	-0.682456	0.363746	0.108597
0.153846	6.5	0.117001	-0.68274	0.363364	0.106765
0.151515	6.6	0.114808	-0.68301	0.362999	0.104996
0.149254	6.7	0.1127	-0.683267	0.362651	0.103285
0.147059	6.8	0.110673	-0.683512	0.362318	0.101631
0.144928	6.9	0.108722	-0.683746	0.362	0.100029
0.142857	7	0.106843	-0.683969	0.361696	0.0984786
0.140845	7.1	0.105033	-0.684182	0.361405	0.0969759
0.138889	7.2	0.103287	-0.684386	0.361125	0.0955192
0.136986	7.3	0.101603	-0.684581	0.360858	0.0941062
0.135135	7.4	0.0999768	-0.684767	0.360601	0.0927349
0.133333	7.5	0.0984059	-0.684946	0.360355	0.0914035
0.131579	7.6	0.0968874	-0.685118	0.360119	0.0901102
0.12987	7.7	0.0954187	-0.685282	0.359891	0.0888533
0.128205	7.8	0.0939972	-0.68544	0.359673	0.0876313
0.126582	7.9	0.0926207	-0.685591	0.359463	0.0864426
0.125	8	0.0912869	-0.685736	0.359261	0.085286
0.123457	8.1	0.089994	-0.685876	0.359067	0.08416
0.121951	8.2	0.0887399	-0.686011	0.35888	0.0830635
0.120482	8.3	0.0875228	-0.68614	0.3587	0.0819953
0.119048	8.4	0.0863412	-0.686265	0.358526	0.0809542
0.117647	8.5	0.0851932	-0.686385	0.358359	0.0799392
0.116279	8.6	0.0840776	-0.686501	0.358197	0.0789493
0.114943	8.7	0.0829928	-0.686613	0.358042	0.0779836
0.113636	8.8	0.0819376	-0.68672	0.357891	0.0770411
0.11236	8.9	0.0809106	-0.686824	0.357746	0.0761211
0.111111	9	0.0799107	-0.686925	0.357607	0.0752226
0.10989	9.1	0.0789368	-0.687022	0.357471	0.074345
0.108696	9.2	0.0779879	-0.687115	0.357341	0.0734875
0.107527	9.3	0.0770629	-0.687206	0.357215	0.0726494
0.106383	9.4	0.0761609	-0.687294	0.357093	0.07183
0.105263	9.5	0.0752809	-0.687378	0.356976	0.0710288
0.104167	9.6	0.0744223	-0.68746	0.356862	0.070245
0.103093	9.7	0.073584	-0.68754	0.356752	0.0694781
0.102041	9.8	0.0727655	-0.687617	0.356646	0.0687276
0.10101	9.9	0.071966	-0.687691	0.356543	0.0679929
0.1	10	0.0711847	-0.687764	0.356444	0.0672736
0.0990099	10.1	0.070421	-0.687834	0.356348	0.0665691
0.0980392	10.2	0.0696744	-0.687902	0.356255	0.065879
0.0970874	10.3	0.0689442	-0.687968	0.356165	0.0652028
0.0961538	10.4	0.0682299	-0.688032	0.356078	0.0645401
0.0952381	10.5	0.0675308	-0.688094	0.355994	0.0638905
0.0943396	10.6	0.0668466	-0.688154	0.355912	0.0632537
0.0934579	10.7	0.0661767	-0.688213	0.355834	0.0626291
0.0925926	10.8	0.0655207	-0.68827	0.355757	0.0620166
0.0917431	10.9	0.0648781	-0.688325	0.355684	0.0614157
0.0909091	11	0.0642485	-0.688379	0.355612	0.0608261
0.0900901	11.1	0.0636315	-0.688432	0.355543	0.0602474
0.0892857	11.2	0.0630267	-0.688483	0.355477	0.0596794
0.0884956	11.3	0.0624337	-0.688532	0.355412	0.0591218
0.0877193	11.4	0.0618522	-0.68858	0.35535	0.0585743
0.0869565	11.5	0.0612818	-0.688627	0.355289	0.0580366
0.0862069	11.6	0.0607222	-0.688673	0.355231	0.0575085
0.0854701	11.7	0.0601731	-0.688718	0.355174	0.0569896
0.0847458	11.8	0.0596342	-0.688761	0.35512	0.0564798
0.0840336	11.9	0.0591051	-0.688803	0.355067	0.0559788
0.0833333	12	0.0585857	-0.688844	0.355016	0.0554864
0.0826446	12.1	0.0580757	-0.688885	0.354966	0.0550023
0.0819672	12.2	0.0575747	-0.688924	0.354919	0.0545264
0.0813008	12.3	0.0570825	-0.688962	0.354873	0.0540584
0.0806452	12.4	0.056599	-0.688999	0.354828	0.0535981
0.08	12.5	0.0561238	-0.689036	0.354785	0.0531454
0.0793651	12.6	0.0556568	-0.689071	0.354744	0.0527001
0.0787402	12.7	0.0551977	-0.689106	0.354703	0.0522619
0.078125	12.8	0.0547463	-0.68914	0.354665	0.0518308
0.0775194	12.9	0.0543025	-0.689173	0.354627	0.0514065
0.0769231	13	0.053866	-0.689205	0.354591	0.0509888
0.0763359	13.1	0.0534366	-0.689236	0.354557	0.0505777
0.0757576	13.2	0.0530142	-0.689267	0.354523	0.0501729
0.075188	13.3	0.0525987	-0.689297	0.354491	0.0497744
0.0746269	13.4	0.0521897	-0.689327	0.35446	0.0493819
0.0740741	13.5	0.0517872	-0.689355	0.35443	0.0489954
0.0735294	13.6	0.0513911	-0.689383	0.354402	0.0486147
0.0729927	13.7	0.0510011	-0.689411	0.354374	0.0482396
0.0724638	13.8	0.0506171	-0.689438	0.354348	0.0478701
0.0719424	13.9	0.0502391	-0.689464	0.354322	0.047506
0.0714286	14	0.0498667	-0.68949	0.354298	0.0471472
0.070922	14.1	0.0495	-0.689515	0.354274	0.0467936
0.0704225	14.2	0.0491387	-0.68954	0.354252	0.046445
0.0699301	14.3	0.0487828	-0.689564	0.35423	0.0461014
0.0694444	14.4	0.0484322	-0.689587	0.35421	0.0457627
0.0689655	14.5	0.0480866	-0.68961	0.35419	0.0454287
0.0684932	14.6	0.0477461	-0.689633	0.354171	0.0450994
0.0680272	14.7	0.0474104	-0.689655	0.354153	0.0447747
0.0675676	14.8	0.0470796	-0.689677	0.354136	0.0444543
0.0671141	14.9	0.0467534	-0.689698	0.35412	0.0441384
0.0666667	15	0.0464318	-0.689719	0.354104	0.0438268
0.0662252	15.1	0.0461147	-0.68974	0.354089	0.0435193
0.0657895	15.2	0.045802	-0.68976	0.354075	0.0432159
0.0653595	15.3	0.0454936	-0.689779	0.354062	0.0429166
0.0649351	15.4	0.0451894	-0.689798	0.354049	0.0426212
0.0645161	15.5	0.0448893	-0.689817	0.354038	0.0423297
0.0641026	15.6	0.0445933	-0.689836	0.354026	0.042042
0.0636943	15.7	0.0443012	-0.689854	0.354016	0.041758
0.0632911	15.8	0.044013	-0.689872	0.354006	0.0414776
0.0628931	15.9	0.0437286	-0.689889	0.353997	0.0412008
0.0625	16	0.0434479	-0.689906	0.353988	0.0409275
0.0621118	16.1	0.0431708	-0.689923	0.35398	0.0406577
0.0617284	16.2	0.0428974	-0.68994	0.353973	0.0403912
0.0613497	16.3	0.0426274	-0.689956	0.353966	0.0401281
0.0609756	16.4	0.0423609	-0.689972	0.35396	0.0398682
0.0606061	16.5	0.0420978	-0.689987	0.353954	0.0396115
0.060241	16.6	0.0418379	-0.690003	0.353949	0.0393579
0.0598802	16.7	0.0415813	-0.690018	0.353944	0.0391074
0.0595238	16.8	0.0413279	-0.690033	0.353939	0.0388599
0.0591716	16.9	0.0410777	-0.690047	0.353936	0.0386154
0.0588235	17	0.0408305	-0.690061	0.353932	0.0383737
0.0584795	17.1	0.0405863	-0.690075	0.353929	0.038135
0.0581395	17.2	0.0403451	-0.690089	0.353927	0.037899
0.0578035	17.3	0.0401067	-0.690103	0.353925	0.0376658
0.0574713	17.4	0.0398712	-0.690116	0.353923	0.0374354
0.0571429	17.5	0.0396386	-0.690129	0.353922	0.0372075
0.0568182	17.6	0.0394086	-0.690142	0.353921	0.0369823
0.0564972	17.7	0.0391814	-0.690154	0.35392	0.0367597
0.0561798	17.8	0.0389568	-0.690167	0.35392	0.0365396
0.0558659	17.9	0.0387348	-0.690179	0.35392	0.036322
0.0555556	18	0.0385154	-0.690191	0.353921	0.0361068
0.0552486	18.1	0.0382985	-0.690203	0.353921	0.035894
0.0549451	18.2	0.0380841	-0.690214	0.353922	0.0356836
0.0546448	18.3	0.0378721	-0.690226	0.353924	0.0354755
0.0543478	18.4	0.0376625	-0.690237	0.353925	0.0352697
0.0540541	18.5	0.0374553	-0.690248	0.353927	0.0350661
0.0537634	18.6	0.0372503	-0.690259	0.353929	0.0348647
0.0534759	18.7	0.0370477	-0.690269	0.353931	0.0346655
0.0531915	18.8	0.0368472	-0.69028	0.353934	0.0344685
0.0529101	18.9	0.036649	-0.69029	0.353936	0.0342735
0.0526316	19	0.0364529	-0.690301	0.353939	0.0340807
0.052356	19.1	0.036259	-0.690311	0.353942	0.0338898
0.0520833	19.2	0.0360671	-0.69032	0.353945	0.033701
0.0518135	19.3	0.0358773	-0.69033	0.353949	0.0335141
0.0515464	19.4	0.0356896	-0.69034	0.353952	0.0333292
0.0512821	19.5	0.0355038	-0.690349	0.353956	0.0331462
0.0510204	19.6	0.03532	-0.690358	0.353959	0.032965
0.0507614	19.7	0.0351381	-0.690367	0.353963	0.0327858
0.0505051	19.8	0.0349582	-0.690376	0.353967	0.0326083
0.0502513	19.9	0.0347801	-0.690385	0.353971	0.0324326
0.05	20	0.0346038	-0.690394	0.353975	0.0322587
0.0497512	20.1	0.0344294	-0.690403	0.353979	0.0320866
0.049505	20.2	0.0342567	-0.690411	0.353983	0.0319162
0.0492611	20.3	0.0340858	-0.690419	0.353987	0.0317474
0.0490196	20.4	0.0339167	-0.690428	0.353991	0.0315803
0.0487805	20.5	0.0337493	-0.690436	0.353994	0.0314149
0.0485437	20.6	0.0335835	-0.690444	0.353998	0.0312511
0.0483092	20.7	0.0334194	-0.690452	0.354002	0.0310888
0.0480769	20.8	0.033257	-0.690459	0.354006	0.0309282
0.0478469	20.9	0.0330961	-0.690467	0.35401	0.030769
0.047619	21	0.0329369	-0.690474	0.354013	0.0306114
0.0473934	21.1	0.0327792	-0.690482	0.354017	0.0304553
0.0471698	21.2	0.032623	-0.690489	0.35402	0.0303007
0.0469484	21.3	0.0324684	-0.690496	0.354024	0.0301476
0.046729	21.4	0.0323153	-0.690503	0.354027	0.0299959
0.0465116	21.5	0.0321637	-0.69051	0.35403	0.0298456
0.0462963	21.6	0.0320135	-0.690517	0.354033	0.0296967
0.0460829	21.7	0.0318648	-0.690524	0.354035	0.0295491
0.0458716	21.8	0.0317174	-0.690531	0.354038	0.029403
0.0456621	21.9	0.0315715	-0.690538	0.35404	0.0292582
0.0454545	22	0.031427	-0.690544	0.354042	0.0291146
0.0452489	22.1	0.0312838	-0.690551	0.354044	0.0289724
0.045045	22.2	0.031142	-0.690557	0.354045	0.0288315
0.044843	22.3	0.0310015	-0.690563	0.354046	0.0286919
0.0446429	22.4	0.0308623	-0.690569	0.354047	0.0285535
0.0444444	22.5	0.0307244	-0.690575	0.354048	0.0284163
0.0442478	22.6	0.0305878	-0.690581	0.354048	0.0282804
0.0440529	22.7	0.0304524	-0.690587	0.354048	0.0281456
0.0438596	22.8	0.0303183	-0.690593	0.354048	0.0280121
0.0436681	22.9	0.0301854	-0.690599	0.354047	0.0278797
0.0434783	23	0.0300537	-0.690605	0.354046	0.0277485
0.04329	23.1	0.0299232	-0.69061	0.354045	0.0276184
0.0431034	23.2	0.0297939	-0.690616	0.354043	0.0274894
0.0429185	23.3	0.0296657	-0.690622	0.354041	0.0273615
0.042735	23.4	0.0295388	-0.690627	0.354038	0.0272347
0.0425532	23.5	0.0294129	-0.690632	0.354035	0.027109
0.0423729	23.6	0.0292882	-0.690638	0.354031	0.0269844
0.0421941	23.7	0.0291646	-0.690643	0.354027	0.0268608
0.0420168	23.8	0.029042	-0.690648	0.354022	0.0267383
0.041841	23.9	0.0289206	-0.690653	0.354017	0.0266168
0.0416667	24	0.0288002	-0.690658	0.354012	0.0264963
0.0414938	24.1	0.0286809	-0.690663	0.354006	0.0263768
0.0413223	24.2	0.0285626	-0.690668	0.353999	0.0262583
0.0411523	24.3	0.0284454	-0.690673	0.353992	0.0261407
0.0409836	24.4	0.0283292	-0.690678	0.353984	0.0260242
0.0408163	24.5	0.028214	-0.690682	0.353975	0.0259085
0.0406504	24.6	0.0280998	-0.690687	0.353966	0.0257939
0.0404858	24.7	0.0279865	-0.690692	0.353957	0.0256801
0.0403226	24.8	0.0278743	-0.690696	0.353947	0.0255673
0.0401606	24.9	0.027763	-0.690701	0.353936	0.0254553
0.04	25	0.0276527	-0.690705	0.353924	0.0253443
0.0398406	25.1	0.0275433	-0.69071	0.353912	0.0252341
0.0396825	25.2	0.0274348	-0.690714	0.353899	0.0251248
0.0395257	25.3	0.0273273	-0.690718	0.353885	0.0250164
0.0393701	25.4	0.0272206	-0.690722	0.353871	0.0249088
0.0392157	25.5	0.0271149	-0.690727	0.353856	0.024802
0.0390625	25.6	0.0270101	-0.690731	0.35384	0.0246961
0.0389105	25.7	0.0269061	-0.690735	0.353823	0.024591
0.0387597	25.8	0.026803	-0.690739	0.353806	0.0244868
0.03861	25.9	0.0267008	-0.690743	0.353788	0.0243833
0.0384615	26	0.0265995	-0.690747	0.353769	0.0242806
0.0383142	26.1	0.0264989	-0.690751	0.353749	0.0241787
0.0381679	26.2	0.0263993	-0.690755	0.353729	0.0240775
0.0380228	26.3	0.0263004	-0.690759	0.353707	0.0239772
0.0378788	26.4	0.0262024	-0.690762	0.353685	0.0238775
0.0377358	26.5	0.0261051	-0.690766	0.353662	0.0237787
0.037594	26.6	0.0260087	-0.69077	0.353637	0.0236805
0.0374532	26.7	0.0259131	-0.690773	0.353612	0.0235831
0.0373134	26.8	0.0258182	-0.690777	0.353587	0.0234864
0.0371747	26.9	0.0257241	-0.690781	0.35356	0.0233905
0.037037	27	0.0256308	-0.690784	0.353532	0.0232952
0.0369004	27.1	0.0255383	-0.690788	0.353503	0.0232006
0.0367647	27.2	0.0254465	-0.690791	0.353473	0.0231067
0.03663	27.3	0.0253555	-0.690794	0.353443	0.0230135
0.0364964	27.4	0.0252652	-0.690798	0.353411	0.022921
0.0363636	27.5	0.0251756	-0.690801	0.353378	0.0228291
0.0362319	27.6	0.0250868	-0.690805	0.353345	0.0227379
0.0361011	27.7	0.0249987	-0.690808	0.35331	0.0226474
0.0359712	27.8	0.0249113	-0.690811	0.353274	0.0225575
0.0358423	27.9	0.0248246	-0.690814	0.353237	0.0224682
0.0357143	28	0.0247386	-0.690817	0.353199	0.0223795
0.0355872	28.1	0.0246532	-0.690821	0.35316	0.0222915
0.035461	28.2	0.0245686	-0.690824	0.35312	0.0222041
0.0353357	28.3	0.0244847	-0.690827	0.353079	0.0221173
0.0352113	28.4	0.0244014	-0.69083	0.353036	0.0220311
0.0350877	28.5	0.0243188	-0.690833	0.352993	0.0219455
0.034965	28.6	0.0242368	-0.690836	0.352948	0.0218604
0.0348432	28.7	0.0241555	-0.690839	0.352902	0.021776
0.0347222	28.8	0.0240749	-0.690842	0.352855	0.0216921
0.0346021	28.9	0.0239949	-0.690845	0.352807	0.0216088
0.0344828	29	0.0239155	-0.690847	0.352758	0.0215261
0.0343643	29.1	0.0238368	-0.69085	0.352707	0.0214439
0.0342466	29.2	0.0237586	-0.690853	0.352655	0.0213623
0.0341297	29.3	0.0236812	-0.690856	0.352602	0.0212812
0.0340136	29.4	0.0236043	-0.690859	0.352548	0.0212007
0.0338983	29.5	0.023528	-0.690861	0.352492	0.0211207
0.0337838	29.6	0.0234523	-0.690864	0.352435	0.0210412
0.03367	29.7	0.0233772	-0.690867	0.352377	0.0209623
0.033557	29.8	0.0233028	-0.690869	0.352318	0.0208838
0.0334448	29.9	0.0232289	-0.690872	0.352257	0.0208059
0.0333333	30	0.0231556	-0.690874	0.352195	0.0207285
0.0332226	30.1	0.0230828	-0.690877	0.352131	0.0206516
0.0331126	30.2	0.0230107	-0.69088	0.352067	0.0205752
0.0330033	30.3	0.0229391	-0.690882	0.352001	0.0204992
0.0328947	30.4	0.022868	-0.690885	0.351933	0.0204238
0.0327869	30.5	0.0227976	-0.690887	0.351864	0.0203488
0.0326797	30.6	0.0227276	-0.690889	0.351794	0.0202743
0.0325733	30.7	0.0226583	-0.690892	0.351723	0.0202003
0.0324675	30.8	0.0225894	-0.690894	0.35165	0.0201268
0.0323625	30.9	0.0225211	-0.690897	0.351575	0.0200537
0.0322581	31	0.0224534	-0.690899	0.351499	0.0199811
0.0321543	31.1	0.0223861	-0.690901	0.351422	0.0199089
0.0320513	31.2	0.0223194	-0.690904	0.351344	0.0198371
0.0319489	31.3	0.0222533	-0.690906	0.351263	0.0197659
0.0318471	31.4	0.0221876	-0.690908	0.351182	0.019695
0.031746	31.5	0.0221224	-0.69091	0.351099	0.0196246
0.0316456	31.6	0.0220578	-0.690913	0.351014	0.0195546
0.0315457	31.7	0.0219937	-0.690915	0.350928	0.019485
0.0314465	31.8	0.02193	-0.690917	0.350841	0.0194159
0.031348	31.9	0.0218669	-0.690919	0.350752	0.0193472
0.03125	32	0.0218042	-0.690921	0.350661	0.0192789
0.0311526	32.1	0.0217421	-0.690923	0.350569	0.019211
0.0310559	32.2	0.0216804	-0.690925	0.350476	0.0191435
0.0309598	32.3	0.0216192	-0.690928	0.350381	0.0190764
0.0308642	32.4	0.0215584	-0.69093	0.350284	0.0190097
0.0307692	32.5	0.0214982	-0.690932	0.350186	0.0189433
0.0306748	32.6	0.0214384	-0.690934	0.350086	0.0188774
0.030581	32.7	0.0213791	-0.690936	0.349985	0.0188119
0.0304878	32.8	0.0213202	-0.690938	0.349882	0.0187467
0.0303951	32.9	0.0212618	-0.69094	0.349778	0.018682
0.030303	33	0.0212039	-0.690942	0.349672	0.0186176
0.0302115	33.1	0.0211464	-0.690944	0.349564	0.0185535
0.0301205	33.2	0.0210893	-0.690945	0.349455	0.0184899
0.03003	33.3	0.0210327	-0.690947	0.349344	0.0184266
0.0299401	33.4	0.0209766	-0.690949	0.349232	0.0183636
0.0298507	33.5	0.0209208	-0.690951	0.349118	0.018301
0.0297619	33.6	0.0208655	-0.690953	0.349002	0.0182388
0.0296736	33.7	0.0208107	-0.690955	0.348885	0.0181769
0.0295858	33.8	0.0207562	-0.690957	0.348766	0.0181154
0.0294985	33.9	0.0207022	-0.690958	0.348645	0.0180542
0.0294118	34	0.0206486	-0.69096	0.348523	0.0179933
0.0293255	34.1	0.0205954	-0.690962	0.348399	0.0179328
0.0292398	34.2	0.0205426	-0.690964	0.348274	0.0178726
0.0291545	34.3	0.0204903	-0.690966	0.348146	0.0178128
0.0290698	34.4	0.0204383	-0.690967	0.348018	0.0177533
0.0289855	34.5	0.0203867	-0.690969	0.347887	0.0176941
0.0289017	34.6	0.0203356	-0.690971	0.347755	0.0176352
0.0288184	34.7	0.0202848	-0.690972	0.347621	0.0175766
0.0287356	34.8	0.0202345	-0.690974	0.347485	0.0175184
0.0286533	34.9	0.0201845	-0.690976	0.347348	0.0174604
0.0285714	35	0.0201349	-0.690977	0.347209	0.0174028
0.02849	35.1	0.0200857	-0.690979	0.347068	0.0173455
0.0284091	35.2	0.0200369	-0.690981	0.346926	0.0172885
0.0283286	35.3	0.0199884	-0.690982	0.346782	0.0172317
0.0282486	35.4	0.0199404	-0.690984	0.346636	0.0171753
0.028169	35.5	0.0198927	-0.690985	0.346488	0.0171192
0.0280899	35.6	0.0198453	-0.690987	0.346339	0.0170634
0.0280112	35.7	0.0197984	-0.690989	0.346188	0.0170078
0.027933	35.8	0.0197518	-0.69099	0.346035	0.0169526
0.0278552	35.9	0.0197056	-0.690992	0.345881	0.0168976
0.0277778	36	0.0196597	-0.690993	0.345725	0.0168429
0.0277008	36.1	0.0196142	-0.690995	0.345567	0.0167885
0.0276243	36.2	0.019569	-0.690996	0.345407	0.0167344
0.0275482	36.3	0.0195242	-0.690998	0.345246	0.0166805
0.0274725	36.4	0.0194797	-0.690999	0.345082	0.016627
0.0273973	36.5	0.0194356	-0.691001	0.344917	0.0165736
0.0273224	36.6	0.0193918	-0.691002	0.344751	0.0165206
0.027248	36.7	0.0193484	-0.691003	0.344582	0.0164678
0.0271739	36.8	0.0193053	-0.691005	0.344412	0.0164153
0.0271003	36.9	0.0192625	-0.691006	0.34424	0.0163631
0.027027	37	0.01922	-0.691008	0.344067	0.0163111
0.0269542	37.1	0.0191779	-0.691009	0.343891	0.0162593
0.0268817	37.2	0.0191361	-0.69101	0.343714	0.0162078
0.0268097	37.3	0.0190947	-0.691012	0.343535	0.0161566
0.026738	37.4	0.0190535	-0.691013	0.343354	0.0161056
0.0266667	37.5	0.0190127	-0.691015	0.343172	0.0160549
0.0265957	37.6	0.0189722	-0.691016	0.342987	0.0160044
0.0265252	37.7	0.018932	-0.691017	0.342801	0.0159541
0.026455	37.8	0.0188921	-0.691019	0.342614	0.0159041
0.0263852	37.9	0.0188526	-0.69102	0.342424	0.0158543
0.0263158	38	0.0188133	-0.691021	0.342233	0.0158048
0.0262467	38.1	0.0187743	-0.691022	0.34204	0.0157555
0.026178	38.2	0.0187357	-0.691024	0.341845	0.0157064
0.0261097	38.3	0.0186973	-0.691025	0.341648	0.0156576
0.0260417	38.4	0.0186593	-0.691026	0.34145	0.015609
0.025974	38.5	0.0186215	-0.691028	0.341249	0.0155606
0.0259067	38.6	0.018584	-0.691029	0.341048	0.0155124
0.0258398	38.7	0.0185468	-0.69103	0.340844	0.0154645
0.0257732	38.8	0.0185099	-0.691031	0.340638	0.0154168
0.0257069	38.9	0.0184733	-0.691033	0.340431	0.0153693
0.025641	39	0.018437	-0.691034	0.340222	0.015322
0.0255754	39.1	0.0184009	-0.691035	0.340011	0.0152749
0.0255102	39.2	0.0183652	-0.691036	0.339799	0.0152281
0.0254453	39.3	0.0183297	-0.691037	0.339584	0.0151814
0.0253807	39.4	0.0182944	-0.691038	0.339368	0.015135
0.0253165	39.5	0.0182595	-0.69104	0.33915	0.0150888
0.0252525	39.6	0.0182248	-0.691041	0.338931	0.0150428
0.0251889	39.7	0.0181904	-0.691042	0.338709	0.014997
0.0251256	39.8	0.0181563	-0.691043	0.338486	0.0149514
0.0250627	39.9	0.0181224	-0.691044	0.338261	0.014906
0.025	40	0.0180888	-0.691045	0.338035	0.0148608
0.0249377	40.1	0.0180554	-0.691047	0.337806	0.0148158
0.0248756	40.2	0.0180223	-0.691048	0.337576	0.014771
0.0248139	40.3	0.0179894	-0.691049	0.337344	0.0147263
0.0247525	40.4	0.0179568	-0.69105	0.337111	0.0146819
0.0246914	40.5	0.0179245	-0.691051	0.336875	0.0146377
0.0246305	40.6	0.0178924	-0.691052	0.336638	0.0145937
0.02457	40.7	0.0178606	-0.691053	0.336399	0.0145498
0.0245098	40.8	0.0178289	-0.691054	0.336159	0.0145062
0.0244499	40.9	0.0177976	-0.691055	0.335916	0.0144627
0.0243902	41	0.0177665	-0.691056	0.335672	0.0144194
0.0243309	41.1	0.0177356	-0.691057	0.335427	0.0143763
0.0242718	41.2	0.0177049	-0.691058	0.335179	0.0143334
0.0242131	41.3	0.0176745	-0.691059	0.33493	0.0142906
0.0241546	41.4	0.0176444	-0.69106	0.334679	0.014248
0.0240964	41.5	0.0176144	-0.691061	0.334426	0.0142057
0.0240385	41.6	0.0175847	-0.691063	0.334172	0.0141634
0.0239808	41.7	0.0175552	-0.691064	0.333916	0.0141214
0.0239234	41.8	0.0175259	-0.691065	0.333658	0.0140795
0.0238663	41.9	0.0174969	-0.691066	0.333399	0.0140379
0.0238095	42	0.0174681	-0.691067	0.333138	0.0139963
