#T	β	c	e	chi	s
0.023753	42.1	0.0174395	-0.691067	0.332875	0.013955
0.0236967	42.2	0.0174111	-0.691068	0.33261	0.0139138
0.0236407	42.3	0.0173829	-0.691069	0.332344	0.0138728
0.0235849	42.4	0.017355	-0.69107	0.332076	0.0138319
0.0235294	42.5	0.0173273	-0.691071	0.331806	0.0137912
0.0234742	42.6	0.0172997	-0.691072	0.331535	0.0137507
0.0234192	42.7	0.0172724	-0.691073	0.331262	0.0137104
0.0233645	42.8	0.0172453	-0.691074	0.330988	0.0136702
0.02331	42.9	0.0172184	-0.691075	0.330711	0.0136301
0.0232558	43	0.0171917	-0.691076	0.330433	0.0135902
0.0232019	43.1	0.0171652	-0.691077	0.330154	0.0135505
0.0231481	43.2	0.0171389	-0.691078	0.329873	0.0135109
0.0230947	43.3	0.0171128	-0.691079	0.32959	0.0134715
0.0230415	43.4	0.0170869	-0.69108	0.329305	0.0134322
0.0229885	43.5	0.0170612	-0.691081	0.329019	0.0133931
0.0229358	43.6	0.0170357	-0.691082	0.328732	0.0133542
0.0228833	43.7	0.0170103	-0.691082	0.328442	0.0133154
0.0228311	43.8	0.0169852	-0.691083	0.328151	0.0132767
0.022779	43.9	0.0169603	-0.691084	0.327859	0.0132382
0.0227273	44	0.0169355	-0.691085	0.327565	0.0131998
0.0226757	44.1	0.0169109	-0.691086	0.327269	0.0131616
0.0226244	44.2	0.0168865	-0.691087	0.326971	0.0131235
0.0225734	44.3	0.0168623	-0.691088	0.326672	0.0130856
0.0225225	44.4	0.0168383	-0.691088	0.326372	0.0130478
0.0224719	44.5	0.0168145	-0.691089	0.32607	0.0130101
0.0224215	44.6	0.0167908	-0.69109	0.325766	0.0129726
0.0223714	44.7	0.0167673	-0.691091	0.325461	0.0129353
0.0223214	44.8	0.016744	-0.691092	0.325154	0.012898
0.0222717	44.9	0.0167208	-0.691093	0.324846	0.012861
0.0222222	45	0.0166978	-0.691093	0.324536	0.012824
0.0221729	45.1	0.016675	-0.691094	0.324224	0.0127872
0.0221239	45.2	0.0166524	-0.691095	0.323911	0.0127505
0.0220751	45.3	0.0166299	-0.691096	0.323597	0.0127139
0.0220264	45.4	0.0166076	-0.691097	0.323281	0.0126775
0.021978	45.5	0.0165855	-0.691098	0.322963	0.0126412
0.0219298	45.6	0.0165635	-0.691098	0.322644	0.0126051
0.0218818	45.7	0.0165416	-0.691099	0.322323	0.0125691
0.0218341	45.8	0.01652	-0.6911	0.322001	0.0125332
0.0217865	45.9	0.0164985	-0.691101	0.321678	0.0124974
0.0217391	46	0.0164771	-0.691101	0.321353	0.0124618
0.021692	46.1	0.0164559	-0.691102	0.321026	0.0124262
0.021645	46.2	0.0164349	-0.691103	0.320698	0.0123909
0.0215983	46.3	0.016414	-0.691104	0.320369	0.0123556
0.0215517	46.4	0.0163932	-0.691105	0.320038	0.0123205
0.0215054	46.5	0.0163726	-0.691105	0.319705	0.0122855
0.0214592	46.6	0.0163522	-0.691106	0.319372	0.0122506
0.0214133	46.7	0.0163319	-0.691107	0.319036	0.0122158
0.0213675	46.8	0.0163117	-0.691107	0.3187	0.0121811
0.021322	46.9	0.0162917	-0.691108	0.318361	0.0121466
0.0212766	47	0.0162718	-0.691109	0.318022	0.0121122
0.0212314	47.1	0.0162521	-0.69111	0.317681	0.0120779
0.0211864	47.2	0.0162325	-0.69111	0.317339	0.0120437
0.0211416	47.3	0.016213	-0.691111	0.316995	0.0120097
0.021097	47.4	0.0161937	-0.691112	0.31665	0.0119757
0.0210526	47.5	0.0161745	-0.691113	0.316303	0.0119419
0.0210084	47.6	0.0161555	-0.691113	0.315955	0.0119082
0.0209644	47.7	0.0161366	-0.691114	0.315606	0.0118746
0.0209205	47.8	0.0161178	-0.691115	0.315255	0.0118411
0.0208768	47.9	0.0160991	-0.691115	0.314903	0.0118078
0.0208333	48	0.0160806	-0.691116	0.31455	0.0117745
0.02079	48.1	0.0160622	-0.691117	0.314195	0.0117414
0.0207469	48.2	0.016044	-0.691117	0.313839	0.0117083
0.0207039	48.3	0.0160258	-0.691118	0.313482	0.0116754
0.0206612	48.4	0.0160078	-0.691119	0.313123	0.0116426
0.0206186	48.5	0.0159899	-0.691119	0.312763	0.0116099
0.0205761	48.6	0.0159721	-0.69112	0.312402	0.0115773
0.0205339	48.7	0.0159545	-0.691121	0.312039	0.0115448
0.0204918	48.8	0.0159369	-0.691121	0.311675	0.0115124
0.0204499	48.9	0.0159195	-0.691122	0.31131	0.0114801
0.0204082	49	0.0159022	-0.691123	0.310944	0.0114479
0.0203666	49.1	0.015885	-0.691123	0.310576	0.0114159
0.0203252	49.2	0.0158679	-0.691124	0.310207	0.0113839
0.020284	49.3	0.015851	-0.691125	0.309837	0.011352
0.0202429	49.4	0.0158341	-0.691125	0.309466	0.0113203
0.020202	49.5	0.0158174	-0.691126	0.309093	0.0112886
0.0201613	49.6	0.0158008	-0.691127	0.308719	0.0112571
0.0201207	49.7	0.0157843	-0.691127	0.308344	0.0112256
0.0200803	49.8	0.0157678	-0.691128	0.307968	0.0111942
0.0200401	49.9	0.0157515	-0.691129	0.30759	0.011163
0.02	50	0.0157353	-0.691129	0.307211	0.0111318
0.0199601	50.1	0.0157193	-0.69113	0.306831	0.0111008
0.0199203	50.2	0.0157033	-0.69113	0.30645	0.0110698
0.0198807	50.3	0.0156874	-0.691131	0.306068	0.0110389
0.0198413	50.4	0.0156716	-0.691132	0.305685	0.0110082
0.019802	50.5	0.0156559	-0.691132	0.3053	0.0109775
0.0197628	50.6	0.0156403	-0.691133	0.304914	0.0109469
0.0197239	50.7	0.0156248	-0.691133	0.304528	0.0109165
0.019685	50.8	0.0156095	-0.691134	0.30414	0.0108861
0.0196464	50.9	0.0155942	-0.691135	0.30375	0.0108558
0.0196078	51	0.015579	-0.691135	0.30336	0.0108256
0.0195695	51.1	0.0155639	-0.691136	0.302969	0.0107955
0.0195312	51.2	0.0155488	-0.691136	0.302576	0.0107655
0.0194932	51.3	0.0155339	-0.691137	0.302183	0.0107355
0.0194553	51.4	0.0155191	-0.691138	0.301788	0.0107057
0.0194175	51.5	0.0155044	-0.691138	0.301393	0.010676
0.0193798	51.6	0.0154897	-0.691139	0.300996	0.0106463
0.0193424	51.7	0.0154752	-0.691139	0.300598	0.0106168
0.019305	51.8	0.0154607	-0.69114	0.300199	0.0105873
0.0192678	51.9	0.0154463	-0.69114	0.299799	0.0105579
0.0192308	52	0.015432	-0.691141	0.299398	0.0105286
0.0191939	52.1	0.0154178	-0.691142	0.298996	0.0104994
0.0191571	52.2	0.0154036	-0.691142	0.298593	0.0104703
0.0191205	52.3	0.0153896	-0.691143	0.298189	0.0104413
0.019084	52.4	0.0153756	-0.691143	0.297784	0.0104123
0.0190476	52.5	0.0153617	-0.691144	0.297378	0.0103835
0.0190114	52.6	0.0153479	-0.691144	0.296971	0.0103547
0.0189753	52.7	0.0153342	-0.691145	0.296563	0.010326
0.0189394	52.8	0.0153205	-0.691145	0.296155	0.0102974
0.0189036	52.9	0.015307	-0.691146	0.295745	0.0102689
0.0188679	53	0.0152935	-0.691147	0.295334	0.0102405
0.0188324	53.1	0.01528	-0.691147	0.294922	0.0102122
0.018797	53.2	0.0152667	-0.691148	0.294509	0.0101839
0.0187617	53.3	0.0152534	-0.691148	0.294096	0.0101557
0.0187266	53.4	0.0152402	-0.691149	0.293681	0.0101276
0.0186916	53.5	0.0152271	-0.691149	0.293266	0.0100996
0.0186567	53.6	0.015214	-0.69115	0.292849	0.0100717
0.018622	53.7	0.0152011	-0.69115	0.292432	0.0100438
0.0185874	53.8	0.0151881	-0.691151	0.292014	0.010016
0.0185529	53.9	0.0151753	-0.691151	0.291595	0.00998835
0.0185185	54	0.0151625	-0.691152	0.291175	0.00996074
0.0184843	54.1	0.0151498	-0.691152	0.290754	0.0099332
0.0184502	54.2	0.0151372	-0.691153	0.290332	0.00990575
0.0184162	54.3	0.0151246	-0.691153	0.28991	0.00987838
0.0183824	54.4	0.0151121	-0.691154	0.289487	0.00985108
0.0183486	54.5	0.0150996	-0.691154	0.289063	0.00982386
0.018315	54.6	0.0150872	-0.691155	0.288638	0.00979672
0.0182815	54.7	0.0150749	-0.691155	0.288212	0.00976966
0.0182482	54.8	0.0150626	-0.691156	0.287785	0.00974267
0.0182149	54.9	0.0150504	-0.691156	0.287358	0.00971576
0.0181818	55	0.0150383	-0.691157	0.28693	0.00968893
0.0181488	55.1	0.0150262	-0.691157	0.286501	0.00966217
0.0181159	55.2	0.0150142	-0.691158	0.286071	0.00963549
0.0180832	55.3	0.0150022	-0.691158	0.285641	0.00960888
0.0180505	55.4	0.0149903	-0.691159	0.285209	0.00958235
0.018018	55.5	0.0149785	-0.691159	0.284777	0.0095559
0.0179856	55.6	0.0149667	-0.69116	0.284345	0.00952951
0.0179533	55.7	0.014955	-0.69116	0.283911	0.0095032
0.0179211	55.8	0.0149433	-0.691161	0.283477	0.00947697
0.0178891	55.9	0.0149317	-0.691161	0.283042	0.0094508
0.0178571	56	0.0149201	-0.691161	0.282606	0.00942471
0.0178253	56.1	0.0149086	-0.691162	0.28217	0.0093987
0.0177936	56.2	0.0148971	-0.691162	0.281733	0.00937275
0.017762	56.3	0.0148857	-0.691163	0.281295	0.00934688
0.0177305	56.4	0.0148743	-0.691163	0.280857	0.00932108
0.0176991	56.5	0.014863	-0.691164	0.280418	0.00929534
0.0176678	56.6	0.0148517	-0.691164	0.279978	0.00926968
0.0176367	56.7	0.0148405	-0.691165	0.279538	0.0092441
0.0176056	56.8	0.0148294	-0.691165	0.279097	0.00921858
0.0175747	56.9	0.0148183	-0.691166	0.278655	0.00919313
0.0175439	57	0.0148072	-0.691166	0.278213	0.00916775
0.0175131	57.1	0.0147962	-0.691166	0.27777	0.00914244
0.0174825	57.2	0.0147852	-0.691167	0.277327	0.0091172
0.017452	57.3	0.0147742	-0.691167	0.276883	0.00909203
0.0174216	57.4	0.0147634	-0.691168	0.276438	0.00906692
0.0173913	57.5	0.0147525	-0.691168	0.275993	0.00904189
0.0173611	57.6	0.0147417	-0.691169	0.275547	0.00901692
0.017331	57.7	0.014731	-0.691169	0.275101	0.00899202
0.017301	57.8	0.0147203	-0.69117	0.274654	0.00896719
0.0172712	57.9	0.0147096	-0.69117	0.274206	0.00894242
0.0172414	58	0.014699	-0.69117	0.273758	0.00891773
0.0172117	58.1	0.0146884	-0.691171	0.273309	0.00889309
0.0171821	58.2	0.0146778	-0.691171	0.27286	0.00886853
0.0171527	58.3	0.0146673	-0.691172	0.272411	0.00884403
0.0171233	58.4	0.0146568	-0.691172	0.27196	0.0088196
0.017094	58.5	0.0146464	-0.691172	0.27151	0.00879523
0.0170648	58.6	0.014636	-0.691173	0.271059	0.00877093
0.0170358	58.7	0.0146257	-0.691173	0.270607	0.00874669
0.0170068	58.8	0.0146154	-0.691174	0.270155	0.00872251
0.0169779	58.9	0.0146051	-0.691174	0.269702	0.00869841
0.0169492	59	0.0145948	-0.691175	0.269249	0.00867436
0.0169205	59.1	0.0145846	-0.691175	0.268795	0.00865038
0.0168919	59.2	0.0145745	-0.691175	0.268341	0.00862647
0.0168634	59.3	0.0145643	-0.691176	0.267887	0.00860261
0.016835	59.4	0.0145542	-0.691176	0.267432	0.00857882
0.0168067	59.5	0.0145442	-0.691177	0.266976	0.0085551
0.0167785	59.6	0.0145341	-0.691177	0.266521	0.00853143
0.0167504	59.7	0.0145241	-0.691177	0.266064	0.00850783
0.0167224	59.8	0.0145141	-0.691178	0.265608	0.00848429
0.0166945	59.9	0.0145042	-0.691178	0.265151	0.00846082
0.0166667	60	0.0144943	-0.691179	0.264693	0.0084374
0.0166389	60.1	0.0144844	-0.691179	0.264235	0.00841405
0.0166113	60.2	0.0144746	-0.691179	0.263777	0.00839076
0.0165837	60.3	0.0144648	-0.69118	0.263319	0.00836753
0.0165563	60.4	0.014455	-0.69118	0.26286	0.00834436
0.0165289	60.5	0.0144452	-0.69118	0.2624	0.00832125
0.0165017	60.6	0.0144355	-0.691181	0.261941	0.0082982
0.0164745	60.7	0.0144258	-0.691181	0.261481	0.00827521
0.0164474	60.8	0.0144162	-0.691182	0.26102	0.00825228
0.0164204	60.9	0.0144065	-0.691182	0.26056	0.00822942
0.0163934	61	0.0143969	-0.691182	0.260099	0.00820661
0.0163666	61.1	0.0143873	-0.691183	0.259637	0.00818386
0.0163399	61.2	0.0143778	-0.691183	0.259176	0.00816117
0.0163132	61.3	0.0143682	-0.691183	0.258714	0.00813854
0.0162866	61.4	0.0143587	-0.691184	0.258252	0.00811597
0.0162602	61.5	0.0143493	-0.691184	0.257789	0.00809345
0.0162338	61.6	0.0143398	-0.691185	0.257326	0.008071
0.0162075	61.7	0.0143304	-0.691185	0.256863	0.0080486
0.0161812	61.8	0.014321	-0.691185	0.2564	0.00802626
0.0161551	61.9	0.0143116	-0.691186	0.255937	0.00800398
0.016129	62	0.0143022	-0.691186	0.255473	0.00798176
0.0161031	62.1	0.0142929	-0.691186	0.255009	0.0079596
0.0160772	62.2	0.0142836	-0.691187	0.254544	0.00793749
0.0160514	62.3	0.0142743	-0.691187	0.25408	0.00791544
0.0160256	62.4	0.014265	-0.691187	0.253615	0.00789344
0.016	62.5	0.0142558	-0.691188	0.25315	0.0078715
0.0159744	62.6	0.0142466	-0.691188	0.252685	0.00784962
0.015949	62.7	0.0142374	-0.691188	0.252219	0.0078278
0.0159236	62.8	0.0142282	-0.691189	0.251754	0.00780603
0.0158983	62.9	0.014219	-0.691189	0.251288	0.00778432
0.015873	63	0.0142099	-0.69119	0.250822	0.00776266
0.0158479	63.1	0.0142008	-0.69119	0.250356	0.00774106
0.0158228	63.2	0.0141917	-0.69119	0.24989	0.00771951
0.0157978	63.3	0.0141826	-0.691191	0.249423	0.00769802
0.0157729	63.4	0.0141735	-0.691191	0.248957	0.00767659
0.015748	63.5	0.0141645	-0.691191	0.24849	0.00765521
0.0157233	63.6	0.0141555	-0.691192	0.248023	0.00763388
0.0156986	63.7	0.0141465	-0.691192	0.247556	0.00761261
0.015674	63.8	0.0141375	-0.691192	0.247089	0.00759139
0.0156495	63.9	0.0141285	-0.691193	0.246621	0.00757023
0.015625	64	0.0141196	-0.691193	0.246154	0.00754912
0.0156006	64.1	0.0141106	-0.691193	0.245686	0.00752807
0.0155763	64.2	0.0141017	-0.691194	0.245219	0.00750707
0.0155521	64.3	0.0140928	-0.691194	0.244751	0.00748612
0.015528	64.4	0.0140839	-0.691194	0.244283	0.00746522
0.0155039	64.5	0.0140751	-0.691194	0.243815	0.00744438
0.0154799	64.6	0.0140662	-0.691195	0.243347	0.00742359
0.015456	64.7	0.0140574	-0.691195	0.242879	0.00740286
0.0154321	64.8	0.0140486	-0.691195	0.242411	0.00738218
0.0154083	64.9	0.0140398	-0.691196	0.241942	0.00736155
0.0153846	65	0.014031	-0.691196	0.241474	0.00734097
0.015361	65.1	0.0140222	-0.691196	0.241006	0.00732045
0.0153374	65.2	0.0140135	-0.691197	0.240538	0.00729997
0.0153139	65.3	0.0140047	-0.691197	0.240069	0.00727955
0.0152905	65.4	0.013996	-0.691197	0.239601	0.00725918
0.0152672	65.5	0.0139873	-0.691198	0.239132	0.00723886
0.0152439	65.6	0.0139786	-0.691198	0.238664	0.0072186
0.0152207	65.7	0.0139699	-0.691198	0.238195	0.00719838
0.0151976	65.8	0.0139612	-0.691199	0.237727	0.00717822
0.0151745	65.9	0.0139525	-0.691199	0.237258	0.00715811
0.0151515	66	0.0139439	-0.691199	0.23679	0.00713805
0.0151286	66.1	0.0139352	-0.691199	0.236321	0.00711804
0.0151057	66.2	0.0139266	-0.6912	0.235853	0.00709808
0.015083	66.3	0.013918	-0.6912	0.235384	0.00707817
0.0150602	66.4	0.0139094	-0.6912	0.234916	0.00705831
0.0150376	66.5	0.0139008	-0.691201	0.234448	0.0070385
0.015015	66.6	0.0138922	-0.691201	0.233979	0.00701874
0.0149925	66.7	0.0138837	-0.691201	0.233511	0.00699903
0.0149701	66.8	0.0138751	-0.691202	0.233043	0.00697937
0.0149477	66.9	0.0138666	-0.691202	0.232574	0.00695976
0.0149254	67	0.013858	-0.691202	0.232106	0.0069402
0.0149031	67.1	0.0138495	-0.691202	0.231638	0.00692069
0.014881	67.2	0.013841	-0.691203	0.23117	0.00690123
0.0148588	67.3	0.0138325	-0.691203	0.230702	0.00688182
0.0148368	67.4	0.013824	-0.691203	0.230235	0.00686245
0.0148148	67.5	0.0138155	-0.691204	0.229767	0.00684314
0.0147929	67.6	0.0138071	-0.691204	0.229299	0.00682387
0.014771	67.7	0.0137986	-0.691204	0.228832	0.00680466
0.0147493	67.8	0.0137902	-0.691204	0.228364	0.00678549
0.0147275	67.9	0.0137817	-0.691205	0.227897	0.00676637
0.0147059	68	0.0137733	-0.691205	0.22743	0.00674729
0.0146843	68.1	0.0137649	-0.691205	0.226963	0.00672827
0.0146628	68.2	0.0137565	-0.691206	0.226496	0.00670929
0.0146413	68.3	0.013748	-0.691206	0.226029	0.00669036
0.0146199	68.4	0.0137397	-0.691206	0.225562	0.00667148
0.0145985	68.5	0.0137313	-0.691206	0.225096	0.00665265
0.0145773	68.6	0.0137229	-0.691207	0.224629	0.00663386
0.014556	68.7	0.0137145	-0.691207	0.224163	0.00661512
0.0145349	68.8	0.0137062	-0.691207	0.223697	0.00659643
0.0145138	68.9	0.0136978	-0.691208	0.223231	0.00657779
0.0144928	69	0.0136895	-0.691208	0.222765	0.00655919
0.0144718	69.1	0.0136811	-0.691208	0.2223	0.00654064
0.0144509	69.2	0.0136728	-0.691208	0.221834	0.00652214
0.01443	69.3	0.0136645	-0.691209	0.221369	0.00650368
0.0144092	69.4	0.0136561	-0.691209	0.220904	0.00648527
0.0143885	69.5	0.0136478	-0.691209	0.220439	0.0064669
0.0143678	69.6	0.0136395	-0.691209	0.219975	0.00644858
0.0143472	69.7	0.0136312	-0.69121	0.21951	0.00643031
0.0143266	69.8	0.013623	-0.69121	0.219046	0.00641209
0.0143062	69.9	0.0136147	-0.69121	0.218582	0.00639391
0.0142857	70	0.0136064	-0.69121	0.218118	0.00637577
0.0142653	70.1	0.0135981	-0.691211	0.217655	0.00635768
0.014245	70.2	0.0135899	-0.691211	0.217191	0.00633964
0.0142248	70.3	0.0135816	-0.691211	0.216728	0.00632164
0.0142045	70.4	0.0135734	-0.691211	0.216265	0.00630369
0.0141844	70.5	0.0135651	-0.691212	0.215803	0.00628578
0.0141643	70.6	0.0135569	-0.691212	0.21534	0.00626792
0.0141443	70.7	0.0135487	-0.691212	0.214878	0.0062501
0.0141243	70.8	0.0135405	-0.691212	0.214416	0.00623233
0.0141044	70.9	0.0135323	-0.691213	0.213955	0.0062146
0.0140845	71	0.013524	-0.691213	0.213493	0.00619692
0.0140647	71.1	0.0135158	-0.691213	0.213032	0.00617928
0.0140449	71.2	0.0135076	-0.691213	0.212571	0.00616168
0.0140252	71.3	0.0134995	-0.691214	0.212111	0.00614413
0.0140056	71.4	0.0134913	-0.691214	0.211651	0.00612663
0.013986	71.5	0.0134831	-0.691214	0.211191	0.00610916
0.0139665	71.6	0.0134749	-0.691214	0.210731	0.00609175
0.013947	71.7	0.0134668	-0.691215	0.210272	0.00607437
0.0139276	71.8	0.0134586	-0.691215	0.209813	0.00605704
0.0139082	71.9	0.0134504	-0.691215	0.209354	0.00603976
0.0138889	72	0.0134423	-0.691215	0.208895	0.00602251
0.0138696	72.1	0.0134341	-0.691216	0.208437	0.00600531
0.0138504	72.2	0.013426	-0.691216	0.207979	0.00598816
0.0138313	72.3	0.0134179	-0.691216	0.207522	0.00597104
0.0138122	72.4	0.0134097	-0.691216	0.207065	0.00595397
0.0137931	72.5	0.0134016	-0.691217	0.206608	0.00593695
0.0137741	72.6	0.0133935	-0.691217	0.206151	0.00591996
0.0137552	72.7	0.0133854	-0.691217	0.205695	0.00590302
0.0137363	72.8	0.0133773	-0.691217	0.205239	0.00588613
0.0137174	72.9	0.0133692	-0.691218	0.204784	0.00586927
0.0136986	73	0.0133611	-0.691218	0.204328	0.00585246
0.0136799	73.1	0.013353	-0.691218	0.203874	0.00583569
0.0136612	73.2	0.0133449	-0.691218	0.203419	0.00581896
0.0136426	73.3	0.0133368	-0.691218	0.202965	0.00580227
0.013624	73.4	0.0133287	-0.691219	0.202511	0.00578563
0.0136054	73.5	0.0133206	-0.691219	0.202058	0.00576903
0.013587	73.6	0.0133126	-0.691219	0.201605	0.00575247
0.0135685	73.7	0.0133045	-0.691219	0.201152	0.00573595
0.0135501	73.8	0.0132964	-0.69122	0.2007	0.00571948
0.0135318	73.9	0.0132884	-0.69122	0.200248	0.00570304
0.0135135	74	0.0132803	-0.69122	0.199797	0.00568665
0.0134953	74.1	0.0132723	-0.69122	0.199346	0.0056703
0.0134771	74.2	0.0132642	-0.69122	0.198895	0.00565399
0.013459	74.3	0.0132562	-0.691221	0.198445	0.00563772
0.0134409	74.4	0.0132482	-0.691221	0.197995	0.00562149
0.0134228	74.5	0.0132401	-0.691221	0.197545	0.00560531
0.0134048	74.6	0.0132321	-0.691221	0.197096	0.00558916
0.0133869	74.7	0.0132241	-0.691222	0.196647	0.00557306
0.013369	74.8	0.0132161	-0.691222	0.196199	0.00555699
0.0133511	74.9	0.013208	-0.691222	0.195751	0.00554097
0.0133333	75	0.0132	-0.691222	0.195304	0.00552499
0.0133156	75.1	0.013192	-0.691222	0.194857	0.00550905
0.0132979	75.2	0.013184	-0.691223	0.19441	0.00549315
0.0132802	75.3	0.013176	-0.691223	0.193964	0.00547729
0.0132626	75.4	0.013168	-0.691223	0.193518	0.00546147
0.013245	75.5	0.0131601	-0.691223	0.193073	0.00544569
0.0132275	75.6	0.0131521	-0.691223	0.192628	0.00542995
0.01321	75.7	0.0131441	-0.691224	0.192184	0.00541425
0.0131926	75.8	0.0131361	-0.691224	0.19174	0.00539859
0.0131752	75.9	0.0131282	-0.691224	0.191296	0.00538296
0.0131579	76	0.0131202	-0.691224	0.190853	0.00536738
0.0131406	76.1	0.0131122	-0.691224	0.190411	0.00535184
0.0131234	76.2	0.0131043	-0.691225	0.189968	0.00533634
0.0131062	76.3	0.0130963	-0.691225	0.189527	0.00532088
0.013089	76.4	0.0130884	-0.691225	0.189086	0.00530546
0.0130719	76.5	0.0130804	-0.691225	0.188645	0.00529008
0.0130548	76.6	0.0130725	-0.691225	0.188205	0.00527473
0.0130378	76.7	0.0130645	-0.691226	0.187765	0.00525943
0.0130208	76.8	0.0130566	-0.691226	0.187325	0.00524416
0.0130039	76.9	0.0130487	-0.691226	0.186887	0.00522893
0.012987	77	0.0130408	-0.691226	0.186448	0.00521375
0.0129702	77.1	0.0130328	-0.691226	0.18601	0.0051986
0.0129534	77.2	0.0130249	-0.691227	0.185573	0.00518349
0.0129366	77.3	0.013017	-0.691227	0.185136	0.00516842
0.0129199	77.4	0.0130091	-0.691227	0.1847	0.00515338
0.0129032	77.5	0.0130012	-0.691227	0.184264	0.00513839
0.0128866	77.6	0.0129933	-0.691227	0.183828	0.00512343
0.01287	77.7	0.0129854	-0.691228	0.183393	0.00510851
0.0128535	77.8	0.0129775	-0.691228	0.182959	0.00509363
0.012837	77.9	0.0129697	-0.691228	0.182525	0.00507879
0.0128205	78	0.0129618	-0.691228	0.182092	0.00506399
0.0128041	78.1	0.0129539	-0.691228	0.181659	0.00504922
0.0127877	78.2	0.012946	-0.691229	0.181227	0.0050345
0.0127714	78.3	0.0129382	-0.691229	0.180795	0.00501981
0.0127551	78.4	0.0129303	-0.691229	0.180363	0.00500515
0.0127389	78.5	0.0129225	-0.691229	0.179933	0.00499054
0.0127226	78.6	0.0129146	-0.691229	0.179502	0.00497596
0.0127065	78.7	0.0129068	-0.691229	0.179073	0.00496142
0.0126904	78.8	0.0128989	-0.69123	0.178643	0.00494692
0.0126743	78.9	0.0128911	-0.69123	0.178215	0.00493245
0.0126582	79	0.0128833	-0.69123	0.177787	0.00491803
0.0126422	79.1	0.0128754	-0.69123	0.177359	0.00490364
0.0126263	79.2	0.0128676	-0.69123	0.176932	0.00488928
0.0126103	79.3	0.0128598	-0.691231	0.176505	0.00487497
0.0125945	79.4	0.012852	-0.691231	0.17608	0.00486069
0.0125786	79.5	0.0128442	-0.691231	0.175654	0.00484644
0.0125628	79.6	0.0128364	-0.691231	0.175229	0.00483224
0.0125471	79.7	0.0128286	-0.691231	0.174805	0.00481807
0.0125313	79.8	0.0128208	-0.691231	0.174381	0.00480393
0.0125156	79.9	0.012813	-0.691232	0.173958	0.00478984
0.0125	80	0.0128052	-0.691232	0.173535	0.00477578
0.0124844	80.1	0.0127974	-0.691232	0.173113	0.00476175
0.0124688	80.2	0.0127897	-0.691232	0.172692	0.00474777
0.0124533	80.3	0.0127819	-0.691232	0.172271	0.00473382
0.0124378	80.4	0.0127741	-0.691233	0.17185	0.0047199
0.0124224	80.5	0.0127664	-0.691233	0.171431	0.00470602
0.0124069	80.6	0.0127586	-0.691233	0.171011	0.00469218
0.0123916	80.7	0.0127509	-0.691233	0.170593	0.00467837
0.0123762	80.8	0.0127432	-0.691233	0.170174	0.0046646
0.0123609	80.9	0.0127354	-0.691233	0.169757	0.00465086
0.0123457	81	0.0127277	-0.691234	0.16934	0.00463716
0.0123305	81.1	0.01272	-0.691234	0.168924	0.0046235
0.0123153	81.2	0.0127123	-0.691234	0.168508	0.00460987
0.0123001	81.3	0.0127046	-0.691234	0.168093	0.00459628
0.012285	81.4	0.0126969	-0.691234	0.167678	0.00458272
0.0122699	81.5	0.0126892	-0.691234	0.167264	0.0045692
0.0122549	81.6	0.0126815	-0.691235	0.166851	0.00455571
0.0122399	81.7	0.0126738	-0.691235	0.166438	0.00454225
0.0122249	81.8	0.0126661	-0.691235	0.166025	0.00452884
0.01221	81.9	0.0126584	-0.691235	0.165614	0.00451545
0.0121951	82	0.0126508	-0.691235	0.165203	0.00450211
0.0121803	82.1	0.0126431	-0.691235	0.164792	0.00448879
0.0121655	82.2	0.0126354	-0.691236	0.164382	0.00447552
0.0121507	82.3	0.0126278	-0.691236	0.163973	0.00446227
0.0121359	82.4	0.0126202	-0.691236	0.163565	0.00444906
0.0121212	82.5	0.0126125	-0.691236	0.163157	0.00443589
0.0121065	82.6	0.0126049	-0.691236	0.162749	0.00442275
0.0120919	82.7	0.0125973	-0.691236	0.162342	0.00440964
0.0120773	82.8	0.0125897	-0.691236	0.161936	0.00439657
0.0120627	82.9	0.012582	-0.691237	0.16153	0.00438353
0.0120482	83	0.0125744	-0.691237	0.161125	0.00437053
0.0120337	83.1	0.0125669	-0.691237	0.160721	0.00435756
0.0120192	83.2	0.0125593	-0.691237	0.160317	0.00434463
0.0120048	83.3	0.0125517	-0.691237	0.159914	0.00433173
0.0119904	83.4	0.0125441	-0.691237	0.159512	0.00431886
0.011976	83.5	0.0125365	-0.691238	0.15911	0.00430603
0.0119617	83.6	0.012529	-0.691238	0.158709	0.00429323
0.0119474	83.7	0.0125214	-0.691238	0.158308	0.00428046
0.0119332	83.8	0.0125139	-0.691238	0.157908	0.00426773
0.011919	83.9	0.0125063	-0.691238	0.157508	0.00425503
0.0119048	84	0.0124988	-0.691238	0.15711	0.00424237
0.0118906	84.1	0.0124913	-0.691238	0.156712	0.00422973
0.0118765	84.2	0.0124838	-0.691239	0.156314	0.00421713
0.0118624	84.3	0.0124763	-0.691239	0.155917	0.00420457
0.0118483	84.4	0.0124688	-0.691239	0.155521	0.00419204
0.0118343	84.5	0.0124613	-0.691239	0.155125	0.00417954
0.0118203	84.6	0.0124538	-0.691239	0.15473	0.00416707
0.0118064	84.7	0.0124463	-0.691239	0.154336	0.00415464
0.0117925	84.8	0.0124388	-0.69124	0.153942	0.00414224
0.0117786	84.9	0.0124314	-0.69124	0.153549	0.00412987
0.0117647	85	0.0124239	-0.69124	0.153157	0.00411753
