#T	β	c	e	chi	s
0.0117509	85.1	0.0123854	-0.44124	0.152778	0.0041067
0.0117371	85.2	0.0123779	-0.44124	0.152387	0.00409443
0.0117233	85.3	0.0123704	-0.44124	0.151997	0.00408219
0.0117096	85.4	0.0123628	-0.44124	0.151607	0.00406998
0.0116959	85.5	0.0123553	-0.441241	0.151217	0.00405781
0.0116822	85.6	0.0123478	-0.441241	0.150829	0.00404567
0.0116686	85.7	0.0123403	-0.441241	0.150441	0.00403356
0.011655	85.8	0.0123329	-0.441241	0.150054	0.00402148
0.0116414	85.9	0.0123254	-0.441241	0.149667	0.00400944
0.0116279	86	0.0123179	-0.441241	0.149281	0.00399743
0.0116144	86.1	0.0123105	-0.441241	0.148896	0.00398544
0.0116009	86.2	0.012303	-0.441242	0.148511	0.0039735
0.0115875	86.3	0.0122956	-0.441242	0.148127	0.00396158
0.0115741	86.4	0.0122882	-0.441242	0.147744	0.00394969
0.0115607	86.5	0.0122808	-0.441242	0.147361	0.00393784
0.0115473	86.6	0.0122734	-0.441242	0.146979	0.00392602
0.011534	86.7	0.012266	-0.441242	0.146598	0.00391423
0.0115207	86.8	0.0122586	-0.441242	0.146217	0.00390247
0.0115075	86.9	0.0122512	-0.441242	0.145837	0.00389074
0.0114943	87	0.0122438	-0.441243	0.145458	0.00387904
0.0114811	87.1	0.0122365	-0.441243	0.145079	0.00386738
0.0114679	87.2	0.0122291	-0.441243	0.144701	0.00385575
0.0114548	87.3	0.0122218	-0.441243	0.144323	0.00384414
0.0114416	87.4	0.0122145	-0.441243	0.143947	0.00383257
0.0114286	87.5	0.0122072	-0.441243	0.143571	0.00382103
0.0114155	87.6	0.0121999	-0.441243	0.143195	0.00380952
0.0114025	87.7	0.0121926	-0.441244	0.14282	0.00379804
0.0113895	87.8	0.0121853	-0.441244	0.142446	0.00378659
0.0113766	87.9	0.012178	-0.441244	0.142073	0.00377518
0.0113636	88	0.0121708	-0.441244	0.1417	0.00376379
0.0113507	88.1	0.0121635	-0.441244	0.141328	0.00375243
0.0113379	88.2	0.0121563	-0.441244	0.140957	0.00374111
0.011325	88.3	0.0121491	-0.441244	0.140586	0.00372981
0.0113122	88.4	0.0121418	-0.441244	0.140216	0.00371855
0.0112994	88.5	0.0121346	-0.441245	0.139847	0.00370732
0.0112867	88.6	0.0121274	-0.441245	0.139478	0.00369611
0.011274	88.7	0.0121203	-0.441245	0.13911	0.00368494
0.0112613	88.8	0.0121131	-0.441245	0.138743	0.00367379
0.0112486	88.9	0.0121059	-0.441245	0.138376	0.00366268
0.011236	89	0.0120988	-0.441245	0.13801	0.0036516
0.0112233	89.1	0.0120917	-0.441245	0.137645	0.00364054
0.0112108	89.2	0.0120845	-0.441245	0.13728	0.00362952
0.0111982	89.3	0.0120774	-0.441246	0.136916	0.00361853
0.0111857	89.4	0.0120703	-0.441246	0.136553	0.00360756
0.0111732	89.5	0.0120632	-0.441246	0.13619	0.00359663
0.0111607	89.6	0.0120562	-0.441246	0.135828	0.00358572
0.0111483	89.7	0.0120491	-0.441246	0.135467	0.00357485
0.0111359	89.8	0.012042	-0.441246	0.135106	0.003564
0.0111235	89.9	0.012035	-0.441246	0.134746	0.00355318
0.0111111	90	0.012028	-0.441246	0.134387	0.0035424
0.0110988	90.1	0.012021	-0.441247	0.134028	0.00353164
0.0110865	90.2	0.012014	-0.441247	0.133671	0.00352091
0.0110742	90.3	0.012007	-0.441247	0.133313	0.00351021
0.0110619	90.4	0.012	-0.441247	0.132957	0.00349954
0.0110497	90.5	0.011993	-0.441247	0.132601	0.0034889
0.0110375	90.6	0.0119861	-0.441247	0.132246	0.00347829
0.0110254	90.7	0.0119792	-0.441247	0.131892	0.0034677
0.0110132	90.8	0.0119722	-0.441247	0.131538	0.00345715
0.0110011	90.9	0.0119653	-0.441247	0.131185	0.00344662
0.010989	91	0.0119584	-0.441248	0.130832	0.00343613
0.0109769	91.1	0.0119515	-0.441248	0.130481	0.00342566
0.0109649	91.2	0.0119447	-0.441248	0.13013	0.00341522
0.0109529	91.3	0.0119378	-0.441248	0.129779	0.00340481
0.0109409	91.4	0.011931	-0.441248	0.12943	0.00339442
0.010929	91.5	0.0119241	-0.441248	0.129081	0.00338407
0.010917	91.6	0.0119173	-0.441248	0.128732	0.00337374
0.0109051	91.7	0.0119105	-0.441248	0.128385	0.00336344
0.0108932	91.8	0.0119037	-0.441249	0.128038	0.00335317
0.0108814	91.9	0.011897	-0.441249	0.127691	0.00334293
0.0108696	92	0.0118902	-0.441249	0.127346	0.00333272
0.0108578	92.1	0.0118834	-0.441249	0.127001	0.00332253
0.010846	92.2	0.0118767	-0.441249	0.126657	0.00331237
0.0108342	92.3	0.01187	-0.441249	0.126313	0.00330225
0.0108225	92.4	0.0118633	-0.441249	0.125971	0.00329214
0.0108108	92.5	0.0118566	-0.441249	0.125628	0.00328207
0.0107991	92.6	0.0118499	-0.441249	0.125287	0.00327202
0.0107875	92.7	0.0118433	-0.441249	0.124946	0.003262
0.0107759	92.8	0.0118366	-0.44125	0.124606	0.00325201
0.0107643	92.9	0.01183	-0.44125	0.124267	0.00324205
0.0107527	93	0.0118234	-0.44125	0.123928	0.00323211
0.0107411	93.1	0.0118168	-0.44125	0.12359	0.0032222
0.0107296	93.2	0.0118102	-0.44125	0.123253	0.00321232
0.0107181	93.3	0.0118036	-0.44125	0.122916	0.00320247
0.0107066	93.4	0.011797	-0.44125	0.12258	0.00319264
0.0106952	93.5	0.0117905	-0.44125	0.122245	0.00318284
0.0106838	93.6	0.011784	-0.44125	0.12191	0.00317307
0.0106724	93.7	0.0117774	-0.441251	0.121577	0.00316332
0.010661	93.8	0.0117709	-0.441251	0.121243	0.0031536
0.0106496	93.9	0.0117645	-0.441251	0.120911	0.00314391
0.0106383	94	0.011758	-0.441251	0.120579	0.00313425
0.010627	94.1	0.0117515	-0.441251	0.120248	0.00312461
0.0106157	94.2	0.0117451	-0.441251	0.119917	0.00311499
0.0106045	94.3	0.0117387	-0.441251	0.119588	0.00310541
0.0105932	94.4	0.0117323	-0.441251	0.119259	0.00309585
0.010582	94.5	0.0117259	-0.441251	0.11893	0.00308632
0.0105708	94.6	0.0117195	-0.441251	0.118603	0.00307681
0.0105597	94.7	0.0117131	-0.441252	0.118276	0.00306733
0.0105485	94.8	0.0117068	-0.441252	0.117949	0.00305788
0.0105374	94.9	0.0117005	-0.441252	0.117624	0.00304846
0.0105263	95	0.0116942	-0.441252	0.117299	0.00303906
0.0105152	95.1	0.0116879	-0.441252	0.116974	0.00302968
0.0105042	95.2	0.0116816	-0.441252	0.116651	0.00302033
0.0104932	95.3	0.0116753	-0.441252	0.116328	0.00301101
0.0104822	95.4	0.0116691	-0.441252	0.116006	0.00300172
0.0104712	95.5	0.0116628	-0.441252	0.115684	0.00299245
0.0104603	95.6	0.0116566	-0.441252	0.115363	0.0029832
0.0104493	95.7	0.0116504	-0.441253	0.115043	0.00297398
0.0104384	95.8	0.0116443	-0.441253	0.114724	0.00296479
0.0104275	95.9	0.0116381	-0.441253	0.114405	0.00295562
0.0104167	96	0.0116319	-0.441253	0.114087	0.00294648
0.0104058	96.1	0.0116258	-0.441253	0.113769	0.00293737
0.010395	96.2	0.0116197	-0.441253	0.113453	0.00292828
0.0103842	96.3	0.0116136	-0.441253	0.113137	0.00291921
0.0103734	96.4	0.0116075	-0.441253	0.112821	0.00291017
0.0103627	96.5	0.0116014	-0.441253	0.112506	0.00290116
0.010352	96.6	0.0115954	-0.441253	0.112192	0.00289217
0.0103413	96.7	0.0115894	-0.441253	0.111879	0.00288321
0.0103306	96.8	0.0115833	-0.441254	0.111566	0.00287427
0.0103199	96.9	0.0115773	-0.441254	0.111255	0.00286536
0.0103093	97	0.0115714	-0.441254	0.110943	0.00285647
0.0102987	97.1	0.0115654	-0.441254	0.110633	0.0028476
0.0102881	97.2	0.0115595	-0.441254	0.110323	0.00283877
0.0102775	97.3	0.0115535	-0.441254	0.110013	0.00282995
0.0102669	97.4	0.0115476	-0.441254	0.109705	0.00282116
0.0102564	97.5	0.0115417	-0.441254	0.109397	0.0028124
0.0102459	97.6	0.0115358	-0.441254	0.10909	0.00280366
0.0102354	97.7	0.01153	-0.441254	0.108783	0.00279495
0.0102249	97.8	0.0115241	-0.441254	0.108477	0.00278626
0.0102145	97.9	0.0115183	-0.441255	0.108172	0.00277759
0.0102041	98	0.0115125	-0.441255	0.107868	0.00276895
0.0101937	98.1	0.0115067	-0.441255	0.107564	0.00276033
0.0101833	98.2	0.0115009	-0.441255	0.107261	0.00275174
0.0101729	98.3	0.0114952	-0.441255	0.106958	0.00274317
0.0101626	98.4	0.0114894	-0.441255	0.106657	0.00273463
0.0101523	98.5	0.0114837	-0.441255	0.106355	0.00272611
0.010142	98.6	0.011478	-0.441255	0.106055	0.00271761
0.0101317	98.7	0.0114723	-0.441255	0.105755	0.00270914
0.0101215	98.8	0.0114667	-0.441255	0.105456	0.0027007
0.0101112	98.9	0.011461	-0.441255	0.105158	0.00269227
0.010101	99	0.0114554	-0.441256	0.10486	0.00268387
0.0100908	99.1	0.0114498	-0.441256	0.104563	0.0026755
0.0100806	99.2	0.0114442	-0.441256	0.104266	0.00266715
0.0100705	99.3	0.0114386	-0.441256	0.103971	0.00265882
0.0100604	99.4	0.011433	-0.441256	0.103676	0.00265051
0.0100503	99.5	0.0114275	-0.441256	0.103381	0.00264223
0.0100402	99.6	0.011422	-0.441256	0.103087	0.00263398
0.0100301	99.7	0.0114165	-0.441256	0.102794	0.00262574
0.01002	99.8	0.011411	-0.441256	0.102502	0.00261753
0.01001	99.9	0.0114055	-0.441256	0.10221	0.00260934
0.01	100	0.0114001	-0.441256	0.101919	0.00260118
