# time       return_probability   rate_function_DMRG     rate_function_Exact
0		1.000000000000047	-7.808568606529902e-17	9.436895709313831e-18
0.05		0.3245511126288672	0.001875520405480553	0.001877390654277265
0.1		0.01112657578072961	0.007497364696247725	0.007504862392586991
0.15		4.064627959835888e-05	0.0168510054149242	0.01686790270320163
0.2		1.606648367072389e-08	0.029910884157353	0.02994094261767547
0.25		7.033028264229981e-13	0.04663831472133904	0.04668525707260389
0.3		3.523422096770255e-18	0.06697849828327945	0.06704598125188466
0.35		2.112893972540208e-24	0.09085663945519847	0.09094822596638751
0.4		1.609988808951845e-31	0.1181731844246746	0.1182923143303366
0.45		1.685143383085484e-39	0.1487982799546074	0.1489482422788222
0.5		2.676932170116122e-48	0.1825656883958643	0.1827496020999861
0.55		7.315405524246341e-58	0.2192665882056082	0.2194874142383069
0.6000000000000001		4.01241702188216e-68	0.2586439875254293	0.2589045906936687
0.65		5.31707658045847e-79	0.3003888311819436	0.3006920812430059
0.7000000000000001		2.115159191102622e-90	0.3441392138202292	0.3444880664339414
0.75		3.232127602969771e-102	0.3894842314406605	0.3898817366703261
0.8		2.485258545889241e-114	0.4359738731742888	0.4364230620986215
0.8500000000000001		1.27662699433983e-126	0.4831358337968963	0.4836393406285703
0.9		5.811980803468407e-139	0.5304990108056383	0.5310581447883991
0.9500000000000001		1.975469153583223e-139	0.5322975366831847	0.4963668882917822
1		1.118797815512965e-124	0.4756804946690746	0.4267795587926539
1.05		2.279329562999845e-110	0.4207674648015602	0.3640200482874332
1.1		1.212142755231583e-95	0.364255323614798	0.3076371585345011
1.15		1.106624327544771e-82	0.3145177723170433	0.2572408266734864
1.2		4.154916110913158e-71	0.2700987489406438	0.2124910233584165
1.25		6.245523843775004e-61	0.2310430427507791	0.1730887113121837
1.3		4.750656748617778e-52	0.1969602366072239	0.1387683373846282
1.35		2.13063141208364e-44	0.1675955428639128	0.1092914663530555
1.4		6.281002198059067e-38	0.1427678399672465	0.08444126082133446
1.45		1.346171619182694e-32	0.1223090970826788	0.06401758264241178
1.5		2.317802142665397e-28	0.1060529386991271	0.04783254645364991
1.55		3.529695297465315e-25	0.09383902629271673	0.03570640186757715
1.6		5.237008950019522e-23	0.08550617769094955	0.02746366277721392
1.65		8.634835016480858e-22	0.08083511240137423	0.02292944424088164
1.7		1.716178831643552e-21	0.07969031123832437	0.02192601267846732
1.75		4.591108005953184e-22	0.08188791775882548	0.0242696055836995
1.8		1.844528155326476e-23	0.08724538939408115	0.02976763269666904
1.85		1.248535419826198e-25	0.09557109354101838	0.0382164287732498
1.9		1.610492393870749e-28	0.1066597377281541	0.04939978190970324
1.95		4.508071697669983e-32	0.1202947557920293	0.06308849919521727
2		3.149665211276354e-36	0.1362429453045516	0.07904127715512707
2.05		6.339250441534139e-41	0.1542653804636391	0.09700709990098251
2.1		4.256336329084921e-46	0.1741175091735301	0.1167292784149655
2.15		1.100714962364918e-51	0.1955597996804033	0.1379510666334262
2.2		1.250053293097052e-57	0.2183736068596293	0.1604225601781356
2.25		6.899475691746223e-64	0.2423900008826771	0.1839083414300512
2.3		1.924913901723733e-70	0.267543458782035	0.2081951381933942
2.35		2.55882498551549e-77	0.2939325066624187	0.233098672685849
2.4		4.172307164240311e-84	0.3199811310864901	0.2584689326609558
2.45		1.397161789644295e-90	0.3448303591394906	0.2841932971427589
2.5		3.321310786878445e-97	0.3702506575001471	0.3101972516047539
2.55		5.484366382606573e-104	0.396278246837564	0.3364427581050058
2.6		2.914823717554848e-110	0.4203575848093724	0.3629246289361794
2.65		7.170175542429063e-116	0.4418832344168208	0.3896654348179308
2.7		1.084032219343591e-119	0.4565448974017901	0.4167095436290205
2.75		3.998227494737483e-116	0.4428566994178575	0.4434026083558499
2.8		5.109670690091884e-100	0.3810456239024577	0.3820400558425215
2.85		7.536223950236092e-86	0.3266709945721123	0.3275054570853136
2.9		1.838567282555987e-73	0.2791328752850586	0.2798407588239247
2.95		1.053017072405048e-62	0.2378476938658337	0.2384512977287909
3		1.956404853802199e-53	0.2022765023300297	0.2027920206981775
3.05		1.581270167196392e-45	0.1719301679289358	0.1723703716428784
3.1		7.254861734040419e-39	0.1463652446643944	0.1467409801312334
3.15		2.409531757475782e-33	0.1251764593861364	0.1254980148983267
3.2		7.236739421432426e-29	0.1079929949133771	0.1082677352845605
3.25		2.420702124448898e-25	0.09446761615448918	0.09470226813089533
3.3		1.096147856539312e-22	0.08427511660140094	0.0844749710947351
3.35		8.077902394538471e-21	0.07710859119780233	0.07727744354147639
3.4		1.152982483181547e-19	0.07267794119683182	0.07281809482209377
3.45		3.75632838404073e-19	0.0707094579669529	0.07082208060282079
3.5		3.257133854225385e-19	0.07094711524006536	0.07103233479335344
3.55		8.666507178219386e-20	0.07315372668868336	0.07321135226047293
3.6		8.055585690956902e-21	0.07711320204568528	0.07714332597028895
3.65		2.93676263121306e-22	0.08263260702845138	0.08263622617419364
3.7		4.644601205274257e-24	0.08954389452983404	0.08952343955362611
3.75		3.471011327997223e-26	0.09770461069559812	0.09766466381634395
3.8		1.312980360518878e-28	0.1070001382772342	0.1069458671866088
3.85		2.653610915496434e-31	0.11734036093451	0.117278252401707
3.9		2.978754975414041e-34	0.1286606462367758	0.1285962878623406
3.95		1.906088317728323e-37	0.1409176588332211	0.1408549647803752
4		7.061367249802273e-41	0.154085583530926	0.1540264973800505
4.05		1.524930918376128e-44	0.1681529916368836	0.1680967022802398
4.100000000000001		1.92083531424987e-48	0.1831188738546339	0.183061280084009
