Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -17.529490   -21207692717479737414562256061022145037091316469496023822294024762270556610656570647152944736483420614030683879452893228420727383242547712991374219046984065579323361844296623904676618307340508240854063990405136826244085543305501297450076611088601030170916989480862935220902588528352654931207106504016527360.000000    inf    inf   0.006448     -844293454172353360708750160253921768183014087372480140402056133861035291507453395595910269475897014476405211338146375749852582735326008158436572857109555139154708654169302023361356038873191963818832151402629954473622035936416143426549572112284124409916493471258404467093348507364676531636935228456972582912.000000
0.027465   -17.510426   -137375977074885575860186180172675908321258791161977425665691455434349691746592323183186030418908560582388931276981440091399740174557686038198204341019515268662658598628362387503089159506070614399072892140445578309485075561248114232611343705342301569489913192118448313416305082368.000000    2437462182873050523433089515817911912498778133510353435982354414684775564286538910396470006851321659916018686304228941760808322715887471890050362101268025552292981321914825271289172681060037768878345152232596216347465231271810126116127336527331899247042396067150427228496361160704.000000    0.502036   0.004820     -5001903215974110251286523627983721643544527030794856527565877145544817696151077416997264198714143322617583236935280179758593210659929450406566128314242615286144141239653714490392800236626772834906694393111306637276993804576514969780216199142317249913834196264256034956737530298368.000000
0.030030   -17.491008   -161011654675719326034212660255115372265320668663588604251968271982519369546765866252943835610120046741573849886308082070964165273815769893405439923889234414730570152003994504828210105664428189302862468170790449741724743414818897395262646174875095022960640.000000    2856835527627594247367336859922058419411063709629513028155085117279337367320343067571976381846282936317108352654125806020674106759489794722849767854963132599082857402038661811054255681101133277831132369907497305628488210081251889947137611034667397037424640.000000    0.414895   0.003510     -5361746694973936000549561969080979386555500642883612816194598301182526093122589919458674336366650322422311504642658700094448549768675890359838840869508298052406639351501346145210600415768949226913821913868218277306752997439153299855728204102035673716883456.000000
0.032834   -17.466493   -18896626643650575243522952533976352403947968339411847948949636865696542143228559952982210346229561453450747737682696412076947231206025645045902888987876430707716994246618565434577301183831487149729885257222142360061704880975844999168.000000    335250213188809050905210696774049508676461723140432447775808413579143148272106348897367344193630840086443382151273644526260579167444109153066936310423183625752509909471960828048455239219545670111499105795102990725684715522745859833856.000000    0.411441   0.002893     -575516463560216800385777846259108679530311875696606269597896990768144953242427438243961080146460760397329589515653939625585816566234882519852854489295465883607528189876793330288239303923629336611645587577330716044840055619512420007936.000000
0.035901   -17.441162   -172566664952928792537243104422804386985922591447384686855542477629429309253968188299129700243977245635387808903911127524073856271915338870924403773848910002932473055066894320309892806934071491719916484857583108096.000000    3061560621044685488909319234105948250764517649980649626256173181906755892000721286628096916182216000320499201209190501898343929634685386793750853805070156586596728676830887738699229028728082409606266751445521924096.000000    0.340990   0.002317     -4806786858157280897148040025472033066888933725602378515334151500678097737518121182163432064569617549934384939604911687181120111707966089069036332020676930114936641233961138387522861449549629199613692091896623529984.000000
0.039253   -17.410798   -75786949439934048391318420649907223276561193197496865924802515784236763700904354123194325245553935911248933828596974273726509176756015939591151087359420573181796477976163303381733561765908709376.000000    1344355052231037189081343087398105834179236624169385265317404326234697823069599450728878329631999733081697770562302971459763839912138232720213625057912195703610886446836519095457434971052135415808.000000    0.348919   0.002017     -1930709241029935681335496174079762381029251003100386307549494142051239208325788912209324827489046242344070353933948230867536687464095662443061811997782754083313147642738141260673935319382519447552.000000
0.042919   -17.381418   -1345540546569190257093476434373873549369718253903261534050479224982427983025058716135525876044142124174013510113896580464634276180443508188560454422811686125328274224358644252672.000000    23866809970564493268663370622166911854780157966570664201159265487444997991050823420092341416363047286767985706174992926685197747319781167566107296637571078252046998895932907454464.000000    0.307404   0.001620     -31350446326006549616498610996411802737467807060648448107656830284060161538682864692211291518846462359023956948393115892995701513698230424367524498478574964369463342155255691345920.000000
0.046928   -17.350360   -658929308745318103010596913215405428953754425782362493039371809534039171070597809865444199797827112553466607230757621003899104321853938107909499927810430065442816.000000    11688014617085161951714697629047501763345272823592670863625209265769071347254140675440744078970576403076446950609406562951236839598246708362722077528033363914391552.000000    0.253985   0.001292     -14041394902326605586319649293791730069248155661524068063865661711397287833980339573391722301230148695685091536578471333332872692447527120708275834984910066649399296.000000
0.051310   -17.314565   -6322650746684742995661984526831637163445909304499329805197912168888694486963302218749046021589572086857332731482920249270524975438930693687187865600.000000    112145316004459208873783448279338983227879348399761275367655045482134789436492176882894230310613412201839566512510550194815013233487464258119017693184.000000    0.222083   0.001084     -123223945717966950947688643899876915791877385341623440735281842393265198145761846974576636776611009813337996441126978329079854810343374259556328669184.000000
