Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -13.818830   -1176959403556063679043313938365542630434460949712322616596165048431840758390156410178893093000810815874471116561762964936389409885092939117382858356800470944727992012794521261714412976447690978185527924781598501549174837847684359041325203456.000000    16589164092797629465480970884912374243133381673221024518773159036493262066552176338308688321622397205390080359713890530880551200119226854486672843600312508743030607738273875080944793604047227276938376419231039325496235660812795100879569027072.000000    0.036857   0.046371     -46855597800601769957564962567111030268303946909530299846188634219360464341674339047115407649215656494648521263859065420753851585716781376312550769399557198019592908726477700510697881535591345924699823450677065852647445903026860942165394063360.000000
0.027465   -13.791483   -1702304821719770740727514806231005728186509532463422739116890191328942826432588216846002021913814295854307133163877798875877924556373981218575961436157344842796608700361642860437866299796390273839515272541080305207869440.000000    23993739781578948665015053654037819233789099473809845013535799082316939940189913403043988515427713974254880296280346211199122651790855262609073259878670714502022902110752328116842605823609289119762213303832104822139518976.000000    0.030485   0.038322     -61981462433470728796123960969731226413224581941997223613937221871618066943628599251029514630328479868484812138751190056432016916262875455922477968129706445473250229392311374430636535647337756783580133302565558796062556160.000000
0.030030   -13.765857   -171057107091419210345242885597360840855436525546100119658759790705401921431238868363165560736236495719057762084594325626427935477655469202655394923761697882566711608090238911092907648375578077754818560.000000    2411012838816013150319748626796641613857134861373815953143635512350311345246657362917859885875229693949982661684908145970686531920700243240602554399839131392883164385079158701256421563215711390855593984.000000    0.025227   0.027810     -5696263916089849186057738928283456820767107991870721521068857200407253658220497170150098159961636794777549524062086913246749118456458931169210842636171213547644467555245989727526828792411838861411352576.000000
0.032834   -13.729154   -553449446057104690415440082749031216663164005752938904372884606970921448227570710200753745368546120187873476792332108243809490228939805414020608380048925428163947146321801117687611392.000000    7800714910080581291908822970580933948686553802805732766020478631913933339662234974609067535470717919801541045327188829840045520764000606518379679479765803335546252047500419212723093504.000000    0.021101   0.026937     -16855879832984423035053873759177826966083936266384151310422073050741866895118756595642552971698714381228960497068970787721803116931554563095436792500036786839737429348126366429148610560.000000
0.035901   -13.697048   -69821710225843518385031580667596626937712366845258900965167017196287562279542030544371135344072842093685490809975196270904686621710237500086600917613918668333730758656.000000    984113284197463093127415569273282606577245513681706075645369769402040578036783864717974241127220575991641046063976819175597606675025047539306255262283108278018232025088.000000    0.017762   0.020853     -1944860435352316679521069160172811938595264355632369201120912115013993595641107834446437039683652315495014326139827279956990406404817262855319588476346865876312556306432.000000
0.039253   -13.667561   -231776306752662635254656475502896615989222960019481122487832048359968883506155091762511051298876955770920449585489030842851804995904458526479170966388736.000000    3266795322711403513248361482741274698146178303172297516606052635562791676389186924461054113481091647992835671444166325375131875978155414618732399033319424.000000    0.015336   0.014298     -5904613665098383453538655622914064439473315768659839915999459097596474836972683062260627195379589590299576184101561791087103846767518386822042083148169216.000000
0.042919   -13.624721   -10365459266973950046420521155148292866103012058649054810120129733505010211767244238393795241553134694918291478135734603405128881597648470016.000000    146096489370791136404470089237277203604346260696809860312743026015206460792657510467468689640181277485497122669013571939195400878386592088064.000000    0.014412   0.013022     -241510205859087300953299710735586984888810704276564244291510719831738947915910336583118402222682073296647987205942685721724572199156291993600.000000
0.046928   -13.579099   -6570975532902689335579899274435890041609452926126356625203019385927983174695378412035296730877788181253090111641768113786060800.000000    92614562947632140860638509806932226317401011309732307471974669333498355294345946924455700168772054169379976965876337521746509824.000000    0.015524   0.011965     -140023612740337444655598179711041157791509841126013866810790124313502946870020808657798579548893864416159041203735949379018686464.000000
0.051310   -13.527141   -44052633957749349776525994820637448730138884907768256382357405907918052390088389159016821337832809870925228454969344.000000    620896055079896867466381306108513549209485246830018824791747963348334158177199776956013791685576131266020887844880384.000000    0.020781   0.012057     -858554361616368227148234797293361697124935904074055405533333938425716080214433312749270953013861255443809554271305728.000000
0.056102   -13.479836   -3149884996126426999583555472832475475988569637710934004831512762042859171425984477265803074285769395798016.000000    44395445777035931206425471267781593703935818646552424099535859231053006691461079174992286646053834183409664.000000    0.029331   0.011483     -56145519672013078682803341029919072996215318953587934477004899083501488500818801669668638585506828633767936.000000
0.061342   -13.415540   -1349503159568179546217400693295134093092921913129248057152669061153979512521513654225825385414656.000000    19019991467843218644424424219946850406611593923164323965613321624778914093168116919023631918432256.000000    0.053794   0.014834     -21999803595915673307144064605668099961874348648597329782536801836170142737128894549382540155682816.000000
0.067070   -13.358181   -4426094177488667979462822484307959039120649834480398886107661257026048186573935939158016.000000    62380264894521845324961265559735841020304492500641524803822756443400021554419105496301568.000000    0.079670   0.018669     -65991809706629204242348184018457631140107076209481060898919132151855098130552222728060928.000000
0.073334   -13.287232   -68827995816825940088881130114417971305984826608492824675194501859616098210545664.000000    969998398252091289982893993273395432652959888574290326609060558158785306098139136.000000    0.131101   0.028381     -938553429995236085744223633124766814251325231182645124917394588713239868054962176.000000
0.080183   -13.212891   -5175486639436491062488414486146277535297897136053309120653306796739395584.000000    72933862559901293624376243413579300321916161576686105651754480495279210496.000000    0.183449   0.038848     -64546033513729083825549696714251610477005868246340356097436841880540151808.000000
0.087671   -13.132366   -1593451546722830198194382563505064330033304903863013322622800756736.000000    22452169954638333908477480407781459827371706770613699077273647316992.000000    0.283892   0.064751     -18175305491414781500320457891135035425620886361401381839980902481920.000000
0.095859   -13.039671   -1681932668280319728658643305471879807198068026163912033435648.000000    23694240582190666110892606154425617630546368177177901903380480.000000    0.397029   0.094655     -17545912244733955676398083443137901392653282542261866596401152.000000
0.104811   -12.935379   -5591323476742163968769900225370135931369932612366761984.000000    78743400136092114209743114381764128083691851856880861184.000000    0.539676   0.142903     -53346564359691699865656772232350971974026791011080994816.000000
0.114600   -12.826661   -57174621856248306263596224580340745172309910749184.000000    804817894540974381388355262043735154846982140329984.000000    0.711200   0.207450     -498907034509352033261778310867578495380324563812352.000000
0.125302   -12.727411   -1824753173192522459662188472495352301005832192.000000    25678765120042537486473202765987783997652992000.000000    0.725769   0.225489     -14562801970281220673110514330420913388417712128.000000
0.137004   -12.599145   -122010992504371512646810619556301107101696.000000    1715667899055917170038302845974244193468416.000000    0.893709   0.314294     -890562217504355278004558282095131795390464.000000
0.149799   -12.464274   -19220864444875889407973403172152541184.000000    270089351744786166236999346054095699968.000000    0.963867   0.359628     -128310651989858464965827903255560060928.000000
0.163789   -12.309597   -6117100791761841206059791852503040.000000    85849652895882441435515141148901376.000000    1.119752   0.469457     -37347361222466454833863340863782912.000000
0.179086   -12.140173   -3865863670451178570614239657984.000000    54186296892725899815401138683904.000000    1.214377   0.562758     -21586652984397581454722690187264.000000
0.195811   -11.992623   -5561448845505830103333994496.000000    77927300026042031118326169600.000000    1.134388   0.563832     -28402149704995033803411947520.000000
0.214098   -11.784954   -11240344958832799826051072.000000    157066162678240176899096576.000000    1.375589   0.743868     -52500978137417637540397056.000000
0.234093   -11.609229   -48157579542237024354304.000000    672608709642772268711936.000000    1.336982   0.699504     -205720179947046627704832.000000
0.255955   -11.368830   -271473520199098105856.000000    3779951240495711125504.000000    1.604620   0.790925     -1060630737918655463424.000000
0.279859   -11.151180   -2800037320696073728.000000    38890113718711312384.000000    1.715115   0.861239     -10005183182220369920.000000
0.305995   -10.876639   -37834691438393664.000000    523786540515997312.000000    2.067439   0.964959     -123644815457489184.000000
0.334572   -10.600656   -792184733279422.500000    10913913701472478.000000    2.364673   1.059099     -2367754510769217.500000
0.365818   -10.326729   -24908271081032.851562    341787278914922.062500    2.660364   1.024235     -68089207196200.640625
0.399982   -10.006669   -995891752609.356445    13568294297310.275391    3.147803   1.157387     -2489839310637.195312
0.437337   -9.687573   -56125337396.209396    758117809491.788696    3.481419   1.242106     -128334268109.457794
0.478180   -9.333886   -3995212761.338820    53465348998.876648    4.011541   1.251633     -8355031170.312695
0.522838   -8.973657   -373299359.916648    4933977495.391482    4.414549   1.335828     -713986315.262839
0.571667   -8.572092   -41813964.240999    542785322.191841    4.906991   1.462321     -73143947.884506
0.625055   -8.197354   -6248976.728664    79694805.950776    5.093598   1.476808     -9997466.793361
0.683430   -7.808431   -1128143.612882    14122107.974901    5.382714   1.532845     -1650697.545091
0.747256   -7.389347   -235260.548330    2869767.993717    5.544053   1.590501     -314822.726733
0.817043   -6.997027   -60744.334261    724067.969368    5.641261   1.599794     -74337.996179
0.893347   -6.592820   -17919.297824    207451.203872    5.621195   1.641552     -20051.218318
0.976778   -6.174978   -5946.864392    66447.461286    5.471449   1.706299     -6081.923164
1.068000   -5.777297   -2277.832559    24553.627312    5.255024   1.730067     -2127.391705
1.167742   -5.391496   -980.632546    10190.129362    4.979184   1.733166     -835.151055
1.276799   -5.011828   -463.602267    4623.526143    4.621159   1.746601     -359.172061
1.396040   -4.651173   -241.618291    2321.562671    4.317958   1.741284     -169.742318
1.526418   -4.300576   -135.355037    1247.876767    3.924881   1.733069     -85.857520
1.668972   -3.975409   -81.890516    726.023289    3.534471   1.706766     -46.684498
1.824839   -3.662225   -52.384125    446.874574    3.150128   1.681114     -26.699291
