Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -inf   -inf    inf    nan   nan     nan
0.027465   -inf   -inf    inf    nan   nan     nan
0.030030   -inf   -inf    inf    nan   nan     nan
0.032834   -21.815100   -77883292869932699335725506862446917716106745758942512561026446641610670780562207684698711674876757728089119245091374810112390441762280420513587375691958126518076038582823948499590415876724001616596477382426506391549198237700026565779792428093463807437906058511672313157667062486537473097728.000000    1725554465493734137700618406578460967015927089247729042620899588594527453414038971698516734242552600604424721488947763840887236092817182578377236040053674354646030267003450369377369970697726901256964163189151526214620768678755525773602781830756848531684761780882727452571589671343867157282816.000000    0.185649   0.054664     -2372016875191279416322793537471019417753212907476088335633585147404510503912394382855035558034532198163094353597706072948573090083607966804068356440311204918212434352424279180929924141878140467820650909717568474689222263157567099435950911599983470658225009668918387255196892868424617731031040.000000
0.035901   -21.782076   -7015107478202350162914609934315794371525216435339873505805422821505113300705821911510813757655000443580195369691027775526203498992528180388017949608015548561866826891143284947935805585784496156347421940027509759834317002206861524409228041874392028277586523674640384.000000    155420935033460478033595599243573811719798856538168889656231608691423209737890343088404827576472771593221455824019780385379719010571812897778913605524401932864180880556620638612800465286869995936548886164871358654262323845729477834885640506246409744952434576863526912.000000    0.157331   0.044204     -195403477513932356268396130132618317856312503758009124770104570480671553663161236105679703615141379404609372023535749840053617869008018610550938034165451325812613815022831048014278040155103756048387829053117165874415478202278833619349800528164877759276894185387458560.000000
0.039253   -21.747449   -90413541186331220899178337148053928467361016337902726048317404579158389476456805134473736214309176687298276397076561059286536670630252872566742374453886277098918167226651257157364020810806997812170759497868245078013118857887455189907953156096.000000    2003024794624118028112543978373393466306386566526224595473607018275864834398740928338831182250428621251373163857124875492997358169626698808190069418602802899932483427105095470823177346228650508048255518789413434274752406182866525738993027383296.000000    0.136591   0.034952     -2303328749510389322205223255613633358861441690415193274377398111839338451018617635648950538905150768739206784340440418746274555597304357692099193836136839907013902415030614137162493016565711067185092363052628360363467273027538068200056611143680.000000
0.042919   -21.708480   -102414264875215993211788121627871352598692594840461439659158467083505371071119659510202432571684987001041000103393831832940467830110796469983208588880142147405969630491545778736075348676166884605482275717338256280949620736.000000    2268925260815334096904459077235011034016124645444408794987970990552871194176545158808899879510025040508146892315337216195773695387342812394620314220024758670628034433703360813606805383747488553061834596043888290197974024192.000000    0.112358   0.028809     -2386203018686048137701225017933206949143964222239789270648056195748480771273824258087282626403466517824788489280336493826288655089356270577872703033755354673125578816655454087911654117169715136535778923418014163199613468672.000000
0.046928   -21.664201   -6887624500193248594964398619678053606616189492641046064178191276884435876307117045086183997275078339123032650135403541125446235906268690751315377512445166149695983787715933503769951263370872467375521792.000000    152582357819249016814790699462020052603735336254238883341700595285404401756898952326461372332687321360284766008792177795985510459896998156373611252503216762728107590811238811068967227732019266722644099072.000000    0.097509   0.024928     -146771215459067213616879471275396874070743984882075674187936422294991576780546220696362092850007014886167986971169903813713232407779110180110879426073785546032109592050798506741895788503707986055214923776.000000
0.051310   -21.623923   -23564467930301708087208488120796583184158510202314542854213540118997779408172285854589146336386773816936742809628497507189062154167898627372270261565559256400513267540592342560353026048.000000    522036943197263812290200343262289887036036983526212574843162187687627997831611339502440185827586844406259854887511210607922363123510836882762257668992113449644872183466222614403585409024.000000    0.080314   0.018574     -459254643891063865979848280098535677120960030391925678975813149696485559257039657866370371155583977400615530744163052715129690686702233255064401979134577808829512174613050656775225737216.000000
