Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -inf   -inf    inf    nan   nan     nan
0.027465   -17.524370   -229320482632055730718497446064776175556382135155362484061346289675827196923080412001915821899890640335093426247874718179226739474054247707282729574107856791797607882268769773556983239537776631597593972698687879851859887609189044189184624823714370479703995041991967162445720453120.000000    4087962666373658080110682277013777461211769919066374699704153142798135092587762435965123442625354013769160910562593041440480198297295174388822605787925837508875678556312405447527392308486980669187839283157859950414572126461516103402046737686842415412276103552415361931743108005888.000000    0.301487   0.178825     -8349632038946282993898135842761980002839140315824122197643812137826771555396489475088781389620742806115202551640803034924300508562449350491439714998441743204902706193852986924742219163846596365784086946085894641791565530551758421370584453878304861051793212942788834194141191602176.000000
0.030030   -17.496297   -192915098112650471716463734087932893079177140121730005984410303313786470567480332685318060227902180830557738300770091851686038857479512657279851581597105821328990783959822619498322837075970742812860001389439413305499804533374047832811445285497644863455232.000000    3438808363281677959503091687975292901749548349581143072695707443325824899181686574202467467583115850921790475803172203197894631346409034953304793056818574796491339812542546145687167555829051682818179934234916563149384403504266610608643426086993667477733376.000000    0.347039   0.139691     -6424142971509121921793552245349649049862499083484776254856563644883605764030305657795198683420884936688961927377550795208647085780965908581365095256945319137531022571029869195370111931609999526983747850053525620567319233927305818141849641684952963293904896.000000
0.032834   -17.464172   -17689890982883741911530401266479754273410298987939887341253307653693394040169882305201518088322090389710435313906698779111963403116931495473929821163516038798173383366339847471764400523074954789979572783070683963677205886215812808704.000000    315314708596765012020211316390318114705910635171631731575224076840001550244001061502251873518002535089552188735819577186346176771693209362391959632488084752339902332179590495164409780692559628362118012972432336361705746335622091505664.000000    0.373291   0.116092     -538764071028299612081023325241103004573474575803763453535784512406941198484056670107503474800747810386777363414875155520283616635823965596812061617339929988912715007250911553464040582561581614478155771841526519679028671205977964412928.000000
0.035901   -17.434247   -142988521536108952662996083425317468416309477915377882573058942864133862828437678345765615197222797629750439674266017422324002119719997835414509359725843038517518550688860820109504766212623441926872296611775512576.000000    2548543150852415026847270469593607816454960567409595196460750335800356051818875677842461911266196399130717506430120091257429581135438285800540189921938042085446187800267691579995448695564225571529823270593414299648.000000    0.402984   0.084411     -3982897544984065519249044463540335354986046113618594643152485840242269992493910236617687519844185919390771967578549491387139375246763726052092031711873285693921151519916883627760687066219764699854584090157280919552.000000
0.039253   -17.400468   -58526731347483629777172797528337103562908044627706041135826390305121490698358072448004024025233646610449930904012946482209454263922635803291706941240565228459849795073239182986616060603304771584.000000    1043096237112160066129841710643042318318592749434376502873872148663322201837638689922680886376044723795159231392415516566557218412138509139448270767850526452467223320554456406781465608335369699328.000000    0.390168   0.064562     -1490996825903663183428152261719792236791172696283158804987816906049978524497744625862774029361316904652888824569202646077256668618183231341506248941941883866528018078629010631923383578417860444160.000000
0.042919   -17.356134   -750046202538245627486667058259608347067449309993145939868848527400676831001566323926829245831491061678067442562353753090603629040703501301922006348537100406028936655444717338624.000000    13366609248852697159445276265721724295170691653998877952857382383863021881788440371440722852121648436966893723051200995254294525186279768314079691418771621578822153099413997748224.000000    0.412709   0.059822     -17475715075741238758114793525849586736105948184660440871217645822850932591571947070773728108085712713309526194501014182503588022976341868017581588228679137161035539589590222372864.000000
0.046928   -17.312206   -293572343743683142419007168638325893218335043741032824841197281478533921544789943418855776830192780750511413154011557009214876823342839433110462417274975356452864.000000    5231172359087137841898940244205249003897990337446449723377547260958404959812749664793321501871293129299941058112231439773338191535521338268614877393307637936816128.000000    0.441974   0.050452     -6255853482607614267997455786871730475646598364176914252902831945188102666966619478596960526781872697863170813244659192326541888491211976033515091504559278759346176.000000
0.051310   -17.269658   -2647054522131906462352118767618332770918799833829160171829556553889711136872073311812849309894099926054799439303881959959301461038275591576360058880.000000    47163405764821084183664155599490842642122965444193699226730279954466811410145988326033117362453062815221304548726214970672387387575315199118295433216.000000    0.435631   0.038672     -51589201399225224838994127241672660816541817551530362183480691212232000951438438692669749708990156726335012300268273362059013589448719179108396826624.000000
