Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -inf   -inf    inf    nan   nan     nan
0.027465   -inf   -inf    inf    nan   nan     nan
0.030030   -inf   -inf    inf    nan   nan     nan
0.032834   -21.832050   -130696668741482824600890212672870146114088996106196832140023068447512218459896425736735209584649148057601168133679844854618929348332484392063249391087124474840797509465225079720082357369172738607556487800890392432032199737315439932904308245492860576429723716588535995947876880096059738554368.000000    2899898715089267228403340887049400112449280574498913018434868126393079774410936413835379897768005075511757698066482169754562010720207738243413925641197441949057568247520411261429374907925941947726738244505699447002279951864736087614961002324011218275214532005072575316363270897112973077118976.000000    0.781342   6.879317     -3980503293611573005285706070799842171039837692998257882904253154631184420559990415632899186307222438550859268058302548138675502210420214023713824161763224679388209425055023559365223430563791246790933830461646860168486220875015850434509500675991856506320456853444841811796947238759153388224512.000000
0.035901   -21.799235   -11329052951866710589937757495124124883489114840008323734364950384656618369034282665968585950349053175694651386646957463065952383947408757865964929078580345301096511589167314067369133076999113060230628873830526214045445665234209378283397582375387047437108524879970304.000000    251337719593662720472519879201130870339432384738387916230421633865275151109628238500800989921834110508019721662960387406118868900701129783548046521618488527449592304671934288594220540064656756280642462868486781858100457025126646942498649480281133454175260364656082944.000000    0.714920   5.779490     -315566988903998186638539917008053883320731702485658513839032076328097583417052642487132875591031154947535132889454527377683095145855181237411654200271342241989467178667240906547463413442085257390630322935932657287564304992584909813892926229143859578210545181329981440.000000
0.039253   -21.761814   -130537856688470426756348587928569726863235576079502985553162493077744925932471586304134933287833753467342841141324681764770373863695923985752024928939392607585707256792092833021876304318726709671926866903667483224888192340489377226522701594624.000000    2895751843773880222698092183343294258686231443412444962021961666255139311143170476750979565960482725245086469686412385230019953927965921449206507596517242189598340043257752700641899332368472047074021109347462851836236969326397163928630830563328.000000    0.640158   5.107975     -3325515119359982749079172112135340331620836402704294521883407533706560634732546650654200956075454132767353237812952462260051861129626058990573301257852782029034853690743116205785384452807974009345886443167242572337436716629429771693424893755392.000000
0.042919   -21.721883   -140123655191787035840449654860862203572826305341191968771245042507123549127118394825070206941105739195323534754259491747990234837136927481143230926269244655770455177370972555569897719034467164232101821763353258892694913024.000000    3108152412661850706195235756369175103600902568844540735250980254478456395350394266509355851193063375825207873069066633616977620721669530814246138824863461518213810775672990679840060411091148993100858136508591062881279148032.000000    0.567205   4.445288     -3264813641101283058382914498022395389564568691441201452824311848365276191434491028941418238090424543806398761670151608164347528168074385994118389835992629152997038887904758959491504419363803176143038466306743442677734309888.000000
0.046928   -21.682264   -10132743062625689822739417281702292073404593481765813102672615631041463670162186961590642517348184725155204973799596403843983368750114699793502018040469593250834956524757083995271307710033371173794873344.000000    224729811652693553899887744712519641252970695978264115426430002418755981104762408808755416649838086045380152396348912339871266943408016914561718444919383898207971099702312445724340549722550536880649142272.000000    0.512795   3.577144     -215922777903220043144304007460167051699548204188313679066231063645806305687996270000316191239551591850668171595382530590543726422320822102061623976131773586420600742752700347906118133675855804389950226432.000000
0.051310   -21.630210   -26664227003718447865315775073853703335720097008106999060136214852283843695579879713449137527463458310348000461721321070360656943202276170389043911675254873777500706736605939088259809280.000000    591337943964160720372834593842811969539321414327353692080719908256256618730628159972847067822761974249939395131229361158491122821307495669793817945059977821655355196021839078897219534848.000000    0.450902   3.465067     -519666733551679907731445859238619675981222325960045713673075129493606285514089971284561776613671188755862336043567165598415984735483931880351213831507265672054902469262390942430046191616.000000
