Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.079433   -15.806304   -4437144289116840756905260162782327769819890669140685261830958359318850555367777946828800.000000    74839614172588868037612454257172648739406261558072375408412648310168657727304720038494208.000000    0.352309   0.641279     -55860339455615258555520251371020888433569123478686493359335697363320803390479446929571840.000000
0.086444   -15.718912   -158048693722421365387238586675392690252609845180749328536696051611136019572719616.000000    2665497628039493939793138118570250548299060511696196888991942681740333470814568448.000000    0.389196   0.565283     -1828336825835504159185057811701790535210470461834940097205552098885755215967944704.000000
0.094074   -15.627513   -23532131327589953234228718934685534226393324523429187555161852933620891648.000000    396797559832643340614302434459806192211307489732787842313644596639779782656.000000    0.487557   0.521065     -250145033004245114638036283298463165020181328346202453040210529007404318720.000000
0.102377   -15.526857   -12392604815471170970254733608200834738295995226927656400323096870912.000000    208910265007211613151039179977441590116616972423284410102104270569472.000000    0.598168   0.473425     -121048247127501293086850387556876994325222788285046986317125006655488.000000
0.111414   -15.405452   -18952717901681788816355961605321959477291285029853081811025920.000000    319441708163591456005070870195448697189530468647230515714195456.000000    0.615788   0.555400     -170111120949448493766170179196988513912938915461429147996258304.000000
0.121248   -15.272646   -85335833352704539202565450908773038637682630784442171392.000000    1437213110627585475031884825534755849404726700797862084608.000000    0.914147   0.624714     -703814096191884826642600538127467637913539169023460114432.000000
0.131950   -15.151126   -1242046918138590498034779246988258828608639743295488.000000    20912465123865073696708004846376903515884631896358912.000000    0.901111   0.576904     -9413038279369035747252474633248109807326327197401088.000000
0.143596   -14.981122   -34273839800614042075356658173776026284469518336.000000    576532307264187419572215341097419449386724753408.000000    1.110291   0.648946     -238682130593133530172969576560142176955842691072.000000
0.156271   -14.818157   -2551498658437812463484840467831479701864448.000000    42879767772568510251435237240601506838740992.000000    1.225145   0.827868     -16327428356293251113445629315607953458331648.000000
0.170064   -14.650263   -434100049077958921862220794870924050432.000000    7289067074714417005326214468009409380352.000000    1.286189   0.832789     -2552569633973882780482844371843467444224.000000
0.185075   -14.470842   -152007183159520564560416465689247744.000000    2550658861949523536725678950352683008.000000    1.322586   0.848691     -821329032147405062672559466845569024.000000
0.201410   -14.264019   -95769892900568944674974237458432.000000    1605110017541621524176177729634304.000000    1.440182   0.847351     -475496548143264936450622259986432.000000
0.219188   -14.041948   -110993362559306706567353597952.000000    1854693233003466749765794922496.000000    1.689689   0.987757     -506384834150674545197839286272.000000
0.238534   -13.867818   -296340195716710511325216768.000000    4953196822557827423663030272.000000    1.623654   0.788638     -1242337355604513441619902464.000000
0.259589   -13.507232   -658325187885260167184384.000000    10949470834198613491449856.000000    2.348044   1.424409     -2536032151347665278337024.000000
0.282501   -13.340112   -5367178499403714396160.000000    89484407478317282754560.000000    2.076901   0.944338     -18998776534362818084864.000000
0.307436   -12.899516   -27469885663532011520.000000    452833834416159588352.000000    3.311353   1.764166     -89351479783214645248.000000
0.334572   -12.732330   -555997039175992576.000000    9190221293611044864.000000    2.799926   1.180115     -1661815015260059136.000000
0.364103   -12.427975   -10980452486124474.000000    181162167395668608.000000    3.061042   1.162464     -30157528930533212.000000
0.396241   -12.049008   -261713782040392.437500    4270048284874633.000000    3.641793   1.273709     -660491773298704.750000
