Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -13.819124   -1190989215021346058716832750444534032976917409350575155206617700121087332825756222662288077979253463584843747762870918321954761171757531855530168235494381278637638812112295605089408272913477291309993133584013719659910358341362233098299768832.000000    16789641331622643831017716103263912757327756576442659352004242020245967503479563134229610013460451933804028321081712297450542146200510362932529973618089775445747343141869646422291193127246423698823823351893852840474414698288434695326897537024.000000    0.140965   0.365339     -47414134655186008959091719400180579850364239244633003240711465841101461700492347576167641803962827456537515421142421326839992332889908863405632806865256601283502122426589896436281273957285047488720937912787971906345773654607517149552023961600.000000
0.027465   -13.790403   -1636914356076259418840733210290918070294844133398189996065959414904811824147706743101325039915096366531172451044817731369878841028861227915105236028528160799477819190959028166208477991414702075327203687483579104403390464.000000    23075468263134340034923888433844053262836087011207452696362911291797203090125776485805044625751862637642443975179924884015108997928077106755190873760812660689643446985904260379464608289486485028901320476293887115258757120.000000    0.116818   0.317864     -59600574687587548804302554319694314388582484467059552104273481631192693879519164201112106398592362451438480006314015942856997398894204709612006840329657916330351645289326120282631490448472344896076873297439681371881603072.000000
0.030030   -13.764151   -161631333692247114562795800610261265965839273001339143133499015270846025870434229175741334859855097070215061938204503018482250044351289912450301907220880333407390492510021317664142384574001262052245504.000000    2278460816147188986934977271700670695577981092947305035141540906178124690442733001233058677212258229905959318844479700391245811634764359529469351371838101490670482012725716836692594628040348438825533440.000000    0.096431   0.234780     -5382382231733707993225985648692251005928648081843567901943642155985154413291009794762885057079228290696163521650223456861686675359620424555105190279659108802660319857741631728818672399915730113631617024.000000
0.032834   -13.733963   -640829737261770991308695055535376378077612633271207003200592791062061269897116563969392458350084283030351107270357410034101288576407790305129555432893486650151078559593891881921019904.000000    9033395640468443960313566551776944759846554009258194886259574618984411836763430133710646353158432198701728543325977277607612059068395979380620108994785216600108043983486827998245552128.000000    0.080156   0.185366     -19517137692776499427921968202404743240830404409793672790661805555146793002805406492259805643544717894617237677536442930351509675382986208710936538105956481761389604516999447118063075328.000000
0.035901   -13.702115   -80414803916025437501809540600257184273262622535495805074953394164544629845070969182366165166298900938443057542434713468143398628991324515145329963414519948503681073152.000000    1133541408839050270208268003112122769419614343796097942450920031323069028419005440137368228304544605135701028525117818710432658229402545784242455645733817679126554738688.000000    0.066873   0.144169     -2239927524648412416448280916057104742432113327252579430954070945992298348740789522200077037471231508846153432879898525970016980357156788130047499393728157419267178889216.000000
0.039253   -13.660566   -193961039949471586348946721769359184099166031210003409688075511803682748132306963297778301169011733419388686501975627826902175637311353454127606929555456.000000    2734070316744495296594881701025911793585007605197471437051744231068126062829144481179582176686467635459705366114145975959314743674477545273759948867633152.000000    0.056797   0.135556     -4941251429139818742829306443766753165946021017543825210064684201980426033830331247849744243234555368462574769593170891838945255534272475178762932748025856.000000
0.042919   -13.625769   -10622543477473276457597323781652116821024000268108898414785517787413287476393245252198408419235141207160418091381811665184305172017718493184.000000    149733046751494954897857815552783576194288738523720677747036435056560338895810975805537774448522108487658574906011674570406912915916707594240.000000    0.048606   0.099864     -247500144076165373099267771010484459830151642124847640008719378719029897645771892240456218504527087894595904976420222857642058496757504933888.000000
0.046928   -13.580514   -6772537864089419627027194718235489206436368152320677922611606646984076911548747595896800011355073711270959852568458195422412800.000000    95462960237573743351538736318375052319655200430898845307717100754466680031389708531595330724762871300285339780182731858858999808.000000    0.044427   0.087888     -144318787127124846623346297119587384695067102090624961618884597764495437376814135949508123635400887089619777024508650996482703360.000000
0.051310   -13.530757   -47272652661515495940127829950550705447427662713581845176269203862393020217537860320338786966003705682385744349364224.000000    666326967757998029416769067801542095121585738130341533250119597081473232464100718900249706067743829620115661507264512.000000    0.045525   0.079065     -921310225550774122640724480998394200226734875891082956026931767756376094484028729584252082370805041685935934488444928.000000
0.056102   -13.474334   -2855811469292266081341810757835497119731670638030285104610156974410680842457652921214273172789811572899840.000000    40253102790194747790336788218636656872453699517200432059887948323930512536405813825524663258375293629366272.000000    0.055942   0.075472     -50903769256937624070995241552490092462729255377418798571178885168068116712613290154164580813321160181678080.000000
0.061342   -13.421212   -1480333334821913216901753189898595776317023633099236315704099116745049277866846798838893994049536.000000    20865141684929246851867830730635413109038483493501061350057324099409407754414133416546770639388672.000000    0.064910   0.065097     -24132616801719769355586552186339591723377790742928472777619246654699603632178766796941110252929024.000000
0.067070   -13.354910   -4215599767310618859796982073880696493341381303120198445080845776753888489903347474628608.000000    59416463229546078114064040576446338486436403791299120308722459096377686636769170178441216.000000    0.095719   0.067347     -62853397710917767438623768935861687553291234935450734906328928218184628111863794420940800.000000
0.073334   -13.285379   -67112955701458945288037045100881261267538964471720438313535153157449944500535296.000000    945865841899750073137606380912099873736451707786194607718254483485949969347641344.000000    0.147392   0.073126     -915166772229681715859398340353113223300470626016942768272166925837738401563934720.000000
0.080183   -13.212701   -5163394072578316511136674676534557082446934369089024216706669063968915456.000000    72765208002335153725860955313774709949519909183920628518643553731285614592.000000    0.208139   0.080547     -64395221178566781590494464935991090157226659538379100994700330295290232832.000000
0.087671   -13.137032   -1680640982819313421217203646623645050375998143174490151154876416000.000000    23681991178932068255781435022629607804026159276085351511152314548224.000000    0.268974   0.091996     -19169809930496678470087472183063430320940043647185742657966978367488.000000
