Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -11.115276   -17098748166394416729829414084365979717309834025790773560292570938177839147801820804198873902840414291784780300495653221142417178295452141972111299400922525878714870153222512332941990592174358528.000000    193880103869075579330910732064193854423006798303739407442046802629624002338922739830345795785877021083675708618810805145990169914996798295746405383285911226207927084266100354664575991574494707712.000000    0.085805   0.025023     -680713425252981165956139806224451135176383981925194814734332870630778742505702272598889759081079777790812981339408096467822460872910618778206393847146013877364025598516605859503109825043120521216.000000
0.027465   -11.096838   -336245200709088300711642085196911899317454229211978550977392106584896547854812230868457360008871590728891282155814362744586737392350684755084823363845129755311810290975688884224.000000    3812571204745201772032725200126005647333968087344345994072934419565800584444166804251825324964192993197532155352027744437472171601502072608518182533626438762384691377138795806720.000000    0.071550   0.018697     -12242795185841264557743307523408517997493614189844143234914329479518762160467046533804510818128464240704239381238753353137349012474256386439195976320830048201505666026525511647232.000000
0.030030   -11.072068   -151575077191302273717958153367449180706603756200109562711705287997198285021212569404471011345935010154592814349048960818316846541564457304636715813806443524521984.000000    1718633426422807806019858714112347803103739356076748539002648779162724416503028642205344201367895355779130330540542299694141522915230997448836624861606500957683712.000000    0.059785   0.016603     -5047505230647387253527205200882632796022052941109234015183320756873102651862069593035961800405090946821865786585890830703585929306568869900833295376000769429864448.000000
0.032834   -11.050835   -1670106936263287203677519381507832043912930514262641058939938227936727347275104755205621220902902155199623524592387880644446742016547387131505410048.000000    18936244285269907511221046337759180881251717187017273741335091051325877541647813038066712697949849912532000213577446203969046335759933778334069030912.000000    0.049985   0.012443     -50864847776870157260330278453491873173094478713648512256079686562288894827264248587067529945711892303842449904715144834562029234920221998458127515648.000000
0.035901   -11.016662   -211114670521805871246229181557575749225142584451770406045577936270985979650337287642270880037123070026436403349423597704841280788365312.000000    2393660948178736053566233409877838813451469345081978951730826296883324548127279764565625172538374147469103259927023705331736533230682112.000000    0.041928   0.012950     -5880528687885486436397134593446404532723539907698508357613303489935783086114762001069403051611798682846197828777316295699417557177991168.000000
0.039253   -10.992785   -475553163277478393117908136746374747642694219579199338651689625661059492767453042927353544811050725033614844914022997819392.000000    5391856745266495394159048467546025969399425870503709995488163687954047026809653732026733479274910691498815582946746739720192.000000    0.035241   0.009495     -12114947147576395285840695152540601525646907440115259566971316921865170709517257225779947064026438979153454178588403573981184.000000
0.042919   -10.957399   -8527791018677714286641312153128105174844573015055706366823485600472880781031102761919385698237948877868231557120.000000    96687707517905209429513667946364267558730843867469532818598024056405176384773388507768749240880712885488259694592.000000    0.030066   0.008846     -198693421236644045515138244296201804497656626503173160295610998721332885600362502222758036255975119724221890035712.000000
0.046928   -10.921031   -1330020481809018423163536789341489321459864462383327868313634495924286757950879276099846842920497840128.000000    15079562266892017566161815667971534573558191181937246556868129632062196756358674937196745193029388730368.000000    0.026533   0.008012     -28341951959646871200138858589249776611020627696154203603550187831941698034688394647181937598418252726272.000000
0.051310   -10.887222   -1603052411748155176609768891253154647968900549476029107687933704579419712451326503738964705280.000000    18174979817757046873630343364455380069628540113547179768284644866129451624524921469147333787648.000000    0.024675   0.006653     -31242346174488140744649899244313196357855428533560817714158737822999713204118908048364542099456.000000
