Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -inf   -inf    inf    nan   nan     nan
0.027465   -inf   -inf    inf    nan   nan     nan
0.030030   -inf   -inf    inf    nan   nan     nan
0.032834   -21.811995   -70856450681268410248367888019782004828513943658651584549135087506909177649233058844918126898329532629171481355782570017434492195679524243937171992885343143284170110024579781592716129541552753164469523826702259166344989628980352345410821298913365231222089731074617157223816324149918310596608.000000    1569893269780931966964149729881505473826144437531432886993057419034486235598951401379401688284669988683454308944525381903549249528174607236685662320589607023120578315557048823665700793387270245590516912591599999622033432722130163478973296709166555180421434800343992462663080403562346206724096.000000    0.211103   0.103719     -2158007071077662847008059681119140855256202705680981551847821103295396173270480662786578261818697263084704382922696037710588847526401759986286184636470197156498798744223608998484924310706196036976492316791276797416125855352523701720363050638320197316461289317549921598957903191131513577013248.000000
0.035901   -21.778709   -6387193300599875953776259210432140130076286403026825724544052893559650758446725999966795192204320798967042970628796614973844397728165395998695530188536464524590880981968944401792099326595499792236185544589494127119338150317050967731694148891487751919108434765545472.000000    141513041062003902285410298440245930685629796597545155005202492494240306587175528886155777232668103289750363333016704792222523256155759677423432083294988964864801230990972972510933101776871487540861327456214746593194215215582457430568287929684025350561347898737426432.000000    0.176257   0.083831     -177913137663107168385387712885378205426427622414135008689685900705514185111828031514107212936720028514618017852814149218075427282296021575787713453047457052287893455102908500067464477943673767805260114893744025810396141339115654476868166166849339671798612642444083200.000000
0.039253   -21.747182   -89803412730869959069969952172939421449597723937955879468921525048914874709670947944665531424107451886382694828205367689475547492359439296161071432308932175058310544484535104031206421197787867350727772671066030484276280834814640468698280755200.000000    1989558397735528710097986195160990131555896788690756407039985224948512568707043706997693473033413206493065783406592177314269682843922758960523405485436500682442044433274596823099337096954390556165013889060303232032130656501244975271647379456000.000000    0.152141   0.060721     -2287785431618857081589371572988483838339318450083006298530958377058920815089437244560948369351424031140203202732719552563476220229167661511074590419714332395688045672034078250772321190518813569963604237282976766165000475105065419696134810501120.000000
0.042919   -21.709718   -105414631375912510152514925862800965884459654396492767689765661407872302240381783981786827559463678371611073097314899538163884403288787919886421720320105669343453589916337689673851721884462516699357504185648420462975254528.000000    2335480381053575495072806821713723006674272733807730062963576089282084813100167220240307088678545368854258214445735203620326517336502253573737926470628800546642614155862033355319137397061795689567726338611251592822800777216.000000    0.123937   0.048314     -2456110112291121633685886526938644902509329533741731023284931890444751849491266618809963670428693358545236779611739641611951790858999420154198062682533636596302642113508943862856950658643085291809393359109056873306095878144.000000
0.046928   -21.671459   -8040171283136449998303156106948844721469768592858837798556618194623752474675617642694660619377147846184955272636109323314984846642421917314637825701087579274942555223416552549399909257072028216452972544.000000    178126515385096755317235489452630613991339121272231344866887626626727275901184336739308688780640654068309733325302171410919770239866225162426624772500624620918726140054967129648684652706695087421304864768.000000    0.105346   0.036858     -171331307578093933145805545326472562125061416272640902045121910982097872134510294089529846982697522494338001424457458254977561320093223065345482187410801089326449372270628572645043266150421888061994434560.000000
0.051310   -21.624617   -23886738287962798693052539166537799003316654181552538969760591966647071693111269611295893079431388602471318310774499286424523659731158172998598590806052051687948772794196442707065307136.000000    529206774107155821908832960710833787438853916681526015119179335619812945742539611488042327236357433398404261625675918039854504006748053796222434452929919316270560783260092517496242831360.000000    0.086909   0.031636     -465535462909853167659964421664314712552261537203638045689625302745037490751875448450520096064047382134906698475463203947947658512575770367436894585966852765956087144311733305077032550400.000000
