Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -17.530797   -22340726304192534361908931083758462717654261607732116110168839825868772387713126559529549497319220176739134851025459618093112534330155059060070417376418534856827115665327086008754093358385636046102281190090994562430503019116491814937486581519142152198464687556040926469136213677431192691349208197389877248.000000    inf    inf   0.009708     -889400333707182718050683642612455830182909201794638411750918405947434150462140144968863863761791410973290021332956838254733876206426820546614999397657450942457605662919136182571513108079990075492959208832032716169891708927224215375130243978934190174084197802086367254915154378185837442253427194110205231104.000000
0.027465   -17.510488   -137694737956247040038049534061059626103057887167897946707852578280195159802040661442876482810295232540838554200260344136024033466909328665434015414418604966019149342175640592404000461297171463193860989825289229964369713537549717354394083900478844377805734560470916156700609216512.000000    2443275610146449813237758933312117258490105135248199942405951019090650883265596387759094729433009565578043700755312268793084058337885927137281772607086591500567486581040861845250122546940871092821597757325986509694082958124083044356658547688969486670971161976784054104050429329408.000000    0.463541   0.007623     -5013509401506385406445682035052516061507378837444281860978800374524940657364964850114045895742559404582814352623966932628789523518948253024930889701058194612497914404701513741827507905228698721084061498014014363404054595900934115204323258552582635009716062814873088705162914037760.000000
0.030030   -17.490274   -157123111727603736484026814446499874786775004280191916455123443388111428815663159027937944393570101134120698364347499560434184259346074568234348238346164879111996566734336247383991344248179287349629166538214088641810367273389978932432747413331182125842432.000000    2787817482957479446801671961386750871337840979307398020882292165781953640260373879954519448050758251566473615951987376043774177171543013906722619843536003381307109127927170523086260026151251210159790467460665545152923439244279111816184776790036037213618176.000000    0.442759   0.005705     -5232256799709434067207774332359376535062466292959285432238218887376244509718637627665637169540611244955200927890118717119269350673881162914777841609208256189056964749622041084537271216208287197913732030405328998370476745081107278139991154081800535777738752.000000
0.032834   -17.468692   -20207710875144837802204336494361487539951831709216372332581819451204486589310331408445743947652355363885727168489503569188680134901005699028024366935465608520316409567624809536759467259603826005938827581331550486806601991829875326976.000000    358549814663304991456627701685509672680263298435256978706217648174994591540553351962738234601855047315421504115134686858931337434709688424394581516065427606203839899136081594563218783663747425891158608788854460237438429344001716912128.000000    0.353967   0.004291     -615446900593679439790956005892889354480718160752992098604023020808231798205760548543682446753401504302265190191541718822512893707666988217189846414292069711133529502845941316907731198413319998898067495478901488304329690267784558149632.000000
0.035901   -17.442687   -180052461210170951529635390665057181214381209977590697669350124124620538996455884456319160510094561511766515401273391257136903381198278466166615312401928579614916071311350621917139922031444249664478270122511826944.000000    3194352799465459302209576090459511000926524029085753650032092746618488666967132326789125681570709373731829251214280550423029139726728185660402279859451321583895790380452915000588348566354343010677310357285761974272.000000    0.356283   0.003523     -5015301214519036286509911459200127548911040960293361328488602203900182375584580988186335174488086879112594872732111230923302883977380340892207834075350044200256340059257851943273305427530839675430637741402040041472.000000
0.039253   -17.413187   -80543981509881206318878403126345943268857066060647681731973907502898630944848450947415776856594327383066874851197389323235077230823790927720252050679056441539732549971350820412200432208757915648.000000    1428762537147447287382955900919823914720251579790046402791318010639410465523342922638516320463207850848771700005916465979276856319494854522323808341229920801934114930612031416370182917076606255104.000000    0.351654   0.003015     -2051896936869336221250348866387758356992633607167321618269750992170871447241794042896147443207208153268279130808137176049760727281531601409981417363373986136245065644453848318778370159574148710400.000000
0.042919   -17.384107   -1432568269328423365056018098719080998072939664193973419104235184456280320459309954922981955442891638224004174632032961474942299004014319505714625047312857212170729126361307283456.000000    25411347967711192788982042023216510677080979806414412950566533037684182789732815004484317831734128002696767291604707807997232001775981202677204692029656064651889745126551466278912.000000    0.304115   0.002413     -33378150328085550969022271446470727919158766013547820128214551345581441804373552972787644891729057779670206367628354608423126275666362969509515487305672102847873894768626364317696.000000
0.046928   -17.350599   -662273615719012945732167451112019875982281590827095922818725975475557767106126490986774094730424596510400218210014602683730338160286624267049367283330074017792000.000000    11747054769481369709274226280342600507046957632708513573114441404426931431676586682861297696861461982502449368940466191055303222573613625869013711611614314950033408.000000    0.266306   0.002037     -14112660111308838401364564096316335850975560480451405298244203803629449449604608416430269206625432434712553470312913828081980941278928347464081505916650650985299968.000000
0.051310   -17.312685   -6094647212883551865041073458572765873929401311906538242259978396746012752290734185842083677512206578512997434145335189438122977751760066302378508288.000000    108091483167248803319024402689194054394000001683936568373156016644320902264140327421338894983599099916610506929129778582706488279867317795652190076928.000000    0.244936   0.001783     -118780319745528982821032276255776106318433230226584150597927404322554763402053851026326393102808192817588543290833336752164224230345157669829556043776.000000
0.056102   -17.272154   -901423031526403545495189443559558420962128414082207262640663734245498121622580996565537786609529357837383211967437627096350693030625280.000000    15986603228332967530408651112385285698580901332307565278272241095642481044830134683429556803007439528469683727531941721685503768711397376.000000    0.210110   0.001550     -16067527738825417351322032258408256739563829995043906172104680818903470155398632788608306951253012618908197104920819840561903662578794496.000000
0.061342   -17.231698   -1770450682777662905897702385770483672895620407503576721378494740362662123516119379213963896061799829589244960004937621700608.000000    31396739224548152143325924581891502050434777568390723267864846177108162897396284348636049000285230622077394701370828959776768.000000    0.183144   0.001272     -28862153468263574010383150576547533696225017109932701004148753771176545616030619072261510987157202522161559720783833439666176.000000
0.067070   -17.180006   -31106529683506018833495246743549706215745538821317233918443119485528733535297893379892564390468339465019574976512.000000    551568466466845963056021193985365199399694832840383388984827442181042890049903448469544552457265878360694659743744.000000    0.164066   0.001185     -463789541114615727554430591893588615131970171679481703438333607209282678145177211442342631807565176954750668636160.000000
0.073334   -17.132226   -5105675902677189865801786323659370271981877858609858950674133361555431666737238523677953742724512350208.000000    90527583195280409770152631247144164135481981007239586057837117488381752833245397256374974819810265792512.000000    0.140277   0.000982     -69622100339150694238052501246727955892741967382040351258773862835584842450865635534595805798883942989824.000000
0.080183   -17.075491   -5428580533395890366007774492354357948752578853812771693445117525349569730910996808083886309376.000000    96249957195876738981640107600189192563204054721303439578341901515136384399975572022925784514560.000000    0.118933   0.000871     -67702491659547482690081820266041176863429579475063539830222527078773873329073308161644735496192.000000
0.087671   -17.011464   -32953043235753608505906437476174565346372694956062699553148756970439544735472069640192.000000    584241062537406174630966479559231141169892432413998608422456963557793630322329605111808.000000    0.101148   0.000796     -375870624314503408277232475176392308261803838095370738551383948348610966293929059680256.000000
0.095859   -16.947998   -1077874984956540297975335104931994795031777154606085614372421992603112341241856.000000    19109778501685575276776481738193009149354486139599846744797072323759610420789248.000000    0.085316   0.000683     -11244385850581127662695919326546517198951217006501368103698784634586889076080640.000000
0.104811   -16.872479   -144941488785374178082761766007591487624276818894653119138409211353890816.000000    2569521656010957161144187856941952926548274954493172397029202873030803456.000000    0.072981   0.000629     -1382880187855575918971823272596766986888963229081543131990603024981557248.000000
0.114600   -16.796355   -79651477608923502307016327327095196196088006339691480827545255936.000000    1412071279678574353809669859072400720431609665042635400333542555648.000000    0.061034   0.000554     -695040582656923262948967182145442418622274289561363822673936777216.000000
0.125302   -16.702318   -137531354508136390505951532739553798037709244944374854320128.000000    2437974252429427728494537166056202035999232016099266015526912.000000    0.052627   0.000548     -1097596052896531480848537979033456652352250457651687098155008.000000
0.137004   -16.613054   -814312222236227874739583574697406575402861793441218560.000000    14433484304141489884865563924201351745395579837116055552.000000    0.045793   0.000519     -5943691494433270166638819472150155296860534123352031232.000000
0.149799   -16.509435   -12951151572583680527028187811434728758635711692800.000000    229568791278234247794811383909766286228793845612544.000000    0.039882   0.000562     -86456605896344380459668781872364082603376739614720.000000
0.163789   -16.393356   -520322862072689170540549401075794183159021568.000000    9222875348031496969981335838902307094639149056.000000    0.037265   0.000770     -3176780397064428651142501081880161562340098048.000000
0.179086   -16.281491   -53982935891636762009982658893968226385920.000000    956901672773846934441105912553215363121152.000000    0.037937   0.001090     -301436109368994525361749296068564023771136.000000
0.195811   -16.132407   -10692363283007857298482888826356236288.000000    189505111215621210024416395110278758400.000000    0.047452   0.001942     -54605573313793594608879064293457264640.000000
0.214098   -15.986419   -4751406435113630133901620693434368.000000    84220411987196938161346403696115712.000000    0.063712   0.003274     -22192689484664134995520918181117952.000000
0.234093   -15.846261   -4434763958263789849359490744320.000000    78590682948655360022769727176704.000000    0.091472   0.005563     -18944482845458317250875568947200.000000
0.255955   -15.632556   -5931511990850340192075644928.000000    105102053700284293170595889152.000000    0.161201   0.011246     -23174061084171442358822371328.000000
0.279859   -15.443779   -16386390759993199239888896.000000    290266595519755124773748736.000000    0.242940   0.018479     -58552377154893932402835456.000000
0.305995   -15.233347   -73895723541532950659072.000000    1308596640963520639270912.000000    0.379263   0.028273     -241493263273152300974080.000000
0.334572   -15.012584   -543313061379854303232.000000    9615364129832839413760.000000    0.572884   0.045120     -1623903993348284743680.000000
0.365818   -14.751365   -5753045056668087296.000000    101701728560408412160.000000    0.840937   0.070272     -15726514120484292608.000000
0.399982   -14.517913   -102305509280601792.000000    1806045233773653760.000000    1.122168   0.094902     -255775065951446912.000000
0.437337   -14.206123   -2251292695256413.750000    39630514538809264.000000    1.692527   0.152791     -5147728526889544.000000
0.478180   -13.915124   -76078794631184.000000    1334178291990664.500000    2.230225   0.203374     -159100588629293.343750
0.522838   -13.557654   -3174394129916.705566    55320537137574.281250    3.060237   0.298570     -6071465064903.532227
0.571667   -13.216531   -189118829068.108459    3270843477095.755371    3.713788   0.390094     -330820118668.082825
0.625055   -12.854729   -14533498116.260494    248738871338.721252    4.439757   0.509357     -23251543667.111786
0.683430   -12.455927   -1373613328.212685    23130235048.295990    5.153641   0.660118     -2009882249.351652
0.747256   -12.103977   -177678498.835970    2947898541.716730    5.469838   0.772201     -237774599.569922
0.817043   -11.699515   -26435009.964735    428534952.102447    5.706378   0.926574     -32354477.320430
0.893347   -11.324487   -4972895.594669    78677175.848834    5.584927   1.049545     -5566573.454176
0.976778   -10.961282   -1128331.014402    17415222.076029    5.368647   1.143518     -1155144.696083
1.068000   -10.580317   -292763.248085    4387768.616677    5.061223   1.250357     -274112.873793
1.167742   -10.242221   -91152.741846    1330981.071325    4.741321   1.300652     -78050.195705
1.276799   -9.895679   -31662.035673    447936.774693    4.302353   1.357380     -24790.234156
1.396040   -9.573854   -12522.991274    172165.143162    3.946502   1.386972     -8963.507222
1.526418   -9.256341   -5446.188845    72495.944598    3.530461   1.405169     -3561.889745
1.668972   -8.958701   -2610.723681    33677.813800    3.157953   1.410830     -1558.902969
1.824839   -8.680888   -1364.115800    17074.066385    2.807640   1.389286     -742.769698
1.995262   -8.413404   -763.459120    9263.688282    2.474128   1.376898     -378.419273
