Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -inf   -inf    inf    nan   nan     nan
0.027465   -17.540883   -418993603445701242916134103356985632231905519285440619136723111698418610115519032030770250995617992373465842890484546250366038051400115146379800889454903496637843037909238577615295115158048087674852531681580880089437736879627722107146840929329435266925346369893478866351390982144.000000    7480372597866398811880182625181107842274235487994507498934894856900173965247782252497620811689455692873878703516743167316092647349256826901446356180677068745411397404572460498516247372591485394373840957538002567011182584857990195533483561797259734500221706632799094424957637099520.000000    0.954735   11.976327     -15255690967025500087998974145785158438149232069059450171177114526235346291722672240835499461471180579369495454592270077481002448942995020236015955763301599576340818199275071144672656158579160237663208712015223654335308357417263693751989785854501231655742025530736851539229660938240.000000
0.030030   -17.513595   -343672165316261072369532167367604503226386900875354415560439513337471141187575632356684387123879814891485142244579976756172625720451943927036939856137786590571015197925611056390516561357018294163244990299002784987250120642089121386207798939356637522034688.000000    6134834414342709145861267420117670023277650351171246936129213156064641005895161508042633849950590417762133223242002756624270110248234499944515615751405805063634690428099625376841520127342988155058740012097928697824005578031664727663506522498390770296291328.000000    0.897438   9.591779     -11444408171881714722090782481788022231505976293419552699764654704984568755312799379548249952210056485294442393718004888817508196199045742419567589957514407096271692218785547877128741504575783359405437598808807321201149239704837421871082670074121321696985088.000000
0.032834   -17.474144   -23997970790234735868516526090627122873263254138630950004747924108497772576168710143197309976022744561347651196514586665030366510904452278962915105630563036374282970927033661489899559224949664279587491338757155127234935983456129122304.000000    428304237569444137908255400661931398295788664815303859466301901759668101479495512481985881141917026609709479601884236671294422915872300084709320315802568602710979068963325952946744286672121051366571577832055283706414506737930472521728.000000    0.959156   10.462718     -730883217532265949561404823096082048250328259777656786518901640237940454608742962467993649199275401584086901126310241928126610857749475785960215761314412762526807501274929495467229657869958395995148932465028810166953545345365507571712.000000
0.035901   -17.447668   -208064235883113633107676136893674970211070264000364001008928188271487416672698715046922605692247947167170525146120953845972612063340486585272255242338245291182228821127423880315572831648465822293363721530855391232.000000    3713019708411893006679424421873053759070653365417264613969819437419219374120268150992394023573581463433428029422793261066733544311138504203684747973461616055746715934647581613350434633598747793449796488155107426304.000000    0.832300   7.094407     -5795559849106959649764155720117316915920093837504457175312885506620101222145542641986234466025124722147380698013174559508047658591199583466736249778148715759853906468623336539972199362356600969293523436259782950912.000000
0.039253   -17.408371   -71657004929321660602873268008482204075074450826506503222936916273252500777034155006734977122074221157379453256905128014497179967983874449349579597694683169829452995010160964299887059304101969920.000000    1278488575399507404732062865427456394599405190877107629404066039742512666999033321400216423127118955176732663395691003093040799400124053123405245846695306646831771663020091404088273096728274534400.000000    0.856556   6.446016     -1825496904466635029188192530920303475333156269690214984512486482149499392082158622369073071551937150610522032505857282705901356840281070028478509764357377010622071880265569358849436010663976632320.000000
0.042919   -17.369923   -1035319789725247947653736804627944232071411954375878596294072174503755919893963431046671500680603339118995469719100057576239757820301425189487833425744131866130971516860761112576.000000    18470273552527292374473319353127334764965053375598100099790077238521943209358351868990902655793457030230972788492706421696907941531186569458844701723752014957541597005165581303808.000000    0.743971   5.302079     -24122452185326794365246021528224572230074809853554221356929052430994605687302196444330171683817710275413532703463796294409978853922129980793703521372578859146257326546973171384320.000000
0.046928   -17.324715   -383643723305156062771319648713464134624248940274235549156838492989672592245259482948593589604203186121546037804044489124040787641720414198749838732671281224744960.000000    6843108039198516379287057209931718079875564539584044962720706949134940864300414373468763999623413479474112021075120153454978106085784731194346198935684709481447424.000000    0.709803   4.723170     -8175221452789706410551170510709673304702661985292747705419822913059460843177025696607496548661507040533373204991229546351585225121293112267245218477836499454787584.000000
0.051310   -17.280904   -3298953117031286489342718015453514844978044252406891620832847967581915804465181768822726696275286424014547269144973875911168679740229866119933984768.000000    58836252165248542499121993347010172928541478090919994418977114281189968168159830522719626578071352055733959734579771879846096249070526442215489667072.000000    0.640710   3.793970     -64294239252790137109532033092724430517161645530292894422973427441543341429541361904087174550636695214416504531199681634816796585890500586279729627136.000000
