Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -14.083868   -45670684105238204501056010059156455891127897334391447655473852878153435374995518628542502166790901163000134974541047512868002724500785662406402012493534617869693492088325471871820997449691499022963077188573261997192838873260693061356641325154304.000000    653416936604815047549104513688974469630962698294577618495834258320167140207671055565101695145806280299323408508650555851494059383875714565929241019869719363823226932673907049965444069515061784176182206175633211330717079013050090403508310488645632.000000    0.063826   0.005699     -1818182682637824361630633831159787585750613569568069709293820466338557863413919395982696056659446859919378353552239153269272635601410990572596320254615096606968515200592371009809397734140399345821710948834068336037322652155122675456082833519411200.000000
0.027465   -14.065695   -37460924867889132660618755553280147145964806291832364744735949739685119763581596832583732401011652180551495496459084700250459189546741132305376486341566837775173036326651124965145356856433394417784081570798644122145945288704.000000    535953614114991782618614702937253425371337965604260547060036012806302033034318378406466003619355980791542121112591731299374118798209423981843376945413793354972123563782550561029352195499863113352998254091617595832511861096448.000000    0.069877   0.004154     -1363964242947061442210867186740818831001828188991189826891795033232872595546071690675159089921278118380883790756261287443985402597755551030874521891436263391244376593589556195344928003550637797445031822481149631157203669876736.000000
0.030030   -14.042875   -1761594131712248032669211907118181794905746593323290881093607649542237801278490130827575568900053666230422437933017199126971372580878684720781646155754184464206416726821162447491680779505747259781829099520.000000    25202761543642368647797079945468951745559780682430528817327684549202691365512462467141801649552301755629459508005977791387941214902283107526239607942209158741139850010689772378999542386587078680857911754752.000000    0.089629   0.003423     -58661725653440987549653233249838307773754750521287241902975375121227553745222136933888815527070893930534991337172205000604167285048543840960410753335181060427583595345840876443062488408104761700258016133120.000000
0.032834   -14.015989   -3495375345378900064277495696048614725756245869696486634587539579561318769088044234839138052855289398095151727246607288092354613955647299397489720272133985750263025241703626060306732548096.000000    50006503224558972326107212699901055449122323384318785828209016975039152569252238322311011639138670037473010432681148767992367002427799244835626255950119140732306115220083058467019461492736.000000    0.120701   0.003032     -106455299960322052634186536960149640676816033282944452068601840784951494975867139996734109085319706567494945187510977542960122165811141244181799903896497309945339625028556678570776098504704.000000
0.035901   -13.990544   -251720848367000811501273829748456326081598628827433986662338326432288854487330270749773074494208527314274485790981825046942235069258033890297885149511319567831467422646272.000000    3601126133545885149052034170438763911439876614716515147448410674650708421122754299920741037832985983166457196159922161518670126479527990389434143552865972527316087062134784.000000    0.159050   0.002421     -7011600219455743279691755870730124604372005686577783817242901706993759014271494155472040091031769781614747335736946579338411303983963424452658590797568578313404161682571264.000000
0.039253   -13.960705   -411921464794034334324177927727140784649611359179183105613216109196056059822937148458339605331419295827477620907181043852668056201484943402831554972743630848.000000    5892730095735709167845208600422479895356917984227541739539423327450343333232186979757075747601135538048908313452225312646583110134298926061877630359471915008.000000    0.196317   0.002070     -10493898811519725506833402754896803794518337674818365986992853594756788932999665390332900016079011498774821121617281164823669181005428963442552805659787657216.000000
0.042919   -13.928722   -12536010577416366276996819886861353443414004681621657903157607439932608452359536995756632557046161056258239813287558936694631938373658051870720.000000    179326235513518720448286019353401318618319265120156763597238006475964587234732617092032324857040199470254116144513240361387854990448957425975296.000000    0.219485   0.001757     -292083005414904355961632042868965880112233430005066956908322785551791101331188700418178417832054899745031218854328591234617431293120131406757888.000000
0.046928   -13.890003   -5026712356547338115390345385747295186857316222332358253286649299579714614062426700111772283565094949056500073715978930947276931072.000000    71898115167881107273929999388978298812514351163324010755131667252957219134180770701511712407282504653566767417646835150980793761792.000000    0.323186   0.001634     -107116275330175851028387233446261271406161211339245706538212060472323909296012317752505457176250880344587783420584222981282355740672.000000
0.051310   -13.855617   -26950909990702947484811879559506038056513063521013234905203124374946480844704855436111901343943204193294414481576689664.000000    385455879471752290010294536522419770865700374841607195632075772563178885488916738809678615637865541652748560728250646528.000000    0.342373   0.001304     -525253980142038490516153524260263190901248685200715455413456551390337234921370156019647985993039813884686918808355471360.000000
