Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -11.116165   -17712511599628054439026737724468944213376029897168529703030671862712995039608957028349565439639797591482142313322655143806056856641226161971911162380080983984552820501278701426502703403373690880.000000    200814731983425590624582896571077738054233847180873667581367584391069569002707241204240543225611716898072125880099732635427872947405294114876509601048280140939216479277575577792555902246911475712.000000    0.022777   0.003026     -705147787632364486108172900204911581946503760626634136246349736146739656724437331873355831570034241651797861161696210650940587382695048443494696754061205420761194904701782773456157942120286519296.000000
0.027465   -11.096642   -333812309955141937783352627103538776029569597742298832817720605794712407494569296961318464805516438629138542832587895830942429819557604857352214047849282500754287478068220002304.000000    3784564415346522168824388696489184092159251810396531019864363221705334154995122544381417507442433520827181671466881568609397643018987320175715199743432273926810832285012431208448.000000    0.018963   0.002364     -12154212856198254475743951598129093270409561322534618861286326047214899137509805982913381552156502906571130347748608145548569823499777293629894685720390427301314078274107996110848.000000
0.030030   -11.071839   -150405029566763011925569750561906204366374759937553147785217114112247370455595568777443796852293761620285498784531812922171421718451244899375732960579949808320512.000000    1705195638724953472631046815763062036257425278637278367245719889588906511227929761790396987987147654462032499186094521533997189763325137019406497391209177505857536.000000    0.015813   0.002101     -5008542218954410825623020096128011212354897002857917680390784681851651952248199379705108757373885616507520959212366714381486687296918412845806872042414965010726912.000000
0.032834   -11.050413   -1648603945085469650714129352156259067574818579718605959913913348865341217575176349193244008359737148893635689322409571690671441102357027324392636416.000000    18690745949035193094671499360147580831391256675064406398074638664325024437894264911352114629029554791360016220168717309768010025453016295331480993792.000000    0.013204   0.001588     -50209951764370366614199448524732049371734277576584152024061336208076897004886375511489199682846275000581564127472865657477137316115755195632977969152.000000
0.035901   -11.024086   -259590491079462396648077752707157131296722864509971559031630007768529060539463345922289732664152084447478745397466530353199439641837568.000000    2943050135103155163598091567180056397032213990956622108514352188803584456409581180045323812039045660085664685503507969770864936679899136.000000    0.011067   0.001321     -7230806490718920847341623844401069004280172212373918794975019516104936180159122181520022318014205384943986632694032290552929695242911744.000000
0.039253   -10.991958   -465605081924207094773476814559138178327888745398328763641669329180380102893483549540392261863312230641963083177666990309376.000000    5278679396166331024565717077594257657053424405833461205418934267000141284910257759141090679856480793063155150928110619197440.000000    0.009401   0.001228     -11861514957189826410827546210053715788050126368660768910028832468814813065495646293327045102637007287281108068821477598691328.000000
0.042919   -10.960352   -9134547818765324306423751859815642276010165459718436065197920886694286328826447665759432596520246514079963807744.000000    103560323605921426588272608621494355733319988536079572510152205466981150882137398195976980763886351206075296907264.000000    0.008269   0.001084     -212830562285710124253965599434300923614487823209830337166896969543140303893284900484881153971575295351977330868224.000000
0.046928   -10.923796   -1410660440475153701128023664184168290510093647436385822931261065025569807449131785286637282872061329408.000000    15992913576333772447859590905646029924916766337559832581154440994566697263425815192648042206913594654720.000000    0.008109   0.001075     -30060341913638342546238747335084618984125254100844389554260034284816990785225622569836802243979911364608.000000
0.051310   -10.887459   -1610381440678760365869904082986616034665649817983375354788683491560367119323010586361043353600.000000    18257129921222478989001180660242473386460449163950435460414423872031464617873385202975420448768.000000    0.009037   0.001158     -31385183711985185782613494501410585445188342720159301385236279961947168076814675288445996236800.000000
