Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -14.086993   -51731976468633706434527090735272473548600779467637916785916530733651275940087547202027958628394497044546491930860206435020187479352413093061269356175067732046290273049977002487705752746176184644716394876302248343152030033403340386897419810373632.000000    740288111703408039358296960679548260191712174891573146869819941716695426129160763069185152308068784765122241648863342577076740761145027018864576606507465618474461855900429509331668126119039116267734999816715375338584971345743739404762471278313472.000000    0.193296   0.063572     -2059487077906704869638563204704602000977167766835487783218834783775404563955157439090452309331973864315111792652635088619908742320731984119177767978821344165648839311377122201007023142414070559107019284160833628351999886268825029771247854412627968.000000
0.027465   -14.069095   -42406466413246730121306134711256734728581473543642807352185268576125052659207108599072569119637821856630586426209592547213423784961292493467333464216404940730507050695725356711687506021691888228315058570194503066704096002048.000000    606821085548393314072653970755163605505884848522967621295687237428468511953447791617275298283501299714816768955942016566904654724402645534363062087791231484338158140329970042384284327966614000204256537636405029810824156282880.000000    0.182040   0.046407     -1544032990679957992601737817639626757662635045837721409472021986972816782278010366090831075218526093006172922575766008855595928194791613228499187979130034568480889210760837859651851348507048315365010177052930197905152554303488.000000
0.030030   -14.043246   -1783775651206559878695892332802592397640909850701569360154439237133931310507519721787222637995633956918137855830388346631424414420949995049978676986506788836673511562144080694416691068539938469060284514304.000000    25524315827922209852779798410044490099118245420745823515272037837255339072970419005261186263381821389640900367374702770243124803191434842145622881373268110399343104902832914465854393028103868118198627860480.000000    0.186829   0.042798     -59400378324750139247107534163564176218352258067754468729156677711241523523603316600833066821630805525714961789344073936868728956753268486793141928030561780932447253159576504879377872479311675697055219580928.000000
0.032834   -14.017569   -3668244365631825936961489464062837682332407253434439977031137000732649785549816805933294853828090863445662562708759315525043276314771757743684132607215961925513725666245818127234140995584.000000    52487009618699808245012437942621004858643285320991471541685783627820187145783080512620977518422349845537563080491902931915420939554937473091155902405178609421482013540163473094391067836416.000000    0.221252   0.036510     -111720206182539892835032718305323121606023264409713032323055913003022889699951745732821464551303823663778497011070507191146413889082893133151198704959622930800321575167758854027113832382464.000000
0.035901   -13.992124   -263080800389630878306893952335889510818287245579491644003081456329677319786538481278424414127609080249109513393631357824581361524944672658227506713752886833225691186593792.000000    3764130303262267373965731978453756079440292113204009706103368487443029595183547597018421567515470665478509068223082647257837415748884205074188838803998473805507936745684992.000000    0.232567   0.029279     -7328027891663292930490913679673305449492127526418433429254867270950069249801296653310889922004822456002065785679153295329718143517842662000367750534618362438327983780397056.000000
0.039253   -13.963847   -446313122708230887047447195037339240846157864919906754179847400102331027691098428694595552103389955418159460622373951790143213469268864218532976704962428928.000000    6385528786441601539194856859150454201652623075431670830323417713334025954158411960764949321537359372431996427685518203007121737674270378475175156011189141504.000000    0.237989   0.024115     -11370042952958035534964855098716891430557095877029294582440864766653447781071973009794379470829977576727393905472834947109218790421359520068851747950394605568.000000
0.042919   -13.932078   -13557099341056556566314047249579993230320429455526734301893002386834391522726088952464870099336940913838002566504596245647352807329894515081216.000000    193954092588743567067268301324677598590689509735105750501684060129390967340326076311944450521971513048103584990463862570384300409758462160928768.000000    0.259786   0.020526     -315873881550307438457995420463735673673236134663587161339537224639927278835502020955123770355289817219406483748130526873675035407216066598797312.000000
0.046928   -13.890449   -5075218601201453677397603717157925103926696627488200075014722444240079426242024329695941432643743990981319836522683697115722416128.000000    72598321114600870709070555626010094948383726971253268620457103819533927029505729365290137583387791147829914671768405004740680744960.000000    0.365600   0.020444     -108149914792524543342632831707929898773564168696900245827270897620867999922778809176643028715734623656746996334188684671302976405504.000000
0.051310   -13.858003   -28236532406993360889123363239519254962576804447786604201136549806111123822223210928147291415635302153815142758497648640.000000    403880670475004562884429362348795317848272266466147541476391645517195038236843154156898086081873608808356260330237591552.000000    0.361818   0.015738     -550309842498794195670599679356947398741944974983198572798189838563965688722949646190029388720358428675820444404527661056.000000
