Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -inf   -inf    inf    nan   nan     nan
0.027465   -17.522862   -217073879177852053480777575379059646567197876960365162313638043803020267892048136406539548289626160566845311739277828309420454235713278774193625000034406034701591437480829832878306458030936454834783805539948295296765577069199692352194780715292032769245257050920275002383893790720.000000    3869857257295523774130280219266141171722266648949707983676984374518395177583547392966239093205813668346622371484769732273583582947616825514107203437983212111240921634629226260279788728801835741544829684763645632581709494259473261634014699609047289014101250535012111604208262709248.000000    0.370259   0.368254     -7903729294473358828476555987525471750823740871835192195556513354474196202371462924826035956569968416356794978642939146927871545710303140672470254581960838205395577487039442028934084114056948355502356162767684105323134271244452661029233839374006099497143490759238448953083161477120.000000
0.030030   -17.499394   -213888470976305541567157706458479861608951611058296861854471109971148222952503340701415010680964443758143609531356058233552598673991816255244093476841595407154763365264345201250832778548212005687100853849595592233756013681886561554522319724200824697520128.000000    3812932278470019041628036264157213733716082247247664974462005751160009409154545978369618632292928211067179552932134216802384595331337771025299829267754855637386410246583792461507782701354491277458329987562780898245529127355348349196022993962051156641316864.000000    0.350326   0.245832     -7122563920356850005029042919244243539193954167084777993723512291922949839287504556380091522161094292357768914692261313061820426234049417269400961022381042254292443121180025792234269087709433654465584455869495319334005491028062958750088278335914848244727808.000000
0.032834   -17.464227   -17719934370539258263719511387730533179133595453064897056454845899148773057224772719483319469108401921936049795259738948544138434072458182213375321954268748257406018062344972401057507255994679265613186267191963604816443715367894777856.000000    315862273044635657625065560522428998010746005335733513806282085668947186020919262042742778019619981217311532340315306211831263344624755155315310032954279093647717884742439525099342770547423080006363705524480705436561987126140422062080.000000    0.426203   0.225904     -539679073718617422639870430549157151620625527849307112491861994431934695157462150392919375831740775087664815406654630451999092752636784149480115641515842170114025295404715028314458498440384869346735328638493733223605812057318765887488.000000
0.035901   -17.430428   -128565876778564809446202374181685987527938344911698363276678469713728952579292353159258903288391369416064326221675060282410054097874215395812724650111947153586511445188650694759022157232599523112672193020986130432.000000    2291599628656519630067123371471377890302785039077228937859758603467035006593060502857273409931377955726615309777674632581507071067813184867564147717588324235884058292163342353469002477029584535645898562117541298176.000000    0.417911   0.183191     -3581159588818867367069715403199694036914829999521096121545902003555188903666795032156833372736084810161577067686554371694000344153059155017796745045109589890385091221264257202683782383442581058649772196428578291712.000000
0.039253   -17.395875   -52063058709429004906578304299653174391854147527261515914937166169402112320411308508839987919050099615794412939016789766816164377998029600368238463283128190104249275246450308259508573696522452992.000000    927877029805404287962315027420088333016340476212285295467484450684602661362225347403892900673954488524827986380624117498375394065717570166044069174343765773207095320803665866058314547908669603840.000000    0.492146   0.141569     -1326331635056059857781043201336894543041441941812878987048498349086272106779094904693899826895496430898877733429173273534140496226826530134648662844562788154599337999128275829764230589186970746880.000000
0.042919   -17.349815   -647343919766018224084811866374036275806519677823714098603969945724360605463672436991916864688715960935479786736157209884868028081197881196005112791684925094638591862465181515776.000000    11535964080857550400118607260164622275777182453554348041498066322710056450710250339220688503286544054100207265636986385634623603123705059035000136034526468535561252028193072742400.000000    0.504470   0.135166     -15082801378849166623562149939106971281894859952259985449211471387629456211621934361050924147180432043992983559172569715348567825671085881400615608688385045048596396746170928463872.000000
0.046928   -17.314382   -307496276949121958113311982285085507191068209912897631291702455698924037152473682399329239240251065390204980164065131591986954095403182425200454256531358189879296.000000    5479120381396057885951731830253565277735768780708859240842130719827173358494344411230762898620165946201445906109917470595889497139300426358505149674918656469893120.000000    0.509473   0.093980     -6552564286234580798858482462926284671032081009784303909816501792759256421085141363405342489955536029373334132483421124741742347443924140596338180021627838959452160.000000
0.051310   -17.266091   -2469457240126442907733905674338652523923519220775222258974275742569632894663787673717052330130626399189233651658665140874885870616061506817873674240.000000    44002122875040295189165150696576922959351217307258400585323074904143496253621483613368371454275686058418083705496320375256154761349598969831555596288.000000    0.418165   0.080845     -48127957260605895347099055915168931378815843339964574117298790645048395521437315530038117412131920662703814484215176520718300191726150610505051406336.000000
