Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -inf   -inf    inf    nan   nan     nan
0.027465   -17.529622   -277786568517436413517163879723514396780137986374432665887646073548275163546125335824341333868840380202054994389962061129443071264929244497703309107902556681473211548777684607143766636359058555397214410493524220930275975666724127347658886953295635148414010059446350224645303566336.000000    4954453487763836424635189280224193977007277491101187211835524754558957606518710216947132685685253516111869974055436604193788704226009237813828260212956059748249249466983663323013481280494883889894444255915528152198363945674661223131600627890751730734959865634646537690257146511360.000000    0.604482   2.288323     -10114297710613281641177327754730456984369449813925578455955390241954455067648079653682682669215756693722863602601338887463258330707764243677818588992381982617603228244144820434820408907011939006078189275124467496847306216041077458740425126555420291409533123581632126716579915235328.000000
0.030030   -17.497990   -204194662725955722394460676645362368253916447493432468995990392115226715764642991416228948115640076527924434458182393094836077512258298394874106148664099475557553674124742775237537260329905365193832053421268504480691925379028219196545768968787409621745664.000000    3641480233357207718923588437596574621198719454837189972355245503207267321842747738621976926857180217630859026645051305121471635678008388165934231761867257703348010638652797191644386759150178330325778981295329251664542670765360759798116606715921248815153152.000000    0.655120   2.045493     -6799756577915059737874082268149588042108733200327396571291968771594713850542858787831604394349850476176030268656725992959646747774487796757553327350999300448277044339608740286783531376336721827454531807732186396963141292246560378322319612957693698950299648.000000
0.032834   -17.470660   -21563910172471780201163837466407698682952299671493772050996538609816406019266641313672913743566584241904206245560170516459893638594494255311421318445534088133178562243842414698793608436243842732416534975302510731714045620551023591424.000000    384531626895759789145413457165606723117950047797998212559808448692817977105959778863525499110906438054200938052523134448373073530396392493693236008958279717410644613170057288055504606368288350907714591638633618959957176856344191303680.000000    0.574013   1.474923     -656751363988087095215272305186191416695838816949314541984512443339078909675229178279435125069099852995940656753109060253990368518499389959396641943191593264017968402993754157001542012985050325431469032499995803403698191740429685227520.000000
0.035901   -17.436445   -152074171242270071133679312395101831132111546750793758585771664874908221139697401696775386144447023033038129260406674407124821873393418780272928177852018943432026087711718056208842130569008546474937988636863365120.000000    2711501790328668321683652819246018472542687123172136288199286145595792298559217543259440962643360862872304489608557241966211260300487669552315909721805404733047376470934678648359420360185863127647846958699277975552.000000    0.589448   1.230106     -4235975285214535193994610859832073242595404909035127144108265705695478515624872335084023312796258207976904450952237931538495657184079436487800925224377765870081082286498247155309637588572012583274542959878220021760.000000
0.039253   -17.394533   -50326055251830600905600306679703954308462363008156124674451046803983402498153464716554965221812453332779165373408159870112768285542647314616917296557810037329513322410167978285375073945120669696.000000    897163182609922034684624153409990804620843692446990011272632952628505325677080595852367209537348589511762869960780271357888168126194170975253212491574840490752998441240242085706749865390415806464.000000    0.665109   1.163700     -1282080630733156355568078141890672088819739356740166537841295345585106421245897638012526971208172286500109505328826359032907170404313602893150239590500861013054493428620304555665014181374145331200.000000
0.042919   -17.357865   -781118597213465498136878399183310611201851080718797804645430588278269264907222424933607774583838585398835909688886408303737906504833221322626515514913556029324996311820078678016.000000    13923942458085524347127752434834390549913129149330133841482413977531938566875685248654351066162127510776326159541974126022036328536750210696858419991653661516403600901394799788032.000000    0.596226   0.890458     -18199686898046991639599679359737560864938304294786707397883117563481025465482275932020661651298688710437381953214859049611145718395581766814364569521368443212949080713700164239360.000000
0.046928   -17.318793   -337921096527937635296538738424201425734810123245644285053211583910097180219664700524365469298074888896496130315067496624348452105804945665151506002517925432393728.000000    6023326257468878630193146161805948717060622307684497758098696419259986486520103922319211282689084444824899500154591928471322508199470414193414545204252210112757760.000000    0.517388   0.679366     -7200899245490898214405188737584421313250961743201783662317338329315890678646279575641666065216589440406905633576022313887564861394984571736866389571840626787352576.000000
0.051310   -17.267307   -2528872461161580108605752123786768740311699540107224071691831976200149599820815150142578412333003859795790936371760667665189491711000131584231735296.000000    45064093647344346209592257983392254960735000025718567812948996982638568381165603409900191931952586989024598046991175721111174713481091384711376273408.000000    0.599902   0.627437     -49285917468275706150489416198789829480781711600130623989103454138286867549637162012652457678160573168340499566081481533118582173574161290208336674816.000000
