Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -inf   -inf    inf    nan   nan     nan
0.027465   -17.525153   -235940673879889147450407298395106321283821126681217225983844733273849175114658669417094414184277761862215071464474445136816845779926918740121731801097316351090613299516368416997896037267101459717189423756777271419994690868675034209624012448054095716064383369198407504125233201152.000000    4205773366048533736816197945779826573571281059210595700843929317736353275678646961399939245473016957294739891318492812399218617682595105246510046323717665082881351429933161566728959079271861373309746711523778296505052053865961894341113562647390696619444693695509566872172665765888.000000    0.239943   0.063423     -8590675317385358089451095026137209540381134537407154178313702409674518033356026357144455502886987177650220138930239033195071355287578880739678249411777151002590576142517878367650238942626326147305601276551137901106655573618280654332618293176610210449500157158227699170321836802048.000000
0.030030   -17.496621   -194999947665827740415198178530465278278829065894699325334288648552501290674479517324177122472029415208444997976218608880210301655437489017085327614030868918599057840593425596655040860938295222233792499067626995724459007557503848123368478004260860193669120.000000    3475827499807347341856436726742322209683232254768738393773376242428306911584024891738061197117902485031522134617673541791319876355799282325322163086577970477832714929509305292602865247996754938169297414751520120973137276275504599938927308185340804058841088.000000    0.293853   0.050490     -6493569220334275091253091999311612193384420749335813670364678111405294668247875537672125825059897394416104898039683855781711962806259435167871966840803875413978067870476932040924613698289536685421145236812574761180626030319914232696673220120421259760631808.000000
0.032834   -17.463742   -17458579397984354751688514303650033379860856763798967792775077725437878283621508083270990579525440797312425868209784119420138645490435986026043943389345996035502979423458746255042008813103984771629452851397606391562508293513236447232.000000    311176752511268113696771163046537768591081681049876059125571960040866318292308376171842499738196314796667016112032990497209892445316072626855505923021598953407164672455508242400586033548265374243689624418969419246548419905022158962688.000000    0.352426   0.042921     -531719235575272655235562343243478343596534600190388044892828518371668119949191521648767690643214829572901633348580110528796897027220351464502093891247716557654003651545341957093275542590580224778648413358134724843409085034310320259072.000000
0.035901   -17.433496   -140027256163959793877124166300434008581016073265092246733580116236211336396736348571206258390291850163903768080829137481922400672400569862148848457663665843846829540825144859107987007014317139172841613620011859968.000000    2495692081510637747165018003030685535362599569034950155070459223190471329572289504019078023890869730939407348300481972379459858578969318212261533660139816284967405834097080351515516161565417684210265544463373828096.000000    0.362032   0.031465     -3900412486364862161569863575544367039494661999093279840596122853169692049992462206202001033177254748001574199977038045528517915385775862920895637691773836445058255479921541033435347637972082246177799069146231603200.000000
0.039253   -17.396391   -52747887123650609247786974872367264763088457915411436780770251845164819058658369865442852996151031646132676263077796924438707731107867512359342683368857053677066899165388345522464502531384934400.000000    940030900527229175170193167256870719511370609520044975695958036059337847540262386916148406580054624059974908080339844702986781084433296854858467980526030881608213301985237711821978660683722522624.000000    0.425974   0.026150     -1343777970574623635486723657637703775317608341730123067459274831017805879456942290782997058519770002803335249514131596810820710064835574969998377475089823286005295579075582012829747990320480518144.000000
0.042919   -17.358567   -793759384362363472750621592333064135525305540749759693354594970689086460303311665944010420059320331283610523055395217792394893741058450008464608208893175436968929775300015816704.000000    14145072891046242661262174547655643196678974724256427172600180273995929953838484249060265860988760825882535078475874715450564634435728455656030706534956144591831618886320051453952.000000    0.405110   0.020633     -18494211147086125179171787955786503073806391662443523517723844078429737754207837723133810738811237118836608645893397024682671726009889869676448837505918525839487803182500588552192.000000
0.046928   -17.316436   -321279332365489134327743266160237921267668191006019992744017687156462061282749728846882835723209246506573136321948949839714897451227535764511626506792256239828992.000000    5725082331638946950222075399880542164354489295336121152317113999675359163385455166620103457470972206801597777924617357069395969930692177272390175998676030353047552.000000    0.372457   0.016837     -6846273067272677347333079064464128232695821242802972384959447296663221104692133639611090104732503438176349344826519705967688818884007915722360993697264033008189440.000000
0.051310   -17.267920   -2558770729441952590013111756371900157277097722949763435050819949212983854137898007671265266077525671095401315094797273135946774112367402481015062528.000000    45587764839096039886983563830193192654206522144350670160412100885143148632773144414429228666566228300075444569086035076055861975971223018220701089792.000000    0.449209   0.014609     -49868613355688691540267942088827170170641362980351188386942105629157732479087826500834297364003492251300089655483195900207776982488616234616111497216.000000
