Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -17.545898   -40812381635057381628592915612631760200240781901257283334069590554405540958413294501234155499328555064081132088160917091978314631974082104560014103586678044462569228221058926006607494326299418577611179505712623923266340190619813555712145787903900048310072506282261578911335555310848241139336679705477644288.000000    725208330570701806782769962981830123812864306086489468822070651045961453625976897803355520957884486239159700630483623285085008531156624241843656591315755557873197028408380623987575892040914478062907260782438236437360848562316111014574103489380477182033597844204946227207676513283908757567554327098683293696.000000    0.957638   1.122102     -1624770177628156597533275850338349539590491130426090932163195556728873577073311983307543866494398970369544419405918785727234670968658628111782326137435760085798172445055197844035357090386513448474271724051300739330768191754226822687721272570416196204024908946596379228076917236172697782328253677086191910912.000000
0.027465   -17.524909   -233080514417973199904690141096627247928194290569038469042738838037317775140636394992693278341360761584325521019621464412062987102652367744567064524257076402579833589724040469414811985204594372140133832947232722157755572702824994526134148069535046021972451063066310758434374418432.000000    4141093254108388891867292086079246484333745615416998491905267074108560161301938139530079623656927257997258915930559516399098829496464313823497607167959113064887319960154042946380809534883186417626320134246353850787133727279937242652132974269866481844376431960612938956838965084160.000000    0.904001   0.952130     -8486535997575770433212389564128542792834274629754572957821801965737666039178387297209085701993544754490605854672842425893274944718725062533727039814337526781132575927586992995854225051579600609865707465273896960410793778895639098225063894559698519464871333217783995592916393263104.000000
0.030030   -17.503591   -245111846155058846344983915036480563373310543906467194949366472079093151716637710663089191389824735118723751498771663203225648938562607417467117216790667571844482760773999285173689875306601117853843590148688354779168524963133032838980353898056095163744256.000000    4354320534980433236189985985028190175485238061816866503564303341767246589988570733203728402842873047721841567061612100767496396764202846929498818207630261329282572224148492876551959981798908563322906581461923307503428238973077519181264973949859620307599360.000000    0.829743   0.772149     -8162313676408872390180110325691229221158883718554163958387819396457645520160281599168443039969388056638135768340602376665859084426138832893298501475673438777970087811039910382779502692545786847592358865578696238934210909700586690489418465042342360710643712.000000
0.032834   -17.476547   -25696423306108004803973007531369960943907605917944116359333063588450734414359049294175876613793644997015615403230825913819887362430805778861932723067305645704094754169839208547296003884813495308479770657260686917076318580266701422592.000000    456418049122521539734852989395710087347041064646999654945824418065317000563952168023689389081416817833661453095064154750941214587545570597986342732770830764175264345842912740122785359459618676472738176646663997000753051815869610459136.000000    0.776559   0.712010     -782611359485516664095749302060636447248155035004360626423549112629169987858864303687624352620602300783315207945852785363248285968942521138365205718439175817049562388301322033202664858936899633585436773454075577536230035613723396145152.000000
0.035901   -17.451562   -230790071397649854378606662210972282435907353391091564321311362962300911932064413112593647577264920437082765741912526927058915201239619288879104118313842188254967610487212683363598183738532655862693384359048642560.000000    4098854765116021970717588402338654162188987464790380419000878693574484204722446934529023782343747929471955083410798497526876285757909803902807252086674741147360579980216021592140874770181187177796302378305337688064.000000    0.695238   0.579701     -6428580412619116619581212173038905763875287706595940050058299875260849791485665756773160942190083889276248811386866420280705438396671709665581148243955861227181005910292833201949020496569567567878092202247263879168.000000
0.039253   -17.424015   -106234435409707502126501433979438422924245942828365241435374935318233836773806125811596021393140355854259952755122150250146105340409758741877135815665384705624677702824842852786062545664595722240.000000    1886402821927745555955364808302497587750891237685342864276817255303009967983334541337019494046717581476808992606727643783816960712367024346145372784758542118885008609328284766940521710274949939200.000000    0.650850   0.481623     -2706373691999319707845087878456964011292195209457703140514830281081745753905247409679641410387095064673370848090414648940914487578994735386033374622978381451180633605124969399563928693111271718912.000000
0.042919   -17.394433   -1824028621255438948527080766040030285429103000852377355995176924844668703731350655880668810749605849742014947250732128960152645766828749855935412812189234390344403970392351309824.000000    32387203907972604107642019204007717460322046454435592343487862126179989164008605695490177902792401796016455793245836458030131028030448534116165161269483837995521454648847027404800.000000    0.565121   0.400253     -42498987885258686662695642567032309083939301068574548185017788160921646338889845673976312737556335317877576357572352369741538862696215252878039642722297113030488655868165391122432.000000
0.046928   -17.359831   -806987520989204416065326883736041426645109693717670060774050687948417898014125385043077793893722065323948767408094744392006368758023308560098630058983729806704640.000000    14326988115672677028287205872760265978894158482290786444400423052501569109827566869078171424097342592074886823428143149801958148539947684055730518306012349291560960.000000    0.508300   0.353010     -17196428073650337136894786059679019479099960082433081156201924971288612693514360540590779480577260833415153904926838217601710297280817811007734428042857619849740288.000000
0.051310   -17.318368   -6814264830338288538552999227394507288753966034696023719507562099165596506008354051031051267931129140713161519604707058030107556226339069872815734784.000000    120956113247540823593859933948120240527872935793240891687705615178865103910293309126167187807990172007356146691093383140746669024153863333477636636672.000000    0.469293   0.336921     -132805152965587996165698743399399490907546424584972987937145125807548964995388345400193932365022081486909942393277142135780869120471679504355803791360.000000
0.056102   -17.279735   -1032670970663222371952458916639035480783056134973324805446057635648564615139706177094054006771867108822487023484618373102440230019923968.000000    18329057675012228616938785911734535329598808974584525776976395226453560257260175120899669643205715969614981754596158951796875640879185920.000000    0.407890   0.285356     -18406973070251628745245033900403944166406139755940113363127051850869944785366028203332153578196283714967995947610824593504995864093917184.000000
0.061342   -17.235053   -1871381615452517253569874599936115091484255762006353150314515764414493271057097262024044847854729496018934563141824809009152.000000    33211520084279635244752781205371045922723589938825708937464757699509801417590750429971156124213696642898420537680593609031680.000000    0.362162   0.254137     -30507544721967565938298705230417438590486549508315747130661143213071711649401467671642776217130191638732606489957063041482752.000000
0.067070   -17.189145   -35675502585690663227281418054098532290585053368536851190490558187680932805966607441809356912891873932266004545536.000000    633076897166521415380247827467239816934909932674527454661027519939985799060386212753867602000786431867171391930368.000000    0.316977   0.218018     -531911632110607938461159929628748507930412150552463618868023961013932099406289942327211786400618821687316435697664.000000
0.073334   -17.138426   -5560076628178218862651382992111985724621348323137561509397861023728071806551551549785087720055206051840.000000    98654162467634309827702773400629281405890416331426955972791063476742492475732358783499951484280804212736.000000    0.279998   0.190060     -75818406863116853910507364764503320003489049603154352618533382788587250155694140798538444268996969627648.000000
0.080183   -17.079514   -5711486133173831833780489950816525991738888614828828432477782614571666451811063021831913996288.000000    101328985322148297271216304744175423509924731858146040506901141380863650203214190524150765846528.000000    0.246389   0.174583     -71230746217359807755339850818455379124893653888683930627141177524733960980625974329716672299008.000000
0.087671   -17.022015   -37187442849983807264054175247943557943292066600802414575393461152496360852649576235008.000000    659680023563575578149621882282322112401862460873140578231846519638284566992125977165824.000000    0.215736   0.148887     -424169241689876671883757565409534056423028488682210976977198236796743330506507361976320.000000
0.095859   -16.947601   -1073861669634940394599001158200926669354468854564848830075824618957853809442816.000000    19046552215726966622026553028248912667711302998630992716143612933017554170937344.000000    0.191457   0.144626     -11202518967458369980802015879141447000243448270912312028204926872156480634617856.000000
0.104811   -16.878226   -153185529351971102715590295899240658689689942558175623682493210916028416.000000    2717009847507451178055568566542927054327779957529159991140585163137744896.000000    0.161270   0.125260     -1461536205969935019687091591867407829738763786423196506744722807460986880.000000
