Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -inf   -inf    inf    nan   nan     nan
0.027465   -inf   -inf    inf    nan   nan     nan
0.030030   -inf   -inf    inf    nan   nan     nan
0.032834   -21.817121   -82837314222946142244573099531104684303593740181795287233955586517791848738262249677831030469637757113299195616397062002936300043665115664768402277643864507002096272673365337069923489586033773174326427496709985698399701190314309083508111660926313883081330639823199062560062668432251612561408.000000    1835538688871116083466005442889312331088049806905329330488308381565443802379580473026127529540528301302642686023497391364167308734620741315973404237083010964723150363337113047713472259570096656418816278381394661865616089780574564172845969549554321069116688091103254952105318771980046446886912.000000    0.238100   0.173066     -2522896759905840203310027119306781029385876998471642659237774426824032633422854620121008240133361756477354980386971932502615431430031114341733271197211602281093613228294823206265985334075170220567688141280462940266110664196545823234572486541097739970371900906004729601484899614553219440574464.000000
0.035901   -21.782195   -7038755693010051076789850711174000553936493793380475234033349549784163371464104800650711835304106376989319248662432377833329413115687705759599509207266156564061649435481665636114766412171305877612166945415031539689702283738320963992690059238487416180087222087712768.000000    155952525948309851968569234545749134754726944228979453502397241652087149321612539580470181569913065650629604957058824426290450313488045198383294988362032720333908667510877282732749892178461631726244303552491968453025763903954104575843679978014318134603800456701411328.000000    0.212925   0.148331     -196062190644811635727531442005636231610006646434755633384777032888533100637778943670947286339410558729519689748012992695323103691536660771967640323315544108290825348237715185166720232323330683492611164966985694210912136191921686194875463698750285800822228084171210752.000000
0.039253   -21.747833   -91314739490308294534015318127664231032098604664449435135393742801951969739863603037310379071070717144023182215542934460719479661678403863643922741375622609421490905768189183644548606409977953370013591066990720080136170310227639525143622975488.000000    2023247579268093150955492278286063047516111525274628634090473340263928447643243939933508741663602808509135299961739417841140927393951824769458623705033549953116098771850040960340131640390864895190126367003584434314441601227824687133433838698496.000000    0.172447   0.116515     -2326287212759633396534166929818921584049750520237093091119165634317413549815179296639506304333161001493055042557667880606197322856675190012068079324816943753951279613868231195751737312640130096717688311863529211564796155369087593954632408236032.000000
0.042919   -21.711154   -109006450886095456409847761912335960191992684582668024204073242134843623230038915081236989567602431553690220242260082159544729496069258025066835251484194683997723348248456692807303867768110207964493861745624157024222707712.000000    2415191740338170304752715720825138490502423811094275438474790664864957882080739641485106916591676497910581973413295672657721694705128079490272966475001693280563275359876906957517496056466419415220757419146581576156937453568.000000    0.145125   0.091121     -2539797775999071635927130622469418477052433275476267181290351509115175348499185217581079847175571650510000698870660482416563876745053649384340335141405477408100868571176195356679677013269947133464349000558617759572559921152.000000
0.046928   -21.671710   -8083787103776382115271668580102266193439867867651697711457494011329112900323636053707069436549577001260204722146009516003029643321538015126300607761299064777645206837711259589419986345831964864581468160.000000    179105016882650690035308017871900748042481805641368165171301240093187738016140029553683203516058172694054198492297856125205228505706836446412959627387508636550468929709624580157595547117368542593806237696.000000    0.121812   0.071514     -172260734989299027832517916378753702960799006855168108272010560737892042774808614010185114413422233075966470079829287068568093677719315477103434096752497925502747991000738294084711035164054152646546685952.000000
0.051310   -21.622644   -22986390554545407212885862412504187692802234649405387098522766265917352637390583063388141730783416991626310765942580688449323120215469319934466924912033853778683249034588598017961492480.000000    509277952570530406201972191355149112342138950375760141467793021580072346671414230351228680488938516872557213307958664054391445912277747577007368571277762405236292105017432369258735599616.000000    0.102905   0.064086     -447988328855660376737019223640686287449687794978023837994397056377281278592122240565058515567254664239029577962117585844076756448516884768290121386865224740051209930942090437063220396032.000000
