Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -inf   -inf    inf    nan   nan     nan
0.027465   -inf   -inf    inf    nan   nan     nan
0.030030   -inf   -inf    inf    nan   nan     nan
0.032834   -21.814633   -76784975104110492966843683706774561000079983717573928411554929686104537740562383720348775685799870512267695093897257767935912974333464169733958916097442080879916990750011385799883490215797950112094103016788173053636770142696858854435483049718351644411568971705939115636568342062057318776832.000000    1701278099340023360405079733075931936920580787356613479586886269450618022910587379988659807377585510798612165257288397381253475172687266827225363488679052435631063056527890003524962817237932416988533114930933209366553025690429735599095860389630643570982220763678283545605374291297732722163712.000000    0.160750   0.034943     -2338566462672082643442487438654288580401638895229637684293226027882241172576168582657777848378423363291302494084078453283812114808100986852843977188165184599324457749327342340980636229754938933168001784544958991648053283228245910897312605932075504668982692584879839907021349196480468840611840.000000
0.035901   -21.783885   -7377531308700142583770087240811119036146008041070865484540179318680122242117489526460929618934450385041200854516490142720408950395190201467903970253223499254228535907409062958610109405242129836211510861359091385652848938165229974463319461838522897393464788570341376.000000    163449085772655310918346414430655068151108650963690115062652348987786688509427145370730319524753403607010104801434998218165309159321310537332301433186354430668184642243131829257283699691363948193069117122230315927203883847709138511472482853456731955761431763281248256.000000    0.144685   0.026506     -205498672353532481301218789822409342527667180413587655218775177474246609446795277268886967069982382109391663998127024797620151170008909060193739150863022788193017393640364206741199068891272817327168883816765882189940537070832012191807832056835490932932548629257781248.000000
0.039253   -21.749393   -95007320357995060644938714639538166065774655888677117715019469170158879132826399998968888860924383789027179719202793612383638950574841376912690803652384052782500821739055485757114243170725212940146589845594065434192333761296351439103792775168.000000    2104871958854062660983098759480074063883154192273226230950287071544256636448185833301403346636757747952961756861712107247098725196150751369073990284326049296562962823480263757697802199038260197796538846263599198584599902950534037718894863450112.000000    0.121215   0.020955     -2420357498701721417365639778370128509608900535082150641330235575077588727440279751803386719910343337554477475133461421257305921366492693990704255646292374868821010419507820733432664130104839255912443955171103142534594009668578640728601430851584.000000
0.042919   -21.711863   -110815695407882203637971987553038440916372805276916451482545262591074536391165712839607081947628605962394381824007776437904141453818843332052449744916671474004234742994724613487144375577141578484723411862952639049748185088.000000    2455085484057659881107746706448551402028590291194547401379085943192514239056302431696962817123291926749955057948990785460890935006029536943258801181313664964391595275650105016760870653615481281011090388709181061566933499904.000000    0.101745   0.016779     -2581952301491091209733610747488673959116230478681617863553670677109115139616958867674141824296148290169293141661175247742343327375816559325446540453635079583521415512927856953854645760274473806115546383583983121212192587776.000000
0.046928   -21.669708   -7745233910414424305495018011011673489704759020128009691432599313256417627760801444938227779885393604866789904944933851059914676700515228102337684957368127962135089172432560075496687572850146555191099392.000000    171581083719601058412399565738950603185144283079615112023677519299303755598067701700415915779930797049200831045309750175454343106656657116150169366498485776201350638553412005512127135029221758711424352256.000000    0.090026   0.013968     -165046366133115144744847207785193596856854919923562251274263459458414326280112549838613436923809115461833040459965052048822971559699878077406339535068434166603714316010565461103944496562460164243102629888.000000
0.051310   -21.624341   -23756537956343194443831088627561164476030201217112816897285231907499884048005731238871086464211400129759205413289542717291655908211109537879213279819295615009055586346340322044465381376.000000    526278742182676026236910755346597907545386432519177241566685605633595529445013892867242044722542110156003002994269720160267889410627205135883629375985742106734229002863017044175122071552.000000    0.075419   0.011605     -462997951470625269755359105692598389471571352361011698788118533977986954471899893705640878860162890855971064746678368180370887432891443729522636775700429536903226577136964849481562456064.000000
