Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -13.820866   -1276712456460216637277300453254953151524789858763971114496154534135004820455435912860688305815485520747774568884372664078208456808414465673462948240517377471432644068565264376039709752427449155725563795110443806117363176364151839841859928064.000000    18000902704832672583903224468576908098269253809684623876675358642182216301233217864036883385631217102791783327427039790997746564967033404562781458774957450839410109370272857042557407454769901007195469489610570873694408120357873883223611670528.000000    0.234808   0.806515     -50826838365176180882722198920689187634615054839994855873626028177969398771196197808449645538351215985013333526922694660843997921143525083588109421182144860735385270132167011006762880867889597075373835112331442263987036835148199406214316032000.000000
0.027465   -13.789057   -1558841204402293458304599432885826360860437353361149369125253491087754896956626944415852386231431704881660209680575448111778865627596429877188020217197897089744894043755772169836209101755635827649295880004989462113157120.000000    21978026383299305964422114131621464975506837046051721134478714097116133315726763361216580193910676146644225609594720199878362877978449199231221099500433567377053055204949946846883316860724839425386433435698690038391898112.000000    0.196917   0.789199     -56757906291304763199309673038867799698293531835011885420068034491473077593266311765545666632928876764218910153546119072769049538696548754384821283308387780166712634537571322651157028549891171714033060576753805722789085184.000000
0.030030   -13.765937   -171557471370215533086300938851364764747568046139952216051620242012645940038221314886064422559233286536629626755465891140975973582329963061178556040484030986829752423623353083314862520187100395114332160.000000    2418696735887050384825069242854429070374983118936292480922952424770032034180911165974836737405260681335619143789611808078489534784089996631365556339316996652589927216465035519241912767028213969678499840.000000    0.162142   0.522855     -5712926228662951726606901851818354648797482126879431219300985893442658129071459317483355488269948531173210339041637500067868372533260578169186035839974306076096092497726565770083118662576497655780737024.000000
0.032834   -13.735817   -678124894361765839086632585359227846512563881382089589856857576704966514567450018794994869965029694631797932107203592051768392359979141991201852772694953670547829724804920156924936192.000000    9560235270500337842867457124425502895461060614137833442940173606722665434894158142709205762532178411647943792283124347116055616639705634876878658999819495856527727366247654022791036928.000000    0.135182   0.414120     -20653000581263201913684582533579403339073712126753638720226450527086710556732120360433429980896716000740522680263051731743535638275530698539202322638521694875807467666388189325046054912.000000
0.035901   -13.702834   -82050798565292954637783990539783562331779534621619688896048005426253512660557163895252023837132357593675882583172260923822344309292207492714754076443508678690774974464.000000    1156724550752696473959081411222748981656150012574546419917912684664715002524015480566754310374454795084848946829861434372906718134873751148627778420545732126571545755648.000000    0.113192   0.333996     -2285497609590714519715143455277020433972266168090621916578124036605492983767053523672530425197831263337141435961893086570374092355457081113318277580989220400671871729664.000000
0.039253   -13.664291   -213287843674725895843067398291168764580880248703783534999620785601388794346548832073313525610384457812416287700671502852888466033652426276644694943334400.000000    3006786732590325004175269283498732027264180633955239677377048917215411751503833336016649163834071189130570801630189212329009827821622661836514703458697216.000000    0.095670   0.291303     -5433611114120863654619893327552430939362036850008926829666969510508565934058075244880115959222685512123467755817410528905098110274970281657680057967050752.000000
0.042919   -13.626687   -10853132850814074625597630477987933649364696815518179844759181629603112088030705910237651610632505151987561123407982243411100739165566795776.000000    152996512588073453468847833938781684499782854008987567567373121209587719778516422787988800949631661066289634366279094490228089539714409824256.000000    0.081761   0.230512     -252872765355175222773504826657143816049636044536898642918797352921582530615856374114169461276427652769009965742840749873819107748473741508608.000000
0.046928   -13.583227   -7176141797553751770043305521346859280849296332792494889785713068880976030765368550031076507404769851519961136717045870205337600.000000    101159806658121159665464216162153903491079814061330608293655581570040184377279639571681220723567628444527594970238133728912080896.000000    0.072183   0.195456     -152919348884949840301549436122380108825584875321461938614889625063872213388205927032827575815244181178758850566111160915271352320.000000
0.051310   -13.533220   -49600866854542707891295110063781458765658685462217006535750614714978185379213021864456250792903906941811727278276608.000000    699192703587904157404059005950697856337441416734862954923442947155686981686570312381581467170408470607593297298849792.000000    0.068491   0.176403     -966685456737126787684109228572272027275658818912891260980248849350155185106723657104370792877356132958978121593257984.000000
