Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.079433   -18.458906   -1647417189238289560240855790820079231321493075716137138040373892194203539835459026940038711887207071744.000000    32402707247991798026671715687380722955467630491161939010010351114912960820087270598641666641373949853696.000000    0.549975   30.270976     -20739754540229957233037718944187377141719665927726883426070972584779407852883921875473706660041697787904.000000
0.086444   -18.360329   -3435284761214382738229414329782780298921704233316459594380328237989944412044542635040393134080.000000    67552734297910342639834001557708279874224200749465493356949573990190461868016132208757420589056.000000    0.562817   24.608971     -39740016119277527586973694653730659589652668013086274695883515271270742820732715366158732099584.000000
0.094074   -18.240319   -31652886065120958024591277564502496465345855833490761542590992836614884200817474142208.000000    622291006471660360749389731057350545490257406901930351108361206350336212003890227314688.000000    0.663461   23.223438     -336468130286020956916675400298262439265370809922743410308484416913824874746681940246528.000000
0.102377   -18.107871   -1284501241838263134280704709034176426346590592907244139727422764622284077400064.000000    25246409243189656152448166538089608049486572419257016123572206745942836578877440.000000    0.758552   22.389522     -12546726541582915944834430300238622961870463687489112865702551867971991628677120.000000
0.111414   -17.972985   -225202757924625925769765305481682719315631620165991720179344038919405568.000000    4424550177660395831449515953464138349269627799982209757094807085923696640.000000    0.860817   19.898767     -2021319253006239316305842446340821104856833300190316991051429538686828544.000000
0.121248   -17.837580   -153165723083369860003032677833153469848902141948538715641214926848.000000    3008118161889485813510878020972288017560170051385838337824359710720.000000    0.884268   16.165799     -1263246525219314075114609637064613997820268970148360692370417647616.000000
0.131950   -17.667974   -278400591967010898096469418963755659096528268748244958314496.000000    5465089710369750014899241438636240757110047215336693830778880.000000    0.986314   15.855597     -2109900512544133350006254512190852701309448159380411789606912.000000
0.143596   -17.504825   -1715678220736352183568103989743566127858107851718262784.000000    33653863972062221533343916589663630801324564831553978368.000000    1.117299   13.348687     -11947938588726567467136297062928605263577158821259247616.000000
0.156271   -17.323946   -27390938600128518758403664313481276060384379273216.000000    537009754059675770733704599816016461051686631243776.000000    1.146838   11.690267     -175278786107237891171781604488676698226559285198848.000000
0.170064   -17.111429   -976289410528315368569044220141337704826667008.000000    19121509978967932955620247438524586650190741504.000000    1.319917   11.281899     -5740719699474853776479627583006869485757923328.000000
0.185075   -16.897606   -87749943104516377367426626507616376848384.000000    1717045836582698344659748334537203486031872.000000    1.419843   10.024717     -474132697830393820374442123566554374209536.000000
0.201410   -16.677540   -17879912302730677888145616214016655360.000000    349589975467381141555239209513097625600.000000    1.487658   8.438963     -88773583467192389653271594305742438400.000000
0.219188   -16.414427   -6509111942639773913308047666577408.000000    127029974180093714370194287007629312.000000    1.764470   7.991275     -29696510633963489618116401094983680.000000
0.238534   -16.135055   -4636463498863988853152933740544.000000    90314221369967475847714998059008.000000    2.014328   7.422589     -19437294993359321114887912947712.000000
0.259589   -15.869768   -6903441271503052223354503168.000000    134279624036876536793899466752.000000    2.113850   6.036260     -26593770588834755354176782336.000000
0.282501   -15.529202   -14477633760427823006220288.000000    280737655257809160182431744.000000    2.576586   6.002091     -51248030709482373322375168.000000
0.307436   -15.200035   -57245494327209468362752.000000    1105950372932352605159424.000000    2.879215   5.305244     -186202800102958830714880.000000
0.334572   -14.834775   -346719116275683557376.000000    6667694319803980316672.000000    3.320559   4.852494     -1036305938532609818624.000000
0.364103   -14.469620   -3473557244910970880.000000    66539397937805287424.000000    3.704721   4.141073     -9540035188680882176.000000
0.396241   -14.057343   -48539904698917448.000000    923930497922921216.000000    4.276077   3.818391     -122501029484918272.000000
0.431215   -13.611606   -962438653434121.125000    18157047086900200.000000    4.874176   3.606504     -2231922843119206.000000
0.469276   -13.184671   -29695256695964.140625    555906122641711.750000    5.320265   3.153460     -63278839907092.882812
0.510697   -12.711439   -1188512216944.913086    21988554166227.378906    5.829120   2.897527     -2327235784220.366211
0.555774   -12.214840   -63597867961.655685    1160181413834.609619    6.396230   2.743380     -114431237978.137955
0.604829   -11.697248   -4460394642.505616    79994360817.999954    6.928106   2.652916     -7374636656.945673
0.658214   -11.183066   -416932206.094931    7344737001.617893    7.325306   2.533027     -633429208.755270
0.716312   -10.636338   -47660777.802270    819221766.574578    7.553429   2.526518     -66536352.584070
0.779537   -10.100793   -6988200.314641    117166842.482139    7.696201   2.464146     -8964539.481574
0.848343   -9.565942   -1260137.715925    20565500.283722    7.771933   2.441499     -1485399.535946
0.923222   -9.028603   -271998.236188    4303485.984297    7.692055   2.428491     -294608.688177
1.004710   -8.489095   -68963.011416    1053373.306156    7.500111   2.450818     -68631.254699
1.093391   -7.962280   -20507.066677    301715.950346    7.201633   2.468247     -18748.191312
1.189899   -7.453083   -7055.762120    99909.590405    6.865975   2.456676     -5923.450074
1.294926   -6.953172   -2733.739763    37110.256059    6.422159   2.458841     -2105.747300
1.409223   -6.475684   -1190.870024    15496.126535    5.963454   2.449096     -840.459383
1.533608   -6.016704   -572.262703    7126.091563    5.460858   2.425795     -369.224798
1.668972   -5.578725   -300.264077    3576.963326    4.953158   2.396878     -176.567012
1.816284   -5.164890   -170.404912    1941.953023    4.439628   2.355778     -90.976991
1.976598   -4.773488   -103.466046    1129.409834    3.950658   2.305378     -49.930515
2.151063   -4.407706   -66.743723    699.280488    3.488636   2.245205     -28.979173
2.340926   -4.064501   -45.290983    456.469754    3.056965   2.177553     -17.611183
2.547548   -3.744796   -32.136031    312.610980    2.662561   2.102773     -11.144532
2.772408   -3.448010   -23.698017    223.408648    2.306547   2.022498     -7.304122
3.017115   -3.172193   -18.051725    165.686871    1.989052   1.939496     -4.931709
3.283421   -2.917122   -14.143503    127.050868    1.708219   1.852344     -3.419111
3.573232   -2.681601   -11.351436    100.377814    1.462124   1.763855     -2.426329
3.888624   -2.464027   -9.297312    81.432405    1.248000   1.674793     -1.757250
4.231853   -2.263229   -7.746738    67.633056    1.062379   1.586076     -1.295770
4.605378   -2.078305   -6.550678    57.386723    0.902554   1.498127     -0.971120
5.011872   -1.908498   -5.610505    49.655467    0.765670   1.411828     -0.738648
