Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -inf   -inf    inf    nan   nan     nan
0.027465   -17.524623   -231432923239346636764116544598894389924773437248724880961956429371412126343291512411767463988999494016502835941711341024071805401389420019610000932554340086190324802755964204545664833746928461061694067128469414514655689602283302125454377221095639010182321698171090994130061361152.000000    4125483415411694701064784718366627944653024874466926703165754472725087037351667051774321647649382796251243304153238104628664241776613183879039817081293662480634901518645448027511509399732909244342419936381060436784889978922702355471838153329106735084448746622269858984345433276416.000000    0.272282   0.102594     -8426546676367954495763729905363332021748269772560047718070542630748906236082244160520289071911623440537974513159070705296795115581747298613398468297871205658678588332403748863942955305348867014813885212157671697275683159355075765054779078218633451574355986101046275660251425406976.000000
0.030030   -17.494500   -181703343018831255776954294764975723706483339213664473989906386740654838220093225133330677432512173239520128668437687194009546472109873260895261918758088579849936164576225253973701046086540730072192369357838085326737467752690032786464453032981841859051520.000000    3238830007134397763248551482605521907289522689908092393804524022636637858260163699747982649295667433235750148515123795516677867074123544878008696659245831287469875463343724689222604129675325494543339857317157551325396623313758722605830158339282314201137152.000000    0.343749   0.085936     -6050787446778851000760805612271641132501572668720100496103306469705193160731689177082720842963412135908898377326244478917104678549615103912272579827694804231191446339680333000377824724051948300495464893841389583533424926086562398965625037917582066750324736.000000
0.032834   -17.464865   -18067032125273641535382566856743523524492976377539866398652982246535264785861037859716090422512552632435576852719224144215441582232740627201231545959184063015655861041237658753270096636399489998613031686951028560580684713877470969856.000000    322035941245767128643770516726103490262201276602005528888032438812288481586651467462315377851924916612730533273937170475960056689168904790098705352396424661997723724164712077325293943122306318786748967559600409514639679448546732408832.000000    0.308280   0.065844     -550250297677341581383986742220922777655152478134165700434214311063221992496827836130223990311666620518460337165721370665037049858079787619912480702917593546860582703919829146893748034514798795783294794810450424274161678663134715314176.000000
0.035901   -17.436235   -151128706723637663154081278924508027570743597539446634757424850525725702602684688265682184588031919013808763030269829100977310538715575712853054198733768933345242551084715943757397625632709346257485338185713057792.000000    2693604999605417920986458376510370611840429299618410934540530166062433205712555886612970245964277180698870414830982533799686956702534747180225180004142513423897720437016921870722484505487597757315905281454208188416.000000    0.363132   0.046257     -4209639686596715037320982451298253757863886559068720566569922460651197031336677377586091723529324519448089123482452417958663088249533922354312587831470640472002817521447545735293368792598408303392925860055494950912.000000
0.039253   -17.401552   -60165926749714961018341157126225407458450904526468462873400967026803968498822708049707177673887698068171941475186532447411608714059374783505963262412498851184034671544998718533415241414009159680.000000    1072316522963232186393093668875647869255990487939302650048445848358732026220393057754399408034528684382625634871917941158695548453051621095554095492826983238524075309641545875210023146364101197824.000000    0.341564   0.036386     -1532756122647096810669146706653725639413581701044981107663662961102564686529314862054745356614983063940105430387300045417454396847026255332252426877858225034423226173953705424205786734332192227328.000000
0.042919   -17.356130   -749968112494489434727624266323717127471741086216734211825031761676393095239080032939728427682005013535843722569301449686272364966580003767415353894783079160267196696108296306688.000000    13365075249248080648122665561061334031006944541583181100604149066601820974666865050142120977265479174973861212326959000978107602855059564566744307563534193582073454788873214230528.000000    0.393098   0.034661     -17473895615352911468379938681197906338640047675039469377902189254040560860297503113335714901028228990433512694884636156317135004206624784343408910846243511764810432354617500106752.000000
0.046928   -17.311244   -287596136035462594837768236660803255275956411630418927646504493810612656821317285201995238840645132802385594064399942564543756508695493462881565979570153461907456.000000    5124334841256233050346620064992754128767777952464052138456227240791925553052040111459415745465715825066707623701417493906760249240651407501806362960591051043110912.000000    0.478510   0.029844     -6128504021389633504853667236397352420251304455670865150335350836388402680274822699737475958191310292653446675843604505021534439511353643086369123335373318566969344.000000
0.051310   -17.265322   -2432458204565493629526973369138695582164824026100442102237328169743974690930849158019425928578078927422842389378644469517048232968008281931026268160.000000    43337525897766829850219916101771659154926353865299747676363822198578616181634068241474971032433525662647020320803209553232434053008627738677090451456.000000    0.456991   0.024389     -47406872492169154534783689901574815416037215419430552952070942986872304438179193036906638931588666554215124261130255638704889335592528445676458082304.000000
