Temperature,  F    <E>     <E^2>    Cv    Chi    entropy
============================================
0.025119   -14.085345   -48441689910663109562939126242454368601781201612355456407909281677895184594869517020408155309320391628998337532626330180205652598197177077121138811190211926951851851006741948118831482062276780108506131563179696247406725339693926733184264126332928.000000    693130600498580082010661362262181256067092353016794432097043799136310101950146883060065939153413727401821365823183755228889139392971811153576392908625020660364298248616631030943408286518648800819000050566181806217196874331164511514700909392166912.000000    0.127285   0.028669     -1928498410716322078493880601712599639342869268687982235826279135691203769827257605104500642496973839457002489846358010916227856951062546307217676532326856056802464399849449484151096588793807700298676607127775855609567123440401120427901999124578304.000000
0.027465   -14.066907   -39155090536983197642444518501591650176456335503934077842625801590864657577508817784854776443990507628818627440722133891313664305094852074776753094474217158820191625945723266961558807464934868760355891930839758090351872573440.000000    560241027126096790046754843727271442220556008673296703842126768415249165031394979975086539191126888621906125252181704214281299688196408821215429381092741105886353832370095452878182032654952835266379825846627186363490734440448.000000    0.129022   0.021247     -1425649356233027158997918100912647143182943819716511943761100277946822498066477131080677507917085653079412448758906034203354978866057431706622468970902879306271772713416927240758718296408606337107471997242936868811693942112256.000000
0.030030   -14.045444   -1919089296444360175846496580798342985088762841042081046893307564951125013449834443338563474340508210156655223225806828739726011055394729712348414335125349200586013293630502583250932729980345324990445387776.000000    27458227609846103945104564725674074479175278459204511713687438965297056509411668664977200911589607407571341841971264376006480583909597967464823655036536911407458646591423334743274645518817382616318091460608.000000    0.132620   0.016810     -63906371953595564470910350428319073793818951841162575762952974977650212144214670734335848748590459891098164905411011699733736081528151489973098289461246347226137765273630578754823267775706045078319499575296.000000
0.032834   -14.019844   -3931143204379936891761890352972240934568351920944533131578306998450267238008404256668472378452695375136613636175618618381918520500719629664060841519051597248711849098554042772433607327744.000000    56244928944610201039655812298452162320726158330505292941059184053957634256080397755916303488858770944713392828399998193333560880022989774600814466884419340301978442886031104782988686131200.000000    0.154520   0.014419     -119727064380229873310141647154054182047153841952048169302581189476239326957576151548747264674705452538995422244550637278068419922925348658981445290055348530781658621999423655484205796687872.000000
0.035901   -13.992214   -263723262604319870199816042536677719607427385082894611725216619413911829293712910291760910884089076343580464939246286795861681629666969099178610408115636772169016946982912.000000    3773108676956834274685484237339514711246794275673640270045405432704602764556081729316284875930383549558930851511582601107273681744857415767811406313319748441507665595596800.000000    0.171958   0.012357     -7345923462231756784451724926894056224154884594169052450819666654719429898989885326539113072297916685785323713402842767598242455592705712457807604476401789961903928867028992.000000
0.039253   -13.961914   -424829088421920437557470928202297658773406362228979231447294438945988376111939718923194639421291672899124057176239668997833476599321313432627283502376681472.000000    6077726001918511515032996063941141065259051834229826488453532616418016277811359896049601130162697244175665732326896917794905367534969467190139434457771278336.000000    0.222788   0.010710     -10822726774675142490295230828235506746643633098101177034517369293335663745502593788163934555722838692460466993915340561513522856313018012504881525343127601152.000000
0.042919   -13.933784   -14106287810945967875109634474033221728011704788570862246640870120390182776519335564772299069211660949435606415362033474904778307913423731556352.000000    201800629254421420156867851820341422050512911984925368005831323513373186150497858873539828131078569145175038786012759473435499538905172210089984.000000    0.230463   0.008347     -328669708247637117881807054090158450423937452723662994385143179792462123558000923774184279115669151297631415399670809663981879454377473090781184.000000
0.046928   -13.899638   -6173061628450086804237919552885774312604434368253068046966154953253175310075016688919890849191105476058959631880759592819913392128.000000    88303571125413795825274680216550241484709731020886947698502513960446961117530368038026082123429536749624702142745904461263486844928.000000    0.272287   0.007103     -131544302144509662851647897019043190828132964806499401540786102501249945836752917935370402587948075521582156756603391121366376775680.000000
0.051310   -13.858740   -28645585298891638883525226898259166951476059329450872622156198867420557824829724027808766067034485449661915195622031360.000000    409738597021689495656547007053524658467234105928160570371391026872264256955834242913283373944097038836515393754370146304.000000    0.286213   0.006552     -558281991106477515086626909561061936392039520607111597950669299266027461299928301017895295342738763713872586749130047488.000000
