0.000000  0.000002   0.000001
0.030000  0.000002   0.000001
0.060000  0.000002   0.000001
0.090000  0.000002   0.000001
0.120000  0.000002   0.000001
0.150000  0.000002   0.000001
0.180000  0.000002   0.000001
0.210000  0.000003   0.000001
0.240000  0.000002   0.000001
0.270000  0.000002   0.000001
0.300000  0.000002   0.000001
0.330000  0.000003   0.000001
0.360000  0.000002   0.000001
0.390000  0.000003   0.000001
0.420000  0.000003   0.000001
0.450000  0.000003   0.000001
0.480000  0.000003   0.000001
0.510000  0.000003   0.000001
0.540000  0.000003   0.000001
0.570000  0.000003   0.000001
0.600000  0.000004   0.000001
0.630000  0.000004   0.000001
0.660000  0.000004   0.000001
0.690000  0.000004   0.000001
0.720000  0.000004   0.000001
0.750000  0.000005   0.000001
0.780000  0.000005   0.000001
0.810000  0.000005   0.000002
0.840000  0.000006   0.000002
0.870000  0.000006   0.000002
0.900000  0.000007   0.000003
0.930000  0.000006   0.000003
0.960000  0.000008   0.000004
0.990000  0.000008   0.000004
1.020000  0.000009   0.000005
1.050000  0.000010   0.000006
1.080000  0.000011   0.000007
1.110000  0.000012   0.000009
1.140000  0.000014   0.000010
1.170000  0.000016   0.000013
1.200000  0.000019   0.000016
1.230000  0.000024   0.000020
1.260000  0.000028   0.000024
1.290000  0.000037   0.000032
1.320000  0.000050   0.000043
1.350000  0.000073   0.000063
1.380000  0.000143   0.000123
1.410000  0.001682   0.001454
1.440000  0.024410   0.021289
1.470000  0.037351   0.032882
1.500000  0.048784   0.043339
1.530000  0.059941   0.053714
1.560000  0.071187   0.064311
1.590000  0.082592   0.075176
1.620000  0.094078   0.086216
1.650000  0.105517   0.097296
1.680000  0.116776   0.108274
1.710000  0.127757   0.119042
1.740000  0.138389   0.129522
1.770000  0.148632   0.139666
1.800000  0.158470   0.149447
1.830000  0.167898   0.158854
1.860000  0.176925   0.167891
1.890000  0.185562   0.176563
1.920000  0.193826   0.184882
1.950000  0.201734   0.192862
1.980000  0.209305   0.200519
2.010000  0.216557   0.207868
2.040000  0.223508   0.214925
2.070000  0.230176   0.221705
2.100000  0.236575   0.228222
2.130000  0.242723   0.234490
2.160000  0.248632   0.240523
2.190000  0.254315   0.246333
2.220000  0.259787   0.251932
2.250000  0.265057   0.257330
2.280000  0.268841   0.226861
2.310000  0.272426   0.248377
2.340000  0.277757   0.255138
2.370000  0.282835   0.261785
2.400000  0.287639   0.268183
2.430000  0.292360   0.273235
2.460000  0.296639   0.279186
2.490000  0.300737   0.284671
2.520000  0.304659   0.289733
2.550000  0.308470   0.294686
2.580000  0.312149   0.299350
2.610000  0.315707   0.303775
2.640000  0.336246   0.308004
2.670000  0.343016   0.312824
2.700000  0.346803   0.316621
2.730000  0.350395   0.320274
2.760000  0.353814   0.323795
2.790000  0.357081   0.327192
2.820000  0.360209   0.330473
2.850000  0.363214   0.333121
2.880000  0.368120   0.335226
2.910000  0.370815   0.337891
2.940000  0.395798   0.341121
2.970000  0.398461   0.343811
3.000000  0.403230   0.346190
