#T	β	c	e	chiz	chic	s
0.0314465	31.8	0.000545628	-1.7192	8.1453e-09	8.81897e-09	0.0300311
0.031348	31.9	0.000545769	-1.7192	8.17419e-09	8.79166e-09	0.0300302
0.03125	32	0.000545993	-1.7192	8.20333e-09	8.81573e-09	0.0300294
0.0311526	32.1	0.000546301	-1.7192	8.23348e-09	8.89051e-09	0.0300286
0.0310559	32.2	0.000546689	-1.7192	8.26553e-09	9.01495e-09	0.0300278
0.0309598	32.3	0.000547158	-1.7192	8.30037e-09	9.18389e-09	0.0300271
0.0308642	32.4	0.000547705	-1.7192	8.33882e-09	9.39466e-09	0.0300263
0.0307692	32.5	0.00054833	-1.7192	8.38157e-09	9.64374e-09	0.0300255
0.0306748	32.6	0.000549029	-1.7192	8.42913e-09	9.93025e-09	0.0300248
0.030581	32.7	0.000549802	-1.7192	8.48186e-09	1.02534e-08	0.030024
0.0304878	32.8	0.000550648	-1.7192	8.53999e-09	1.06134e-08	0.0300233
0.0303951	32.9	0.000551564	-1.7192	8.60368e-09	1.10105e-08	0.0300226
0.030303	33	0.000552551	-1.7192	8.67302e-09	1.14435e-08	0.0300218
0.0302115	33.1	0.000553605	-1.7192	8.74811e-09	1.19092e-08	0.0300211
0.0301205	33.2	0.000554727	-1.7192	8.82902e-09	1.24033e-08	0.0300204
0.03003	33.3	0.000555913	-1.7192	8.91585e-09	1.29188e-08	0.0300197
0.0299401	33.4	0.000557164	-1.7192	9.00867e-09	1.34483e-08	0.030019
0.0298507	33.5	0.000558476	-1.7192	9.10754e-09	1.39837e-08	0.0300183
0.0297619	33.6	0.000559851	-1.7192	9.21242e-09	1.4517e-08	0.0300176
0.0296736	33.7	0.000561285	-1.7192	9.32315e-09	1.50402e-08	0.0300169
0.0295858	33.8	0.000562778	-1.7192	9.43942e-09	1.55483e-08	0.0300162
0.0294985	33.9	0.000564327	-1.7192	9.56072e-09	1.60371e-08	0.0300155
0.0294118	34	0.000565935	-1.7192	9.68635e-09	1.65041e-08	0.0300149
0.0293255	34.1	0.000567596	-1.7192	9.81544e-09	1.69498e-08	0.0300142
0.0292398	34.2	0.000569311	-1.7192	9.94698e-09	1.73757e-08	0.0300135
0.0291545	34.3	0.000571078	-1.7192	1.00798e-08	1.77848e-08	0.0300129
0.0290698	34.4	0.000572898	-1.7192	1.02129e-08	1.81802e-08	0.0300122
0.0289855	34.5	0.000574767	-1.7192	1.03448e-08	1.85653e-08	0.0300116
0.0289017	34.6	0.000576687	-1.7192	1.04745e-08	1.89423e-08	0.0300109
0.0288184	34.7	0.000578654	-1.7192	1.06008e-08	1.9313e-08	0.0300103
0.0287356	34.8	0.000580669	-1.7192	1.07227e-08	1.96767e-08	0.0300096
0.0286533	34.9	0.000582731	-1.7192	1.0839e-08	2.00312e-08	0.030009
0.0285714	35	0.000584839	-1.7192	1.09489e-08	2.03731e-08	0.0300084
0.02849	35.1	0.000586992	-1.7192	1.10518e-08	2.06984e-08	0.0300077
0.0284091	35.2	0.00058919	-1.7192	1.1147e-08	2.10022e-08	0.0300071
0.0283286	35.3	0.000591432	-1.7192	1.12341e-08	2.12791e-08	0.0300065
0.0282486	35.4	0.000593717	-1.7192	1.13129e-08	2.15267e-08	0.0300059
0.028169	35.5	0.000596045	-1.7192	1.13834e-08	2.17412e-08	0.0300053
0.0280899	35.6	0.000598414	-1.7192	1.14457e-08	2.19209e-08	0.0300046
0.0280112	35.7	0.000600826	-1.7192	1.15001e-08	2.20662e-08	0.030004
0.027933	35.8	0.00060328	-1.7192	1.1547e-08	2.21779e-08	0.0300034
0.0278552	35.9	0.000605772	-1.7192	1.15871e-08	2.22596e-08	0.0300028
0.0277778	36	0.000608304	-1.7192	1.16213e-08	2.23149e-08	0.0300022
0.0277008	36.1	0.000610877	-1.7192	1.16506e-08	2.235e-08	0.0300016
0.0276243	36.2	0.000613486	-1.7192	1.16763e-08	2.23708e-08	0.030001
0.0275482	36.3	0.000616132	-1.7192	1.16995e-08	2.23851e-08	0.0300004
0.0274725	36.4	0.000618816	-1.7192	1.17217e-08	2.24019e-08	0.0299998
0.0273973	36.5	0.000621535	-1.7192	1.17444e-08	2.24305e-08	0.0299992
0.0273224	36.6	0.000624288	-1.7192	1.17688e-08	2.2481e-08	0.0299986
0.027248	36.7	0.000627074	-1.7192	1.17963e-08	2.25634e-08	0.029998
0.0271739	36.8	0.000629896	-1.7192	1.18279e-08	2.26878e-08	0.0299974
0.0271003	36.9	0.000632749	-1.7192	1.18646e-08	2.28624e-08	0.0299968
0.027027	37	0.000635632	-1.7192	1.19071e-08	2.30953e-08	0.0299962
0.0269542	37.1	0.000638546	-1.7192	1.19554e-08	2.33912e-08	0.0299956
0.0268817	37.2	0.000641491	-1.7192	1.20097e-08	2.3753e-08	0.0299951
0.0268097	37.3	0.000644463	-1.7192	1.20693e-08	2.41787e-08	0.0299945
0.026738	37.4	0.000647462	-1.7192	1.21333e-08	2.46651e-08	0.0299939
0.0266667	37.5	0.000650489	-1.7192	1.22003e-08	2.52055e-08	0.0299933
0.0265957	37.6	0.000653543	-1.7192	1.22687e-08	2.57913e-08	0.0299927
0.0265252	37.7	0.000656623	-1.7192	1.23365e-08	2.64125e-08	0.0299921
0.026455	37.8	0.000659727	-1.7192	1.24018e-08	2.70578e-08	0.0299915
0.0263852	37.9	0.000662858	-1.7192	1.24625e-08	2.77162e-08	0.029991
0.0263158	38	0.000666014	-1.7192	1.25171e-08	2.83763e-08	0.0299904
0.0262467	38.1	0.000669195	-1.7192	1.25645e-08	2.90271e-08	0.0299898
0.026178	38.2	0.000672404	-1.7192	1.26038e-08	2.96577e-08	0.0299892
0.0261097	38.3	0.000675638	-1.7192	1.26348e-08	3.02589e-08	0.0299886
0.0260417	38.4	0.000678897	-1.7192	1.26576e-08	3.08212e-08	0.0299881
0.025974	38.5	0.000682185	-1.7192	1.26726e-08	3.13373e-08	0.0299875
0.0259067	38.6	0.0006855	-1.7192	1.26807e-08	3.18003e-08	0.0299869
0.0258398	38.7	0.000688843	-1.7192	1.26826e-08	3.22038e-08	0.0299863
0.0257732	38.8	0.000692212	-1.7192	1.26795e-08	3.25433e-08	0.0299858
0.0257069	38.9	0.000695607	-1.7192	1.26723e-08	3.28145e-08	0.0299852
0.025641	39	0.00069903	-1.7192	1.26622e-08	3.30144e-08	0.0299846
0.0255754	39.1	0.000702478	-1.7192	1.26502e-08	3.31411e-08	0.029984
0.0255102	39.2	0.000705953	-1.7192	1.26375e-08	3.31959e-08	0.0299834
0.0254453	39.3	0.000709453	-1.7192	1.26248e-08	3.31799e-08	0.0299829
0.0253807	39.4	0.000712978	-1.7192	1.26127e-08	3.30971e-08	0.0299823
0.0253165	39.5	0.000716528	-1.7192	1.26017e-08	3.29529e-08	0.0299817
0.0252525	39.6	0.000720101	-1.7192	1.25919e-08	3.27524e-08	0.0299811
0.0251889	39.7	0.000723699	-1.7192	1.25833e-08	3.25017e-08	0.0299806
0.0251256	39.8	0.000727321	-1.7192	1.25755e-08	3.22074e-08	0.02998
0.0250627	39.9	0.000730967	-1.7192	1.25685e-08	3.18765e-08	0.0299794
0.025	40	0.000734635	-1.7192	1.25622e-08	3.15146e-08	0.0299788
0.0249377	40.1	0.000738326	-1.7192	1.25568e-08	3.11303e-08	0.0299783
0.0248756	40.2	0.00074204	-1.7192	1.25527e-08	3.07306e-08	0.0299777
0.0248139	40.3	0.000745777	-1.7192	1.25504e-08	3.03246e-08	0.0299771
0.0247525	40.4	0.000749535	-1.7192	1.25505e-08	2.99195e-08	0.0299765
0.0246914	40.5	0.000753316	-1.7192	1.25535e-08	2.95242e-08	0.0299759
0.0246305	40.6	0.000757117	-1.7192	1.256e-08	2.91426e-08	0.0299754
0.02457	40.7	0.000760939	-1.7192	1.25705e-08	2.87757e-08	0.0299748
0.0245098	40.8	0.000764781	-1.7192	1.25855e-08	2.8419e-08	0.0299742
0.0244499	40.9	0.000768643	-1.7192	1.26059e-08	2.80658e-08	0.0299736
0.0243902	41	0.000772526	-1.7192	1.26323e-08	2.77087e-08	0.029973
0.0243309	41.1	0.00077643	-1.7192	1.26656e-08	2.73418e-08	0.0299725
0.0242718	41.2	0.000780354	-1.7192	1.27068e-08	2.69667e-08	0.0299719
0.0242131	41.3	0.000784301	-1.7192	1.27568e-08	2.65893e-08	0.0299713
0.0241546	41.4	0.000788268	-1.7192	1.28162e-08	2.62208e-08	0.0299707
0.0240964	41.5	0.000792257	-1.7192	1.28853e-08	2.58731e-08	0.0299701
0.0240385	41.6	0.000796265	-1.7192	1.2964e-08	2.55585e-08	0.0299695
0.0239808	41.7	0.000800293	-1.7192	1.30517e-08	2.52889e-08	0.029969
0.0239234	41.8	0.000804342	-1.7192	1.31478e-08	2.50722e-08	0.0299684
0.0238663	41.9	0.000808409	-1.7192	1.32513e-08	2.49146e-08	0.0299678
0.0238095	42	0.000812495	-1.7192	1.33612e-08	2.48196e-08	0.0299672
0.023753	42.1	0.000816598	-1.7192	1.34765e-08	2.47873e-08	0.0299666
0.0236967	42.2	0.00082072	-1.7192	1.35962e-08	2.48143e-08	0.029966
0.0236407	42.3	0.000824859	-1.7192	1.37194e-08	2.48932e-08	0.0299654
0.0235849	42.4	0.000829016	-1.7192	1.38451e-08	2.50144e-08	0.0299648
0.0235294	42.5	0.000833189	-1.7192	1.39725e-08	2.51669e-08	0.0299643
0.0234742	42.6	0.000837377	-1.7192	1.41008e-08	2.53406e-08	0.0299637
0.0234192	42.7	0.000841583	-1.7192	1.42298e-08	2.5528e-08	0.0299631
0.0233645	42.8	0.000845802	-1.7192	1.43592e-08	2.57258e-08	0.0299625
0.02331	42.9	0.000850039	-1.7192	1.44891e-08	2.59367e-08	0.0299619
0.0232558	43	0.000854291	-1.7192	1.46197e-08	2.61672e-08	0.0299613
0.0232019	43.1	0.000858558	-1.7192	1.47513e-08	2.64274e-08	0.0299607
0.0231481	43.2	0.000862839	-1.7192	1.48841e-08	2.67289e-08	0.0299601
0.0230947	43.3	0.000867137	-1.7192	1.50181e-08	2.70842e-08	0.0299595
0.0230415	43.4	0.000871451	-1.7192	1.51531e-08	2.75056e-08	0.0299589
0.0229885	43.5	0.000875776	-1.7192	1.52887e-08	2.80027e-08	0.0299583
0.0229358	43.6	0.000880117	-1.7192	1.54242e-08	2.85846e-08	0.0299577
0.0228833	43.7	0.000884473	-1.7192	1.5559e-08	2.92581e-08	0.0299571
0.0228311	43.8	0.000888845	-1.7192	1.56922e-08	3.00282e-08	0.0299565
0.022779	43.9	0.000893231	-1.7192	1.58229e-08	3.08989e-08	0.0299559
0.0227273	44	0.000897632	-1.7192	1.59504e-08	3.18718e-08	0.0299553
0.0226757	44.1	0.000902049	-1.7192	1.60736e-08	3.29472e-08	0.0299547
0.0226244	44.2	0.000906478	-1.7192	1.61913e-08	3.41232e-08	0.0299541
0.0225734	44.3	0.000910926	-1.7192	1.63023e-08	3.5396e-08	0.0299535
0.0225225	44.4	0.000915388	-1.7192	1.64051e-08	3.67581e-08	0.0299529
0.0224719	44.5	0.000919864	-1.7192	1.64982e-08	3.81982e-08	0.0299523
0.0224215	44.6	0.000924356	-1.7192	1.65803e-08	3.97027e-08	0.0299517
0.0223714	44.7	0.000928864	-1.7192	1.66502e-08	4.12523e-08	0.0299511
0.0223214	44.8	0.000933385	-1.7192	1.67072e-08	4.28254e-08	0.0299504
0.0222717	44.9	0.000937921	-1.7192	1.6751e-08	4.44003e-08	0.0299498
0.0222222	45	0.000942471	-1.7192	1.67816e-08	4.59532e-08	0.0299492
0.0221729	45.1	0.000947036	-1.7192	1.67996e-08	4.74632e-08	0.0299486
0.0221239	45.2	0.000951616	-1.7192	1.68057e-08	4.89127e-08	0.029948
0.0220751	45.3	0.000956212	-1.7192	1.68009e-08	5.02892e-08	0.0299474
0.0220264	45.4	0.000960825	-1.7192	1.67864e-08	5.15855e-08	0.0299468
0.021978	45.5	0.000965454	-1.7192	1.67633e-08	5.28007e-08	0.0299461
0.0219298	45.6	0.000970098	-1.7192	1.67331e-08	5.39371e-08	0.0299455
0.0218818	45.7	0.00097476	-1.7192	1.6697e-08	5.50013e-08	0.0299449
0.0218341	45.8	0.000979438	-1.7192	1.66563e-08	5.60029e-08	0.0299443
0.0217865	45.9	0.000984132	-1.7192	1.66124e-08	5.69509e-08	0.0299437
0.0217391	46	0.000988847	-1.7192	1.65666e-08	5.78552e-08	0.029943
0.021692	46.1	0.000993578	-1.7192	1.65199e-08	5.87231e-08	0.0299424
0.021645	46.2	0.000998329	-1.7192	1.64737e-08	5.95632e-08	0.0299418
0.0215983	46.3	0.0010031	-1.7192	1.64289e-08	6.03794e-08	0.0299412
0.0215517	46.4	0.00100788	-1.7192	1.63866e-08	6.1174e-08	0.0299405
0.0215054	46.5	0.00101269	-1.7192	1.63478e-08	6.19482e-08	0.0299399
0.0214592	46.6	0.00101752	-1.7192	1.63132e-08	6.26995e-08	0.0299393
0.0214133	46.7	0.00102236	-1.7192	1.62835e-08	6.34272e-08	0.0299386
0.0213675	46.8	0.00102722	-1.7192	1.62593e-08	6.41271e-08	0.029938
0.021322	46.9	0.00103211	-1.7192	1.62408e-08	6.47953e-08	0.0299374
0.0212766	47	0.00103701	-1.7192	1.62279e-08	6.54295e-08	0.0299367
0.0212314	47.1	0.00104194	-1.7192	1.62203e-08	6.60261e-08	0.0299361
0.0211864	47.2	0.00104688	-1.7192	1.62177e-08	6.65825e-08	0.0299355
0.0211416	47.3	0.00105184	-1.7192	1.62192e-08	6.70976e-08	0.0299348
0.021097	47.4	0.00105683	-1.7192	1.62242e-08	6.75718e-08	0.0299342
0.0210526	47.5	0.00106183	-1.7192	1.62319e-08	6.80052e-08	0.0299335
0.0210084	47.6	0.00106686	-1.7192	1.6242e-08	6.84043e-08	0.0299329
0.0209644	47.7	0.00107191	-1.7192	1.62534e-08	6.87697e-08	0.0299322
0.0209205	47.8	0.00107698	-1.7192	1.62656e-08	6.91055e-08	0.0299316
0.0208768	47.9	0.00108207	-1.7192	1.62782e-08	6.94136e-08	0.029931
0.0208333	48	0.00108718	-1.7192	1.6291e-08	6.96983e-08	0.0299303
0.02079	48.1	0.00109231	-1.7192	1.63036e-08	6.99673e-08	0.0299297
0.0207469	48.2	0.00109746	-1.7192	1.63162e-08	7.02242e-08	0.029929
0.0207039	48.3	0.00110264	-1.7192	1.63289e-08	7.0475e-08	0.0299284
0.0206612	48.4	0.00110784	-1.7192	1.63419e-08	7.07235e-08	0.0299277
0.0206186	48.5	0.00111305	-1.7192	1.63556e-08	7.09754e-08	0.0299271
0.0205761	48.6	0.00111829	-1.7192	1.637e-08	7.12332e-08	0.0299264
0.0205339	48.7	0.00112355	-1.7192	1.63856e-08	7.14984e-08	0.0299258
0.0204918	48.8	0.00112883	-1.7192	1.64025e-08	7.17732e-08	0.0299251
0.0204499	48.9	0.00113413	-1.7192	1.64209e-08	7.20562e-08	0.0299244
0.0204082	49	0.00113946	-1.7192	1.64409e-08	7.23467e-08	0.0299238
0.0203666	49.1	0.0011448	-1.7192	1.64627e-08	7.26428e-08	0.0299231
0.0203252	49.2	0.00115016	-1.7192	1.64859e-08	7.29419e-08	0.0299225
0.020284	49.3	0.00115554	-1.7192	1.65104e-08	7.32419e-08	0.0299218
0.0202429	49.4	0.00116093	-1.7192	1.65359e-08	7.35402e-08	0.0299211
0.020202	49.5	0.00116635	-1.7192	1.65623e-08	7.38356e-08	0.0299205
0.0201613	49.6	0.00117179	-1.7192	1.65895e-08	7.41273e-08	0.0299198
0.0201207	49.7	0.00117724	-1.7192	1.66174e-08	7.44173e-08	0.0299191
0.0200803	49.8	0.00118272	-1.7192	1.66462e-08	7.47058e-08	0.0299185
0.0200401	49.9	0.00118821	-1.7192	1.66767e-08	7.49981e-08	0.0299178
0.02	50	0.00119372	-1.7192	1.67095e-08	7.52967e-08	0.0299171
0.0199601	50.1	0.00119925	-1.7192	1.67457e-08	7.56052e-08	0.0299165
0.0199203	50.2	0.0012048	-1.7192	1.67864e-08	7.59275e-08	0.0299158
0.0198807	50.3	0.00121037	-1.7192	1.68328e-08	7.62678e-08	0.0299151
0.0198413	50.4	0.00121596	-1.7192	1.68861e-08	7.6629e-08	0.0299144
0.019802	50.5	0.00122156	-1.7192	1.69471e-08	7.70138e-08	0.0299138
0.0197628	50.6	0.00122719	-1.7192	1.70164e-08	7.74248e-08	0.0299131
0.0197239	50.7	0.00123283	-1.7192	1.70941e-08	7.78622e-08	0.0299124
0.019685	50.8	0.0012385	-1.7192	1.71799e-08	7.83244e-08	0.0299117
0.0196464	50.9	0.00124419	-1.7192	1.7273e-08	7.88043e-08	0.029911
0.0196078	51	0.0012499	-1.7192	1.73722e-08	7.92932e-08	0.0299103
0.0195695	51.1	0.00125562	-1.7192	1.7476e-08	7.97736e-08	0.0299097
0.0195312	51.2	0.00126137	-1.7192	1.75827e-08	8.02213e-08	0.029909
0.0194932	51.3	0.00126714	-1.7192	1.76903e-08	8.0606e-08	0.0299083
0.0194553	51.4	0.00127293	-1.7192	1.77967e-08	8.08912e-08	0.0299076
0.0194175	51.5	0.00127874	-1.7192	1.79e-08	8.10389e-08	0.0299069
0.0193798	51.6	0.00128457	-1.7192	1.79982e-08	8.10118e-08	0.0299062
0.0193424	51.7	0.00129042	-1.7192	1.80897e-08	8.07794e-08	0.0299055
0.019305	51.8	0.00129628	-1.7192	1.81731e-08	8.03209e-08	0.0299048
0.0192678	51.9	0.00130217	-1.7192	1.8247e-08	7.96277e-08	0.0299041
0.0192308	52	0.00130808	-1.7192	1.83107e-08	7.87041e-08	0.0299034
0.0191939	52.1	0.001314	-1.7192	1.83631e-08	7.75659e-08	0.0299027
0.0191571	52.2	0.00131995	-1.7192	1.84039e-08	7.62402e-08	0.029902
0.0191205	52.3	0.00132592	-1.7192	1.84329e-08	7.47594e-08	0.0299013
0.019084	52.4	0.0013319	-1.7192	1.84502e-08	7.31614e-08	0.0299006
0.0190476	52.5	0.0013379	-1.7192	1.84564e-08	7.14809e-08	0.0298999
0.0190114	52.6	0.00134393	-1.7192	1.84529e-08	6.97553e-08	0.0298992
0.0189753	52.7	0.00134997	-1.7192	1.84407e-08	6.80123e-08	0.0298985
0.0189394	52.8	0.00135603	-1.7192	1.84214e-08	6.62802e-08	0.0298978
0.0189036	52.9	0.00136211	-1.7192	1.83966e-08	6.45825e-08	0.0298971
0.0188679	53	0.00136821	-1.7192	1.83675e-08	6.29398e-08	0.0298964
0.0188324	53.1	0.00137433	-1.7192	1.83354e-08	6.13688e-08	0.0298957
0.018797	53.2	0.00138047	-1.7192	1.83014e-08	5.98839e-08	0.029895
0.0187617	53.3	0.00138663	-1.7192	1.82666e-08	5.84943e-08	0.0298943
0.0187266	53.4	0.0013928	-1.7192	1.8232e-08	5.72081e-08	0.0298936
0.0186916	53.5	0.001399	-1.7192	1.81986e-08	5.60286e-08	0.0298928
0.0186567	53.6	0.00140521	-1.7192	1.81674e-08	5.496e-08	0.0298921
0.018622	53.7	0.00141144	-1.7192	1.81392e-08	5.40021e-08	0.0298914
0.0185874	53.8	0.00141768	-1.7192	1.81149e-08	5.31556e-08	0.0298907
0.0185529	53.9	0.00142395	-1.7192	1.8095e-08	5.24194e-08	0.02989
0.0185185	54	0.00143023	-1.7192	1.80798e-08	5.17924e-08	0.0298893
0.0184843	54.1	0.00143653	-1.7192	1.80694e-08	5.12737e-08	0.0298885
0.0184502	54.2	0.00144284	-1.7192	1.80638e-08	5.08609e-08	0.0298878
0.0184162	54.3	0.00144917	-1.7192	1.80627e-08	5.05545e-08	0.0298871
0.0183824	54.4	0.00145552	-1.7192	1.80657e-08	5.03518e-08	0.0298864
0.0183486	54.5	0.00146189	-1.7192	1.80725e-08	5.02534e-08	0.0298856
0.018315	54.6	0.00146826	-1.7192	1.80828e-08	5.02583e-08	0.0298849
0.0182815	54.7	0.00147466	-1.7192	1.8096e-08	5.03663e-08	0.0298842
0.0182482	54.8	0.00148107	-1.7192	1.81117e-08	5.05779e-08	0.0298834
0.0182149	54.9	0.0014875	-1.7192	1.81296e-08	5.08939e-08	0.0298827
0.0181818	55	0.00149394	-1.7192	1.81493e-08	5.13153e-08	0.029882
0.0181488	55.1	0.0015004	-1.7192	1.81704e-08	5.18438e-08	0.0298812
0.0181159	55.2	0.00150687	-1.7192	1.81925e-08	5.24783e-08	0.0298805
0.0180832	55.3	0.00151336	-1.7192	1.82151e-08	5.32202e-08	0.0298798
0.0180505	55.4	0.00151986	-1.7192	1.82375e-08	5.40648e-08	0.029879
0.018018	55.5	0.00152638	-1.7192	1.82589e-08	5.5007e-08	0.0298783
0.0179856	55.6	0.00153291	-1.7192	1.82781e-08	5.60379e-08	0.0298775
0.0179533	55.7	0.00153946	-1.7192	1.82938e-08	5.71441e-08	0.0298768
0.0179211	55.8	0.00154602	-1.7192	1.83045e-08	5.83116e-08	0.0298761
0.0178891	55.9	0.0015526	-1.7192	1.83086e-08	5.95255e-08	0.0298753
0.0178571	56	0.0015592	-1.7192	1.83046e-08	6.07694e-08	0.0298746
0.0178253	56.1	0.00156581	-1.7192	1.82912e-08	6.20305e-08	0.0298738
0.0177936	56.2	0.00157243	-1.7192	1.82675e-08	6.32951e-08	0.0298731
0.017762	56.3	0.00157907	-1.7192	1.82328e-08	6.45541e-08	0.0298723
0.0177305	56.4	0.00158573	-1.7192	1.81867e-08	6.57992e-08	0.0298716
0.0176991	56.5	0.0015924	-1.7192	1.81292e-08	6.70216e-08	0.0298708
0.0176678	56.6	0.00159909	-1.7192	1.80601e-08	6.82135e-08	0.0298701
0.0176367	56.7	0.00160579	-1.7192	1.79797e-08	6.93676e-08	0.0298693
0.0176056	56.8	0.00161251	-1.7192	1.78879e-08	7.04738e-08	0.0298685
0.0175747	56.9	0.00161924	-1.7192	1.77848e-08	7.15221e-08	0.0298678
0.0175439	57	0.00162599	-1.7192	1.76704e-08	7.2501e-08	0.029867
0.0175131	57.1	0.00163275	-1.7192	1.75446e-08	7.34e-08	0.0298663
0.0174825	57.2	0.00163953	-1.7192	1.74077e-08	7.4208e-08	0.0298655
0.017452	57.3	0.00164632	-1.7192	1.726e-08	7.49165e-08	0.0298647
0.0174216	57.4	0.00165313	-1.7192	1.7102e-08	7.55167e-08	0.029864
0.0173913	57.5	0.00165995	-1.7192	1.69348e-08	7.60036e-08	0.0298632
0.0173611	57.6	0.00166679	-1.7192	1.67597e-08	7.63734e-08	0.0298624
0.017331	57.7	0.00167365	-1.7192	1.65785e-08	7.66273e-08	0.0298617
0.017301	57.8	0.00168052	-1.7192	1.63932e-08	7.67655e-08	0.0298609
0.0172712	57.9	0.00168741	-1.7192	1.62061e-08	7.67937e-08	0.0298601
0.0172414	58	0.00169432	-1.7192	1.60195e-08	7.67199e-08	0.0298594
0.0172117	58.1	0.00170125	-1.7192	1.5836e-08	7.65542e-08	0.0298586
0.0171821	58.2	0.00170819	-1.7192	1.56577e-08	7.63072e-08	0.0298578
0.0171527	58.3	0.00171516	-1.7192	1.54867e-08	7.5992e-08	0.029857
0.0171233	58.4	0.00172214	-1.7192	1.5325e-08	7.56218e-08	0.0298563
0.017094	58.5	0.00172914	-1.7192	1.51742e-08	7.52102e-08	0.0298555
0.0170648	58.6	0.00173616	-1.7192	1.50356e-08	7.47698e-08	0.0298547
0.0170358	58.7	0.00174319	-1.7192	1.49101e-08	7.43115e-08	0.0298539
0.0170068	58.8	0.00175025	-1.7192	1.47984e-08	7.38445e-08	0.0298531
0.0169779	58.9	0.00175732	-1.7192	1.4701e-08	7.3379e-08	0.0298523
0.0169492	59	0.00176441	-1.7192	1.46177e-08	7.29202e-08	0.0298516
0.0169205	59.1	0.00177152	-1.7192	1.45483e-08	7.24731e-08	0.0298508
0.0168919	59.2	0.00177865	-1.7192	1.44921e-08	7.20418e-08	0.02985
0.0168634	59.3	0.00178579	-1.7192	1.44481e-08	7.16295e-08	0.0298492
0.016835	59.4	0.00179295	-1.7192	1.44151e-08	7.12379e-08	0.0298484
0.0168067	59.5	0.00180013	-1.7192	1.43917e-08	7.08707e-08	0.0298476
0.0167785	59.6	0.00180733	-1.7192	1.43764e-08	7.05306e-08	0.0298468
0.0167504	59.7	0.00181455	-1.7192	1.43678e-08	7.02228e-08	0.029846
0.0167224	59.8	0.00182177	-1.7192	1.43646e-08	6.99524e-08	0.0298452
0.0166945	59.9	0.00182902	-1.7192	1.43655e-08	6.9727e-08	0.0298444
0.0166667	60	0.00183629	-1.7192	1.43697e-08	6.95528e-08	0.0298436
0.0166389	60.1	0.00184358	-1.7192	1.43762e-08	6.94353e-08	0.0298429
0.0166113	60.2	0.00185088	-1.7192	1.43843e-08	6.93797e-08	0.0298421
0.0165837	60.3	0.00185821	-1.7192	1.43932e-08	6.93859e-08	0.0298412
0.0165563	60.4	0.00186554	-1.7192	1.44024e-08	6.94538e-08	0.0298404
0.0165289	60.5	0.00187291	-1.7192	1.44114e-08	6.95772e-08	0.0298396
0.0165017	60.6	0.00188029	-1.7192	1.44197e-08	6.97466e-08	0.0298388
0.0164745	60.7	0.00188769	-1.7192	1.44273e-08	6.99504e-08	0.029838
0.0164474	60.8	0.00189511	-1.7192	1.4434e-08	7.01724e-08	0.0298372
0.0164204	60.9	0.00190255	-1.7192	1.44402e-08	7.03965e-08	0.0298364
0.0163934	61	0.00191001	-1.7192	1.4446e-08	7.0606e-08	0.0298356
0.0163666	61.1	0.00191749	-1.7192	1.44519e-08	7.07872e-08	0.0298348
0.0163399	61.2	0.00192499	-1.7192	1.44584e-08	7.09271e-08	0.029834
0.0163132	61.3	0.00193251	-1.7192	1.44659e-08	7.10176e-08	0.0298332
0.0162866	61.4	0.00194005	-1.7192	1.44748e-08	7.10535e-08	0.0298324
0.0162602	61.5	0.00194762	-1.7192	1.44856e-08	7.10348e-08	0.0298315
0.0162338	61.6	0.0019552	-1.7192	1.44984e-08	7.09607e-08	0.0298307
0.0162075	61.7	0.00196281	-1.7192	1.45135e-08	7.08353e-08	0.0298299
0.0161812	61.8	0.00197043	-1.7192	1.45308e-08	7.06626e-08	0.0298291
0.0161551	61.9	0.00197807	-1.7192	1.45504e-08	7.04456e-08	0.0298283
0.016129	62	0.00198574	-1.7192	1.45719e-08	7.01902e-08	0.0298274
0.0161031	62.1	0.00199343	-1.7192	1.45952e-08	6.98998e-08	0.0298266
0.0160772	62.2	0.00200113	-1.7192	1.46199e-08	6.95806e-08	0.0298258
0.0160514	62.3	0.00200886	-1.7192	1.46458e-08	6.92374e-08	0.029825
0.0160256	62.4	0.0020166	-1.7192	1.46726e-08	6.88775e-08	0.0298241
0.016	62.5	0.00202437	-1.7192	1.47002e-08	6.85086e-08	0.0298233
0.0159744	62.6	0.00203215	-1.7192	1.47285e-08	6.81371e-08	0.0298225
0.015949	62.7	0.00203995	-1.7192	1.47574e-08	6.77725e-08	0.0298216
0.0159236	62.8	0.00204777	-1.7192	1.47871e-08	6.74206e-08	0.0298208
0.0158983	62.9	0.00205562	-1.7192	1.48177e-08	6.70862e-08	0.02982
0.015873	63	0.00206348	-1.7192	1.48493e-08	6.67741e-08	0.0298191
0.0158479	63.1	0.00207135	-1.7192	1.48819e-08	6.64845e-08	0.0298183
0.0158228	63.2	0.00207925	-1.7192	1.49158e-08	6.62163e-08	0.0298175
0.0157978	63.3	0.00208717	-1.7192	1.49508e-08	6.59655e-08	0.0298166
0.0157729	63.4	0.0020951	-1.7192	1.4987e-08	6.57253e-08	0.0298158
0.015748	63.5	0.00210304	-1.7192	1.50244e-08	6.54861e-08	0.0298149
0.0157233	63.6	0.00211101	-1.7192	1.50627e-08	6.52378e-08	0.0298141
0.0156986	63.7	0.00211899	-1.7192	1.51016e-08	6.49645e-08	0.0298133
0.015674	63.8	0.00212699	-1.7192	1.51408e-08	6.46526e-08	0.0298124
