#T	β	c	e	chiz	chic	s
100	0.01	1.86547e-05	-0.126861	0.00248762	0.0024875	0.693138
50	0.02	7.49831e-05	-0.128731	0.0049505	0.00495	0.69311
33.3333	0.03	0.00016952	-0.13061	0.00738863	0.00738751	0.693063
25	0.04	0.000302787	-0.132498	0.00980201	0.00980003	0.692997
20	0.05	0.000475287	-0.134395	0.0121907	0.0121876	0.692911
16.6667	0.06	0.000687507	-0.1363	0.0145546	0.0145501	0.692807
14.2857	0.07	0.00093992	-0.138214	0.0168938	0.0168878	0.692682
12.5	0.08	0.00123298	-0.140137	0.0192083	0.0192004	0.692538
11.1111	0.09	0.00156711	-0.142067	0.0214981	0.0214882	0.692374
10	0.1	0.00194274	-0.144006	0.0237633	0.0237511	0.69219
9.09091	0.11	0.00236026	-0.145953	0.0260038	0.0259891	0.691985
8.33333	0.12	0.00282004	-0.147907	0.0282197	0.0282022	0.69176
7.69231	0.13	0.00332244	-0.149869	0.030411	0.0303906	0.691515
7.14286	0.14	0.00386778	-0.151839	0.0325778	0.0325542	0.691249
6.66667	0.15	0.00445639	-0.153816	0.03472	0.034693	0.690963
6.25	0.16	0.00508855	-0.1558	0.0368378	0.0368072	0.690655
5.88235	0.17	0.00576452	-0.157791	0.0389311	0.0388966	0.690327
5.55556	0.18	0.00648455	-0.159789	0.0410001	0.0409615	0.689977
5.26316	0.19	0.00724884	-0.161794	0.0430447	0.0430018	0.689606
5	0.2	0.0080576	-0.163805	0.045065	0.0450176	0.689214
3.33333	0.3	0.0186146	-0.184235	0.0639443	0.0638411	0.684102
2.5	0.4	0.033634	-0.205104	0.08047	0.0802928	0.676795
2	0.5	0.0528619	-0.226205	0.0947404	0.0944738	0.667298
1.66667	0.6	0.0757768	-0.247321	0.106882	0.106513	0.655686
1.42857	0.7	0.101628	-0.268233	0.117043	0.116563	0.642095
1.25	0.8	0.129499	-0.288736	0.125393	0.124795	0.626722
1.11111	0.9	0.158389	-0.308643	0.132112	0.131392	0.609807
1	1	0.187293	-0.327796	0.137387	0.136543	0.591619
0.909091	1.1	0.215278	-0.346064	0.141401	0.140434	0.572445
0.833333	1.2	0.241544	-0.363352	0.144334	0.143248	0.552572
0.769231	1.3	0.265456	-0.379596	0.146356	0.145153	0.532276
0.714286	1.4	0.286562	-0.39476	0.147619	0.146306	0.511813
0.666667	1.5	0.304586	-0.408838	0.148264	0.146845	0.49141
0.625	1.6	0.319417	-0.421842	0.148412	0.146894	0.471261
0.588235	1.7	0.331076	-0.433805	0.148169	0.146559	0.451531
0.555556	1.8	0.339694	-0.444771	0.147625	0.145929	0.43235
0.526316	1.9	0.345476	-0.454793	0.146856	0.14508	0.413816
0.5	2	0.348681	-0.463931	0.145924	0.144075	0.396004
0.47619	2.1	0.349592	-0.472248	0.14488	0.142962	0.378961
0.454545	2.2	0.348505	-0.479807	0.143765	0.141784	0.362715
0.434783	2.3	0.345712	-0.48667	0.142611	0.140572	0.34728
0.416667	2.4	0.34149	-0.492897	0.141444	0.139351	0.332651
0.4	2.5	0.336097	-0.498546	0.140284	0.13814	0.318816
0.384615	2.6	0.329766	-0.503669	0.139144	0.136953	0.305755
0.37037	2.7	0.322707	-0.508318	0.138036	0.135801	0.29344
0.357143	2.8	0.315102	-0.512537	0.136967	0.13469	0.28184
0.344828	2.9	0.30711	-0.51637	0.135942	0.133627	0.270921
0.333333	3	0.298866	-0.519853	0.134965	0.132612	0.260648
0.322581	3.1	0.290485	-0.523022	0.134036	0.131649	0.250985
0.3125	3.2	0.282061	-0.525908	0.133157	0.130737	0.241895
0.30303	3.3	0.273673	-0.52854	0.132327	0.129875	0.233344
0.294118	3.4	0.265383	-0.530942	0.131545	0.129062	0.225298
0.285714	3.5	0.257241	-0.533139	0.13081	0.128296	0.217723
0.277778	3.6	0.249288	-0.535149	0.130118	0.127576	0.210588
0.27027	3.7	0.241552	-0.536991	0.12947	0.126899	0.203864
0.263158	3.8	0.234056	-0.538683	0.128861	0.126263	0.197522
0.25641	3.9	0.226814	-0.540238	0.12829	0.125666	0.191537
0.25	4	0.219836	-0.541669	0.127755	0.125105	0.185883
0.243902	4.1	0.213128	-0.542989	0.127254	0.124589	0.180537
0.238095	4.2	0.206689	-0.544208	0.126784	0.124094	0.175479
0.232558	4.3	0.200521	-0.545336	0.126344	0.123628	0.170689
0.227273	4.4	0.194616	-0.54638	0.125931	0.12319	0.166147
0.222222	4.5	0.188971	-0.547349	0.125543	0.122777	0.161837
0.217391	4.6	0.183579	-0.548249	0.125179	0.122389	0.157743
0.212766	4.7	0.17843	-0.549086	0.124837	0.122022	0.153851
0.208333	4.8	0.173516	-0.549866	0.124515	0.121677	0.150146
0.204082	4.9	0.168828	-0.550594	0.124213	0.121351	0.146617
0.2	5	0.164356	-0.551273	0.123928	0.121042	0.143251
0.196078	5.1	0.160091	-0.55191	0.12366	0.12075	0.140039
0.192308	5.2	0.156021	-0.552506	0.123407	0.120474	0.13697
0.188679	5.3	0.152139	-0.553065	0.123168	0.120211	0.134035
0.185185	5.4	0.148434	-0.55359	0.122943	0.119963	0.131226
0.181818	5.5	0.144897	-0.554084	0.12273	0.119726	0.128535
0.178571	5.6	0.141519	-0.554549	0.122528	0.119501	0.125955
0.175439	5.7	0.138292	-0.554987	0.122337	0.119287	0.123479
0.172414	5.8	0.135208	-0.5554	0.122156	0.119083	0.121101
0.169492	5.9	0.132259	-0.555791	0.121984	0.118888	0.118815
0.166667	6	0.129436	-0.556161	0.121821	0.118702	0.116616
0.163934	6.1	0.126734	-0.556511	0.121666	0.118524	0.114499
0.16129	6.2	0.124146	-0.556843	0.121519	0.118354	0.112459
0.15873	6.3	0.121665	-0.557157	0.121378	0.118191	0.110493
0.15625	6.4	0.119285	-0.557456	0.121245	0.118035	0.108595
0.153846	6.5	0.117001	-0.55774	0.121117	0.117885	0.106764
0.151515	6.6	0.114807	-0.55801	0.120996	0.11774	0.104994
0.149254	6.7	0.112699	-0.558267	0.12088	0.117602	0.103284
0.147059	6.8	0.110672	-0.558513	0.120769	0.117468	0.101629
0.144928	6.9	0.10872	-0.558746	0.120663	0.11734	0.100028
0.142857	7	0.106841	-0.558969	0.120561	0.117216	0.098477
0.140845	7.1	0.105031	-0.559183	0.120464	0.117096	0.0969743
0.138889	7.2	0.103285	-0.559386	0.120371	0.11698	0.0955176
0.136986	7.3	0.101601	-0.559581	0.120282	0.116869	0.0941046
0.135135	7.4	0.0999744	-0.559768	0.120197	0.116761	0.0927334
0.133333	7.5	0.0984033	-0.559947	0.120115	0.116656	0.091402
0.131579	7.6	0.0968846	-0.560118	0.120036	0.116555	0.0901087
0.12987	7.7	0.0954156	-0.560282	0.11996	0.116457	0.0888519
0.128205	7.8	0.093994	-0.56044	0.119887	0.116361	0.0876299
0.126582	7.9	0.0926173	-0.560591	0.119818	0.116269	0.0864413
0.125	8	0.0912835	-0.560737	0.11975	0.116179	0.0852847
0.123457	8.1	0.0899904	-0.560877	0.119686	0.116091	0.0841588
0.121951	8.2	0.0887361	-0.561011	0.119623	0.116006	0.0830623
0.120482	8.3	0.087519	-0.561141	0.119563	0.115923	0.0819941
0.119048	8.4	0.0863372	-0.561265	0.119505	0.115843	0.080953
0.117647	8.5	0.0851892	-0.561385	0.11945	0.115764	0.0799381
0.116279	8.6	0.0840734	-0.561501	0.119396	0.115687	0.0789483
0.114943	8.7	0.0829886	-0.561613	0.119344	0.115613	0.0779826
0.113636	8.8	0.0819332	-0.561721	0.119294	0.115539	0.0770402
0.11236	8.9	0.0809062	-0.561825	0.119246	0.115468	0.0761202
0.111111	9	0.0799063	-0.561925	0.119199	0.115398	0.0752218
0.10989	9.1	0.0789323	-0.562022	0.119154	0.115329	0.0743443
0.108696	9.2	0.0779833	-0.562116	0.119111	0.115262	0.0734868
0.107527	9.3	0.0770583	-0.562206	0.119069	0.115197	0.0726487
0.106383	9.4	0.0761562	-0.562294	0.119028	0.115132	0.0718294
0.105263	9.5	0.0752763	-0.562379	0.118989	0.115069	0.0710282
0.104167	9.6	0.0744176	-0.562461	0.118951	0.115007	0.0702445
0.103093	9.7	0.0735793	-0.56254	0.118915	0.114946	0.0694776
0.102041	9.8	0.0727608	-0.562617	0.11888	0.114886	0.0687272
0.10101	9.9	0.0719612	-0.562692	0.118845	0.114827	0.0679926
0.1	10	0.0711799	-0.562764	0.118812	0.114769	0.0672733
0.0990099	10.1	0.0704163	-0.562834	0.11878	0.114712	0.0665688
0.0980392	10.2	0.0696697	-0.562902	0.118749	0.114655	0.0658787
0.0970874	10.3	0.0689395	-0.562968	0.11872	0.1146	0.0652026
0.0961538	10.4	0.0682251	-0.563032	0.118691	0.114545	0.06454
0.0952381	10.5	0.0675261	-0.563094	0.118663	0.11449	0.0638904
0.0943396	10.6	0.0668419	-0.563155	0.118636	0.114437	0.0632536
0.0934579	10.7	0.066172	-0.563213	0.118609	0.114384	0.0626291
0.0925926	10.8	0.065516	-0.56327	0.118584	0.114331	0.0620166
0.0917431	10.9	0.0648734	-0.563326	0.11856	0.114279	0.0614158
0.0909091	11	0.0642439	-0.563379	0.118536	0.114228	0.0608262
0.0900901	11.1	0.0636269	-0.563432	0.118513	0.114177	0.0602476
0.0892857	11.2	0.0630221	-0.563483	0.118491	0.114126	0.0596797
0.0884956	11.3	0.0624291	-0.563532	0.118469	0.114076	0.0591221
0.0877193	11.4	0.0618476	-0.563581	0.118449	0.114026	0.0585746
0.0869565	11.5	0.0612772	-0.563627	0.118428	0.113976	0.058037
0.0862069	11.6	0.0607176	-0.563673	0.118409	0.113927	0.0575088
0.0854701	11.7	0.0601685	-0.563718	0.11839	0.113878	0.05699
0.0847458	11.8	0.0596296	-0.563761	0.118372	0.113829	0.0564802
0.0840336	11.9	0.0591006	-0.563803	0.118355	0.11378	0.0559793
0.0833333	12	0.0585812	-0.563845	0.118338	0.113732	0.0554869
0.0826446	12.1	0.0580712	-0.563885	0.118321	0.113684	0.0550028
0.0819672	12.2	0.0575702	-0.563924	0.118305	0.113635	0.054527
0.0813008	12.3	0.0570781	-0.563962	0.11829	0.113587	0.054059
0.0806452	12.4	0.0565945	-0.563999	0.118275	0.113539	0.0535988
0.08	12.5	0.0561194	-0.564036	0.118261	0.113491	0.0531461
0.0793651	12.6	0.0556524	-0.564071	0.118247	0.113443	0.0527008
0.0787402	12.7	0.0551933	-0.564106	0.118234	0.113395	0.0522627
0.078125	12.8	0.0547419	-0.56414	0.118221	0.113347	0.0518316
0.0775194	12.9	0.0542981	-0.564173	0.118209	0.113299	0.0514073
0.0769231	13	0.0538616	-0.564205	0.118197	0.11325	0.0509897
0.0763359	13.1	0.0534323	-0.564236	0.118186	0.113202	0.0505786
0.0757576	13.2	0.05301	-0.564267	0.118174	0.113154	0.0501739
0.075188	13.3	0.0525944	-0.564297	0.118164	0.113105	0.0497754
0.0746269	13.4	0.0521855	-0.564327	0.118154	0.113057	0.0493829
0.0740741	13.5	0.0517831	-0.564355	0.118144	0.113008	0.0489964
0.0735294	13.6	0.0513869	-0.564384	0.118134	0.112959	0.0486157
0.0729927	13.7	0.050997	-0.564411	0.118125	0.11291	0.0482407
0.0724638	13.8	0.0506131	-0.564438	0.118116	0.11286	0.0478712
0.0719424	13.9	0.050235	-0.564464	0.118108	0.112811	0.0475071
0.0714286	14	0.0498627	-0.56449	0.1181	0.112761	0.0471484
0.070922	14.1	0.049496	-0.564515	0.118092	0.112711	0.0467948
0.0704225	14.2	0.0491348	-0.56454	0.118085	0.112661	0.0464463
0.0699301	14.3	0.0487789	-0.564564	0.118077	0.11261	0.0461027
0.0694444	14.4	0.0484283	-0.564587	0.118071	0.11256	0.045764
0.0689655	14.5	0.0480828	-0.564611	0.118064	0.112509	0.0454301
0.0684932	14.6	0.0477423	-0.564633	0.118058	0.112457	0.0451008
0.0680272	14.7	0.0474067	-0.564655	0.118052	0.112406	0.044776
0.0675676	14.8	0.0470759	-0.564677	0.118046	0.112354	0.0444557
0.0671141	14.9	0.0467498	-0.564698	0.118041	0.112301	0.0441398
0.0666667	15	0.0464283	-0.564719	0.118036	0.112249	0.0438282
0.0662252	15.1	0.0461112	-0.56474	0.118031	0.112196	0.0435208
0.0657895	15.2	0.0457986	-0.56476	0.118026	0.112142	0.0432174
0.0653595	15.3	0.0454902	-0.564779	0.118022	0.112089	0.0429181
0.0649351	15.4	0.045186	-0.564798	0.118018	0.112035	0.0426228
0.0645161	15.5	0.044886	-0.564817	0.118014	0.111981	0.0423313
0.0641026	15.6	0.04459	-0.564836	0.11801	0.111926	0.0420436
0.0636943	15.7	0.044298	-0.564854	0.118007	0.111871	0.0417596
0.0632911	15.8	0.0440098	-0.564872	0.118004	0.111815	0.0414792
0.0628931	15.9	0.0437254	-0.564889	0.118001	0.11176	0.0412025
0.0625	16	0.0434448	-0.564906	0.117998	0.111703	0.0409292
0.0621118	16.1	0.0431678	-0.564923	0.117995	0.111647	0.0406594
0.0617284	16.2	0.0428944	-0.56494	0.117993	0.11159	0.0403929
0.0613497	16.3	0.0426245	-0.564956	0.11799	0.111533	0.0401298
0.0609756	16.4	0.042358	-0.564972	0.117988	0.111475	0.0398699
0.0606061	16.5	0.0420949	-0.564987	0.117986	0.111417	0.0396132
0.060241	16.6	0.0418351	-0.565003	0.117985	0.111358	0.0393597
0.0598802	16.7	0.0415786	-0.565018	0.117983	0.111299	0.0391092
0.0595238	16.8	0.0413253	-0.565033	0.117982	0.11124	0.0388617
0.0591716	16.9	0.041075	-0.565047	0.117981	0.111181	0.0386172
0.0588235	17	0.0408279	-0.565061	0.117979	0.111121	0.0383756
0.0584795	17.1	0.0405837	-0.565075	0.117979	0.11106	0.0381368
0.0581395	17.2	0.0403425	-0.565089	0.117978	0.110999	0.0379009
0.0578035	17.3	0.0401042	-0.565103	0.117977	0.110938	0.0376677
0.0574713	17.4	0.0398688	-0.565116	0.117977	0.110876	0.0374372
0.0571429	17.5	0.0396362	-0.565129	0.117976	0.110814	0.0372094
0.0568182	17.6	0.0394063	-0.565142	0.117976	0.110752	0.0369842
0.0564972	17.7	0.0391791	-0.565154	0.117976	0.110689	0.0367616
0.0561798	17.8	0.0389545	-0.565167	0.117976	0.110626	0.0365415
0.0558659	17.9	0.0387326	-0.565179	0.117976	0.110562	0.0363239
0.0555556	18	0.0385132	-0.565191	0.117976	0.110498	0.0361088
0.0552486	18.1	0.0382964	-0.565203	0.117976	0.110434	0.035896
0.0549451	18.2	0.038082	-0.565214	0.117977	0.110369	0.0356856
0.0546448	18.3	0.03787	-0.565226	0.117977	0.110304	0.0354775
0.0543478	18.4	0.0376605	-0.565237	0.117978	0.110239	0.0352717
0.0540541	18.5	0.0374533	-0.565248	0.117978	0.110173	0.0350681
0.0537634	18.6	0.0372484	-0.565259	0.117979	0.110107	0.0348668
0.0534759	18.7	0.0370457	-0.565269	0.11798	0.11004	0.0346676
0.0531915	18.8	0.0368454	-0.56528	0.117981	0.109973	0.0344705
0.0529101	18.9	0.0366472	-0.56529	0.117982	0.109906	0.0342756
0.0526316	19	0.0364511	-0.565301	0.117983	0.109838	0.0340827
0.052356	19.1	0.0362572	-0.565311	0.117984	0.10977	0.0338919
0.0520833	19.2	0.0360654	-0.56532	0.117985	0.109702	0.0337031
0.0518135	19.3	0.0358756	-0.56533	0.117986	0.109633	0.0335162
0.0515464	19.4	0.0356879	-0.56534	0.117987	0.109564	0.0333313
0.0512821	19.5	0.0355022	-0.565349	0.117988	0.109495	0.0331483
0.0510204	19.6	0.0353184	-0.565358	0.11799	0.109425	0.0329672
0.0507614	19.7	0.0351366	-0.565367	0.117991	0.109355	0.0327879
0.0505051	19.8	0.0349566	-0.565376	0.117992	0.109285	0.0326104
0.0502513	19.9	0.0347786	-0.565385	0.117993	0.109214	0.0324348
0.05	20	0.0346024	-0.565394	0.117995	0.109143	0.0322609
0.0497512	20.1	0.034428	-0.565403	0.117996	0.109072	0.0320888
0.049505	20.2	0.0342553	-0.565411	0.117997	0.109	0.0319183
0.0492611	20.3	0.0340845	-0.565419	0.117999	0.108928	0.0317496
0.0490196	20.4	0.0339154	-0.565428	0.118	0.108856	0.0315825
0.0487805	20.5	0.033748	-0.565436	0.118002	0.108783	0.0314171
0.0485437	20.6	0.0335822	-0.565444	0.118003	0.10871	0.0312533
0.0483092	20.7	0.0334182	-0.565452	0.118004	0.108637	0.031091
0.0480769	20.8	0.0332558	-0.565459	0.118005	0.108564	0.0309304
0.0478469	20.9	0.033095	-0.565467	0.118007	0.10849	0.0307713
0.047619	21	0.0329357	-0.565474	0.118008	0.108416	0.0306137
0.0473934	21.1	0.0327781	-0.565482	0.118009	0.108342	0.0304576
0.0471698	21.2	0.032622	-0.565489	0.11801	0.108267	0.030303
0.0469484	21.3	0.0324674	-0.565496	0.118012	0.108192	0.0301498
0.046729	21.4	0.0323143	-0.565503	0.118013	0.108117	0.0299981
0.0465116	21.5	0.0321627	-0.56551	0.118014	0.108042	0.0298478
0.0462963	21.6	0.0320125	-0.565517	0.118015	0.107967	0.0296989
0.0460829	21.7	0.0318638	-0.565524	0.118015	0.107891	0.0295514
0.0458716	21.8	0.0317165	-0.565531	0.118016	0.107815	0.0294052
0.0456621	21.9	0.0315706	-0.565538	0.118017	0.107738	0.0292604
0.0454545	22	0.0314261	-0.565544	0.118018	0.107662	0.0291169
0.0452489	22.1	0.031283	-0.565551	0.118018	0.107585	0.0289747
0.045045	22.2	0.0311412	-0.565557	0.118019	0.107508	0.0288338
0.044843	22.3	0.0310007	-0.565563	0.118019	0.107431	0.0286942
0.0446429	22.4	0.0308615	-0.565569	0.11802	0.107354	0.0285558
0.0444444	22.5	0.0307236	-0.565575	0.11802	0.107276	0.0284186
0.0442478	22.6	0.030587	-0.565581	0.11802	0.107198	0.0282827
0.0440529	22.7	0.0304517	-0.565587	0.11802	0.10712	0.0281479
0.0438596	22.8	0.0303176	-0.565593	0.11802	0.107042	0.0280144
0.0436681	22.9	0.0301847	-0.565599	0.11802	0.106964	0.027882
0.0434783	23	0.030053	-0.565605	0.118019	0.106885	0.0277508
0.04329	23.1	0.0299226	-0.56561	0.118019	0.106806	0.0276207
0.0431034	23.2	0.0297933	-0.565616	0.118018	0.106727	0.0274917
0.0429185	23.3	0.0296652	-0.565622	0.118018	0.106648	0.0273638
0.042735	23.4	0.0295382	-0.565627	0.118017	0.106569	0.0272371
0.0425532	23.5	0.0294124	-0.565632	0.118016	0.106489	0.0271114
0.0423729	23.6	0.0292876	-0.565638	0.118015	0.106409	0.0269867
0.0421941	23.7	0.029164	-0.565643	0.118013	0.10633	0.0268632
0.0420168	23.8	0.0290415	-0.565648	0.118012	0.10625	0.0267406
0.041841	23.9	0.0289201	-0.565653	0.11801	0.106169	0.0266191
0.0416667	24	0.0287998	-0.565658	0.118008	0.106089	0.0264986
0.0414938	24.1	0.0286805	-0.565663	0.118006	0.106009	0.0263791
0.0413223	24.2	0.0285622	-0.565668	0.118004	0.105928	0.0262606
0.0411523	24.3	0.028445	-0.565673	0.118002	0.105847	0.0261431
0.0409836	24.4	0.0283288	-0.565678	0.117999	0.105766	0.0260265
0.0408163	24.5	0.0282136	-0.565682	0.117996	0.105685	0.0259109
0.0406504	24.6	0.0280994	-0.565687	0.117993	0.105604	0.0257962
0.0404858	24.7	0.0279862	-0.565692	0.11799	0.105522	0.0256824
0.0403226	24.8	0.027874	-0.565696	0.117987	0.105441	0.0255696
0.0401606	24.9	0.0277627	-0.565701	0.117983	0.105359	0.0254576
0.04	25	0.0276524	-0.565705	0.117979	0.105277	0.0253466
0.0398406	25.1	0.027543	-0.56571	0.117975	0.105195	0.0252364
0.0396825	25.2	0.0274346	-0.565714	0.117971	0.105113	0.0251271
0.0395257	25.3	0.027327	-0.565718	0.117966	0.105031	0.0250187
0.0393701	25.4	0.0272204	-0.565722	0.117961	0.104949	0.0249111
0.0392157	25.5	0.0271147	-0.565727	0.117956	0.104866	0.0248044
0.0390625	25.6	0.0270099	-0.565731	0.117951	0.104784	0.0246985
0.0389105	25.7	0.0269059	-0.565735	0.117946	0.104701	0.0245934
0.0387597	25.8	0.0268029	-0.565739	0.11794	0.104618	0.0244891
0.03861	25.9	0.0267007	-0.565743	0.117934	0.104535	0.0243856
0.0384615	26	0.0265993	-0.565747	0.117928	0.104452	0.0242829
0.0383142	26.1	0.0264988	-0.565751	0.117921	0.104369	0.024181
0.0381679	26.2	0.0263991	-0.565755	0.117914	0.104286	0.0240799
0.0380228	26.3	0.0263003	-0.565758	0.117907	0.104203	0.0239795
0.0378788	26.4	0.0262023	-0.565762	0.1179	0.104119	0.0238799
0.0377358	26.5	0.0261051	-0.565766	0.117892	0.104035	0.023781
0.037594	26.6	0.0260086	-0.56577	0.117884	0.103952	0.0236829
0.0374532	26.7	0.025913	-0.565773	0.117875	0.103868	0.0235855
0.0373134	26.8	0.0258182	-0.565777	0.117867	0.103784	0.0234888
0.0371747	26.9	0.0257241	-0.565781	0.117858	0.1037	0.0233928
0.037037	27	0.0256308	-0.565784	0.117849	0.103616	0.0232975
0.0369004	27.1	0.0255383	-0.565788	0.117839	0.103532	0.023203
0.0367647	27.2	0.0254465	-0.565791	0.117829	0.103448	0.0231091
