Temperature,  F    <E>     <E^2>    Cv    entropy
0.081113   -23.786877   -570416258702627082110566394175224241521356616580333312374044618603378085438991888139102681698379499151902135755192190329241468928.000000    14224548071459778965698849002643016015506169201341748608733994231184966311610198196103176336270035687798594027631406666699600035840.000000    0.560161   -7032358246662670546715230674469295941924776714171658925032465444363673635434353839838356806644545066855191486837137674612343046144.000000
0.086975   -23.707265   -595673284734157662518998231028301405109831042689074801130097944225646649723337971403062431669153749487200497744742449152.000000    14852240155155915244719281191213707941086907008896215277789853040997568201287343768861618658221624630425799164582034407424.000000    0.528986   -6848795260946371527275072390671110062950783842916029482214298829218096986708243625734216188996051744485004894408022163456.000000
0.093260   -23.616320   -2361232947651526939277686281250630285962649690279955737394389455595355579283039776714502996229029102785757446144.000000    58865598269502149219010782606728253116359893988757081934168513179447886533657670094458945635404341802734788280320.000000    0.524501   -25318726932975221971373120139182053348253019655365784536856139631343193424522958963343901264664984126450944704512.000000
0.100000   -23.518672   -34431435176226634095943319104031782649828541698672194657181061917694029125628041642911715975153642897408.000000    858260828760466437115600068850359545887047042330571924402764981687787958719934911683761173649368884969472.000000    0.519076   -344314351762262823889505301029184503635026522669740756145912180333882552295035828005154287115504659202048.000000
0.107227   -23.420732   -1804159297767778062430952467477545692672626838749398512273257241881681888439901658893300357136384.000000    44963023345347627654762795442555299771714669060067255504767109607057823009608474069119787348262912.000000    0.501629   -16825649994086941506368802614690403231189684854089130471107940959865338457175035396375410506727424.000000
0.114976   -23.312116   -283618915844383086762465810227863169127723544986349808542432888674888104086213020843245568.000000    7067644540550053661383622132693328312557928538859993802478097249488529137890444661063942144.000000    0.482434   -2466772691791871041817621626634431767301191560103819549019910523747491598869171383803314176.000000
0.123285   -23.196913   -129461387182460342309170495086119189085384636199608961306687761882699392525497532416.000000    3225549646453320204995494756378287751023121509278440697803616873838314378371109224448.000000    0.476488   -1050101225404935867604324366072800027695369406328725025504788357934671253554933530624.000000
0.132194   -23.075821   -161022142476467109810667495672092781267541278009320116561359277298190575992832.000000    4011230696887556149564242208345940885777214070300249045708446209542334953029632.000000    0.469550   -1218073457077229165180087833783750873824885526137098136024080704448888907497472.000000
0.141747   -22.939242   -477497528187127610188432466024761766311273996453881210601099591438827520.000000    11892824224140639272386804847672146813416483803155649591250562946995060736.000000    0.485034   -3368650665216963695873765872321506827596535863457148269347216744675016704.000000
0.151991   -22.791638   -3313791664720966716256862913463971630805595696771198740366165540864.000000    82521611125803597856430263304110049307670712967061763556680830812160.000000    0.510128   -21802536358132216237230796696609773738046113892130110962632017051648.000000
0.162975   -22.643140   -54371265902086758204902253799519873900942194542814283608096768.000000    1353696401272542706518415903987084708456954022757473474345697280.000000    0.528916   -333617045913293743777497295035187414090619321006037234817695744.000000
0.174753   -22.486129   -1898350791821538399859250219086686972591450341696956530688.000000    47249981237931208756462325238655947702326072127304325136384.000000    0.545225   -10863061177221385632411331753984194665899919393240085692416.000000
0.187382   -22.313857   -129626986954652311116223596112945177838248518710460416.000000    3225519049681332776062981138276929217292237066679091200.000000    0.585835   -691780241624479648968620056308472647612195730731565056.000000
0.200923   -22.116380   -15854448610797384262210583543948061878691018309632.000000    394368919300154468711059492491616395455817769287680.000000    0.683585   -78907964335430700960978884335745698180921225641984.000000
0.215443   -21.921093   -3841183450141995071699573211816887343745335296.000000    95511231072941999050481909724616948140008800256.000000    0.736777   -17829194210037202437612674213923741620942929920.000000
0.231013   -21.718939   -1682844907262272672521915874362183657717760.000000    41825892666760325302547630019945960898035712.000000    0.817941   -7284633876624702853795543664394074257883136.000000
0.247708   -21.488780   -1175940186269189337575647847879679148032.000000    29208870233219540703284637027666531188736.000000    0.945289   -4747290827045944219955211772338525700096.000000
0.265609   -21.249255   -1378060647586545662505415337350004736.000000    34207969176855447441629368832877395968.000000    1.073623   -5188309876030181786227494280100839424.000000
0.284804   -20.987484   -2500378087851348149349671401160704.000000    62009070549297858535958488044011520.000000    1.289841   -8779306874476257814515487778799616.000000
0.305386   -20.728661   -7456800935132491113573654724608.000000    184750092767479618727973188796416.000000    1.432176   -24417661259883878395891435962368.000000
0.327455   -20.427726   -30622391232302624602176094208.000000    757662290161569877173748105216.000000    1.717343   -93516358158419157268274610176.000000
0.351119   -20.119615   -189775551649789441449394176.000000    4687929582689429927950811136.000000    2.001047   -540487578050789903593111552.000000
0.376494   -19.791138   -1663689216763650872705024.000000    41004304273901604871077888.000000    2.395433   -4418904603266063058075648.000000
0.403702   -19.447474   -20487038519235194126336.000000    503586722054720515473408.000000    2.818647   -50747958720288792772608.000000
0.432876   -19.062575   -326258957779262373888.000000    7990082397568680067072.000000    3.395097   -753700508284049817600.000000
0.464159   -18.685902   -7419237689668872192.000000    181009312613433180160.000000    3.913578   -15984263052214587392.000000
0.497702   -18.287440   -219749687261910496.000000    5334321095745610752.000000    4.485213   -441528323949977536.000000
0.533670   -17.840626   -7928367415719272.000000    190991284265013248.000000    5.344355   -14856312998413266.000000
0.572237   -17.428770   -402568873427906.750000    9632470234984016.000000    5.935739   -703500539274334.000000
0.613591   -16.964462   -23960088871582.289062    567060399102715.500000    6.666280   -39048974836018.335938
0.657933   -16.488326   -1778196408241.064941    41569419706086.898438    7.425496   -2702700428527.628418
0.705480   -16.031189   -169380213030.746948    3909914944825.531250    7.950326   -240092075659.397766
0.756463   -15.541463   -18786192108.549690    425835205140.952759    8.358154   -24834240350.734692
0.811131   -15.055870   -2532486454.262397    56364642969.604492    8.694222   -3122167649.257011
0.869749   -14.577763   -408829276.832742    8915405177.091599    8.807921   -470054304.200958
0.932603   -14.095740   -76782471.641320    1636523564.133253    8.787629   -82331312.451524
1.000000   -13.623942   -16815824.442286    349537341.737029    8.549134   -16815810.818344
1.072267   -13.154887   -4203412.568228    85024200.511137    8.213334   -3920104.361170
1.149757   -12.697936   -1196050.987172    23506603.803269    7.774703   -1040253.109155
1.232847   -12.258996   -385088.818804    7354914.422989    7.335831   -312347.469874
1.321941   -11.830553   -137600.063730    2550216.806225    6.854953   -104080.452702
1.417474   -11.416953   -54232.136608    974549.319496    6.353601   -38251.645832
1.519911   -11.019592   -23384.851106    407417.538342    5.876340   -15378.420341
1.629751   -10.638884   -10936.889142    184687.037360    5.396597   -6704.245843
1.747528   -10.272882   -5494.302507    89858.334340    4.918280   -3138.163377
1.873817   -9.924927   -2952.120166    46779.295303    4.465907   -1570.161107
2.009233   -9.594567   -1684.422885    25865.961376    4.034052   -833.566000
2.154435   -9.281306   -1014.637234    15112.272535    3.639189   -466.644885
2.310130   -8.984073   -641.014824    9259.065491    3.258134   -273.591024
2.477076   -8.703921   -423.248139    5934.859410    2.909528   -167.352216
2.656088   -8.440132   -290.669173    3960.173998    2.590369   -106.257422
2.848036   -8.190533   -206.594830    2736.216371    2.295695   -69.663553
3.053856   -7.956542   -151.624234    1954.761423    2.031217   -47.044692
3.274549   -7.738114   -114.540200    1439.002813    1.791703   -32.615814
3.511192   -7.532252   -88.706435    1087.054342    1.576541   -23.118699
3.764936   -7.339876   -70.307972    841.532468    1.384917   -16.724879
4.037017   -7.159299   -56.873170    665.692559    1.214677   -12.314505
4.328761   -6.990997   -46.873728    537.186139    1.063520   -9.213428
4.641589   -6.834351   -39.292294    441.498432    0.930251   -6.992852
4.977024   -6.687263   -33.423650    368.572131    0.812189   -5.371963
5.336699   -6.550130   -28.824884    312.389579    0.708903   -4.173882
5.722368   -6.422167   -25.165373    268.336980    0.618134   -3.275428
6.135907   -6.303309   -22.219362    233.383455    0.538636   -2.593920
6.579332   -6.191729   -19.811771    205.184638    0.468986   -2.070125
7.054802   -6.088289   -17.831579    182.311520    0.408276   -1.664581
7.564633   -5.991074   -16.178610    163.422114    0.355121   -1.346732
8.111308   -5.901135   -14.794198    147.803209    0.308886   -1.096378
8.697490   -5.817192   -13.621482    134.715509    0.268592   -0.897304
9.326033   -5.738898   -12.621058    123.669908    0.233526   -0.737951
10.000000   -5.666212   -11.762382    114.276608    0.202969   -0.609617
