3 -1.26629511944 0
4 -1.78677635995 0
5 -2.31275656243 0
6 -2.84385425642 0
7 -3.38000864858 0
8 -3.92121007522 0
9 -4.4674570045 0
10 -5.01874919387 0
11 -5.57508660494 0
12 -6.13646923163 0
13 -6.70289707297 0
14 -7.27437012883 0
15 -7.85088912482 0
  
16 -7.394223054875417 1
17 -7.37769189132552 1
18 -7.4007455993756 1
19 -7.421560940313841 1
20 -7.446167194957221 1
21 -7.475819533631785 1
22 -7.510517095760278 1
23 -7.550260001127446 1
24 -7.59504897943559 1
25 -7.644888828036596 1
26 -7.682916483779592 1
  
27 -7.760065529678877 1
26 -7.688725292587764 1
25 -7.637973950005096 1
24 -7.584916673792411 1
23 -7.54093551697765 1
22 -7.501931075141376 1
21 -7.467973304177497 1
20 -7.439056950150369 1
19 -7.415181089096141 1
18 -7.391146256368281 1
17 -7.376679184103565 1
16 -7.365080711734582 1
15 -7.390420722144452 1
14 -7.388215230201265 1
13 -7.398603250790496 1
12 -7.414459046392538 1
11 -7.435397408644907 1
10 -7.46138471634275 1
9 -7.492412153653034 1
8 -7.528463019389263 1
7 -7.569436561776976 1
6 -7.61432618945443 1
5 -7.657284158332736 1
4 -7.70010642881102 1
  
3 -7.754389758515555 1
4 -7.677001424859912 1
5 -7.642376445708803 1
6 -7.591465235148759 1
7 -7.548095072317556 1
8 -7.509745080934357 1
9 -7.476439659816312 1
10 -7.448179629550827 1
11 -7.424965041849735 1
12 -7.406795913177553 1
13 -7.393672424318848 1
14 -7.385595552408559 1
15 -7.377192107283179 1
  
16 -7.376839174143682 2
17 -7.385120388511776 2
18 -7.402043060356232 2
19 -7.41643911873654 2
20 -7.453179376417773 2
21 -7.484086441344028 2
22 -7.520041346012913 2
23 -7.561119125191158 2
24 -7.595323546696831 2
25 -7.652582556068886 2
26 -7.705593214032742 2
  
27 -7.769047360404358 2
26 -7.69924450103946 2
25 -7.653856236474943 2
24 -7.584259474893025 2
23 -7.53928043084932 2
22 -7.525133230257122 2
21 -7.494068056255654 2
20 -7.449349465755837 2
19 -7.423903589839723 2
18 -7.405882826103462 2
17 -7.393735414927289 2
16 -7.38654687010033 2
15 -7.387000641869255 2
14 -7.391380734208119 2
13 -7.40527219641321 2
12 -7.429859531049423 2
11 -7.453585476533034 2
10 -7.479069619034036 2
9 -7.50960053062447 2
8 -7.540638701803632 2
7 -7.5801069586726 2
6 -7.624428290969974 2
5 -7.67372459553648 2
4 -7.723482227661477 2
  
3 -7.788380650021082 2
4 -7.723666798106411 2
5 -7.673795158800012 2
6 -7.613267928514355 2
7 -7.579970873527967 2
8 -7.541858759069084 2
9 -7.504310569770935 2
10 -7.48911955909503 2
11 -7.464472019462295 2
12 -7.425530658839739 2
13 -7.412874253387581 2
14 -7.403569405652124 2
15 -7.409926942281204 2
  
16 -7.401645954871545 3
17 -7.421212955125877 3
18 -7.436609466201403 3
19 -7.45778179887256 3
20 -7.486062404258652 3
21 -7.513398832087128 3
22 -7.548865423697134 3
23 -7.587776824653282 3
24 -7.632510923928824 3
25 -7.698365982087138 3
26 -7.755123168709842 3
  
27 -7.821590417314274 3
26 -7.755206486521997 3
25 -7.698440325535733 3
24 -7.624482599973965 3
23 -7.589671425501272 3
22 -7.550023385909813 3
21 -7.51157201047796 3
20 -7.485242983175524 3
19 -7.457578072518523 3
18 -7.437393417203737 3
17 -7.422400274501177 3
16 -7.396436017094765 3
15 -7.399639258783454 3
14 -7.39997623497668 3
13 -7.405845750536976 3
12 -7.418446698252806 3
11 -7.44737794347393 3
10 -7.475065348465801 3
9 -7.502786725033682 3
8 -7.538215162771348 3
7 -7.579991110433868 3
6 -7.604518907210867 3
5 -7.661249925116656 3
4 -7.71668819093949 3
  
3 -7.779185698226844 3
4 -7.716840138435714 3
5 -7.661459049193259 3
6 -7.600004279163289 3
7 -7.580598560950583 3
8 -7.539094369189935 3
9 -7.504003922129484 3
10 -7.476540819962692 3
11 -7.443044259810017 3
12 -7.427350443853301 3
13 -7.404013245533772 3
14 -7.395211050194711 3
15 -7.39611157777688 3
  
16 -7.405229982510386 4
17 -7.413495633843618 4
18 -7.428532087728954 4
19 -7.448571733344813 4
20 -7.474602910886962 4
21 -7.504754799596265 4
22 -7.540427317107288 4
23 -7.581913423961432 4
24 -7.622365247738379 4
25 -7.672014331017237 4
26 -7.727661588222073 4
  
27 -7.792052839725249 4
26 -7.727777690205946 4
25 -7.672162611098859 4
24 -7.622346972139106 4
23 -7.586559115794456 4
22 -7.543006581878796 4
21 -7.505697558290378 4
20 -7.474038864380832 4
19 -7.449859348193963 4
18 -7.431372456769584 4
17 -7.416774438643026 4
16 -7.408418663116666 4
15 -7.407853379509364 4
14 -7.396711949722333 4
13 -7.406815886592792 4
12 -7.425820567307961 4
11 -7.444133902223681 4
10 -7.466338405029483 4
9 -7.496108116842755 4
8 -7.529993900261344 4
7 -7.569710079629703 4
6 -7.614332721422491 4
5 -7.664622344817274 4
4 -7.720708802456087 4
  
3 -7.782503419882345 4
4 -7.720687624876646 4
5 -7.664610926644087 4
6 -7.614336976042753 4
7 -7.570002819708192 4
8 -7.530102387787926 4
9 -7.498255369841564 4
10 -7.469081960050564 4
11 -7.446556165227884 4
12 -7.428967022948147 4
13 -7.406610061618787 4
14 -7.405946026542532 4
15 -7.404293974093951 4
  
16 -7.409012700056133 4
17 -7.422919739439267 4
18 -7.438039527770893 4
19 -7.458043849944045 4
20 -7.483860357151584 4
21 -7.517295634452718 4
22 -7.554191694589135 4
23 -7.598134330555932 4
24 -7.644063051107811 4
25 -7.697769290239188 4
26 -7.756726585297362 4
